train_loss_step,step,epoch,lr-Adam,val_loss,train_loss_epoch,test_loss
,0,,0.001,,,
,49,,0.001,,,
0.46729791164398193,49,0,,,,
,63,0,,0.17044401168823242,,
,63,0,,,0.43215319514274597,
,64,,0.001,,,
,99,,0.001,,,
0.42295870184898376,99,1,,,,
,127,1,,0.09129336476325989,,
,127,1,,,0.3396323323249817,
,128,2,,,,10.708992004394531
