train_loss_step,epoch,step,lr-Adam,val_loss,train_loss_epoch
,173,11135,,0.03656218945980072,
,173,11135,,,0.0358375683426857
,,11136,0.001,,
,,11149,0.001,,
0.0349908173084259,174,11149,,,
,,11199,0.001,,
0.035218264907598495,174,11199,,,
,174,11199,,0.03521339222788811,
,174,11199,,,0.03581006079912186
,,11200,0.001,,
,,11249,0.001,,
0.03615038841962814,175,11249,,,
,175,11263,,0.03684393689036369,
,175,11263,,,0.03590651974081993
,,11264,0.001,,
,,11299,0.001,,
0.03607466071844101,176,11299,,,
,176,11327,,0.03522448614239693,
,176,11327,,,0.03613594174385071
,,11328,0.001,,
,,11349,0.001,,
0.03633745387196541,177,11349,,,
,177,11391,,0.03495556488633156,
,177,11391,,,0.03526051715016365
,,11392,0.001,,
,,11399,0.001,,
0.035172510892152786,178,11399,,,
,,11449,0.001,,
0.03609849885106087,178,11449,,,
,178,11455,,0.03577505052089691,
,178,11455,,,0.03541674092411995
,,11456,0.001,,
,,11499,0.001,,
0.03473585471510887,179,11499,,,
,179,11519,,0.03497535362839699,
,179,11519,,,0.03534054011106491
,,11520,0.001,,
,,11549,0.001,,
0.0337689183652401,180,11549,,,
,180,11583,,0.034939128905534744,
,180,11583,,,0.03520289435982704
,,11584,0.001,,
,,11599,0.001,,
0.03564377874135971,181,11599,,,
,181,11647,,0.03568039834499359,
,181,11647,,,0.03477790206670761
,,11648,0.001,,
,,11649,0.001,,
0.036287564784288406,182,11649,,,
,,11699,0.001,,
0.03515101596713066,182,11699,,,
,182,11711,,0.03437414392828941,
,182,11711,,,0.034838248044252396
,,11712,0.001,,
,,11749,0.001,,
0.03441476449370384,183,11749,,,
,183,11775,,0.036119118332862854,
,183,11775,,,0.035017453134059906
,,11776,0.001,,
,,11799,0.001,,
0.03462431579828262,184,11799,,,
,184,11839,,0.03567435219883919,
,184,11839,,,0.03496208414435387
,,11840,0.001,,
,,11849,0.001,,
0.033409103751182556,185,11849,,,
,,11899,0.001,,
0.035589080303907394,185,11899,,,
,185,11903,,0.03452257066965103,
,185,11903,,,0.03467531502246857
,,11904,0.001,,
,,11949,0.001,,
0.03649391233921051,186,11949,,,
,186,11967,,0.03487047925591469,
,186,11967,,,0.03539346903562546
,,11968,0.001,,
,,11999,0.001,,
0.03311118483543396,187,11999,,,
,187,12031,,0.03517463058233261,
,187,12031,,,0.03461119160056114
,,12032,0.001,,
,,12049,0.001,,
0.034211017191410065,188,12049,,,
,188,12095,,0.03409377485513687,
,188,12095,,,0.034627001732587814
,,12096,0.001,,
,,12099,0.001,,
0.03317754343152046,189,12099,,,
,,12149,0.001,,
0.0342557393014431,189,12149,,,
,189,12159,,0.034376293420791626,
,189,12159,,,0.0342833586037159
,,12160,0.001,,
,,12199,0.001,,
0.03581972420215607,190,12199,,,
,190,12223,,0.03371747210621834,
,190,12223,,,0.034515880048274994
,,12224,0.001,,
,,12249,0.001,,
0.03355127200484276,191,12249,,,
,191,12287,,0.03375726938247681,
,191,12287,,,0.03392389044165611
,,12288,0.001,,
,,12299,0.001,,
0.033836010843515396,192,12299,,,
,,12349,0.001,,
0.034850381314754486,192,12349,,,
,192,12351,,0.03413344547152519,
,192,12351,,,0.033886753022670746
,,12352,0.001,,
,,12399,0.001,,
0.033643726259469986,193,12399,,,
,193,12415,,0.033792924135923386,
,193,12415,,,0.03422391787171364
,,12416,0.001,,
,,12449,0.001,,
0.03312942385673523,194,12449,,,
,194,12479,,0.03413897752761841,
,194,12479,,,0.03387909382581711
,,12480,0.001,,
,,12499,0.001,,
0.034040417522192,195,12499,,,
,195,12543,,0.03362626954913139,
,195,12543,,,0.03407273441553116
,,12544,0.001,,
,,12549,0.001,,
0.032699089497327805,196,12549,,,
,,12599,0.001,,
0.03367875516414642,196,12599,,,
,196,12607,,0.0337081216275692,
,196,12607,,,0.033727068454027176
,,12608,0.001,,
,,12649,0.001,,
0.037476323544979095,197,12649,,,
,197,12671,,0.03341260179877281,
,197,12671,,,0.03388713672757149
,,12672,0.001,,
,,12699,0.001,,
0.0342518612742424,198,12699,,,
,198,12735,,0.033322203904390335,
,198,12735,,,0.03372859209775925
,,12736,0.001,,
,,12749,0.001,,
0.03240786865353584,199,12749,,,
,,12799,0.001,,
0.03221786767244339,199,12799,,,
,199,12799,,0.03430994972586632,
,199,12799,,,0.033619463443756104
,,12800,0.001,,
,,12849,0.001,,
0.033824630081653595,200,12849,,,
,200,12863,,0.0337643101811409,
,200,12863,,,0.033614229410886765
,,12864,0.001,,
,,12899,0.001,,
0.03392520174384117,201,12899,,,
,201,12927,,0.03485480323433876,
,201,12927,,,0.03359649330377579
,,12928,0.001,,
,,12949,0.001,,
0.033038634806871414,202,12949,,,
,202,12991,,0.03408978134393692,
,202,12991,,,0.033667415380477905
,,12992,0.001,,
,,12999,0.001,,
0.035474006086587906,203,12999,,,
,,13049,0.001,,
0.033283572643995285,203,13049,,,
,203,13055,,0.03365558013319969,
,203,13055,,,0.03394961729645729
,,13056,0.001,,
,,13099,0.001,,
0.03294552117586136,204,13099,,,
,204,13119,,0.03339677304029465,
,204,13119,,,0.03337285667657852
,,13120,0.001,,
,,13149,0.001,,
0.034107521176338196,205,13149,,,
,205,13183,,0.03336435928940773,
,205,13183,,,0.03342297673225403
,,13184,0.001,,
,,13199,0.001,,
0.03376243636012077,206,13199,,,
,206,13247,,0.03336910903453827,
,206,13247,,,0.03371567651629448
,,13248,0.001,,
,,13249,0.001,,
0.032383475452661514,207,13249,,,
,,13299,0.001,,
0.03230323642492294,207,13299,,,
,207,13311,,0.032901082187891006,
,207,13311,,,0.033358946442604065
,,13312,0.001,,
,,13349,0.001,,
0.033246707171201706,208,13349,,,
,208,13375,,0.03305714949965477,
,208,13375,,,0.03317759558558464
,,13376,0.001,,
,,13399,0.001,,
0.033178362995386124,209,13399,,,
,209,13439,,0.035164639353752136,
,209,13439,,,0.0334930419921875
,,13440,0.001,,
,,13449,0.001,,
0.03456217050552368,210,13449,,,
,,13499,0.001,,
0.034399762749671936,210,13499,,,
,210,13503,,0.03335931524634361,
,210,13503,,,0.03442880138754845
,,13504,0.001,,
,,13549,0.001,,
0.03357752785086632,211,13549,,,
,211,13567,,0.03337956592440605,
,211,13567,,,0.0337124727666378
,,13568,0.001,,
,,13599,0.001,,
0.03040938451886177,212,13599,,,
,212,13631,,0.03276573494076729,
,212,13631,,,0.03297986835241318
,,13632,0.001,,
,,13649,0.001,,
0.03101254813373089,213,13649,,,
,213,13695,,0.03256499767303467,
,213,13695,,,0.032880183309316635
,,13696,0.001,,
,,13699,0.001,,
0.032702744007110596,214,13699,,,
,,13749,0.001,,
0.03371318802237511,214,13749,,,
,214,13759,,0.0323774553835392,
,214,13759,,,0.03299209102988243
,,13760,0.001,,
,,13799,0.001,,
0.032264593988657,215,13799,,,
,215,13823,,0.033008236438035965,
,215,13823,,,0.03279101476073265
,,13824,0.001,,
,,13849,0.001,,
0.03423977270722389,216,13849,,,
,216,13887,,0.033455438911914825,
,216,13887,,,0.032977569848299026
,,13888,0.001,,
,,13899,0.001,,
0.03270089626312256,217,13899,,,
,,13949,0.001,,
0.03298308327794075,217,13949,,,
,217,13951,,0.03262707591056824,
,217,13951,,,0.0328291580080986
,,13952,0.001,,
,,13999,0.001,,
0.0343267023563385,218,13999,,,
,218,14015,,0.03302279859781265,
,218,14015,,,0.03275199234485626
,,14016,0.001,,
,,14049,0.001,,
0.03328140079975128,219,14049,,,
,219,14079,,0.03265972435474396,
,219,14079,,,0.03277982026338577
,,14080,0.001,,
,,14099,0.001,,
0.034063663333654404,220,14099,,,
,220,14143,,0.03261435776948929,
,220,14143,,,0.034317415207624435
,,14144,0.001,,
,,14149,0.001,,
0.03249959647655487,221,14149,,,
,,14199,0.001,,
0.03245385363698006,221,14199,,,
,221,14207,,0.03241290524601936,
,221,14207,,,0.03276782110333443
,,14208,0.001,,
,,14249,0.001,,
0.034112267196178436,222,14249,,,
,222,14271,,0.03222405165433884,
,222,14271,,,0.032404690980911255
,,14272,0.001,,
,,14299,0.001,,
0.0334920771420002,223,14299,,,
,223,14335,,0.03228363022208214,
,223,14335,,,0.032548945397138596
,,14336,0.001,,
,,14349,0.001,,
0.032450877130031586,224,14349,,,
,,14399,0.001,,
0.032770853489637375,224,14399,,,
,224,14399,,0.032476283609867096,
,224,14399,,,0.032667145133018494
,,14400,0.001,,
,,14449,0.001,,
0.033887721598148346,225,14449,,,
,225,14463,,0.0325731486082077,
,225,14463,,,0.03288440406322479
,,14464,0.001,,
,,14499,0.001,,
0.03277952969074249,226,14499,,,
,226,14527,,0.03246484324336052,
,226,14527,,,0.0327925831079483
,,14528,0.001,,
,,14549,0.001,,
0.03155166283249855,227,14549,,,
,227,14591,,0.03246802091598511,
,227,14591,,,0.032499365508556366
,,14592,0.001,,
,,14599,0.001,,
0.032177604734897614,228,14599,,,
,,14649,0.001,,
0.03318391367793083,228,14649,,,
,228,14655,,0.032340195029973984,
,228,14655,,,0.03255106508731842
,,14656,0.001,,
,,14699,0.001,,
0.03246740624308586,229,14699,,,
,229,14719,,0.03244064003229141,
,229,14719,,,0.032581958919763565
,,14720,0.001,,
,,14749,0.001,,
0.03153546154499054,230,14749,,,
,230,14783,,0.03221640735864639,
,230,14783,,,0.03240888565778732
,,14784,0.001,,
,,14799,0.001,,
0.03308914974331856,231,14799,,,
,231,14847,,0.03186960518360138,
,231,14847,,,0.032389018684625626
,,14848,0.001,,
,,14849,0.001,,
0.03288732096552849,232,14849,,,
,,14899,0.001,,
0.03309200704097748,232,14899,,,
,232,14911,,0.032044775784015656,
,232,14911,,,0.03285064548254013
,,14912,0.001,,
,,14949,0.001,,
0.033345047384500504,233,14949,,,
,233,14975,,0.03219016641378403,
,233,14975,,,0.032946258783340454
,,14976,0.001,,
,,14999,0.001,,
0.03066156804561615,234,14999,,,
