step,epoch,train_loss_step,lr-Adam,val_loss,train_loss_epoch,test_loss
10299,160,0.23061305284500122,,,,
10303,160,,,0.04109323024749756,,
10303,160,,,,0.23436301946640015,
10304,,,0.001,,,
10349,,,0.001,,,
10349,161,0.22576196491718292,,,,
10367,161,,,0.0383036807179451,,
10367,161,,,,0.23258143663406372,
10368,,,0.001,,,
10399,,,0.001,,,
10399,162,0.24336332082748413,,,,
10431,162,,,0.038699015974998474,,
10431,162,,,,0.2299768626689911,
10432,,,0.001,,,
10449,,,0.001,,,
10449,163,0.320028156042099,,,,
10495,163,,,0.040531937032938004,,
10495,163,,,,0.23124636709690094,
10496,,,0.001,,,
10499,,,0.001,,,
10499,164,0.26693564653396606,,,,
10549,,,0.001,,,
10549,164,0.22106648981571198,,,,
10559,164,,,0.03787025809288025,,
10559,164,,,,0.23339733481407166,
10560,,,0.001,,,
10599,,,0.001,,,
10599,165,0.21023890376091003,,,,
10623,165,,,0.039121270179748535,,
10623,165,,,,0.23314517736434937,
10624,,,0.001,,,
10649,,,0.001,,,
10649,166,0.2502475678920746,,,,
10687,166,,,0.038417134433984756,,
10687,166,,,,0.2337404191493988,
10688,,,0.001,,,
10699,,,0.001,,,
10699,167,0.2114935964345932,,,,
10749,,,0.001,,,
10749,167,0.2727394998073578,,,,
10751,167,,,0.03794178366661072,,
10751,167,,,,0.23181423544883728,
10752,,,0.001,,,
10799,,,0.001,,,
10799,168,0.2918500602245331,,,,
10815,168,,,0.037866685539484024,,
10815,168,,,,0.23165187239646912,
10816,,,0.001,,,
10849,,,0.001,,,
10849,169,0.2889242172241211,,,,
10879,169,,,0.03833090886473656,,
10879,169,,,,0.23306754231452942,
10880,,,0.001,,,
10899,,,0.001,,,
10899,170,0.2622217833995819,,,,
10943,170,,,0.03915425017476082,,
10943,170,,,,0.23370008170604706,
10944,,,0.001,,,
10949,,,0.001,,,
10949,171,0.24843285977840424,,,,
10999,,,0.001,,,
10999,171,0.3193504810333252,,,,
11007,171,,,0.040664318948984146,,
11007,171,,,,0.23475179076194763,
11008,,,0.001,,,
11049,,,0.001,,,
11049,172,0.19521425664424896,,,,
11071,172,,,0.037463344633579254,,
11071,172,,,,0.23144173622131348,
11072,,,0.001,,,
11099,,,0.001,,,
11099,173,0.2758006751537323,,,,
11135,173,,,0.038514360785484314,,
11135,173,,,,0.23318657279014587,
11136,,,0.001,,,
11149,,,0.001,,,
11149,174,0.19887487590312958,,,,
11199,,,0.001,,,
11199,174,0.27459830045700073,,,,
11199,174,,,0.04091478884220123,,
11199,174,,,,0.231878399848938,
11200,,,0.001,,,
11249,,,0.001,,,
11249,175,0.18994148075580597,,,,
11263,175,,,0.040041327476501465,,
11263,175,,,,0.23470546305179596,
11264,,,0.001,,,
11299,,,0.001,,,
11299,176,0.19344542920589447,,,,
11327,176,,,0.038571059703826904,,
11327,176,,,,0.23303790390491486,
11328,,,0.001,,,
11349,,,0.001,,,
11349,177,0.15788458287715912,,,,
11391,177,,,0.03887306526303291,,
11391,177,,,,0.23039641976356506,
11392,,,0.001,,,
11399,,,0.001,,,
11399,178,0.24624690413475037,,,,
11449,,,0.001,,,
11449,178,0.27501752972602844,,,,
11455,178,,,0.039580874145030975,,
11455,178,,,,0.2318045198917389,
11456,,,0.001,,,
11499,,,0.001,,,
11499,179,0.19024387001991272,,,,
11519,179,,,0.03711073473095894,,
11519,179,,,,0.23108236491680145,
11520,,,0.001,,,
11549,,,0.001,,,
11549,180,0.24199293553829193,,,,
11583,180,,,0.042341914027929306,,
11583,180,,,,0.23282068967819214,
11584,,,0.001,,,
11599,,,0.001,,,
11599,181,0.2706257402896881,,,,
11647,181,,,0.03957616910338402,,
11647,181,,,,0.2325037568807602,
11648,,,0.001,,,
11649,,,0.001,,,
11649,182,0.2027222216129303,,,,
11699,,,0.001,,,
11699,182,0.3010338842868805,,,,
11711,182,,,0.03714677691459656,,
11711,182,,,,0.2314404547214508,
11712,,,0.001,,,
11749,,,0.001,,,
11749,183,0.17998437583446503,,,,
11775,183,,,0.03686991706490517,,
11775,183,,,,0.23082999885082245,
11776,,,0.001,,,
11799,,,0.001,,,
11799,184,0.2290148138999939,,,,
11839,184,,,0.03651963546872139,,
11839,184,,,,0.23015300929546356,
11840,,,0.001,,,
11849,,,0.001,,,
11849,185,0.2991986870765686,,,,
11899,,,0.001,,,
11899,185,0.2522214949131012,,,,
11903,185,,,0.03752773255109787,,
11903,185,,,,0.2342182695865631,
11904,,,0.001,,,
11949,,,0.001,,,
11949,186,0.3589230179786682,,,,
11967,186,,,0.036645203828811646,,
11967,186,,,,0.228631392121315,
11968,,,0.001,,,
11999,,,0.001,,,
11999,187,0.21149525046348572,,,,
12031,187,,,0.03761035203933716,,
12031,187,,,,0.2316354364156723,
12032,,,0.001,,,
12049,,,0.001,,,
12049,188,0.28493204712867737,,,,
12095,188,,,0.037516020238399506,,
12095,188,,,,0.2301660180091858,
12096,,,0.001,,,
12099,,,0.001,,,
12099,189,0.17768585681915283,,,,
12149,,,0.001,,,
12149,189,0.13343599438667297,,,,
12159,189,,,0.03684353455901146,,
12159,189,,,,0.2296581268310547,
12160,,,0.001,,,
12199,,,0.001,,,
12199,190,0.30032938718795776,,,,
12223,190,,,0.03676561266183853,,
12223,190,,,,0.23015619814395905,
12224,,,0.001,,,
12249,,,0.001,,,
12249,191,0.15976113080978394,,,,
12287,191,,,0.03752194717526436,,
12287,191,,,,0.2293165922164917,
12288,,,0.001,,,
12299,,,0.001,,,
12299,192,0.13050594925880432,,,,
12349,,,0.001,,,
12349,192,0.1964367926120758,,,,
12351,192,,,0.038116201758384705,,
12351,192,,,,0.2311059683561325,
12352,,,0.001,,,
12399,,,0.001,,,
12399,193,0.24518680572509766,,,,
12415,193,,,0.03714597225189209,,
12415,193,,,,0.2318841814994812,
12416,,,0.001,,,
12449,,,0.001,,,
12449,194,0.18060867488384247,,,,
12479,194,,,0.03715381398797035,,
12479,194,,,,0.23169413208961487,
12480,,,0.001,,,
12499,,,0.001,,,
12499,195,0.2412940263748169,,,,
12543,195,,,0.037628062069416046,,
12543,195,,,,0.23043835163116455,
12544,,,0.001,,,
12549,,,0.001,,,
12549,196,0.22856318950653076,,,,
12599,,,0.001,,,
12599,196,0.18841207027435303,,,,
12607,196,,,0.037266284227371216,,
12607,196,,,,0.23150382936000824,
12608,,,0.001,,,
12649,,,0.001,,,
12649,197,0.2585325539112091,,,,
12671,197,,,0.03714113309979439,,
12671,197,,,,0.23259180784225464,
12672,,,0.001,,,
12699,,,0.001,,,
12699,198,0.18874050676822662,,,,
12735,198,,,0.03787974640727043,,
12735,198,,,,0.22903476655483246,
12736,,,0.001,,,
12749,,,0.001,,,
12749,199,0.255397230386734,,,,
12799,,,0.001,,,
12799,199,0.34721624851226807,,,,
12799,199,,,0.03773748129606247,,
12799,199,,,,0.22808995842933655,
12800,,,0.001,,,
12849,,,0.001,,,
12849,200,0.2278699427843094,,,,
12863,200,,,0.037117306143045425,,
12863,200,,,,0.23050524294376373,
12864,,,0.001,,,
12899,,,0.001,,,
12899,201,0.28310757875442505,,,,
12927,201,,,0.03769153356552124,,
12927,201,,,,0.22984051704406738,
12928,,,0.001,,,
12949,,,0.001,,,
12949,202,0.24528789520263672,,,,
12991,202,,,0.037351094186306,,
12991,202,,,,0.22904828190803528,
12992,,,0.001,,,
12999,,,0.001,,,
12999,203,0.24955332279205322,,,,
13049,,,0.001,,,
13049,203,0.2501840889453888,,,,
13055,203,,,0.03773649409413338,,
13055,203,,,,0.22871476411819458,
13056,,,0.001,,,
13099,,,0.001,,,
13099,204,0.2116246074438095,,,,
13119,204,,,0.036210350692272186,,
13119,204,,,,0.23030740022659302,
13120,,,0.001,,,
13149,,,0.001,,,
13149,205,0.34725716710090637,,,,
13183,205,,,0.03837035596370697,,
13183,205,,,,0.22773927450180054,
13184,,,0.001,,,
13199,,,0.001,,,
13199,206,0.30851349234580994,,,,
13247,206,,,0.03782246261835098,,
13247,206,,,,0.22978302836418152,
13248,,,0.001,,,
13249,,,0.001,,,
13249,207,0.23962393403053284,,,,
13299,,,0.001,,,
13299,207,0.2586252987384796,,,,
13311,207,,,0.03801875561475754,,
13311,207,,,,0.22871096432209015,
13312,,,0.001,,,
13349,,,0.001,,,
13349,208,0.11107854545116425,,,,
13375,208,,,0.03960864245891571,,
13375,208,,,,0.22699792683124542,
13376,,,0.001,,,
13399,,,0.001,,,
13399,209,0.24889294803142548,,,,
13439,209,,,0.03662552684545517,,
13439,209,,,,0.23181506991386414,
13440,,,0.001,,,
13449,,,0.001,,,
13449,210,0.17988474667072296,,,,
13499,,,0.001,,,
13499,210,0.19142833352088928,,,,
13503,210,,,0.03895453363656998,,
13503,210,,,,0.2323986142873764,
13504,,,0.001,,,
13549,,,0.001,,,
13549,211,0.1906556636095047,,,,
13567,211,,,0.03736555576324463,,
13567,211,,,,0.229380801320076,
13568,,,0.001,,,
13599,,,0.001,,,
13599,212,0.25879573822021484,,,,
13631,212,,,0.03680653125047684,,
13631,212,,,,0.23058460652828217,
13632,,,0.001,,,
13649,,,0.001,,,
13649,213,0.26057711243629456,,,,
13695,213,,,0.03640401363372803,,
13695,213,,,,0.22671166062355042,
13696,,,0.001,,,
13699,,,0.001,,,
13699,214,0.27441951632499695,,,,
13749,,,0.001,,,
13749,214,0.3045802712440491,,,,
13759,214,,,0.03749869391322136,,
13759,214,,,,0.2305852323770523,
13760,,,0.001,,,
13799,,,0.001,,,
13799,215,0.1776924878358841,,,,
13823,215,,,0.03663371503353119,,
13823,215,,,,0.22789788246154785,
13824,,,0.001,,,
13849,,,0.001,,,
13849,216,0.1566687822341919,,,,
13887,216,,,0.03921772912144661,,
13887,216,,,,0.2306610345840454,
13888,,,0.001,,,
13899,,,0.001,,,
13899,217,0.2279246300458908,,,,
13949,,,0.001,,,
13949,217,0.29890552163124084,,,,
13951,217,,,0.038622524589300156,,
13951,217,,,,0.2323106825351715,
13952,,,0.001,,,
13999,,,0.001,,,
13999,218,0.24243682622909546,,,,
14015,218,,,0.039158012717962265,,
14015,218,,,,0.2319130152463913,
14016,,,0.001,,,
14049,,,0.001,,,
14049,219,0.2932423949241638,,,,
14079,219,,,0.036451008170843124,,
14079,219,,,,0.23161429166793823,
14080,,,0.001,,,
14099,,,0.001,,,
14099,220,0.22405081987380981,,,,
14143,220,,,0.036717794835567474,,
14143,220,,,,0.23095372319221497,
14144,,,0.001,,,
14149,,,0.001,,,
14149,221,0.21786990761756897,,,,
14199,,,0.001,,,
14199,221,0.2679601013660431,,,,
14207,221,,,0.03750811517238617,,
14207,221,,,,0.23071275651454926,
14208,,,0.001,,,
14249,,,0.001,,,
14249,222,0.28730395436286926,,,,
14271,222,,,0.036912694573402405,,
14271,222,,,,0.2300994098186493,
14272,,,0.001,,,
14299,,,0.001,,,
14299,223,0.15409107506275177,,,,
14335,223,,,0.03658919408917427,,
14335,223,,,,0.23053982853889465,
14336,,,0.001,,,
14349,,,0.001,,,
14349,224,0.1900671273469925,,,,
14399,,,0.001,,,
14399,224,0.23076900839805603,,,,
14399,224,,,0.03779677301645279,,
14399,224,,,,0.22923097014427185,
14400,,,0.001,,,
14449,,,0.001,,,
14449,225,0.2575177252292633,,,,
14463,225,,,0.03716850280761719,,
14463,225,,,,0.22937749326229095,
14464,,,0.001,,,
14499,,,0.001,,,
14499,226,0.29651927947998047,,,,
14527,226,,,0.036097317934036255,,
14527,226,,,,0.23114734888076782,
14528,,,0.001,,,
14549,,,0.001,,,
14549,227,0.3103916645050049,,,,
14591,227,,,0.036176249384880066,,
14591,227,,,,0.22931860387325287,
14592,,,0.001,,,
14599,,,0.001,,,
14599,228,0.16497156023979187,,,,
14649,,,0.001,,,
14649,228,0.28156977891921997,,,,
14655,228,,,0.0390549972653389,,
14655,228,,,,0.23109965026378632,
14656,,,0.001,,,
14699,,,0.001,,,
14699,229,0.2768913507461548,,,,
14719,229,,,0.03950197249650955,,
14719,229,,,,0.22921356558799744,
14720,,,0.001,,,
14749,,,0.001,,,
14749,230,0.25160592794418335,,,,
14783,230,,,0.03735962137579918,,
14783,230,,,,0.2293442338705063,
14784,,,0.001,,,
14799,,,0.001,,,
14799,231,0.24293550848960876,,,,
14847,231,,,0.03755095973610878,,
14847,231,,,,0.2271491438150406,
14848,,,0.001,,,
14849,,,0.001,,,
14849,232,0.18233418464660645,,,,
14899,,,0.001,,,
14899,232,0.19525885581970215,,,,
14911,232,,,0.035868607461452484,,
14911,232,,,,0.2297477424144745,
14912,,,0.001,,,
14949,,,0.001,,,
14949,233,0.34034353494644165,,,,
14975,233,,,0.03895260766148567,,
14975,233,,,,0.23022034764289856,
14976,,,0.001,,,
14999,,,0.001,,,
14999,234,0.24346297979354858,,,,
15039,234,,,0.03578561171889305,,
15039,234,,,,0.23130843043327332,
15040,,,0.001,,,
15049,,,0.001,,,
15049,235,0.22001409530639648,,,,
15099,,,0.001,,,
15099,235,0.1381884664297104,,,,
15103,235,,,0.041445616632699966,,
15103,235,,,,0.22849039733409882,
15104,,,0.001,,,
15149,,,0.001,,,
15149,236,0.2965920567512512,,,,
15167,236,,,0.035749584436416626,,
15167,236,,,,0.22890646755695343,
15168,,,0.001,,,
15199,,,0.001,,,
15199,237,0.18873125314712524,,,,
15231,237,,,0.03606848046183586,,
15231,237,,,,0.23021478950977325,
15232,,,0.001,,,
15249,,,0.001,,,
15249,238,0.21061132848262787,,,,
15295,238,,,0.03696253523230553,,
15295,238,,,,0.2288808524608612,
15296,,,0.001,,,
15299,,,0.001,,,
15299,239,0.19739589095115662,,,,
15349,,,0.001,,,
15349,239,0.2768469452857971,,,,
15359,239,,,0.03580736368894577,,
15359,239,,,,0.22794753313064575,
15360,,,0.001,,,
15399,,,0.001,,,
15399,240,0.19430816173553467,,,,
15423,240,,,0.03690628334879875,,
15423,240,,,,0.22728876769542694,
15424,,,0.001,,,
15449,,,0.001,,,
15449,241,0.1782093048095703,,,,
15487,241,,,0.0361819751560688,,
15487,241,,,,0.22999736666679382,
15488,,,0.001,,,
15499,,,0.001,,,
15499,242,0.23051294684410095,,,,
15549,,,0.001,,,
15549,242,0.24598756432533264,,,,
15551,242,,,0.03538447618484497,,
15551,242,,,,0.22917847335338593,
15552,,,0.001,,,
15599,,,0.001,,,
15599,243,0.3031637370586395,,,,
15615,243,,,0.03613993525505066,,
15615,243,,,,0.2282092273235321,
15616,,,0.001,,,
15649,,,0.001,,,
15649,244,0.23538261651992798,,,,
15679,244,,,0.03625404089689255,,
15679,244,,,,0.22859829664230347,
15680,,,0.001,,,
15699,,,0.001,,,
15699,245,0.1570773720741272,,,,
15743,245,,,0.03683706000447273,,
15743,245,,,,0.22799339890480042,
15744,,,0.001,,,
15749,,,0.001,,,
15749,246,0.31930020451545715,,,,
15799,,,0.001,,,
15799,246,0.12515908479690552,,,,
15807,246,,,0.03672577440738678,,
15807,246,,,,0.22677206993103027,
15808,,,0.001,,,
15849,,,0.001,,,
15849,247,0.2986212372779846,,,,
15871,247,,,0.038235653191804886,,
15871,247,,,,0.22820056974887848,
15872,,,0.001,,,
15899,,,0.001,,,
15899,248,0.20795457065105438,,,,
15935,248,,,0.03719794750213623,,
15935,248,,,,0.23212029039859772,
15936,,,0.001,,,
15949,,,0.001,,,
15949,249,0.17781394720077515,,,,
15999,,,0.001,,,
15999,249,0.2960781157016754,,,,
15999,249,,,0.04160759970545769,,
15999,249,,,,0.22896884381771088,
16000,,,0.001,,,
16049,,,0.001,,,
16049,250,0.25910618901252747,,,,
16063,250,,,0.03632311150431633,,
16063,250,,,,0.23002327978610992,
16064,,,0.001,,,
16099,,,0.001,,,
16099,251,0.22393359243869781,,,,
16127,251,,,0.035910531878471375,,
16127,251,,,,0.2285366654396057,
16128,,,0.001,,,
16149,,,0.001,,,
16149,252,0.19100013375282288,,,,
16191,252,,,0.035527653992176056,,
16191,252,,,,0.2287777066230774,
16192,,,0.001,,,
16199,,,0.001,,,
16199,253,0.3117353022098541,,,,
16249,,,0.001,,,
16249,253,0.21828466653823853,,,,
16255,253,,,0.03682224825024605,,
16255,253,,,,0.22898195683956146,
16256,,,0.001,,,
16299,,,0.001,,,
16299,254,0.26734575629234314,,,,
16319,254,,,0.03775715455412865,,
16319,254,,,,0.2284020483493805,
16320,,,0.001,,,
16349,,,0.001,,,
16349,255,0.2536521553993225,,,,
16383,255,,,0.038567960262298584,,
16383,255,,,,0.231704443693161,
16384,,,0.001,,,
16399,,,0.001,,,
16399,256,0.15851031243801117,,,,
16447,256,,,0.03769746795296669,,
16447,256,,,,0.22834554314613342,
16448,,,0.001,,,
16449,,,0.001,,,
16449,257,0.27055028080940247,,,,
16499,,,0.001,,,
16499,257,0.15936745703220367,,,,
16511,257,,,0.036003682762384415,,
16511,257,,,,0.23003119230270386,
16512,,,0.001,,,
16549,,,0.001,,,
16549,258,0.13976025581359863,,,,
16575,258,,,0.03659718111157417,,
16575,258,,,,0.22983476519584656,
16576,,,0.001,,,
16599,,,0.001,,,
16599,259,0.30112025141716003,,,,
16639,259,,,0.035620953887701035,,
16639,259,,,,0.22842465341091156,
16640,,,0.001,,,
16649,,,0.001,,,
16649,260,0.21492743492126465,,,,
16699,,,0.001,,,
16699,260,0.27008256316185,,,,
16703,260,,,0.037138432264328,,
16703,260,,,,0.22698508203029633,
16704,,,0.001,,,
16749,,,0.001,,,
16749,261,0.22059379518032074,,,,
16767,261,,,0.03548293560743332,,
16767,261,,,,0.23024728894233704,
16768,,,0.001,,,
16799,,,0.001,,,
16799,262,0.28424423933029175,,,,
16831,262,,,0.035798102617263794,,
16831,262,,,,0.22544018924236298,
16832,,,0.001,,,
16849,,,0.001,,,
16849,263,0.2684670388698578,,,,
16895,263,,,0.03723938390612602,,
16895,263,,,,0.22933924198150635,
16896,,,0.001,,,
16899,,,0.001,,,
16899,264,0.2257949262857437,,,,
16949,,,0.001,,,
16949,264,0.1532360315322876,,,,
16959,264,,,0.03594641014933586,,
16959,264,,,,0.22854474186897278,
16960,,,0.001,,,
16999,,,0.001,,,
16999,265,0.20081447064876556,,,,
17023,265,,,0.03563341125845909,,
17023,265,,,,0.22767876088619232,
17024,,,0.001,,,
17049,,,0.001,,,
17049,266,0.2706573009490967,,,,
17087,266,,,0.03544514626264572,,
17087,266,,,,0.2272358238697052,
17088,,,0.001,,,
17099,,,0.001,,,
17099,267,0.12036611139774323,,,,
17149,,,0.001,,,
17149,267,0.2585759460926056,,,,
17151,267,,,0.0380406528711319,,
17151,267,,,,0.22677722573280334,
17152,,,0.001,,,
17199,,,0.001,,,
17199,268,0.1605590283870697,,,,
17215,268,,,0.03551388904452324,,
17215,268,,,,0.22746585309505463,
17216,,,0.001,,,
17249,,,0.001,,,
17249,269,0.20738208293914795,,,,
17279,269,,,0.036201074719429016,,
17279,269,,,,0.23010319471359253,
17280,,,0.001,,,
17299,,,0.001,,,
17299,270,0.25391140580177307,,,,
17343,270,,,0.037205152213573456,,
17343,270,,,,0.22956053912639618,
17344,,,0.001,,,
17349,,,0.001,,,
17349,271,0.29451119899749756,,,,
17399,,,0.001,,,
17399,271,0.16712906956672668,,,,
17407,271,,,0.03576505556702614,,
17407,271,,,,0.2268519401550293,
17408,,,0.001,,,
17449,,,0.001,,,
17449,272,0.29594218730926514,,,,
17471,272,,,0.035691194236278534,,
17471,272,,,,0.2263813018798828,
17472,,,0.001,,,
17499,,,0.001,,,
17499,273,0.18186764419078827,,,,
17535,273,,,0.03634096309542656,,
17535,273,,,,0.22832046449184418,
17536,,,0.001,,,
17549,,,0.001,,,
17549,274,0.21125639975070953,,,,
17599,,,0.001,,,
17599,274,0.16814850270748138,,,,
17599,274,,,0.035081926733255386,,
17599,274,,,,0.2267080396413803,
17600,,,0.001,,,
17649,,,0.001,,,
17649,275,0.18227005004882812,,,,
17663,275,,,0.03538276627659798,,
17663,275,,,,0.2269848734140396,
17664,,,0.001,,,
17699,,,0.001,,,
17699,276,0.2966569662094116,,,,
17727,276,,,0.03644761070609093,,
17727,276,,,,0.22828102111816406,
17728,,,0.001,,,
17749,,,0.001,,,
17749,277,0.25610506534576416,,,,
17791,277,,,0.03734773024916649,,
17791,277,,,,0.22819720208644867,
17792,,,0.001,,,
17799,,,0.001,,,
17799,278,0.12134131789207458,,,,
17849,,,0.001,,,
17849,278,0.17005595564842224,,,,
17855,278,,,0.035823941230773926,,
17855,278,,,,0.22904568910598755,
17856,,,0.001,,,
17899,,,0.001,,,
17899,279,0.22300349175930023,,,,
17919,279,,,0.038163334131240845,,
17919,279,,,,0.22784101963043213,
17920,,,0.001,,,
17949,,,0.001,,,
17949,280,0.23257464170455933,,,,
17983,280,,,0.037619348615407944,,
17983,280,,,,0.22833454608917236,
17984,,,0.001,,,
17999,,,0.001,,,
17999,281,0.18424449861049652,,,,
18047,281,,,0.036303017288446426,,
18047,281,,,,0.2269173264503479,
18048,,,0.001,,,
18049,,,0.001,,,
18049,282,0.16597145795822144,,,,
18099,,,0.001,,,
18099,282,0.27180373668670654,,,,
18111,282,,,0.039524853229522705,,
18111,282,,,,0.22723253071308136,
18112,,,0.001,,,
18149,,,0.001,,,
18149,283,0.22297373414039612,,,,
18175,283,,,0.036803025752305984,,
18175,283,,,,0.22771932184696198,
18176,,,0.001,,,
18199,,,0.001,,,
18199,284,0.25603002309799194,,,,
18239,284,,,0.03537905588746071,,
18239,284,,,,0.2282775640487671,
18240,,,0.001,,,
18249,,,0.001,,,
18249,285,0.2598525285720825,,,,
18299,,,0.001,,,
18299,285,0.3218933045864105,,,,
18303,285,,,0.03468438982963562,,
18303,285,,,,0.22654402256011963,
18304,,,0.001,,,
18349,,,0.001,,,
18349,286,0.30625075101852417,,,,
18367,286,,,0.035176750272512436,,
18367,286,,,,0.22701051831245422,
18368,,,0.001,,,
18399,,,0.001,,,
18399,287,0.13715344667434692,,,,
18431,287,,,0.036361534148454666,,
18431,287,,,,0.22746801376342773,
18432,,,0.001,,,
18449,,,0.001,,,
18449,288,0.209285169839859,,,,
18495,288,,,0.03698411583900452,,
18495,288,,,,0.22887401282787323,
18496,,,0.001,,,
18499,,,0.001,,,
18499,289,0.249070405960083,,,,
18549,,,0.001,,,
18549,289,0.2665725350379944,,,,
18559,289,,,0.0352502278983593,,
18559,289,,,,0.22700798511505127,
18560,,,0.001,,,
18599,,,0.001,,,
18599,290,0.30389896035194397,,,,
18623,290,,,0.035934362560510635,,
18623,290,,,,0.2277747243642807,
18624,,,0.001,,,
18649,,,0.001,,,
18649,291,0.19289830327033997,,,,
18687,291,,,0.034949734807014465,,
18687,291,,,,0.22556796669960022,
18688,,,0.001,,,
18699,,,0.001,,,
18699,292,0.14088872075080872,,,,
18749,,,0.001,,,
18749,292,0.22650091350078583,,,,
18751,292,,,0.03825115039944649,,
18751,292,,,,0.22733686864376068,
18752,,,0.001,,,
18799,,,0.001,,,
18799,293,0.16934135556221008,,,,
18815,293,,,0.035355716943740845,,
18815,293,,,,0.2284810096025467,
18816,,,0.001,,,
18849,,,0.001,,,
18849,294,0.23840728402137756,,,,
18879,294,,,0.03510485962033272,,
18879,294,,,,0.22695176303386688,
18880,,,0.001,,,
18899,,,0.001,,,
18899,295,0.23093564808368683,,,,
18943,295,,,0.03836307302117348,,
18943,295,,,,0.22692732512950897,
18944,,,0.001,,,
18949,,,0.001,,,
18949,296,0.23786388337612152,,,,
18999,,,0.001,,,
18999,296,0.211931511759758,,,,
19007,296,,,0.03566039353609085,,
19007,296,,,,0.22700029611587524,
19008,,,0.001,,,
19049,,,0.001,,,
19049,297,0.1710718870162964,,,,
19071,297,,,0.03507721424102783,,
19071,297,,,,0.22896084189414978,
19072,,,0.001,,,
19099,,,0.001,,,
19099,298,0.19694513082504272,,,,
19135,298,,,0.036360133439302444,,
19135,298,,,,0.22712869942188263,
19136,,,0.001,,,
19149,,,0.001,,,
19149,299,0.12413714826107025,,,,
19199,,,0.001,,,
19199,299,0.2913157343864441,,,,
19199,299,,,0.0360555499792099,,
19199,299,,,,0.22788164019584656,
19200,,,0.001,,,
19249,,,0.001,,,
19249,300,0.24494442343711853,,,,
19263,300,,,0.03932597115635872,,
19263,300,,,,0.22938179969787598,
19264,,,0.001,,,
19299,,,0.001,,,
19299,301,0.26364457607269287,,,,
19327,301,,,0.03511291742324829,,
19327,301,,,,0.2280145138502121,
19328,,,0.001,,,
19349,,,0.001,,,
19349,302,0.26877081394195557,,,,
19391,302,,,0.0349537692964077,,
19391,302,,,,0.22659015655517578,
19392,,,0.001,,,
19399,,,0.001,,,
19399,303,0.20251215994358063,,,,
19449,,,0.001,,,
19449,303,0.1906420737504959,,,,
19455,303,,,0.03591599687933922,,
19455,303,,,,0.22751405835151672,
19456,,,0.001,,,
19499,,,0.001,,,
19499,304,0.3157437741756439,,,,
19519,304,,,0.03715667501091957,,
19519,304,,,,0.22475843131542206,
19520,,,0.001,,,
19549,,,0.001,,,
19549,305,0.18614473938941956,,,,
19583,305,,,0.03618063032627106,,
19583,305,,,,0.22416236996650696,
19584,,,0.001,,,
19599,,,0.001,,,
19599,306,0.2623690068721771,,,,
19647,306,,,0.03722904622554779,,
19647,306,,,,0.22626416385173798,
19648,,,0.001,,,
19649,,,0.001,,,
19649,307,0.17789864540100098,,,,
19699,,,0.001,,,
19699,307,0.27443110942840576,,,,
19711,307,,,0.037152890115976334,,
19711,307,,,,0.22800211608409882,
19712,,,0.001,,,
19749,,,0.001,,,
19749,308,0.25090882182121277,,,,
19775,308,,,0.03800993785262108,,
19775,308,,,,0.22740310430526733,
19776,,,0.001,,,
19799,,,0.001,,,
19799,309,0.2670302987098694,,,,
19839,309,,,0.03875555843114853,,
19839,309,,,,0.22828564047813416,
19840,,,0.001,,,
19849,,,0.001,,,
19849,310,0.27342483401298523,,,,
19899,,,0.001,,,
19899,310,0.1664932668209076,,,,
19903,310,,,0.03602677583694458,,
19903,310,,,,0.22835204005241394,
19904,,,0.001,,,
19949,,,0.001,,,
19949,311,0.2628316879272461,,,,
19967,311,,,0.03510822355747223,,
19967,311,,,,0.22853334248065948,
19968,,,0.001,,,
19999,,,0.001,,,
19999,312,0.21343368291854858,,,,
20031,312,,,0.03546692430973053,,
20031,312,,,,0.22531795501708984,
20032,,,0.001,,,
20049,,,0.001,,,
20049,313,0.25842395424842834,,,,
20095,313,,,0.0375688262283802,,
20095,313,,,,0.22773143649101257,
20096,,,0.001,,,
20099,,,0.001,,,
20099,314,0.2319219708442688,,,,
20149,,,0.001,,,
20149,314,0.21966710686683655,,,,
20159,314,,,0.03608011081814766,,
20159,314,,,,0.22854191064834595,
20160,,,0.001,,,
20199,,,0.001,,,
20199,315,0.3234250843524933,,,,
20223,315,,,0.03489290550351143,,
20223,315,,,,0.22656986117362976,
20224,,,0.001,,,
20249,,,0.001,,,
20249,316,0.27482348680496216,,,,
20287,316,,,0.03518715873360634,,
20287,316,,,,0.22751584649085999,
20288,,,0.001,,,
20299,,,0.001,,,
20299,317,0.3007570207118988,,,,
20349,,,0.001,,,
20349,317,0.27252113819122314,,,,
20351,317,,,0.03576178476214409,,
20351,317,,,,0.22573629021644592,
20352,,,0.001,,,
20399,,,0.001,,,
20399,318,0.1650458425283432,,,,
20415,318,,,0.03779212012887001,,
20415,318,,,,0.22802738845348358,
20416,,,0.001,,,
20449,,,0.001,,,
20449,319,0.24007882177829742,,,,
20479,319,,,0.03484148532152176,,
20479,319,,,,0.22553274035453796,
20480,,,0.001,,,
20499,,,0.001,,,
20499,320,0.16716092824935913,,,,
20543,320,,,0.038567837327718735,,
20543,320,,,,0.22699157893657684,
20544,,,0.001,,,
20549,,,0.001,,,
20549,321,0.17718616127967834,,,,
20599,,,0.001,,,
20599,321,0.27706870436668396,,,,
20607,321,,,0.035753779113292694,,
20607,321,,,,0.22833703458309174,
