step,epoch,train_loss_step,lr-Adam,val_loss,train_loss_epoch,test_loss
20608,,,0.001,,,
20649,,,0.001,,,
20649,322,0.23889663815498352,,,,
20671,322,,,0.03628703951835632,,
20671,322,,,,0.22463412582874298,
20672,,,0.001,,,
20699,,,0.001,,,
20699,323,0.2404206544160843,,,,
20735,323,,,0.03558766469359398,,
20735,323,,,,0.22847247123718262,
20736,,,0.001,,,
20749,,,0.001,,,
20749,324,0.09238244593143463,,,,
20799,,,0.001,,,
20799,324,0.25237274169921875,,,,
20799,324,,,0.03531451150774956,,
20799,324,,,,0.22520001232624054,
20800,,,0.001,,,
20849,,,0.001,,,
20849,325,0.18871282041072845,,,,
20863,325,,,0.03549278900027275,,
20863,325,,,,0.22650262713432312,
20864,,,0.001,,,
20899,,,0.001,,,
20899,326,0.2645474374294281,,,,
20927,326,,,0.03494523838162422,,
20927,326,,,,0.22719593346118927,
20928,,,0.001,,,
20949,,,0.001,,,
20949,327,0.2848327159881592,,,,
20991,327,,,0.040450915694236755,,
20991,327,,,,0.22660048305988312,
20992,,,0.001,,,
20999,,,0.001,,,
20999,328,0.1740814447402954,,,,
21049,,,0.001,,,
21049,328,0.1887533962726593,,,,
21055,328,,,0.03545905649662018,,
21055,328,,,,0.22781486809253693,
21056,,,0.001,,,
21099,,,0.001,,,
21099,329,0.27200624346733093,,,,
21119,329,,,0.0375141017138958,,
21119,329,,,,0.22645321488380432,
21120,,,0.001,,,
21149,,,0.001,,,
21149,330,0.2099503129720688,,,,
21183,330,,,0.03762909024953842,,
21183,330,,,,0.2295035421848297,
21184,,,0.001,,,
21199,,,0.001,,,
21199,331,0.20854322612285614,,,,
21247,331,,,0.035274941474199295,,
21247,331,,,,0.22796885669231415,
21248,,,0.001,,,
21249,,,0.001,,,
21249,332,0.250921368598938,,,,
21299,,,0.001,,,
21299,332,0.22566896677017212,,,,
21311,332,,,0.03549152612686157,,
21311,332,,,,0.22559362649917603,
21312,,,0.001,,,
21349,,,0.001,,,
21349,333,0.2534363865852356,,,,
21375,333,,,0.03668030723929405,,
21375,333,,,,0.22591356933116913,
21376,,,0.001,,,
21399,,,0.001,,,
21399,334,0.24872368574142456,,,,
21439,334,,,0.038768403232097626,,
21439,334,,,,0.2263978123664856,
21440,,,0.001,,,
21449,,,0.001,,,
21449,335,0.24282778799533844,,,,
21499,,,0.001,,,
21499,335,0.25704750418663025,,,,
21503,335,,,0.036006104201078415,,
21503,335,,,,0.22740554809570312,
21504,,,0.001,,,
21549,,,0.001,,,
21549,336,0.26312488317489624,,,,
21567,336,,,0.03664906695485115,,
21567,336,,,,0.22805649042129517,
21568,,,0.001,,,
21599,,,0.001,,,
21599,337,0.26885998249053955,,,,
21631,337,,,0.0351279191672802,,
21631,337,,,,0.22852861881256104,
21632,,,0.001,,,
21649,,,0.001,,,
21649,338,0.18322139978408813,,,,
21695,338,,,0.035875774919986725,,
21695,338,,,,0.22783680260181427,
21696,,,0.001,,,
21699,,,0.001,,,
21699,339,0.13140195608139038,,,,
21749,,,0.001,,,
21749,339,0.2487882375717163,,,,
21759,339,,,0.03477957099676132,,
21759,339,,,,0.22436091303825378,
21760,,,0.001,,,
21799,,,0.001,,,
21799,340,0.18134325742721558,,,,
21823,340,,,0.034870658069849014,,
21823,340,,,,0.22704504430294037,
21824,,,0.001,,,
21849,,,0.001,,,
21849,341,0.22482189536094666,,,,
21887,341,,,0.03604349121451378,,
21887,341,,,,0.22612585127353668,
21888,,,0.001,,,
21899,,,0.001,,,
21899,342,0.2519671618938446,,,,
21949,,,0.001,,,
21949,342,0.22458186745643616,,,,
21951,342,,,0.034250658005476,,
21951,342,,,,0.2248823195695877,
21952,,,0.001,,,
21999,,,0.001,,,
21999,343,0.21591174602508545,,,,
22015,343,,,0.03478458896279335,,
22015,343,,,,0.2272743284702301,
22016,,,0.001,,,
22049,,,0.001,,,
22049,344,0.25596728920936584,,,,
22079,344,,,0.036420851945877075,,
22079,344,,,,0.2262602001428604,
22080,,,0.001,,,
22099,,,0.001,,,
22099,345,0.2104516625404358,,,,
22143,345,,,0.038353025913238525,,
22143,345,,,,0.2281685769557953,
22144,,,0.001,,,
22149,,,0.001,,,
22149,346,0.23465102910995483,,,,
22199,,,0.001,,,
22199,346,0.16610220074653625,,,,
22207,346,,,0.03621920198202133,,
22207,346,,,,0.2274029403924942,
22208,,,0.001,,,
22249,,,0.001,,,
22249,347,0.12166766822338104,,,,
22271,347,,,0.034729909151792526,,
22271,347,,,,0.22561365365982056,
22272,,,0.001,,,
22299,,,0.001,,,
22299,348,0.26551997661590576,,,,
22335,348,,,0.04004574939608574,,
22335,348,,,,0.22452475130558014,
22336,,,0.001,,,
22349,,,0.001,,,
22349,349,0.24222293496131897,,,,
22399,,,0.001,,,
22399,349,0.11145945638418198,,,,
22399,349,,,0.03481445088982582,,
22399,349,,,,0.22466304898262024,
22400,,,0.001,,,
22449,,,0.001,,,
22449,350,0.2570354640483856,,,,
22463,350,,,0.034296005964279175,,
22463,350,,,,0.22763773798942566,
22464,,,0.001,,,
22499,,,0.001,,,
22499,351,0.29871606826782227,,,,
22527,351,,,0.036883022636175156,,
22527,351,,,,0.226164311170578,
22528,,,0.001,,,
22549,,,0.001,,,
22549,352,0.22731685638427734,,,,
22591,352,,,0.03602220118045807,,
22591,352,,,,0.2253120094537735,
22592,,,0.001,,,
22599,,,0.001,,,
22599,353,0.23192085325717926,,,,
22649,,,0.001,,,
22649,353,0.2467852532863617,,,,
22655,353,,,0.034486111253499985,,
22655,353,,,,0.22759604454040527,
22656,,,0.001,,,
22699,,,0.001,,,
22699,354,0.25662174820899963,,,,
22719,354,,,0.03546740114688873,,
22719,354,,,,0.22546374797821045,
22720,,,0.001,,,
22749,,,0.001,,,
22749,355,0.16201046109199524,,,,
22783,355,,,0.0347832515835762,,
22783,355,,,,0.2275010198354721,
22784,,,0.001,,,
22799,,,0.001,,,
22799,356,0.16127119958400726,,,,
22847,356,,,0.03981031849980354,,
22847,356,,,,0.22480453550815582,
22848,,,0.001,,,
22849,,,0.001,,,
22849,357,0.1765623837709427,,,,
22899,,,0.001,,,
22899,357,0.2859724164009094,,,,
22911,357,,,0.03558904677629471,,
22911,357,,,,0.22685089707374573,
22912,,,0.001,,,
22949,,,0.001,,,
22949,358,0.1585029661655426,,,,
22975,358,,,0.03746833652257919,,
22975,358,,,,0.2256464660167694,
22976,,,0.001,,,
22999,,,0.001,,,
22999,359,0.25502270460128784,,,,
23039,359,,,0.0347619503736496,,
23039,359,,,,0.22708196938037872,
23040,,,0.001,,,
23049,,,0.001,,,
23049,360,0.27720534801483154,,,,
23099,,,0.001,,,
23099,360,0.2645087242126465,,,,
23103,360,,,0.03620271757245064,,
23103,360,,,,0.22539424896240234,
23104,,,0.001,,,
23149,,,0.001,,,
23149,361,0.18242405354976654,,,,
23167,361,,,0.03719325363636017,,
23167,361,,,,0.22713181376457214,
23168,,,0.001,,,
23199,,,0.001,,,
23199,362,0.22153955698013306,,,,
23231,362,,,0.0357019379734993,,
23231,362,,,,0.22806048393249512,
23232,,,0.001,,,
23249,,,0.001,,,
23249,363,0.2424318790435791,,,,
23295,363,,,0.03490960970520973,,
23295,363,,,,0.22706034779548645,
23296,,,0.001,,,
23299,,,0.001,,,
23299,364,0.2827548384666443,,,,
23349,,,0.001,,,
23349,364,0.20395055413246155,,,,
23359,364,,,0.03863612189888954,,
23359,364,,,,0.22460322082042694,
23360,,,0.001,,,
23399,,,0.001,,,
23399,365,0.26480886340141296,,,,
23423,365,,,0.03418661653995514,,
23423,365,,,,0.22728364169597626,
23424,,,0.001,,,
23449,,,0.001,,,
23449,366,0.24774913489818573,,,,
23487,366,,,0.0351644828915596,,
23487,366,,,,0.22362525761127472,
23488,,,0.001,,,
23499,,,0.001,,,
23499,367,0.24329052865505219,,,,
23549,,,0.001,,,
23549,367,0.11918175220489502,,,,
23551,367,,,0.034784771502017975,,
23551,367,,,,0.22422359883785248,
23552,,,0.001,,,
23599,,,0.001,,,
23599,368,0.28885674476623535,,,,
23615,368,,,0.03573966398835182,,
23615,368,,,,0.22555990517139435,
23616,,,0.001,,,
23649,,,0.001,,,
23649,369,0.22588439285755157,,,,
23679,369,,,0.03503338247537613,,
23679,369,,,,0.2253921777009964,
23680,,,0.001,,,
23699,,,0.001,,,
23699,370,0.274901807308197,,,,
23743,370,,,0.03773069009184837,,
23743,370,,,,0.22544433176517487,
23744,,,0.001,,,
23749,,,0.001,,,
23749,371,0.17881716787815094,,,,
23799,,,0.001,,,
23799,371,0.202152818441391,,,,
23807,371,,,0.03517487272620201,,
23807,371,,,,0.2244112640619278,
23808,,,0.001,,,
23849,,,0.001,,,
23849,372,0.1831602156162262,,,,
23871,372,,,0.0347207747399807,,
23871,372,,,,0.22430676221847534,
23872,,,0.001,,,
23899,,,0.001,,,
23899,373,0.2524373531341553,,,,
23935,373,,,0.03772727772593498,,
23935,373,,,,0.22668787837028503,
23936,,,0.001,,,
23949,,,0.001,,,
23949,374,0.254397988319397,,,,
23999,,,0.001,,,
23999,374,0.17662981152534485,,,,
23999,374,,,0.03453252837061882,,
23999,374,,,,0.22518691420555115,
24000,,,0.001,,,
24049,,,0.001,,,
24049,375,0.2606697082519531,,,,
24063,375,,,0.036280225962400436,,
24063,375,,,,0.2267400026321411,
24064,,,0.001,,,
24099,,,0.001,,,
24099,376,0.31141385436058044,,,,
24127,376,,,0.03767658770084381,,
24127,376,,,,0.2240004688501358,
24128,,,0.001,,,
24149,,,0.001,,,
24149,377,0.3233766257762909,,,,
24191,377,,,0.037636738270521164,,
24191,377,,,,0.22538578510284424,
24192,,,0.001,,,
24199,,,0.001,,,
24199,378,0.22417396306991577,,,,
24249,,,0.001,,,
24249,378,0.18415199220180511,,,,
24255,378,,,0.03475646674633026,,
24255,378,,,,0.2266416996717453,
24256,,,0.001,,,
24299,,,0.001,,,
24299,379,0.13226157426834106,,,,
24319,379,,,0.035681262612342834,,
24319,379,,,,0.2274022251367569,
24320,,,0.001,,,
24349,,,0.001,,,
24349,380,0.23046596348285675,,,,
24383,380,,,0.038404934108257294,,
24383,380,,,,0.22517751157283783,
24384,,,0.001,,,
24399,,,0.001,,,
24399,381,0.23895004391670227,,,,
24447,381,,,0.03621533513069153,,
24447,381,,,,0.22229567170143127,
24448,,,0.001,,,
24449,,,0.001,,,
24449,382,0.19924306869506836,,,,
24499,,,0.001,,,
24499,382,0.2379959374666214,,,,
24511,382,,,0.03735741972923279,,
24511,382,,,,0.22793465852737427,
24512,,,0.001,,,
24549,,,0.001,,,
24549,383,0.26260408759117126,,,,
24575,383,,,0.03439408540725708,,
24575,383,,,,0.2241543084383011,
24576,,,0.001,,,
24599,,,0.001,,,
24599,384,0.2815397381782532,,,,
24639,384,,,0.03823588788509369,,
24639,384,,,,0.22812476754188538,
24640,,,0.001,,,
24649,,,0.001,,,
24649,385,0.17525307834148407,,,,
24699,,,0.001,,,
24699,385,0.20815134048461914,,,,
24703,385,,,0.034488752484321594,,
24703,385,,,,0.22386664152145386,
24704,,,0.001,,,
24749,,,0.001,,,
24749,386,0.28074702620506287,,,,
24767,386,,,0.03487454727292061,,
24767,386,,,,0.2251364141702652,
24768,,,0.001,,,
24799,,,0.001,,,
24799,387,0.22392277419567108,,,,
24831,387,,,0.035096969455480576,,
24831,387,,,,0.2268630862236023,
24832,,,0.001,,,
24849,,,0.001,,,
24849,388,0.30906352400779724,,,,
24895,388,,,0.034750767052173615,,
24895,388,,,,0.22565756738185883,
24896,,,0.001,,,
24899,,,0.001,,,
24899,389,0.17764784395694733,,,,
24949,,,0.001,,,
24949,389,0.10657404363155365,,,,
24959,389,,,0.034753162413835526,,
24959,389,,,,0.22287476062774658,
24960,,,0.001,,,
24999,,,0.001,,,
24999,390,0.2128424346446991,,,,
25023,390,,,0.03417612984776497,,
25023,390,,,,0.22461116313934326,
25024,,,0.001,,,
25049,,,0.001,,,
25049,391,0.2074614316225052,,,,
25087,391,,,0.03711945191025734,,
25087,391,,,,0.22574318945407867,
25088,,,0.001,,,
25099,,,0.001,,,
25099,392,0.25779685378074646,,,,
25149,,,0.001,,,
25149,392,0.24399858713150024,,,,
25151,392,,,0.03403908759355545,,
25151,392,,,,0.22643405199050903,
25152,,,0.001,,,
25199,,,0.001,,,
25199,393,0.1815539300441742,,,,
25215,393,,,0.034520816057920456,,
25215,393,,,,0.2247629016637802,
25216,,,0.001,,,
25249,,,0.001,,,
25249,394,0.21869155764579773,,,,
25279,394,,,0.03408617153763771,,
25279,394,,,,0.22580166161060333,
25280,,,0.001,,,
25299,,,0.001,,,
25299,395,0.3193868100643158,,,,
25343,395,,,0.03525901213288307,,
25343,395,,,,0.22414281964302063,
25344,,,0.001,,,
25349,,,0.001,,,
25349,396,0.23699629306793213,,,,
25399,,,0.001,,,
25399,396,0.2340840995311737,,,,
25407,396,,,0.03511220961809158,,
25407,396,,,,0.22757422924041748,
25408,,,0.001,,,
25449,,,0.001,,,
25449,397,0.12193413078784943,,,,
25471,397,,,0.03451455384492874,,
25471,397,,,,0.2220143973827362,
25472,,,0.001,,,
25499,,,0.001,,,
25499,398,0.1355733424425125,,,,
25535,398,,,0.036870893090963364,,
25535,398,,,,0.22496362030506134,
25536,,,0.001,,,
25549,,,0.001,,,
25549,399,0.2649228870868683,,,,
25599,,,0.001,,,
25599,399,0.2608097791671753,,,,
25599,399,,,0.0348849892616272,,
25599,399,,,,0.22540763020515442,
25600,,,0.001,,,
25649,,,0.001,,,
25649,400,0.1170131117105484,,,,
25663,400,,,0.03503561392426491,,
25663,400,,,,0.22711308300495148,
25664,,,0.001,,,
25699,,,0.001,,,
25699,401,0.2048838883638382,,,,
25727,401,,,0.03402356430888176,,
25727,401,,,,0.22514048218727112,
25728,,,0.001,,,
25749,,,0.001,,,
25749,402,0.16463561356067657,,,,
25791,402,,,0.034331124275922775,,
25791,402,,,,0.22583383321762085,
25792,,,0.001,,,
25799,,,0.001,,,
25799,403,0.20572246611118317,,,,
25849,,,0.001,,,
25849,403,0.28577694296836853,,,,
25855,403,,,0.03445032238960266,,
25855,403,,,,0.227707177400589,
25856,,,0.001,,,
25899,,,0.001,,,
25899,404,0.3532163202762604,,,,
25919,404,,,0.03501880168914795,,
25919,404,,,,0.2253362536430359,
25920,,,0.001,,,
25949,,,0.001,,,
25949,405,0.3311771750450134,,,,
25983,405,,,0.03464386984705925,,
25983,405,,,,0.22420766949653625,
25984,,,0.001,,,
25999,,,0.001,,,
25999,406,0.28884103894233704,,,,
26047,406,,,0.03535674512386322,,
26047,406,,,,0.22373878955841064,
26048,,,0.001,,,
26049,,,0.001,,,
26049,407,0.2095530778169632,,,,
26099,,,0.001,,,
26099,407,0.2750251889228821,,,,
26111,407,,,0.035975974053144455,,
26111,407,,,,0.22327816486358643,
26112,,,0.001,,,
26149,,,0.001,,,
26149,408,0.2327651083469391,,,,
26175,408,,,0.034706052392721176,,
26175,408,,,,0.22701333463191986,
26176,,,0.001,,,
26199,,,0.001,,,
26199,409,0.22244954109191895,,,,
26239,409,,,0.0348103903234005,,
26239,409,,,,0.2253190129995346,
26240,,,0.001,,,
26249,,,0.001,,,
26249,410,0.16264060139656067,,,,
26299,,,0.001,,,
26299,410,0.11960408091545105,,,,
26303,410,,,0.035650115460157394,,
26303,410,,,,0.22572314739227295,
26304,,,0.001,,,
26349,,,0.001,,,
26349,411,0.26567044854164124,,,,
26367,411,,,0.03437046334147453,,
26367,411,,,,0.22499990463256836,
26368,,,0.001,,,
26399,,,0.001,,,
26399,412,0.15783926844596863,,,,
26431,412,,,0.034561965614557266,,
26431,412,,,,0.22517748177051544,
26432,,,0.001,,,
26449,,,0.001,,,
26449,413,0.22310703992843628,,,,
26495,413,,,0.034471411257982254,,
26495,413,,,,0.22504767775535583,
26496,,,0.001,,,
26499,,,0.001,,,
26499,414,0.239186629652977,,,,
26549,,,0.001,,,
26549,414,0.19775331020355225,,,,
26559,414,,,0.03748283535242081,,
26559,414,,,,0.2222965508699417,
26560,,,0.001,,,
26599,,,0.001,,,
26599,415,0.20728249847888947,,,,
26623,415,,,0.034266453236341476,,
26623,415,,,,0.2245120406150818,
26624,,,0.001,,,
26649,,,0.001,,,
26649,416,0.1833924502134323,,,,
26687,416,,,0.03866228833794594,,
26687,416,,,,0.22537726163864136,
26688,,,0.001,,,
26699,,,0.001,,,
26699,417,0.2633897364139557,,,,
26749,,,0.001,,,
26749,417,0.26263511180877686,,,,
26751,417,,,0.035965632647275925,,
26751,417,,,,0.22451558709144592,
26752,,,0.001,,,
26799,,,0.001,,,
26799,418,0.22703057527542114,,,,
26815,418,,,0.03650194779038429,,
26815,418,,,,0.22408640384674072,
26816,,,0.001,,,
26849,,,0.001,,,
26849,419,0.18963468074798584,,,,
26879,419,,,0.03938658908009529,,
26879,419,,,,0.22525246441364288,
26880,,,0.001,,,
26899,,,0.001,,,
26899,420,0.2628448009490967,,,,
26943,420,,,0.03467679023742676,,
26943,420,,,,0.22467899322509766,
26944,,,0.001,,,
26949,,,0.001,,,
26949,421,0.10943149030208588,,,,
26999,,,0.001,,,
26999,421,0.2696758806705475,,,,
27007,421,,,0.03765041381120682,,
27007,421,,,,0.22428269684314728,
27008,,,0.001,,,
27049,,,0.001,,,
27049,422,0.23244765400886536,,,,
27071,422,,,0.03405667841434479,,
27071,422,,,,0.22452662885189056,
27072,,,0.001,,,
27099,,,0.001,,,
27099,423,0.2784979045391083,,,,
27135,423,,,0.03445782512426376,,
27135,423,,,,0.2230204939842224,
27136,,,0.001,,,
27149,,,0.001,,,
27149,424,0.15092308819293976,,,,
27199,,,0.001,,,
27199,424,0.17343232035636902,,,,
27199,424,,,0.0386945866048336,,
27199,424,,,,0.22494392096996307,
27200,,,0.001,,,
27249,,,0.001,,,
27249,425,0.2407844364643097,,,,
27263,425,,,0.03395046666264534,,
27263,425,,,,0.2250320166349411,
27264,,,0.001,,,
27299,,,0.001,,,
27299,426,0.2488129734992981,,,,
27327,426,,,0.036181334406137466,,
27327,426,,,,0.2239200621843338,
27328,,,0.001,,,
27349,,,0.001,,,
27349,427,0.16006381809711456,,,,
27391,427,,,0.035170938819646835,,
27391,427,,,,0.2249753773212433,
27392,,,0.001,,,
27399,,,0.001,,,
27399,428,0.17576445639133453,,,,
27449,,,0.001,,,
27449,428,0.21647222340106964,,,,
27455,428,,,0.03605639562010765,,
27455,428,,,,0.224543035030365,
27456,,,0.001,,,
27499,,,0.001,,,
27499,429,0.28127071261405945,,,,
27519,429,,,0.03435942903161049,,
27519,429,,,,0.22401246428489685,
27520,,,0.001,,,
27549,,,0.001,,,
27549,430,0.21958030760288239,,,,
27583,430,,,0.03601618856191635,,
27583,430,,,,0.22699861228466034,
27584,,,0.001,,,
27599,,,0.001,,,
27599,431,0.2587430775165558,,,,
27647,431,,,0.036332082003355026,,
27647,431,,,,0.22661982476711273,
27648,,,0.001,,,
27649,,,0.001,,,
27649,432,0.2805865705013275,,,,
27699,,,0.001,,,
27699,432,0.22811374068260193,,,,
27711,432,,,0.03654569387435913,,
27711,432,,,,0.21984004974365234,
27712,,,0.001,,,
27749,,,0.001,,,
27749,433,0.23628340661525726,,,,
27775,433,,,0.03566876798868179,,
27775,433,,,,0.22417230904102325,
27776,,,0.001,,,
27799,,,0.001,,,
27799,434,0.2366875261068344,,,,
27839,434,,,0.03447329252958298,,
27839,434,,,,0.22475764155387878,
27840,,,0.001,,,
27849,,,0.001,,,
27849,435,0.21587589383125305,,,,
27899,,,0.001,,,
27899,435,0.2605917453765869,,,,
27903,435,,,0.03776973858475685,,
27903,435,,,,0.22296743094921112,
27904,,,0.001,,,
27949,,,0.001,,,
27949,436,0.3140014708042145,,,,
27967,436,,,0.035942934453487396,,
27967,436,,,,0.22706788778305054,
27968,,,0.001,,,
27999,,,0.001,,,
27999,437,0.17466919124126434,,,,
28031,437,,,0.03424660861492157,,
28031,437,,,,0.22539938986301422,
28032,,,0.001,,,
28049,,,0.001,,,
28049,438,0.19391940534114838,,,,
28095,438,,,0.03547224402427673,,
28095,438,,,,0.2229660153388977,
28096,,,0.001,,,
28099,,,0.001,,,
28099,439,0.20028948783874512,,,,
28149,,,0.001,,,
28149,439,0.19666080176830292,,,,
28159,439,,,0.038180895149707794,,
28159,439,,,,0.22282621264457703,
28160,,,0.001,,,
28199,,,0.001,,,
28199,440,0.2863927185535431,,,,
28223,440,,,0.03448907658457756,,
28223,440,,,,0.22239884734153748,
28224,,,0.001,,,
28249,,,0.001,,,
28249,441,0.1588887721300125,,,,
28287,441,,,0.03609279915690422,,
28287,441,,,,0.22457371652126312,
28288,,,0.001,,,
28299,,,0.001,,,
28299,442,0.17671096324920654,,,,
28349,,,0.001,,,
28349,442,0.23943668603897095,,,,
28351,442,,,0.03639434278011322,,
28351,442,,,,0.22503794729709625,
28352,,,0.001,,,
28399,,,0.001,,,
28399,443,0.305570513010025,,,,
28415,443,,,0.03550657629966736,,
28415,443,,,,0.22529026865959167,
28416,,,0.001,,,
28449,,,0.001,,,
28449,444,0.25924158096313477,,,,
28479,444,,,0.03397456556558609,,
28479,444,,,,0.22266235947608948,
28480,,,0.001,,,
28499,,,0.001,,,
28499,445,0.22201642394065857,,,,
28543,445,,,0.03426889330148697,,
28543,445,,,,0.2266857624053955,
28544,,,0.001,,,
28549,,,0.001,,,
28549,446,0.20030789077281952,,,,
28599,,,0.001,,,
28599,446,0.27348729968070984,,,,
28607,446,,,0.03772955387830734,,
28607,446,,,,0.2265651375055313,
28608,,,0.001,,,
28649,,,0.001,,,
28649,447,0.22851642966270447,,,,
28671,447,,,0.03437146171927452,,
28671,447,,,,0.22652363777160645,
28672,,,0.001,,,
28699,,,0.001,,,
28699,448,0.22856661677360535,,,,
28735,448,,,0.035487957298755646,,
28735,448,,,,0.22311091423034668,
28736,,,0.001,,,
28749,,,0.001,,,
28749,449,0.23616448044776917,,,,
28799,,,0.001,,,
28799,449,0.20147153735160828,,,,
28799,449,,,0.03399539366364479,,
28799,449,,,,0.22215420007705688,
28800,,,0.001,,,
28849,,,0.001,,,
28849,450,0.22995643317699432,,,,
28863,450,,,0.03501562401652336,,
28863,450,,,,0.22334422171115875,
28864,,,0.001,,,
28899,,,0.001,,,
28899,451,0.29213398694992065,,,,
28927,451,,,0.03505242243409157,,
28927,451,,,,0.22403192520141602,
28928,,,0.001,,,
28949,,,0.001,,,
28949,452,0.18764454126358032,,,,
28991,452,,,0.039297912269830704,,
28991,452,,,,0.22437292337417603,
28992,,,0.001,,,
28999,,,0.001,,,
28999,453,0.1773429811000824,,,,
29049,,,0.001,,,
29049,453,0.3271052837371826,,,,
29055,453,,,0.035276588052511215,,
29055,453,,,,0.2247641682624817,
29056,,,0.001,,,
29099,,,0.001,,,
29099,454,0.2352636307477951,,,,
29119,454,,,0.03364536538720131,,
29119,454,,,,0.2251284122467041,
29120,,,0.001,,,
29149,,,0.001,,,
29149,455,0.1796833872795105,,,,
29183,455,,,0.03549531474709511,,
29183,455,,,,0.22476044297218323,
29184,,,0.001,,,
29199,,,0.001,,,
29199,456,0.22926023602485657,,,,
29247,456,,,0.03395085409283638,,
29247,456,,,,0.22375448048114777,
29248,,,0.001,,,
29249,,,0.001,,,
29249,457,0.14663878083229065,,,,
29299,,,0.001,,,
29299,457,0.18037326633930206,,,,
29311,457,,,0.03527981415390968,,
29311,457,,,,0.22364966571331024,
29312,,,0.001,,,
29349,,,0.001,,,
29349,458,0.2518642246723175,,,,
29375,458,,,0.03477492555975914,,
29375,458,,,,0.2235862761735916,
29376,,,0.001,,,
29399,,,0.001,,,
29399,459,0.27484309673309326,,,,
29439,459,,,0.03393391892313957,,
29439,459,,,,0.22225409746170044,
29440,,,0.001,,,
29449,,,0.001,,,
29449,460,0.2603645324707031,,,,
29499,,,0.001,,,
29499,460,0.2347925305366516,,,,
29503,460,,,0.039997365325689316,,
29503,460,,,,0.22233647108078003,
29504,,,0.001,,,
29549,,,0.001,,,
29549,461,0.16736339032649994,,,,
29567,461,,,0.03487834706902504,,
29567,461,,,,0.22452175617218018,
29568,,,0.001,,,
29599,,,0.001,,,
29599,462,0.16636614501476288,,,,
29631,462,,,0.03696577996015549,,
29631,462,,,,0.22392363846302032,
29632,,,0.001,,,
29649,,,0.001,,,
29649,463,0.20514553785324097,,,,
29695,463,,,0.033524271100759506,,
29695,463,,,,0.2228408008813858,
29696,,,0.001,,,
29699,,,0.001,,,
29699,464,0.2341681867837906,,,,
29749,,,0.001,,,
29749,464,0.11490704119205475,,,,
29759,464,,,0.034421034157276154,,
29759,464,,,,0.2231234461069107,
29760,,,0.001,,,
29799,,,0.001,,,
29799,465,0.20101705193519592,,,,
29823,465,,,0.03397568687796593,,
29823,465,,,,0.2239047735929489,
29824,,,0.001,,,
29849,,,0.001,,,
29849,466,0.25645142793655396,,,,
29887,466,,,0.034785497933626175,,
29887,466,,,,0.2254231870174408,
29888,,,0.001,,,
29899,,,0.001,,,
29899,467,0.20717692375183105,,,,
29949,,,0.001,,,
29949,467,0.19224020838737488,,,,
29951,467,,,0.03525500372052193,,
29951,467,,,,0.22365708649158478,
29952,,,0.001,,,
29999,,,0.001,,,
29999,468,0.2803329527378082,,,,
30015,468,,,0.03405466675758362,,
30015,468,,,,0.22278577089309692,
30016,,,0.001,,,
30049,,,0.001,,,
30049,469,0.24263808131217957,,,,
30079,469,,,0.03453969210386276,,
30079,469,,,,0.2230493277311325,
30080,,,0.001,,,
30099,,,0.001,,,
30099,470,0.19947029650211334,,,,
30143,470,,,0.034567687660455704,,
30143,470,,,,0.2255631983280182,
30144,,,0.001,,,
30149,,,0.001,,,
30149,471,0.11505633592605591,,,,
30199,,,0.001,,,
30199,471,0.299241304397583,,,,
30207,471,,,0.03395142778754234,,
30207,471,,,,0.22260211408138275,
30208,,,0.001,,,
30249,,,0.001,,,
30249,472,0.20807622373104095,,,,
30271,472,,,0.036408428102731705,,
30271,472,,,,0.22367998957633972,
30272,,,0.001,,,
30299,,,0.001,,,
30299,473,0.22239892184734344,,,,
30335,473,,,0.03381114453077316,,
30335,473,,,,0.22423535585403442,
30336,,,0.001,,,
30349,,,0.001,,,
30349,474,0.14268432557582855,,,,
30399,,,0.001,,,
30399,474,0.20509089529514313,,,,
30399,474,,,0.03464775159955025,,
30399,474,,,,0.22158215939998627,
30400,,,0.001,,,
30449,,,0.001,,,
30449,475,0.1702214777469635,,,,
30463,475,,,0.03590117394924164,,
30463,475,,,,0.22433272004127502,
30464,,,0.001,,,
30499,,,0.001,,,
30499,476,0.21724334359169006,,,,
30527,476,,,0.034346673637628555,,
30527,476,,,,0.22519811987876892,
30528,,,0.001,,,
30549,,,0.001,,,
30549,477,0.20648998022079468,,,,
30591,477,,,0.03367163613438606,,
30591,477,,,,0.22183142602443695,
30592,,,0.001,,,
30599,,,0.001,,,
30599,478,0.1989351511001587,,,,
30649,,,0.001,,,
30649,478,0.13645786046981812,,,,
30655,478,,,0.034454748034477234,,
30655,478,,,,0.22326987981796265,
30656,,,0.001,,,
30699,,,0.001,,,
30699,479,0.21016311645507812,,,,
30719,479,,,0.035335857421159744,,
30719,479,,,,0.22335372865200043,
30720,,,0.001,,,
30749,,,0.001,,,
30749,480,0.28153932094573975,,,,
30783,480,,,0.03464999422430992,,
30783,480,,,,0.22375449538230896,
30784,,,0.001,,,
30799,,,0.001,,,
30799,481,0.22586476802825928,,,,
30847,481,,,0.03594899922609329,,
30847,481,,,,0.2241126298904419,
30848,,,0.001,,,
30849,,,0.001,,,
30849,482,0.252497136592865,,,,
30899,,,0.001,,,
30899,482,0.21923008561134338,,,,
30911,482,,,0.03529434651136398,,
30911,482,,,,0.22535821795463562,
30912,,,0.001,,,
30949,,,0.001,,,
30949,483,0.26569926738739014,,,,
30975,483,,,0.03706301003694534,,
