lr-Adam,train_loss_step,epoch,step,val_loss,train_loss_epoch,test_loss
,,322,20671,,0.20900006592273712,
0.001,,,20672,,,
0.001,,,20699,,,
,0.21348100900650024,323,20699,,,
,,323,20735,0.0217446219176054,,
,,323,20735,,0.20980848371982574,
0.001,,,20736,,,
0.001,,,20749,,,
,0.2314302623271942,324,20749,,,
0.001,,,20799,,,
,0.10094031691551208,324,20799,,,
,,324,20799,0.025693882256746292,,
,,324,20799,,0.20599722862243652,
0.001,,,20800,,,
0.001,,,20849,,,
,0.1993529498577118,325,20849,,,
,,325,20863,0.02327384054660797,,
,,325,20863,,0.2100706845521927,
0.001,,,20864,,,
0.001,,,20899,,,
,0.2474634349346161,326,20899,,,
,,326,20927,0.02253122627735138,,
,,326,20927,,0.20750316977500916,
0.001,,,20928,,,
0.001,,,20949,,,
,0.22633938491344452,327,20949,,,
,,327,20991,0.02461715042591095,,
,,327,20991,,0.20541830360889435,
0.001,,,20992,,,
0.001,,,20999,,,
,0.2174389809370041,328,20999,,,
0.001,,,21049,,,
,0.14127148687839508,328,21049,,,
,,328,21055,0.022208034992218018,,
,,328,21055,,0.20995239913463593,
0.001,,,21056,,,
0.001,,,21099,,,
,0.3007390797138214,329,21099,,,
,,329,21119,0.021899666637182236,,
,,329,21119,,0.2092849463224411,
0.001,,,21120,,,
0.001,,,21149,,,
,0.13004569709300995,330,21149,,,
,,330,21183,0.023188376799225807,,
,,330,21183,,0.20691359043121338,
0.001,,,21184,,,
0.001,,,21199,,,
,0.2100362330675125,331,21199,,,
,,331,21247,0.021826433017849922,,
,,331,21247,,0.20723530650138855,
0.001,,,21248,,,
0.001,,,21249,,,
,0.163419708609581,332,21249,,,
0.001,,,21299,,,
,0.2572917342185974,332,21299,,,
,,332,21311,0.022298013791441917,,
,,332,21311,,0.2060030698776245,
0.001,,,21312,,,
0.001,,,21349,,,
,0.19847789406776428,333,21349,,,
,,333,21375,0.021966811269521713,,
,,333,21375,,0.2074156254529953,
0.001,,,21376,,,
0.001,,,21399,,,
,0.12597347795963287,334,21399,,,
,,334,21439,0.022410035133361816,,
,,334,21439,,0.20569857954978943,
0.001,,,21440,,,
0.001,,,21449,,,
,0.2649453580379486,335,21449,,,
0.001,,,21499,,,
,0.15624748170375824,335,21499,,,
,,335,21503,0.022101709619164467,,
,,335,21503,,0.20904071629047394,
0.001,,,21504,,,
0.001,,,21549,,,
,0.262019544839859,336,21549,,,
,,336,21567,0.024039825424551964,,
,,336,21567,,0.20797161757946014,
0.001,,,21568,,,
0.001,,,21599,,,
,0.19409337639808655,337,21599,,,
,,337,21631,0.022183265537023544,,
,,337,21631,,0.20657387375831604,
0.001,,,21632,,,
0.001,,,21649,,,
,0.19346033036708832,338,21649,,,
,,338,21695,0.023537537083029747,,
,,338,21695,,0.20637302100658417,
0.001,,,21696,,,
0.001,,,21699,,,
,0.29222971200942993,339,21699,,,
0.001,,,21749,,,
,0.23143590986728668,339,21749,,,
,,339,21759,0.021622823551297188,,
,,339,21759,,0.20822107791900635,
0.001,,,21760,,,
0.001,,,21799,,,
,0.2596953809261322,340,21799,,,
,,340,21823,0.022820234298706055,,
,,340,21823,,0.20889581739902496,
0.001,,,21824,,,
0.001,,,21849,,,
,0.11128856986761093,341,21849,,,
,,341,21887,0.02258402109146118,,
,,341,21887,,0.20932351052761078,
0.001,,,21888,,,
0.001,,,21899,,,
,0.11828214675188065,342,21899,,,
0.001,,,21949,,,
,0.09613094478845596,342,21949,,,
,,342,21951,0.02228865958750248,,
,,342,21951,,0.2061801552772522,
0.001,,,21952,,,
0.001,,,21999,,,
,0.22985278069972992,343,21999,,,
,,343,22015,0.022528929635882378,,
,,343,22015,,0.20778614282608032,
0.001,,,22016,,,
0.001,,,22049,,,
,0.14245089888572693,344,22049,,,
,,344,22079,0.022993402555584908,,
,,344,22079,,0.2088131159543991,
0.001,,,22080,,,
0.001,,,22099,,,
,0.2278093844652176,345,22099,,,
,,345,22143,0.03080293908715248,,
,,345,22143,,0.20890118181705475,
0.001,,,22144,,,
0.001,,,22149,,,
,0.24054840207099915,346,22149,,,
0.001,,,22199,,,
,0.2159407138824463,346,22199,,,
,,346,22207,0.02328319661319256,,
,,346,22207,,0.2088930755853653,
0.001,,,22208,,,
0.001,,,22249,,,
,0.2723385989665985,347,22249,,,
,,347,22271,0.024413857609033585,,
,,347,22271,,0.20553958415985107,
0.001,,,22272,,,
0.001,,,22299,,,
,0.23160284757614136,348,22299,,,
,,348,22335,0.022858990356326103,,
,,348,22335,,0.20996570587158203,
0.001,,,22336,,,
0.001,,,22349,,,
,0.19740985333919525,349,22349,,,
0.001,,,22399,,,
,0.23623090982437134,349,22399,,,
,,349,22399,0.02341563254594803,,
,,349,22399,,0.21104346215724945,
0.001,,,22400,,,
0.001,,,22449,,,
,0.23322060704231262,350,22449,,,
,,350,22463,0.022913668304681778,,
,,350,22463,,0.20561639964580536,
0.001,,,22464,,,
0.001,,,22499,,,
,0.28783485293388367,351,22499,,,
,,351,22527,0.02197869122028351,,
,,351,22527,,0.2065526843070984,
0.001,,,22528,,,
0.001,,,22549,,,
,0.09439163655042648,352,22549,,,
,,352,22591,0.022778203710913658,,
,,352,22591,,0.20591580867767334,
0.001,,,22592,,,
0.001,,,22599,,,
,0.2044035792350769,353,22599,,,
0.001,,,22649,,,
,0.26847919821739197,353,22649,,,
,,353,22655,0.02403656393289566,,
,,353,22655,,0.2078261375427246,
0.001,,,22656,,,
0.001,,,22699,,,
,0.3144013583660126,354,22699,,,
,,354,22719,0.021742066368460655,,
,,354,22719,,0.20692341029644012,
0.001,,,22720,,,
0.001,,,22749,,,
,0.24485932290554047,355,22749,,,
,,355,22783,0.02251073159277439,,
,,355,22783,,0.20740406215190887,
0.001,,,22784,,,
0.001,,,22799,,,
,0.22585096955299377,356,22799,,,
,,356,22847,0.022610843181610107,,
,,356,22847,,0.20501086115837097,
0.001,,,22848,,,
0.001,,,22849,,,
,0.23315860331058502,357,22849,,,
0.001,,,22899,,,
,0.19568955898284912,357,22899,,,
,,357,22911,0.028176039457321167,,
,,357,22911,,0.2065550982952118,
0.001,,,22912,,,
0.001,,,22949,,,
,0.2649150490760803,358,22949,,,
,,358,22975,0.021736564114689827,,
,,358,22975,,0.20687873661518097,
0.001,,,22976,,,
0.001,,,22999,,,
,0.2516378164291382,359,22999,,,
,,359,23039,0.02241496928036213,,
,,359,23039,,0.20838971436023712,
0.001,,,23040,,,
0.001,,,23049,,,
,0.26740485429763794,360,23049,,,
0.001,,,23099,,,
,0.27757537364959717,360,23099,,,
,,360,23103,0.02412811480462551,,
,,360,23103,,0.20633357763290405,
0.001,,,23104,,,
0.001,,,23149,,,
,0.20791488885879517,361,23149,,,
,,361,23167,0.022532258182764053,,
,,361,23167,,0.20468464493751526,
0.001,,,23168,,,
0.001,,,23199,,,
,0.2566221058368683,362,23199,,,
,,362,23231,0.021700359880924225,,
,,362,23231,,0.20791217684745789,
0.001,,,23232,,,
0.001,,,23249,,,
,0.21176326274871826,363,23249,,,
,,363,23295,0.021600190550088882,,
,,363,23295,,0.2075202912092209,
0.001,,,23296,,,
0.001,,,23299,,,
,0.1592971533536911,364,23299,,,
0.001,,,23349,,,
,0.19579647481441498,364,23349,,,
,,364,23359,0.021666772663593292,,
,,364,23359,,0.20754000544548035,
0.001,,,23360,,,
0.001,,,23399,,,
,0.1127215176820755,365,23399,,,
,,365,23423,0.022227071225643158,,
,,365,23423,,0.2059471607208252,
0.001,,,23424,,,
0.001,,,23449,,,
,0.2548345625400543,366,23449,,,
,,366,23487,0.022033901885151863,,
,,366,23487,,0.20916138589382172,
0.001,,,23488,,,
0.001,,,23499,,,
,0.2657534182071686,367,23499,,,
0.001,,,23549,,,
,0.2861308157444,367,23549,,,
,,367,23551,0.021846843883395195,,
,,367,23551,,0.20723716914653778,
0.001,,,23552,,,
0.001,,,23599,,,
,0.24333584308624268,368,23599,,,
,,368,23615,0.022694315761327744,,
,,368,23615,,0.20766988396644592,
0.001,,,23616,,,
0.001,,,23649,,,
,0.2391968071460724,369,23649,,,
,,369,23679,0.024038836359977722,,
,,369,23679,,0.2045135647058487,
0.001,,,23680,,,
0.001,,,23699,,,
,0.21225690841674805,370,23699,,,
,,370,23743,0.021853793412446976,,
,,370,23743,,0.20707955956459045,
0.001,,,23744,,,
0.001,,,23749,,,
,0.2590094208717346,371,23749,,,
0.001,,,23799,,,
,0.22614353895187378,371,23799,,,
,,371,23807,0.022289369255304337,,
,,371,23807,,0.2043137401342392,
0.001,,,23808,,,
0.001,,,23849,,,
,0.26544323563575745,372,23849,,,
,,372,23871,0.024813689291477203,,
,,372,23871,,0.2075098752975464,
0.001,,,23872,,,
0.001,,,23899,,,
,0.11360059678554535,373,23899,,,
,,373,23935,0.023528562858700752,,
,,373,23935,,0.2050364911556244,
0.001,,,23936,,,
0.001,,,23949,,,
,0.14554516971111298,374,23949,,,
0.001,,,23999,,,
,0.2599440813064575,374,23999,,,
,,374,23999,0.02155790477991104,,
,,374,23999,,0.20723843574523926,
0.001,,,24000,,,
0.001,,,24049,,,
,0.23451238870620728,375,24049,,,
,,375,24063,0.02446930669248104,,
,,375,24063,,0.20808546245098114,
0.001,,,24064,,,
0.001,,,24099,,,
,0.22964629530906677,376,24099,,,
,,376,24127,0.022704288363456726,,
,,376,24127,,0.2074635773897171,
0.001,,,24128,,,
0.001,,,24149,,,
,0.2123807668685913,377,24149,,,
,,377,24191,0.023617306724190712,,
,,377,24191,,0.2062484472990036,
0.001,,,24192,,,
0.001,,,24199,,,
,0.29899027943611145,378,24199,,,
0.001,,,24249,,,
,0.22607898712158203,378,24249,,,
,,378,24255,0.02357044629752636,,
,,378,24255,,0.20801909267902374,
0.001,,,24256,,,
0.001,,,24299,,,
,0.25659531354904175,379,24299,,,
,,379,24319,0.022541319951415062,,
,,379,24319,,0.20773924887180328,
0.001,,,24320,,,
0.001,,,24349,,,
,0.2337803989648819,380,24349,,,
,,380,24383,0.02430892549455166,,
,,380,24383,,0.20472002029418945,
0.001,,,24384,,,
0.001,,,24399,,,
,0.1855306625366211,381,24399,,,
,,381,24447,0.025355597957968712,,
,,381,24447,,0.20777259767055511,
0.001,,,24448,,,
0.001,,,24449,,,
,0.1979985237121582,382,24449,,,
0.001,,,24499,,,
,0.2145555019378662,382,24499,,,
,,382,24511,0.022729601711034775,,
,,382,24511,,0.2093282788991928,
0.001,,,24512,,,
0.001,,,24549,,,
,0.1363508403301239,383,24549,,,
,,383,24575,0.023997703567147255,,
,,383,24575,,0.2071727216243744,
0.001,,,24576,,,
0.001,,,24599,,,
,0.22262147068977356,384,24599,,,
,,384,24639,0.023158341646194458,,
,,384,24639,,0.20513756573200226,
0.001,,,24640,,,
0.001,,,24649,,,
,0.22649608552455902,385,24649,,,
0.001,,,24699,,,
,0.2266215682029724,385,24699,,,
,,385,24703,0.023004939779639244,,
,,385,24703,,0.20996759831905365,
0.001,,,24704,,,
0.001,,,24749,,,
,0.14624851942062378,386,24749,,,
,,386,24767,0.021652009338140488,,
,,386,24767,,0.2071949690580368,
0.001,,,24768,,,
0.001,,,24799,,,
,0.19416667520999908,387,24799,,,
,,387,24831,0.021925773471593857,,
,,387,24831,,0.2055324763059616,
0.001,,,24832,,,
0.001,,,24849,,,
,0.2654452621936798,388,24849,,,
,,388,24895,0.025519171729683876,,
,,388,24895,,0.20655709505081177,
0.001,,,24896,,,
0.001,,,24899,,,
,0.2572660744190216,389,24899,,,
0.001,,,24949,,,
,0.16830137372016907,389,24949,,,
,,389,24959,0.023617008700966835,,
,,389,24959,,0.2061673402786255,
0.001,,,24960,,,
0.001,,,24999,,,
,0.07717352360486984,390,24999,,,
,,390,25023,0.023171186447143555,,
,,390,25023,,0.20414043962955475,
0.001,,,25024,,,
0.001,,,25049,,,
,0.16470065712928772,391,25049,,,
,,391,25087,0.023013915866613388,,
,,391,25087,,0.2064189314842224,
0.001,,,25088,,,
0.001,,,25099,,,
,0.25629723072052,392,25099,,,
0.001,,,25149,,,
,0.236393541097641,392,25149,,,
,,392,25151,0.025730695575475693,,
,,392,25151,,0.20667770504951477,
0.001,,,25152,,,
0.001,,,25199,,,
,0.15310688316822052,393,25199,,,
,,393,25215,0.023918965831398964,,
,,393,25215,,0.20801058411598206,
0.001,,,25216,,,
0.001,,,25249,,,
,0.2442997545003891,394,25249,,,
,,394,25279,0.021938210353255272,,
,,394,25279,,0.20651116967201233,
0.001,,,25280,,,
0.001,,,25299,,,
,0.2047799974679947,395,25299,,,
,,395,25343,0.02199581451714039,,
,,395,25343,,0.20523840188980103,
0.001,,,25344,,,
0.001,,,25349,,,
,0.35124751925468445,396,25349,,,
0.001,,,25399,,,
,0.27240195870399475,396,25399,,,
,,396,25407,0.023359129205346107,,
,,396,25407,,0.2049393206834793,
0.001,,,25408,,,
0.001,,,25449,,,
,0.1665286123752594,397,25449,,,
,,397,25471,0.023439569398760796,,
,,397,25471,,0.20569050312042236,
0.001,,,25472,,,
0.001,,,25499,,,
,0.23997119069099426,398,25499,,,
,,398,25535,0.023699263110756874,,
,,398,25535,,0.207027405500412,
0.001,,,25536,,,
0.001,,,25549,,,
,0.18121027946472168,399,25549,,,
0.001,,,25599,,,
,0.2149553745985031,399,25599,,,
,,399,25599,0.021735409274697304,,
,,399,25599,,0.20559172332286835,
0.001,,,25600,,,
0.001,,,25649,,,
,0.20661389827728271,400,25649,,,
,,400,25663,0.023269260302186012,,
,,400,25663,,0.20616884529590607,
0.001,,,25664,,,
0.001,,,25699,,,
,0.256978303194046,401,25699,,,
,,401,25727,0.021422721445560455,,
,,401,25727,,0.20685096085071564,
0.001,,,25728,,,
0.001,,,25749,,,
,0.22550109028816223,402,25749,,,
,,402,25791,0.022859947755932808,,
,,402,25791,,0.2068975418806076,
0.001,,,25792,,,
0.001,,,25799,,,
,0.2593024969100952,403,25799,,,
0.001,,,25849,,,
,0.28894534707069397,403,25849,,,
,,403,25855,0.022157922387123108,,
,,403,25855,,0.20829962193965912,
0.001,,,25856,,,
0.001,,,25899,,,
,0.14534907042980194,404,25899,,,
,,404,25919,0.02159041166305542,,
,,404,25919,,0.20753611624240875,
0.001,,,25920,,,
0.001,,,25949,,,
,0.1437002420425415,405,25949,,,
,,405,25983,0.021347953006625175,,
,,405,25983,,0.20595301687717438,
0.001,,,25984,,,
0.001,,,25999,,,
,0.2852221429347992,406,25999,,,
,,406,26047,0.023273881524801254,,
,,406,26047,,0.20706941187381744,
0.001,,,26048,,,
0.001,,,26049,,,
,0.21740905940532684,407,26049,,,
0.001,,,26099,,,
,0.23798592388629913,407,26099,,,
,,407,26111,0.021480370312929153,,
,,407,26111,,0.20669877529144287,
0.001,,,26112,,,
0.001,,,26149,,,
,0.14254231750965118,408,26149,,,
,,408,26175,0.022956067696213722,,
,,408,26175,,0.20509780943393707,
0.001,,,26176,,,
0.001,,,26199,,,
,0.22950638830661774,409,26199,,,
,,409,26239,0.023390943184494972,,
,,409,26239,,0.20449799299240112,
0.001,,,26240,,,
0.001,,,26249,,,
,0.19036458432674408,410,26249,,,
0.001,,,26299,,,
,0.20204347372055054,410,26299,,,
,,410,26303,0.02342810109257698,,
,,410,26303,,0.20667986571788788,
0.001,,,26304,,,
0.001,,,26349,,,
,0.1271171122789383,411,26349,,,
,,411,26367,0.02168085239827633,,
,,411,26367,,0.20605896413326263,
0.001,,,26368,,,
0.001,,,26399,,,
,0.2808361351490021,412,26399,,,
,,412,26431,0.0219634510576725,,
,,412,26431,,0.20476698875427246,
0.001,,,26432,,,
0.001,,,26449,,,
,0.07195794582366943,413,26449,,,
,,413,26495,0.023096900433301926,,
,,413,26495,,0.20306770503520966,
0.001,,,26496,,,
0.001,,,26499,,,
,0.21294617652893066,414,26499,,,
0.001,,,26549,,,
,0.23836956918239594,414,26549,,,
,,414,26559,0.02229221537709236,,
,,414,26559,,0.20868544280529022,
0.001,,,26560,,,
0.001,,,26599,,,
,0.23293423652648926,415,26599,,,
,,415,26623,0.02109839953482151,,
,,415,26623,,0.20991674065589905,
0.001,,,26624,,,
0.001,,,26649,,,
,0.20958493649959564,416,26649,,,
,,416,26687,0.021568220108747482,,
,,416,26687,,0.20710855722427368,
0.001,,,26688,,,
0.001,,,26699,,,
,0.23528407514095306,417,26699,,,
0.001,,,26749,,,
,0.20918019115924835,417,26749,,,
,,417,26751,0.0215567909181118,,
,,417,26751,,0.20541764795780182,
0.001,,,26752,,,
0.001,,,26799,,,
,0.18307940661907196,418,26799,,,
,,418,26815,0.022278109565377235,,
,,418,26815,,0.20522810518741608,
0.001,,,26816,,,
0.001,,,26849,,,
,0.24585570394992828,419,26849,,,
,,419,26879,0.02168547548353672,,
,,419,26879,,0.20621135830879211,
0.001,,,26880,,,
0.001,,,26899,,,
,0.2070329487323761,420,26899,,,
,,420,26943,0.021218011155724525,,
,,420,26943,,0.20849616825580597,
0.001,,,26944,,,
0.001,,,26949,,,
,0.3175993263721466,421,26949,,,
0.001,,,26999,,,
,0.19172626733779907,421,26999,,,
,,421,27007,0.021914372220635414,,
,,421,27007,,0.20635336637496948,
0.001,,,27008,,,
0.001,,,27049,,,
,0.22088828682899475,422,27049,,,
,,422,27071,0.0231569055467844,,
,,422,27071,,0.20577269792556763,
0.001,,,27072,,,
0.001,,,27099,,,
,0.16892047226428986,423,27099,,,
,,423,27135,0.021894486621022224,,
,,423,27135,,0.2058698534965515,
0.001,,,27136,,,
0.001,,,27149,,,
,0.2794717848300934,424,27149,,,
0.001,,,27199,,,
,0.18324989080429077,424,27199,,,
,,424,27199,0.022773098200559616,,
,,424,27199,,0.20996950566768646,
0.001,,,27200,,,
0.001,,,27249,,,
,0.21908745169639587,425,27249,,,
,,425,27263,0.022193588316440582,,
,,425,27263,,0.20768789947032928,
0.001,,,27264,,,
0.001,,,27299,,,
,0.12222445011138916,426,27299,,,
,,426,27327,0.021710442379117012,,
,,426,27327,,0.20575471222400665,
0.001,,,27328,,,
0.001,,,27349,,,
,0.09586286544799805,427,27349,,,
,,427,27391,0.02269863896071911,,
,,427,27391,,0.20621941983699799,
0.001,,,27392,,,
0.001,,,27399,,,
,0.17250850796699524,428,27399,,,
0.001,,,27449,,,
,0.22953662276268005,428,27449,,,
,,428,27455,0.021919282153248787,,
,,428,27455,,0.2073841691017151,
0.001,,,27456,,,
0.001,,,27499,,,
,0.21723580360412598,429,27499,,,
,,429,27519,0.02141590602695942,,
,,429,27519,,0.20552125573158264,
0.001,,,27520,,,
0.001,,,27549,,,
,0.23829950392246246,430,27549,,,
,,430,27583,0.022293852642178535,,
,,430,27583,,0.2065088450908661,
0.001,,,27584,,,
0.001,,,27599,,,
,0.13127700984477997,431,27599,,,
,,431,27647,0.022673722356557846,,
,,431,27647,,0.20513692498207092,
0.001,,,27648,,,
0.001,,,27649,,,
,0.1816300004720688,432,27649,,,
0.001,,,27699,,,
,0.22725415229797363,432,27699,,,
,,432,27711,0.022374603897333145,,
,,432,27711,,0.20513606071472168,
0.001,,,27712,,,
0.001,,,27749,,,
,0.20781847834587097,433,27749,,,
,,433,27775,0.02381165511906147,,
,,433,27775,,0.20535363256931305,
0.001,,,27776,,,
0.001,,,27799,,,
,0.1904817819595337,434,27799,,,
,,434,27839,0.025091497227549553,,
,,434,27839,,0.20722219347953796,
0.001,,,27840,,,
0.001,,,27849,,,
,0.2014419138431549,435,27849,,,
0.001,,,27899,,,
,0.2573145031929016,435,27899,,,
,,435,27903,0.02309584617614746,,
,,435,27903,,0.20675769448280334,
0.001,,,27904,,,
0.001,,,27949,,,
,0.2499556690454483,436,27949,,,
,,436,27967,0.02323058247566223,,
,,436,27967,,0.20729169249534607,
0.001,,,27968,,,
0.001,,,27999,,,
,0.1683237999677658,437,27999,,,
,,437,28031,0.023087669163942337,,
,,437,28031,,0.20538659393787384,
0.001,,,28032,,,
0.001,,,28049,,,
,0.21000534296035767,438,28049,,,
,,438,28095,0.02173641324043274,,
,,438,28095,,0.20633932948112488,
0.001,,,28096,,,
0.001,,,28099,,,
,0.27591633796691895,439,28099,,,
0.001,,,28149,,,
,0.29087164998054504,439,28149,,,
,,439,28159,0.02233034372329712,,
,,439,28159,,0.20615945756435394,
0.001,,,28160,,,
0.001,,,28199,,,
,0.13671448826789856,440,28199,,,
,,440,28223,0.02226976864039898,,
,,440,28223,,0.20822036266326904,
0.001,,,28224,,,
0.001,,,28249,,,
,0.17282971739768982,441,28249,,,
,,441,28287,0.02250303328037262,,
,,441,28287,,0.20648105442523956,
0.001,,,28288,,,
0.001,,,28299,,,
,0.19535823166370392,442,28299,,,
0.001,,,28349,,,
,0.23162789642810822,442,28349,,,
,,442,28351,0.02137327939271927,,
,,442,28351,,0.20678402483463287,
0.001,,,28352,,,
0.001,,,28399,,,
,0.21288754045963287,443,28399,,,
,,443,28415,0.021416008472442627,,
,,443,28415,,0.20561382174491882,
0.001,,,28416,,,
0.001,,,28449,,,
,0.22796539962291718,444,28449,,,
,,444,28479,0.02544604055583477,,
,,444,28479,,0.2066156268119812,
0.001,,,28480,,,
0.001,,,28499,,,
,0.22001807391643524,445,28499,,,
,,445,28543,0.0225092601031065,,
,,445,28543,,0.20311835408210754,
0.001,,,28544,,,
0.001,,,28549,,,
,0.21918734908103943,446,28549,,,
0.001,,,28599,,,
,0.16780441999435425,446,28599,,,
,,446,28607,0.022354211658239365,,
,,446,28607,,0.20631232857704163,
0.001,,,28608,,,
0.001,,,28649,,,
,0.2226172685623169,447,28649,,,
,,447,28671,0.021550334990024567,,
,,447,28671,,0.2032049149274826,
0.001,,,28672,,,
0.001,,,28699,,,
,0.17793118953704834,448,28699,,,
,,448,28735,0.021917978301644325,,
,,448,28735,,0.2056848108768463,
0.001,,,28736,,,
0.001,,,28749,,,
,0.24597933888435364,449,28749,,,
0.001,,,28799,,,
,0.23830994963645935,449,28799,,,
,,449,28799,0.02368883602321148,,
,,449,28799,,0.20816844701766968,
0.001,,,28800,,,
0.001,,,28849,,,
,0.326722651720047,450,28849,,,
,,450,28863,0.02156304568052292,,
,,450,28863,,0.20675109326839447,
0.001,,,28864,,,
0.001,,,28899,,,
,0.09005090594291687,451,28899,,,
,,451,28927,0.021990841254591942,,
,,451,28927,,0.20763668417930603,
0.001,,,28928,,,
0.001,,,28949,,,
,0.16767175495624542,452,28949,,,
,,452,28991,0.022037604823708534,,
,,452,28991,,0.20233824849128723,
0.001,,,28992,,,
0.001,,,28999,,,
,0.2740974724292755,453,28999,,,
0.001,,,29049,,,
,0.15097154676914215,453,29049,,,
,,453,29055,0.0228276327252388,,
,,453,29055,,0.20628789067268372,
0.001,,,29056,,,
0.001,,,29099,,,
,0.3033192455768585,454,29099,,,
,,454,29119,0.021504273638129234,,
,,454,29119,,0.20703306794166565,
0.001,,,29120,,,
0.001,,,29149,,,
,0.20684799551963806,455,29149,,,
,,455,29183,0.021957246586680412,,
,,455,29183,,0.2081795036792755,
0.001,,,29184,,,
0.001,,,29199,,,
,0.1549653708934784,456,29199,,,
,,456,29247,0.022773338481783867,,
,,456,29247,,0.2058277130126953,
0.001,,,29248,,,
0.001,,,29249,,,
,0.2638763189315796,457,29249,,,
0.001,,,29299,,,
,0.16536152362823486,457,29299,,,
,,457,29311,0.022435441613197327,,
,,457,29311,,0.20563015341758728,
0.001,,,29312,,,
0.001,,,29349,,,
,0.25628021359443665,458,29349,,,
,,458,29375,0.023732012137770653,,
,,458,29375,,0.2069404423236847,
0.001,,,29376,,,
0.001,,,29399,,,
,0.18471525609493256,459,29399,,,
,,459,29439,0.021547958254814148,,
,,459,29439,,0.20553052425384521,
0.001,,,29440,,,
0.001,,,29449,,,
,0.19019806385040283,460,29449,,,
0.001,,,29499,,,
,0.16096411645412445,460,29499,,,
,,460,29503,0.02163969725370407,,
,,460,29503,,0.20700761675834656,
0.001,,,29504,,,
0.001,,,29549,,,
,0.21945053339004517,461,29549,,,
,,461,29567,0.021594595164060593,,
,,461,29567,,0.2073683738708496,
0.001,,,29568,,,
0.001,,,29599,,,
,0.2183607816696167,462,29599,,,
,,462,29631,0.022157302126288414,,
,,462,29631,,0.20413532853126526,
0.001,,,29632,,,
0.001,,,29649,,,
,0.1608317792415619,463,29649,,,
,,463,29695,0.023161111399531364,,
,,463,29695,,0.20564498007297516,
0.001,,,29696,,,
0.001,,,29699,,,
,0.13992400467395782,464,29699,,,
0.001,,,29749,,,
,0.15676002204418182,464,29749,,,
,,464,29759,0.021027958020567894,,
,,464,29759,,0.20730142295360565,
0.001,,,29760,,,
0.001,,,29799,,,
,0.23342344164848328,465,29799,,,
,,465,29823,0.021397558972239494,,
,,465,29823,,0.20760275423526764,
0.001,,,29824,,,
0.001,,,29849,,,
,0.24191340804100037,466,29849,,,
,,466,29887,0.02456602454185486,,
,,466,29887,,0.20953451097011566,
0.001,,,29888,,,
0.001,,,29899,,,
,0.203083798289299,467,29899,,,
0.001,,,29949,,,
,0.22969558835029602,467,29949,,,
,,467,29951,0.022015636786818504,,
,,467,29951,,0.20797939598560333,
0.001,,,29952,,,
0.001,,,29999,,,
,0.25493597984313965,468,29999,,,
,,468,30015,0.02446678839623928,,
,,468,30015,,0.20570474863052368,
0.001,,,30016,,,
0.001,,,30049,,,
,0.08338891714811325,469,30049,,,
,,469,30079,0.021580351516604424,,
,,469,30079,,0.20235076546669006,
0.001,,,30080,,,
0.001,,,30099,,,
,0.26322656869888306,470,30099,,,
,,470,30143,0.021862884983420372,,
,,470,30143,,0.2048305869102478,
0.001,,,30144,,,
0.001,,,30149,,,
,0.21515850722789764,471,30149,,,
0.001,,,30199,,,
,0.2675376534461975,471,30199,,,
,,471,30207,0.022934654727578163,,
,,471,30207,,0.20786501467227936,
0.001,,,30208,,,
0.001,,,30249,,,
,0.13387329876422882,472,30249,,,
,,472,30271,0.02246195077896118,,
,,472,30271,,0.20710480213165283,
0.001,,,30272,,,
0.001,,,30299,,,
,0.20662066340446472,473,30299,,,
,,473,30335,0.025819890201091766,,
,,473,30335,,0.20578837394714355,
0.001,,,30336,,,
0.001,,,30349,,,
,0.19671396911144257,474,30349,,,
0.001,,,30399,,,
,0.17969094216823578,474,30399,,,
,,474,30399,0.02686641551554203,,
,,474,30399,,0.20789209008216858,
0.001,,,30400,,,
0.001,,,30449,,,
,0.20776152610778809,475,30449,,,
,,475,30463,0.023272790014743805,,
,,475,30463,,0.20682401955127716,
0.001,,,30464,,,
0.001,,,30499,,,
,0.1878603994846344,476,30499,,,
,,476,30527,0.02164088562130928,,
,,476,30527,,0.20414867997169495,
0.001,,,30528,,,
0.001,,,30549,,,
,0.14564216136932373,477,30549,,,
,,477,30591,0.021422743797302246,,
,,477,30591,,0.2063249945640564,
0.001,,,30592,,,
0.001,,,30599,,,
,0.17965933680534363,478,30599,,,
0.001,,,30649,,,
,0.12715408205986023,478,30649,,,
,,478,30655,0.024875272065401077,,
,,478,30655,,0.205161914229393,
0.001,,,30656,,,
0.001,,,30699,,,
,0.25442394614219666,479,30699,,,
,,479,30719,0.021123336628079414,,
,,479,30719,,0.20625726878643036,
0.001,,,30720,,,
0.001,,,30749,,,
,0.14885981380939484,480,30749,,,
,,480,30783,0.02147803269326687,,
,,480,30783,,0.20395226776599884,
0.001,,,30784,,,
0.001,,,30799,,,
,0.19697138667106628,481,30799,,,
,,481,30847,0.022306926548480988,,
,,481,30847,,0.20782017707824707,
0.001,,,30848,,,
0.001,,,30849,,,
,0.25083598494529724,482,30849,,,
0.001,,,30899,,,
,0.12371668964624405,482,30899,,,
,,482,30911,0.021577876061201096,,
,,482,30911,,0.20689882338047028,
0.001,,,30912,,,
0.001,,,30949,,,
,0.17725805938243866,483,30949,,,
,,483,30975,0.021274413913488388,,
,,483,30975,,0.20595821738243103,
0.001,,,30976,,,
0.001,,,30999,,,
,0.08342281728982925,484,30999,,,
