lr-Adam,train_loss_step,epoch,step,val_loss,train_loss_epoch,test_loss
0.001,,,10304,,,
0.001,,,10349,,,
,0.13749732077121735,161,10349,,,
,,161,10367,0.030389495193958282,,
,,161,10367,,0.2118523120880127,
0.001,,,10368,,,
0.001,,,10399,,,
,0.19352462887763977,162,10399,,,
,,162,10431,0.026409098878502846,,
,,162,10431,,0.21162058413028717,
0.001,,,10432,,,
0.001,,,10449,,,
,0.16122908890247345,163,10449,,,
,,163,10495,0.023398948833346367,,
,,163,10495,,0.21041825413703918,
0.001,,,10496,,,
0.001,,,10499,,,
,0.2138614058494568,164,10499,,,
0.001,,,10549,,,
,0.1823744922876358,164,10549,,,
,,164,10559,0.02572297304868698,,
,,164,10559,,0.20955248177051544,
0.001,,,10560,,,
0.001,,,10599,,,
,0.15902338922023773,165,10599,,,
,,165,10623,0.02368350140750408,,
,,165,10623,,0.20917032659053802,
0.001,,,10624,,,
0.001,,,10649,,,
,0.13665573298931122,166,10649,,,
,,166,10687,0.02492343634366989,,
,,166,10687,,0.21056795120239258,
0.001,,,10688,,,
0.001,,,10699,,,
,0.18992264568805695,167,10699,,,
0.001,,,10749,,,
,0.19159048795700073,167,10749,,,
,,167,10751,0.02314571477472782,,
,,167,10751,,0.21001313626766205,
0.001,,,10752,,,
0.001,,,10799,,,
,0.2569566071033478,168,10799,,,
,,168,10815,0.022534111514687538,,
,,168,10815,,0.21047481894493103,
0.001,,,10816,,,
0.001,,,10849,,,
,0.18984359502792358,169,10849,,,
,,169,10879,0.02346733585000038,,
,,169,10879,,0.2087455838918686,
0.001,,,10880,,,
0.001,,,10899,,,
,0.17263655364513397,170,10899,,,
,,170,10943,0.02319072186946869,,
,,170,10943,,0.21263152360916138,
0.001,,,10944,,,
0.001,,,10949,,,
,0.26831185817718506,171,10949,,,
0.001,,,10999,,,
,0.18634924292564392,171,10999,,,
,,171,11007,0.022631898522377014,,
,,171,11007,,0.2112899124622345,
0.001,,,11008,,,
0.001,,,11049,,,
,0.27845367789268494,172,11049,,,
,,172,11071,0.025727026164531708,,
,,172,11071,,0.21182869374752045,
0.001,,,11072,,,
0.001,,,11099,,,
,0.2030462920665741,173,11099,,,
,,173,11135,0.02999619022011757,,
,,173,11135,,0.21013860404491425,
0.001,,,11136,,,
0.001,,,11149,,,
,0.2649853229522705,174,11149,,,
0.001,,,11199,,,
,0.2345207929611206,174,11199,,,
,,174,11199,0.02688896656036377,,
,,174,11199,,0.2124384194612503,
0.001,,,11200,,,
0.001,,,11249,,,
,0.25902459025382996,175,11249,,,
,,175,11263,0.022983159869909286,,
,,175,11263,,0.2123507410287857,
0.001,,,11264,,,
0.001,,,11299,,,
,0.19131025671958923,176,11299,,,
,,176,11327,0.022700030356645584,,
,,176,11327,,0.21179595589637756,
0.001,,,11328,,,
0.001,,,11349,,,
,0.21906329691410065,177,11349,,,
,,177,11391,0.025162624195218086,,
,,177,11391,,0.21106629073619843,
0.001,,,11392,,,
0.001,,,11399,,,
,0.2564195692539215,178,11399,,,
0.001,,,11449,,,
,0.17708581686019897,178,11449,,,
,,178,11455,0.023256173357367516,,
,,178,11455,,0.2098930925130844,
0.001,,,11456,,,
0.001,,,11499,,,
,0.2580413818359375,179,11499,,,
,,179,11519,0.02291817218065262,,
,,179,11519,,0.21321746706962585,
0.001,,,11520,,,
0.001,,,11549,,,
,0.17870669066905975,180,11549,,,
,,180,11583,0.025894712656736374,,
,,180,11583,,0.2074560523033142,
0.001,,,11584,,,
0.001,,,11599,,,
,0.3083939552307129,181,11599,,,
,,181,11647,0.02430947870016098,,
,,181,11647,,0.2118280977010727,
0.001,,,11648,,,
0.001,,,11649,,,
,0.23787984251976013,182,11649,,,
0.001,,,11699,,,
,0.16279686987400055,182,11699,,,
,,182,11711,0.023487208411097527,,
,,182,11711,,0.21112316846847534,
0.001,,,11712,,,
0.001,,,11749,,,
,0.22197756171226501,183,11749,,,
,,183,11775,0.023785412311553955,,
,,183,11775,,0.2116045355796814,
0.001,,,11776,,,
0.001,,,11799,,,
,0.20272542536258698,184,11799,,,
,,184,11839,0.025931915268301964,,
,,184,11839,,0.20811395347118378,
0.001,,,11840,,,
0.001,,,11849,,,
,0.14640378952026367,185,11849,,,
0.001,,,11899,,,
,0.23941650986671448,185,11899,,,
,,185,11903,0.027213146910071373,,
,,185,11903,,0.21012452244758606,
0.001,,,11904,,,
0.001,,,11949,,,
,0.16297000646591187,186,11949,,,
,,186,11967,0.02407708391547203,,
,,186,11967,,0.20924709737300873,
0.001,,,11968,,,
0.001,,,11999,,,
,0.1919318288564682,187,11999,,,
,,187,12031,0.023821983486413956,,
,,187,12031,,0.20855620503425598,
0.001,,,12032,,,
0.001,,,12049,,,
,0.09744912385940552,188,12049,,,
,,188,12095,0.02964949980378151,,
,,188,12095,,0.20798715949058533,
0.001,,,12096,,,
0.001,,,12099,,,
,0.1512793004512787,189,12099,,,
0.001,,,12149,,,
,0.2689898610115051,189,12149,,,
,,189,12159,0.023465989157557487,,
,,189,12159,,0.2098659723997116,
0.001,,,12160,,,
0.001,,,12199,,,
,0.15710040926933289,190,12199,,,
,,190,12223,0.02374088019132614,,
,,190,12223,,0.21034125983715057,
0.001,,,12224,,,
0.001,,,12249,,,
,0.26461830735206604,191,12249,,,
,,191,12287,0.02271183766424656,,
,,191,12287,,0.21338599920272827,
0.001,,,12288,,,
0.001,,,12299,,,
,0.17751850187778473,192,12299,,,
0.001,,,12349,,,
,0.27153047919273376,192,12349,,,
,,192,12351,0.022239601239562035,,
,,192,12351,,0.20779700577259064,
0.001,,,12352,,,
0.001,,,12399,,,
,0.20831064879894257,193,12399,,,
,,193,12415,0.022635092958807945,,
,,193,12415,,0.20868206024169922,
0.001,,,12416,,,
0.001,,,12449,,,
,0.24118447303771973,194,12449,,,
,,194,12479,0.02307211607694626,,
,,194,12479,,0.20937654376029968,
0.001,,,12480,,,
0.001,,,12499,,,
,0.2142992913722992,195,12499,,,
,,195,12543,0.024434193968772888,,
,,195,12543,,0.20738127827644348,
0.001,,,12544,,,
0.001,,,12549,,,
,0.20013605058193207,196,12549,,,
0.001,,,12599,,,
,0.227489173412323,196,12599,,,
,,196,12607,0.02245086058974266,,
,,196,12607,,0.21171820163726807,
0.001,,,12608,,,
0.001,,,12649,,,
,0.30593419075012207,197,12649,,,
,,197,12671,0.02387593500316143,,
,,197,12671,,0.20593097805976868,
0.001,,,12672,,,
0.001,,,12699,,,
,0.24977946281433105,198,12699,,,
,,198,12735,0.023626400157809258,,
,,198,12735,,0.20749954879283905,
0.001,,,12736,,,
0.001,,,12749,,,
,0.23435796797275543,199,12749,,,
0.001,,,12799,,,
,0.19259987771511078,199,12799,,,
,,199,12799,0.025136584416031837,,
,,199,12799,,0.21019846200942993,
0.001,,,12800,,,
0.001,,,12849,,,
,0.23583009839057922,200,12849,,,
,,200,12863,0.027062807232141495,,
,,200,12863,,0.2080622911453247,
0.001,,,12864,,,
0.001,,,12899,,,
,0.2229555994272232,201,12899,,,
,,201,12927,0.02337808534502983,,
,,201,12927,,0.20913194119930267,
0.001,,,12928,,,
0.001,,,12949,,,
,0.28016597032546997,202,12949,,,
,,202,12991,0.022706519812345505,,
,,202,12991,,0.2085360586643219,
0.001,,,12992,,,
0.001,,,12999,,,
,0.25782227516174316,203,12999,,,
0.001,,,13049,,,
,0.14123953878879547,203,13049,,,
,,203,13055,0.02241038903594017,,
,,203,13055,,0.2127261608839035,
0.001,,,13056,,,
0.001,,,13099,,,
,0.23743149638175964,204,13099,,,
,,204,13119,0.02307925559580326,,
,,204,13119,,0.2097848355770111,
0.001,,,13120,,,
0.001,,,13149,,,
,0.24591773748397827,205,13149,,,
,,205,13183,0.023611420765519142,,
,,205,13183,,0.2093784362077713,
0.001,,,13184,,,
0.001,,,13199,,,
,0.23930072784423828,206,13199,,,
,,206,13247,0.02464590035378933,,
,,206,13247,,0.208947092294693,
0.001,,,13248,,,
0.001,,,13249,,,
,0.21897628903388977,207,13249,,,
0.001,,,13299,,,
,0.20538988709449768,207,13299,,,
,,207,13311,0.022671204060316086,,
,,207,13311,,0.21114590764045715,
0.001,,,13312,,,
0.001,,,13349,,,
,0.25837263464927673,208,13349,,,
,,208,13375,0.02291105128824711,,
,,208,13375,,0.21059761941432953,
0.001,,,13376,,,
0.001,,,13399,,,
,0.24662959575653076,209,13399,,,
,,209,13439,0.02574034407734871,,
,,209,13439,,0.2089451253414154,
0.001,,,13440,,,
0.001,,,13449,,,
,0.21968495845794678,210,13449,,,
0.001,,,13499,,,
,0.21032491326332092,210,13499,,,
,,210,13503,0.02318272739648819,,
,,210,13503,,0.2090502381324768,
0.001,,,13504,,,
0.001,,,13549,,,
,0.173452228307724,211,13549,,,
,,211,13567,0.022297918796539307,,
,,211,13567,,0.20956429839134216,
0.001,,,13568,,,
0.001,,,13599,,,
,0.19468417763710022,212,13599,,,
,,212,13631,0.022266985848546028,,
,,212,13631,,0.20723956823349,
0.001,,,13632,,,
0.001,,,13649,,,
,0.16044023633003235,213,13649,,,
,,213,13695,0.02271837741136551,,
,,213,13695,,0.2113676518201828,
0.001,,,13696,,,
0.001,,,13699,,,
,0.17801587283611298,214,13699,,,
0.001,,,13749,,,
,0.22262442111968994,214,13749,,,
,,214,13759,0.02275940030813217,,
,,214,13759,,0.21110808849334717,
0.001,,,13760,,,
0.001,,,13799,,,
,0.08433402329683304,215,13799,,,
,,215,13823,0.023440111428499222,,
,,215,13823,,0.21001233160495758,
0.001,,,13824,,,
0.001,,,13849,,,
,0.11903897672891617,216,13849,,,
,,216,13887,0.022663678973913193,,
,,216,13887,,0.20900562405586243,
0.001,,,13888,,,
0.001,,,13899,,,
,0.2867012321949005,217,13899,,,
0.001,,,13949,,,
,0.20299465954303741,217,13949,,,
,,217,13951,0.025525735691189766,,
,,217,13951,,0.2093079686164856,
0.001,,,13952,,,
0.001,,,13999,,,
,0.27445852756500244,218,13999,,,
,,218,14015,0.022673968225717545,,
,,218,14015,,0.20985139906406403,
0.001,,,14016,,,
0.001,,,14049,,,
,0.16670531034469604,219,14049,,,
,,219,14079,0.023079456761479378,,
,,219,14079,,0.20934808254241943,
0.001,,,14080,,,
0.001,,,14099,,,
,0.222640722990036,220,14099,,,
,,220,14143,0.023233462125062943,,
,,220,14143,,0.20718128979206085,
0.001,,,14144,,,
0.001,,,14149,,,
,0.2322368323802948,221,14149,,,
0.001,,,14199,,,
,0.19420388340950012,221,14199,,,
,,221,14207,0.022395888343453407,,
,,221,14207,,0.20990990102291107,
0.001,,,14208,,,
0.001,,,14249,,,
,0.3300924599170685,222,14249,,,
,,222,14271,0.0234778244048357,,
,,222,14271,,0.20937024056911469,
0.001,,,14272,,,
0.001,,,14299,,,
,0.17704318463802338,223,14299,,,
,,223,14335,0.024173486977815628,,
,,223,14335,,0.2085990160703659,
0.001,,,14336,,,
0.001,,,14349,,,
,0.2987070679664612,224,14349,,,
0.001,,,14399,,,
,0.09494815766811371,224,14399,,,
,,224,14399,0.02230256423354149,,
,,224,14399,,0.20835335552692413,
0.001,,,14400,,,
0.001,,,14449,,,
,0.18526864051818848,225,14449,,,
,,225,14463,0.02332729659974575,,
,,225,14463,,0.2096325308084488,
0.001,,,14464,,,
0.001,,,14499,,,
,0.19582614302635193,226,14499,,,
,,226,14527,0.02469806559383869,,
,,226,14527,,0.20939917862415314,
0.001,,,14528,,,
0.001,,,14549,,,
,0.22127404808998108,227,14549,,,
,,227,14591,0.023771004751324654,,
,,227,14591,,0.21025481820106506,
0.001,,,14592,,,
0.001,,,14599,,,
,0.12162470072507858,228,14599,,,
0.001,,,14649,,,
,0.22156156599521637,228,14649,,,
,,228,14655,0.023729121312499046,,
,,228,14655,,0.20912744104862213,
0.001,,,14656,,,
0.001,,,14699,,,
,0.17589205503463745,229,14699,,,
,,229,14719,0.022801093757152557,,
,,229,14719,,0.20914825797080994,
0.001,,,14720,,,
0.001,,,14749,,,
,0.11612631380558014,230,14749,,,
,,230,14783,0.0223202146589756,,
,,230,14783,,0.20832714438438416,
0.001,,,14784,,,
0.001,,,14799,,,
,0.16690336167812347,231,14799,,,
,,231,14847,0.02614542841911316,,
,,231,14847,,0.20909281075000763,
0.001,,,14848,,,
0.001,,,14849,,,
,0.18154625594615936,232,14849,,,
0.001,,,14899,,,
,0.20968647301197052,232,14899,,,
,,232,14911,0.02346689999103546,,
,,232,14911,,0.20778468251228333,
0.001,,,14912,,,
0.001,,,14949,,,
,0.28984466195106506,233,14949,,,
,,233,14975,0.022609394043684006,,
,,233,14975,,0.2104834020137787,
0.001,,,14976,,,
0.001,,,14999,,,
,0.21197666227817535,234,14999,,,
,,234,15039,0.024283824488520622,,
,,234,15039,,0.21095488965511322,
0.001,,,15040,,,
0.001,,,15049,,,
,0.16839022934436798,235,15049,,,
0.001,,,15099,,,
,0.2321309894323349,235,15099,,,
,,235,15103,0.023992344737052917,,
,,235,15103,,0.20969437062740326,
0.001,,,15104,,,
0.001,,,15149,,,
,0.3132832944393158,236,15149,,,
,,236,15167,0.02266060933470726,,
,,236,15167,,0.20823533833026886,
0.001,,,15168,,,
0.001,,,15199,,,
,0.1511828750371933,237,15199,,,
,,237,15231,0.023344235494732857,,
,,237,15231,,0.20844045281410217,
0.001,,,15232,,,
0.001,,,15249,,,
,0.26060518622398376,238,15249,,,
,,238,15295,0.025333650410175323,,
,,238,15295,,0.2091178297996521,
0.001,,,15296,,,
0.001,,,15299,,,
,0.23063884675502777,239,15299,,,
0.001,,,15349,,,
,0.2624366879463196,239,15349,,,
,,239,15359,0.022563453763723373,,
,,239,15359,,0.209598571062088,
0.001,,,15360,,,
0.001,,,15399,,,
,0.13557440042495728,240,15399,,,
,,240,15423,0.024483364075422287,,
,,240,15423,,0.20946228504180908,
0.001,,,15424,,,
0.001,,,15449,,,
,0.13852627575397491,241,15449,,,
,,241,15487,0.02267020381987095,,
,,241,15487,,0.20854392647743225,
0.001,,,15488,,,
0.001,,,15499,,,
,0.23975823819637299,242,15499,,,
0.001,,,15549,,,
,0.23275402188301086,242,15549,,,
,,242,15551,0.022891337051987648,,
,,242,15551,,0.20979295670986176,
0.001,,,15552,,,
0.001,,,15599,,,
,0.21304816007614136,243,15599,,,
,,243,15615,0.023282073438167572,,
,,243,15615,,0.2091756910085678,
0.001,,,15616,,,
0.001,,,15649,,,
,0.15317308902740479,244,15649,,,
,,244,15679,0.022030433639883995,,
,,244,15679,,0.20878396928310394,
0.001,,,15680,,,
0.001,,,15699,,,
,0.24899014830589294,245,15699,,,
,,245,15743,0.022653527557849884,,
,,245,15743,,0.20630526542663574,
0.001,,,15744,,,
0.001,,,15749,,,
,0.2057974934577942,246,15749,,,
0.001,,,15799,,,
,0.19995053112506866,246,15799,,,
,,246,15807,0.02471317909657955,,
,,246,15807,,0.20977824926376343,
0.001,,,15808,,,
0.001,,,15849,,,
,0.15188604593276978,247,15849,,,
,,247,15871,0.023639382794499397,,
,,247,15871,,0.2089783102273941,
0.001,,,15872,,,
0.001,,,15899,,,
,0.09101521968841553,248,15899,,,
,,248,15935,0.023249981924891472,,
,,248,15935,,0.2071399688720703,
0.001,,,15936,,,
0.001,,,15949,,,
,0.15723636746406555,249,15949,,,
0.001,,,15999,,,
,0.16171327233314514,249,15999,,,
,,249,15999,0.02249952405691147,,
,,249,15999,,0.20999865233898163,
0.001,,,16000,,,
0.001,,,16049,,,
,0.17291632294654846,250,16049,,,
,,250,16063,0.023305580019950867,,
,,250,16063,,0.20729506015777588,
0.001,,,16064,,,
0.001,,,16099,,,
,0.24240034818649292,251,16099,,,
,,251,16127,0.021987877786159515,,
,,251,16127,,0.2082541137933731,
0.001,,,16128,,,
0.001,,,16149,,,
,0.26928600668907166,252,16149,,,
,,252,16191,0.02258199267089367,,
,,252,16191,,0.20890042185783386,
0.001,,,16192,,,
0.001,,,16199,,,
,0.24272218346595764,253,16199,,,
0.001,,,16249,,,
,0.12196466326713562,253,16249,,,
,,253,16255,0.022372258827090263,,
,,253,16255,,0.20840831100940704,
0.001,,,16256,,,
0.001,,,16299,,,
,0.17907382547855377,254,16299,,,
,,254,16319,0.023281197994947433,,
,,254,16319,,0.2102135568857193,
0.001,,,16320,,,
0.001,,,16349,,,
,0.21868351101875305,255,16349,,,
,,255,16383,0.022936085239052773,,
,,255,16383,,0.2088100165128708,
0.001,,,16384,,,
0.001,,,16399,,,
,0.20931997895240784,256,16399,,,
,,256,16447,0.023973319679498672,,
,,256,16447,,0.20815296471118927,
0.001,,,16448,,,
0.001,,,16449,,,
,0.3093727231025696,257,16449,,,
0.001,,,16499,,,
,0.23384448885917664,257,16499,,,
,,257,16511,0.02385915070772171,,
,,257,16511,,0.20778076350688934,
0.001,,,16512,,,
0.001,,,16549,,,
,0.14228978753089905,258,16549,,,
,,258,16575,0.023510320112109184,,
,,258,16575,,0.2077132761478424,
0.001,,,16576,,,
0.001,,,16599,,,
,0.25034964084625244,259,16599,,,
,,259,16639,0.02273685112595558,,
,,259,16639,,0.20685230195522308,
0.001,,,16640,,,
0.001,,,16649,,,
,0.2666056752204895,260,16649,,,
0.001,,,16699,,,
,0.23123560845851898,260,16699,,,
,,260,16703,0.022362081333994865,,
,,260,16703,,0.20800429582595825,
0.001,,,16704,,,
0.001,,,16749,,,
,0.14366759359836578,261,16749,,,
,,261,16767,0.02332691103219986,,
,,261,16767,,0.20831292867660522,
0.001,,,16768,,,
0.001,,,16799,,,
,0.2757050096988678,262,16799,,,
,,262,16831,0.02216050773859024,,
,,262,16831,,0.2108089029788971,
0.001,,,16832,,,
0.001,,,16849,,,
,0.3190680742263794,263,16849,,,
,,263,16895,0.022963928058743477,,
,,263,16895,,0.20756955444812775,
0.001,,,16896,,,
0.001,,,16899,,,
,0.15379013121128082,264,16899,,,
0.001,,,16949,,,
,0.26576006412506104,264,16949,,,
,,264,16959,0.022636547684669495,,
,,264,16959,,0.20885522663593292,
0.001,,,16960,,,
0.001,,,16999,,,
,0.2374962419271469,265,16999,,,
,,265,17023,0.023376233875751495,,
,,265,17023,,0.2078130692243576,
0.001,,,17024,,,
0.001,,,17049,,,
,0.2175392508506775,266,17049,,,
,,266,17087,0.023028060793876648,,
,,266,17087,,0.2085096687078476,
0.001,,,17088,,,
0.001,,,17099,,,
,0.2780168652534485,267,17099,,,
0.001,,,17149,,,
,0.08194740861654282,267,17149,,,
,,267,17151,0.022401729598641396,,
,,267,17151,,0.20911045372486115,
0.001,,,17152,,,
0.001,,,17199,,,
,0.23622070252895355,268,17199,,,
,,268,17215,0.024415267631411552,,
,,268,17215,,0.20991851389408112,
0.001,,,17216,,,
0.001,,,17249,,,
,0.20103812217712402,269,17249,,,
,,269,17279,0.030029548332095146,,
,,269,17279,,0.2100984752178192,
0.001,,,17280,,,
0.001,,,17299,,,
,0.23394432663917542,270,17299,,,
,,270,17343,0.02210448868572712,,
,,270,17343,,0.20937342941761017,
0.001,,,17344,,,
0.001,,,17349,,,
,0.22941628098487854,271,17349,,,
0.001,,,17399,,,
,0.20313391089439392,271,17399,,,
,,271,17407,0.0234676580876112,,
,,271,17407,,0.20802754163742065,
0.001,,,17408,,,
0.001,,,17449,,,
,0.21638265252113342,272,17449,,,
,,272,17471,0.022996537387371063,,
,,272,17471,,0.20829695463180542,
0.001,,,17472,,,
0.001,,,17499,,,
,0.3242611289024353,273,17499,,,
,,273,17535,0.022295255213975906,,
,,273,17535,,0.2062254101037979,
0.001,,,17536,,,
0.001,,,17549,,,
,0.157157763838768,274,17549,,,
0.001,,,17599,,,
,0.1669696867465973,274,17599,,,
,,274,17599,0.02495613694190979,,
,,274,17599,,0.20891019701957703,
0.001,,,17600,,,
0.001,,,17649,,,
,0.25651034712791443,275,17649,,,
,,275,17663,0.024172473698854446,,
,,275,17663,,0.20755250751972198,
0.001,,,17664,,,
0.001,,,17699,,,
,0.24724125862121582,276,17699,,,
,,276,17727,0.022436359897255898,,
,,276,17727,,0.20857274532318115,
0.001,,,17728,,,
0.001,,,17749,,,
,0.19987918436527252,277,17749,,,
,,277,17791,0.02412024326622486,,
,,277,17791,,0.21092331409454346,
0.001,,,17792,,,
0.001,,,17799,,,
,0.24944797158241272,278,17799,,,
0.001,,,17849,,,
,0.21652977168560028,278,17849,,,
,,278,17855,0.023098165169358253,,
,,278,17855,,0.20886309444904327,
0.001,,,17856,,,
0.001,,,17899,,,
,0.22578756511211395,279,17899,,,
,,279,17919,0.02357853204011917,,
,,279,17919,,0.21000438928604126,
0.001,,,17920,,,
0.001,,,17949,,,
,0.27273136377334595,280,17949,,,
,,280,17983,0.023436009883880615,,
,,280,17983,,0.2081412672996521,
0.001,,,17984,,,
0.001,,,17999,,,
,0.18906867504119873,281,17999,,,
,,281,18047,0.023584991693496704,,
,,281,18047,,0.20785385370254517,
0.001,,,18048,,,
0.001,,,18049,,,
,0.26912736892700195,282,18049,,,
0.001,,,18099,,,
,0.10815592855215073,282,18099,,,
,,282,18111,0.02224103920161724,,
,,282,18111,,0.20894165337085724,
0.001,,,18112,,,
0.001,,,18149,,,
,0.33357274532318115,283,18149,,,
,,283,18175,0.02722764015197754,,
,,283,18175,,0.20642980933189392,
0.001,,,18176,,,
0.001,,,18199,,,
,0.2328656017780304,284,18199,,,
,,284,18239,0.02211786061525345,,
,,284,18239,,0.20879700779914856,
0.001,,,18240,,,
0.001,,,18249,,,
,0.12171286344528198,285,18249,,,
0.001,,,18299,,,
,0.10774946212768555,285,18299,,,
,,285,18303,0.022445064038038254,,
,,285,18303,,0.20750044286251068,
0.001,,,18304,,,
0.001,,,18349,,,
,0.19478842616081238,286,18349,,,
,,286,18367,0.021776119247078896,,
,,286,18367,,0.20677174627780914,
0.001,,,18368,,,
0.001,,,18399,,,
,0.2719108760356903,287,18399,,,
,,287,18431,0.023603592067956924,,
,,287,18431,,0.20702652633190155,
0.001,,,18432,,,
0.001,,,18449,,,
,0.09749174118041992,288,18449,,,
,,288,18495,0.023674635216593742,,
,,288,18495,,0.20783992111682892,
0.001,,,18496,,,
0.001,,,18499,,,
,0.23168319463729858,289,18499,,,
0.001,,,18549,,,
,0.26458990573883057,289,18549,,,
,,289,18559,0.024159247055649757,,
,,289,18559,,0.20726782083511353,
0.001,,,18560,,,
0.001,,,18599,,,
,0.21159783005714417,290,18599,,,
,,290,18623,0.024500615894794464,,
,,290,18623,,0.21167594194412231,
0.001,,,18624,,,
0.001,,,18649,,,
,0.20228391885757446,291,18649,,,
,,291,18687,0.024768300354480743,,
,,291,18687,,0.20769231021404266,
0.001,,,18688,,,
0.001,,,18699,,,
,0.2430534064769745,292,18699,,,
0.001,,,18749,,,
,0.24907517433166504,292,18749,,,
,,292,18751,0.026531172916293144,,
,,292,18751,,0.21026504039764404,
0.001,,,18752,,,
0.001,,,18799,,,
,0.2088359296321869,293,18799,,,
,,293,18815,0.024497712031006813,,
,,293,18815,,0.21176956593990326,
0.001,,,18816,,,
0.001,,,18849,,,
,0.16150394082069397,294,18849,,,
,,294,18879,0.02244972437620163,,
,,294,18879,,0.20785225927829742,
0.001,,,18880,,,
0.001,,,18899,,,
,0.21427735686302185,295,18899,,,
,,295,18943,0.022655319422483444,,
,,295,18943,,0.20879019796848297,
0.001,,,18944,,,
0.001,,,18949,,,
,0.25485044717788696,296,18949,,,
0.001,,,18999,,,
,0.24179348349571228,296,18999,,,
,,296,19007,0.02186000533401966,,
,,296,19007,,0.20787084102630615,
0.001,,,19008,,,
0.001,,,19049,,,
,0.2709243893623352,297,19049,,,
,,297,19071,0.021734928712248802,,
,,297,19071,,0.2051272690296173,
0.001,,,19072,,,
0.001,,,19099,,,
,0.18015426397323608,298,19099,,,
,,298,19135,0.022507982328534126,,
,,298,19135,,0.20603349804878235,
0.001,,,19136,,,
0.001,,,19149,,,
,0.22505596280097961,299,19149,,,
0.001,,,19199,,,
,0.0936809778213501,299,19199,,,
,,299,19199,0.022379864007234573,,
,,299,19199,,0.20715591311454773,
0.001,,,19200,,,
0.001,,,19249,,,
,0.2664795517921448,300,19249,,,
,,300,19263,0.023206209763884544,,
,,300,19263,,0.20911219716072083,
0.001,,,19264,,,
0.001,,,19299,,,
,0.2156563103199005,301,19299,,,
,,301,19327,0.022634455934166908,,
,,301,19327,,0.20927076041698456,
0.001,,,19328,,,
0.001,,,19349,,,
,0.1807873547077179,302,19349,,,
,,302,19391,0.022434649989008904,,
,,302,19391,,0.20781825482845306,
0.001,,,19392,,,
0.001,,,19399,,,
,0.2141149491071701,303,19399,,,
0.001,,,19449,,,
,0.15127137303352356,303,19449,,,
,,303,19455,0.02157674729824066,,
,,303,19455,,0.20562969148159027,
0.001,,,19456,,,
0.001,,,19499,,,
,0.25850003957748413,304,19499,,,
,,304,19519,0.02439921908080578,,
,,304,19519,,0.2069421410560608,
0.001,,,19520,,,
0.001,,,19549,,,
,0.1164872795343399,305,19549,,,
,,305,19583,0.021820181980729103,,
,,305,19583,,0.20962652564048767,
0.001,,,19584,,,
0.001,,,19599,,,
,0.15497370064258575,306,19599,,,
,,306,19647,0.02282699942588806,,
,,306,19647,,0.2081993818283081,
0.001,,,19648,,,
0.001,,,19649,,,
,0.3218064606189728,307,19649,,,
0.001,,,19699,,,
,0.29694753885269165,307,19699,,,
,,307,19711,0.02284793183207512,,
,,307,19711,,0.20851865410804749,
0.001,,,19712,,,
0.001,,,19749,,,
,0.08991414308547974,308,19749,,,
,,308,19775,0.022369222715497017,,
,,308,19775,,0.20824235677719116,
0.001,,,19776,,,
0.001,,,19799,,,
,0.12002615630626678,309,19799,,,
,,309,19839,0.021868575364351273,,
,,309,19839,,0.20856738090515137,
0.001,,,19840,,,
0.001,,,19849,,,
,0.19857336580753326,310,19849,,,
0.001,,,19899,,,
,0.16644398868083954,310,19899,,,
,,310,19903,0.025941936299204826,,
,,310,19903,,0.2062869518995285,
0.001,,,19904,,,
0.001,,,19949,,,
,0.2237032800912857,311,19949,,,
,,311,19967,0.023340297862887383,,
,,311,19967,,0.20539230108261108,
0.001,,,19968,,,
0.001,,,19999,,,
,0.25368577241897583,312,19999,,,
,,312,20031,0.02240920439362526,,
,,312,20031,,0.20795676112174988,
0.001,,,20032,,,
0.001,,,20049,,,
,0.19198058545589447,313,20049,,,
,,313,20095,0.02516895905137062,,
,,313,20095,,0.2078087329864502,
0.001,,,20096,,,
0.001,,,20099,,,
,0.2562423050403595,314,20099,,,
0.001,,,20149,,,
,0.20114034414291382,314,20149,,,
,,314,20159,0.02217618003487587,,
,,314,20159,,0.2089758813381195,
0.001,,,20160,,,
0.001,,,20199,,,
,0.24966587126255035,315,20199,,,
,,315,20223,0.021695183590054512,,
,,315,20223,,0.20666520297527313,
0.001,,,20224,,,
0.001,,,20249,,,
,0.10370880365371704,316,20249,,,
,,316,20287,0.022155005484819412,,
,,316,20287,,0.20941853523254395,
0.001,,,20288,,,
0.001,,,20299,,,
,0.222163587808609,317,20299,,,
0.001,,,20349,,,
,0.23133450746536255,317,20349,,,
,,317,20351,0.022343453019857407,,
,,317,20351,,0.20844689011573792,
0.001,,,20352,,,
0.001,,,20399,,,
,0.18646511435508728,318,20399,,,
,,318,20415,0.02196125127375126,,
,,318,20415,,0.2066020518541336,
0.001,,,20416,,,
0.001,,,20449,,,
,0.1309288740158081,319,20449,,,
,,319,20479,0.022653227671980858,,
,,319,20479,,0.20980791747570038,
0.001,,,20480,,,
0.001,,,20499,,,
,0.0947345569729805,320,20499,,,
,,320,20543,0.02304919622838497,,
,,320,20543,,0.20971597731113434,
0.001,,,20544,,,
0.001,,,20549,,,
,0.13356907665729523,321,20549,,,
0.001,,,20599,,,
,0.15838977694511414,321,20599,,,
,,321,20607,0.02197802998125553,,
,,321,20607,,0.20733414590358734,
0.001,,,20608,,,
0.001,,,20649,,,
,0.22178040444850922,322,20649,,,
,,322,20671,0.023778829723596573,,
