epoch,lr-AdamW,step,train_loss_step,val_loss,train_loss_epoch,test_loss
50,,3263,,0.18114525079727173,,
50,,3263,,,0.39866912364959717,
,0.001,3264,,,,
,0.001,3299,,,,
51,,3299,0.4614352285861969,,,
51,,3327,,0.18103961646556854,,
51,,3327,,,0.3992955684661865,
,0.001,3328,,,,
,0.001,3349,,,,
52,,3349,0.41491490602493286,,,
52,,3391,,0.18125560879707336,,
52,,3391,,,0.39834365248680115,
,0.001,3392,,,,
,0.001,3399,,,,
53,,3399,0.433220237493515,,,
,0.001,3449,,,,
53,,3449,0.35563772916793823,,,
53,,3455,,0.1809978038072586,,
53,,3455,,,0.3988671898841858,
,0.001,3456,,,,
,0.001,3499,,,,
54,,3499,0.43567711114883423,,,
54,,3519,,0.18087829649448395,,
54,,3519,,,0.39875707030296326,
,0.001,3520,,,,
,0.001,3549,,,,
55,,3549,0.37366485595703125,,,
55,,3583,,0.18136851489543915,,
55,,3583,,,0.39813005924224854,
,0.001,3584,,,,
,0.001,3599,,,,
56,,3599,0.3858473300933838,,,
56,,3647,,0.18113861978054047,,
56,,3647,,,0.3989199697971344,
,0.001,3648,,,,
,0.001,3649,,,,
57,,3649,0.37145212292671204,,,
,0.001,3699,,,,
57,,3699,0.5086789131164551,,,
57,,3711,,0.18144811689853668,,
57,,3711,,,0.3971853256225586,
,0.001,3712,,,,
,0.001,3749,,,,
58,,3749,0.4359138607978821,,,
58,,3775,,0.18135744333267212,,
58,,3775,,,0.39817142486572266,
,0.001,3776,,,,
,0.001,3799,,,,
59,,3799,0.3933563530445099,,,
59,,3839,,0.18089638650417328,,
59,,3839,,,0.40007463097572327,
,0.001,3840,,,,
,0.001,3849,,,,
60,,3849,0.43513137102127075,,,
,0.001,3899,,,,
60,,3899,0.3963635265827179,,,
60,,3903,,0.18178889155387878,,
60,,3903,,,0.39869341254234314,
,0.001,3904,,,,
,0.001,3949,,,,
61,,3949,0.4279981255531311,,,
61,,3967,,0.181562140583992,,
61,,3967,,,0.3981478810310364,
,0.001,3968,,,,
,0.001,3999,,,,
62,,3999,0.42009976506233215,,,
62,,4031,,0.1811414211988449,,
62,,4031,,,0.3992731273174286,
,0.001,4032,,,,
,0.001,4049,,,,
63,,4049,0.3682657480239868,,,
63,,4095,,0.18096153438091278,,
63,,4095,,,0.3984263837337494,
,0.001,4096,,,,
,0.001,4099,,,,
64,,4099,0.35385340452194214,,,
,0.001,4149,,,,
64,,4149,0.41064488887786865,,,
64,,4159,,0.18149839341640472,,
64,,4159,,,0.39970409870147705,
,0.001,4160,,,,
,0.001,4199,,,,
65,,4199,0.4563177824020386,,,
65,,4223,,0.18112431466579437,,
65,,4223,,,0.3984067142009735,
,0.001,4224,,,,
,0.001,4249,,,,
66,,4249,0.42160284519195557,,,
66,,4287,,0.1814715564250946,,
66,,4287,,,0.39747390151023865,
,0.001,4288,,,,
,0.001,4299,,,,
67,,4299,0.4439459443092346,,,
,0.001,4349,,,,
67,,4349,0.3545822501182556,,,
67,,4351,,0.18112802505493164,,
67,,4351,,,0.39868512749671936,
,0.001,4352,,,,
,0.001,4399,,,,
68,,4399,0.4706646800041199,,,
68,,4415,,0.1812543123960495,,
68,,4415,,,0.3993895649909973,
,0.001,4416,,,,
,0.001,4449,,,,
69,,4449,0.40881723165512085,,,
69,,4479,,0.18106898665428162,,
69,,4479,,,0.39923787117004395,
,0.001,4480,,,,
,0.001,4499,,,,
70,,4499,0.3745482563972473,,,
70,,4543,,0.18085496127605438,,
70,,4543,,,0.39847248792648315,
,0.001,4544,,,,
,0.001,4549,,,,
71,,4549,0.3594582974910736,,,
,0.001,4599,,,,
71,,4599,0.355083703994751,,,
71,,4607,,0.18147321045398712,,
71,,4607,,,0.39994439482688904,
,0.001,4608,,,,
,0.001,4649,,,,
72,,4649,0.4442875385284424,,,
72,,4671,,0.18118150532245636,,
72,,4671,,,0.40025001764297485,
,0.001,4672,,,,
,0.001,4699,,,,
73,,4699,0.3429226279258728,,,
73,,4735,,0.18089692294597626,,
73,,4735,,,0.3988723158836365,
,0.001,4736,,,,
,0.001,4749,,,,
74,,4749,0.3855111598968506,,,
,0.001,4799,,,,
74,,4799,0.3910008668899536,,,
74,,4799,,0.18102656304836273,,
74,,4799,,,0.40035778284072876,
,0.001,4800,,,,
,0.001,4849,,,,
75,,4849,0.38174712657928467,,,
75,,4863,,0.18125449120998383,,
75,,4863,,,0.39933645725250244,
,0.001,4864,,,,
,0.001,4899,,,,
76,,4899,0.39960765838623047,,,
76,,4927,,0.18221227824687958,,
76,,4927,,,0.3981487452983856,
,0.001,4928,,,,
,0.001,4949,,,,
77,,4949,0.3376695513725281,,,
77,,4991,,0.18102172017097473,,
77,,4991,,,0.3990557789802551,
,0.001,4992,,,,
,0.001,4999,,,,
78,,4999,0.41126927733421326,,,
,0.001,5049,,,,
78,,5049,0.3650793135166168,,,
78,,5055,,0.18180687725543976,,
78,,5055,,,0.3981630802154541,
,0.001,5056,,,,
,0.001,5099,,,,
79,,5099,0.4265410006046295,,,
79,,5119,,0.18079133331775665,,
79,,5119,,,0.3981340825557709,
,0.001,5120,,,,
,0.001,5149,,,,
80,,5149,0.4251251220703125,,,
80,,5183,,0.18110254406929016,,
80,,5183,,,0.39868465065956116,
,0.001,5184,,,,
,0.001,5199,,,,
81,,5199,0.3632596731185913,,,
81,,5247,,0.18110992014408112,,
81,,5247,,,0.3985203802585602,
,0.001,5248,,,,
,0.001,5249,,,,
82,,5249,0.4036684036254883,,,
,0.001,5299,,,,
82,,5299,0.40019986033439636,,,
82,,5311,,0.1814725548028946,,
82,,5311,,,0.39910978078842163,
,0.001,5312,,,,
,0.001,5349,,,,
83,,5349,0.38734179735183716,,,
83,,5375,,0.18125276267528534,,
83,,5375,,,0.3980380594730377,
,0.001,5376,,,,
,0.001,5399,,,,
84,,5399,0.420418381690979,,,
84,,5439,,0.18167424201965332,,
84,,5439,,,0.399053692817688,
,0.001,5440,,,,
,0.001,5449,,,,
85,,5449,0.4111248850822449,,,
,0.001,5499,,,,
85,,5499,0.44761794805526733,,,
85,,5503,,0.18082456290721893,,
85,,5503,,,0.39891231060028076,
,0.001,5504,,,,
,0.001,5549,,,,
86,,5549,0.3612833023071289,,,
86,,5567,,0.18143446743488312,,
86,,5567,,,0.3989761173725128,
,0.001,5568,,,,
,0.001,5599,,,,
87,,5599,0.4192999601364136,,,
87,,5631,,0.18149098753929138,,
87,,5631,,,0.3995446264743805,
,0.001,5632,,,,
,0.001,5649,,,,
88,,5649,0.32977962493896484,,,
88,,5695,,0.18153983354568481,,
88,,5695,,,0.4012269377708435,
,0.001,5696,,,,
,0.001,5699,,,,
89,,5699,0.36734044551849365,,,
,0.001,5749,,,,
89,,5749,0.3901209831237793,,,
89,,5759,,0.18123547732830048,,
89,,5759,,,0.39892515540122986,
,0.001,5760,,,,
,0.001,5799,,,,
90,,5799,0.4826633334159851,,,
90,,5823,,0.18107576668262482,,
90,,5823,,,0.3973678946495056,
,0.001,5824,,,,
,0.001,5849,,,,
91,,5849,0.41333597898483276,,,
91,,5887,,0.18106308579444885,,
91,,5887,,,0.39965465664863586,
,0.001,5888,,,,
,0.001,5899,,,,
92,,5899,0.44805487990379333,,,
,0.001,5949,,,,
92,,5949,0.40228211879730225,,,
92,,5951,,0.1814233809709549,,
92,,5951,,,0.39818745851516724,
,0.001,5952,,,,
,0.001,5999,,,,
93,,5999,0.46851253509521484,,,
93,,6015,,0.18106944859027863,,
93,,6015,,,0.39863619208335876,
,0.001,6016,,,,
,0.001,6049,,,,
94,,6049,0.3924437165260315,,,
94,,6079,,0.1810411512851715,,
94,,6079,,,0.3985268473625183,
,0.001,6080,,,,
,0.001,6099,,,,
95,,6099,0.2868490517139435,,,
95,,6143,,0.18100173771381378,,
95,,6143,,,0.39854681491851807,
,0.001,6144,,,,
,0.001,6149,,,,
96,,6149,0.3112412393093109,,,
,0.001,6199,,,,
96,,6199,0.37684231996536255,,,
96,,6207,,0.1815890669822693,,
96,,6207,,,0.39992618560791016,
,0.001,6208,,,,
,0.001,6249,,,,
97,,6249,0.4715169072151184,,,
97,,6271,,0.18106885254383087,,
97,,6271,,,0.39826318621635437,
,0.001,6272,,,,
,0.001,6299,,,,
98,,6299,0.3657296895980835,,,
98,,6335,,0.18160663545131683,,
98,,6335,,,0.39894863963127136,
,0.001,6336,,,,
,0.001,6349,,,,
99,,6349,0.3863143026828766,,,
,0.001,6399,,,,
99,,6399,0.3197230100631714,,,
99,,6399,,0.18167267739772797,,
99,,6399,,,0.40033072233200073,
,0.001,6400,,,,
,0.001,6449,,,,
100,,6449,0.44460374116897583,,,
100,,6463,,0.18155339360237122,,
100,,6463,,,0.3990613520145416,
,0.001,6464,,,,
,0.001,6499,,,,
101,,6499,0.47486457228660583,,,
101,,6527,,0.18121694028377533,,
101,,6527,,,0.39825212955474854,
,0.001,6528,,,,
,0.001,6549,,,,
102,,6549,0.4046807289123535,,,
102,,6591,,0.18131905794143677,,
102,,6591,,,0.3989666700363159,
,0.001,6592,,,,
,0.001,6599,,,,
103,,6599,0.3401566743850708,,,
,0.001,6649,,,,
103,,6649,0.43321526050567627,,,
103,,6655,,0.18131870031356812,,
103,,6655,,,0.3980708420276642,
,0.001,6656,,,,
,0.001,6699,,,,
104,,6699,0.4183400869369507,,,
104,,6719,,0.18092457950115204,,
104,,6719,,,0.3988790512084961,
,0.001,6720,,,,
,0.001,6749,,,,
105,,6749,0.43589168787002563,,,
105,,6783,,0.18143680691719055,,
105,,6783,,,0.3990958034992218,
,0.001,6784,,,,
,0.001,6799,,,,
106,,6799,0.3330574631690979,,,
106,,6847,,0.18116453289985657,,
106,,6847,,,0.3979574739933014,
,0.001,6848,,,,
,0.001,6849,,,,
107,,6849,0.38377824425697327,,,
,0.001,6899,,,,
107,,6899,0.4830569624900818,,,
107,,6911,,0.18125370144844055,,
107,,6911,,,0.39998969435691833,
,0.001,6912,,,,
,0.001,6949,,,,
108,,6949,0.3597414791584015,,,
108,,6975,,0.18159133195877075,,
108,,6975,,,0.39849233627319336,
,0.001,6976,,,,
,0.001,6999,,,,
109,,6999,0.4399069547653198,,,
109,,7039,,0.18092966079711914,,
109,,7039,,,0.3994784653186798,
,0.001,7040,,,,
,0.001,7049,,,,
110,,7049,0.35268712043762207,,,
,0.001,7099,,,,
110,,7099,0.41789746284484863,,,
110,,7103,,0.18083395063877106,,
110,,7103,,,0.3992288112640381,
,0.001,7104,,,,
,0.001,7149,,,,
111,,7149,0.3379601836204529,,,
111,,7167,,0.18158257007598877,,
111,,7167,,,0.39843040704727173,
,0.001,7168,,,,
,0.001,7199,,,,
112,,7199,0.4474211037158966,,,
112,,7231,,0.18117202818393707,,
112,,7231,,,0.39790838956832886,
,0.001,7232,,,,
,0.001,7249,,,,
113,,7249,0.3234419822692871,,,
113,,7295,,0.18102844059467316,,
113,,7295,,,0.3988017439842224,
,0.001,7296,,,,
,0.001,7299,,,,
114,,7299,0.4418898820877075,,,
,0.001,7349,,,,
114,,7349,0.41092467308044434,,,
114,,7359,,0.1812441498041153,,
114,,7359,,,0.398211270570755,
,0.001,7360,,,,
,0.001,7399,,,,
115,,7399,0.3722865581512451,,,
115,,7423,,0.18130487203598022,,
115,,7423,,,0.3995266556739807,
,0.001,7424,,,,
,0.001,7449,,,,
116,,7449,0.43934670090675354,,,
116,,7487,,0.1816398948431015,,
116,,7487,,,0.3994831442832947,
,0.001,7488,,,,
,0.001,7499,,,,
117,,7499,0.428212970495224,,,
,0.001,7549,,,,
117,,7549,0.2793346643447876,,,
117,,7551,,0.18113413453102112,,
117,,7551,,,0.39791789650917053,
,0.001,7552,,,,
,0.001,7599,,,,
118,,7599,0.39927783608436584,,,
118,,7615,,0.18116776645183563,,
118,,7615,,,0.3993992805480957,
,0.001,7616,,,,
,0.001,7649,,,,
119,,7649,0.42749637365341187,,,
119,,7679,,0.1811884492635727,,
119,,7679,,,0.39929601550102234,
,0.001,7680,,,,
,0.001,7699,,,,
120,,7699,0.36960744857788086,,,
120,,7743,,0.18112774193286896,,
120,,7743,,,0.4000124931335449,
,0.001,7744,,,,
,0.001,7749,,,,
121,,7749,0.29227566719055176,,,
,0.001,7799,,,,
121,,7799,0.31914642453193665,,,
121,,7807,,0.18117985129356384,,
121,,7807,,,0.3991313576698303,
,0.001,7808,,,,
,0.001,7849,,,,
122,,7849,0.3952910006046295,,,
122,,7871,,0.18105947971343994,,
122,,7871,,,0.39993929862976074,
,0.001,7872,,,,
,0.001,7899,,,,
123,,7899,0.3977541923522949,,,
123,,7935,,0.18113821744918823,,
123,,7935,,,0.3987260162830353,
,0.001,7936,,,,
,0.001,7949,,,,
124,,7949,0.44210949540138245,,,
,0.001,7999,,,,
124,,7999,0.2851107716560364,,,
124,,7999,,0.181706041097641,,
124,,7999,,,0.3973812460899353,
,0.001,8000,,,,
,0.001,8049,,,,
125,,8049,0.4028504490852356,,,
125,,8063,,0.18132494390010834,,
125,,8063,,,0.39930248260498047,
,0.001,8064,,,,
,0.001,8099,,,,
126,,8099,0.4856608808040619,,,
126,,8127,,0.18116332590579987,,
126,,8127,,,0.39874544739723206,
,0.001,8128,,,,
,0.001,8149,,,,
127,,8149,0.41620635986328125,,,
127,,8191,,0.18121033906936646,,
127,,8191,,,0.39775434136390686,
,0.001,8192,,,,
,0.001,8199,,,,
128,,8199,0.48588716983795166,,,
,0.001,8249,,,,
128,,8249,0.3152623772621155,,,
128,,8255,,0.18124963343143463,,
128,,8255,,,0.3987002670764923,
,0.001,8256,,,,
,0.001,8299,,,,
129,,8299,0.40903156995773315,,,
129,,8319,,0.18117083609104156,,
129,,8319,,,0.3982720971107483,
,0.001,8320,,,,
,0.001,8349,,,,
130,,8349,0.3886701464653015,,,
130,,8383,,0.1811918169260025,,
130,,8383,,,0.3982287347316742,
,0.001,8384,,,,
,0.001,8399,,,,
131,,8399,0.34313705563545227,,,
131,,8447,,0.18083959817886353,,
131,,8447,,,0.4000166356563568,
,0.001,8448,,,,
,0.001,8449,,,,
132,,8449,0.4185153841972351,,,
,0.001,8499,,,,
132,,8499,0.3763088583946228,,,
132,,8511,,0.1811218410730362,,
132,,8511,,,0.3987647294998169,
,0.001,8512,,,,
,0.001,8549,,,,
133,,8549,0.40656325221061707,,,
133,,8575,,0.18123561143875122,,
133,,8575,,,0.39858075976371765,
,0.001,8576,,,,
,0.001,8599,,,,
134,,8599,0.39710521697998047,,,
134,,8639,,0.18099205195903778,,
134,,8639,,,0.39861685037612915,
,0.001,8640,,,,
,0.001,8649,,,,
135,,8649,0.3671148717403412,,,
,0.001,8699,,,,
135,,8699,0.4773697853088379,,,
135,,8703,,0.18166714906692505,,
135,,8703,,,0.39866501092910767,
,0.001,8704,,,,
,0.001,8749,,,,
136,,8749,0.3561992049217224,,,
136,,8767,,0.1813238263130188,,
136,,8767,,,0.39773911237716675,
,0.001,8768,,,,
,0.001,8799,,,,
137,,8799,0.41326281428337097,,,
137,,8831,,0.18101131916046143,,
137,,8831,,,0.40060845017433167,
,0.001,8832,,,,
,0.001,8849,,,,
138,,8849,0.4154225289821625,,,
138,,8895,,0.18144844472408295,,
138,,8895,,,0.3989025354385376,
,0.001,8896,,,,
,0.001,8899,,,,
139,,8899,0.38362711668014526,,,
,0.001,8949,,,,
139,,8949,0.26911571621894836,,,
139,,8959,,0.18127213418483734,,
139,,8959,,,0.39857932925224304,
,0.001,8960,,,,
,0.001,8999,,,,
140,,8999,0.4745292067527771,,,
140,,9023,,0.1814996302127838,,
140,,9023,,,0.3997417986392975,
,0.001,9024,,,,
,0.001,9049,,,,
141,,9049,0.4159814715385437,,,
141,,9087,,0.18138369917869568,,
141,,9087,,,0.399277925491333,
,0.001,9088,,,,
,0.001,9099,,,,
142,,9099,0.44924598932266235,,,
,0.001,9149,,,,
142,,9149,0.4326995611190796,,,
142,,9151,,0.18092086911201477,,
142,,9151,,,0.39910176396369934,
,0.001,9152,,,,
,0.001,9199,,,,
143,,9199,0.4443542957305908,,,
143,,9215,,0.1812356859445572,,
143,,9215,,,0.39920684695243835,
,0.001,9216,,,,
,0.001,9249,,,,
144,,9249,0.43887078762054443,,,
144,,9279,,0.1812649965286255,,
144,,9279,,,0.39914825558662415,
,0.001,9280,,,,
,0.001,9299,,,,
145,,9299,0.41234028339385986,,,
145,,9343,,0.1811811923980713,,
145,,9343,,,0.39916130900382996,
,0.001,9344,,,,
,0.001,9349,,,,
146,,9349,0.36611640453338623,,,
,0.001,9399,,,,
146,,9399,0.34720301628112793,,,
146,,9407,,0.1811051219701767,,
146,,9407,,,0.39923182129859924,
,0.001,9408,,,,
,0.001,9449,,,,
147,,9449,0.3847295343875885,,,
147,,9471,,0.1811126470565796,,
147,,9471,,,0.39869701862335205,
,0.001,9472,,,,
,0.001,9499,,,,
148,,9499,0.401114284992218,,,
148,,9535,,0.1812341958284378,,
148,,9535,,,0.3987143337726593,
,0.001,9536,,,,
,0.001,9549,,,,
149,,9549,0.5161552429199219,,,
,0.001,9599,,,,
149,,9599,0.405826210975647,,,
149,,9599,,0.18116027116775513,,
149,,9599,,,0.39859235286712646,
,0.001,9600,,,,
,0.001,9649,,,,
150,,9649,0.4355522692203522,,,
150,,9663,,0.18121464550495148,,
150,,9663,,,0.40020552277565,
,0.001,9664,,,,
,0.001,9699,,,,
151,,9699,0.4115874171257019,,,
151,,9727,,0.18096135556697845,,
151,,9727,,,0.39868858456611633,
,0.001,9728,,,,
,0.001,9749,,,,
152,,9749,0.3270052671432495,,,
152,,9791,,0.18135032057762146,,
152,,9791,,,0.39783960580825806,
,0.001,9792,,,,
,0.001,9799,,,,
153,,9799,0.362839937210083,,,
,0.001,9849,,,,
153,,9849,0.4011003375053406,,,
153,,9855,,0.18103677034378052,,
153,,9855,,,0.398823618888855,
,0.001,9856,,,,
,0.001,9899,,,,
154,,9899,0.4335155785083771,,,
154,,9919,,0.18116050958633423,,
154,,9919,,,0.3996848464012146,
,0.001,9920,,,,
,0.001,9949,,,,
155,,9949,0.34496283531188965,,,
155,,9983,,0.18163344264030457,,
155,,9983,,,0.3992938995361328,
,0.001,9984,,,,
,0.001,9999,,,,
156,,9999,0.38964515924453735,,,
156,,10047,,0.1813007891178131,,
156,,10047,,,0.4008668065071106,
,0.001,10048,,,,
,0.001,10049,,,,
157,,10049,0.4833391308784485,,,
,0.001,10099,,,,
157,,10099,0.42850208282470703,,,
157,,10111,,0.1812664121389389,,
157,,10111,,,0.39882394671440125,
,0.001,10112,,,,
,0.001,10149,,,,
158,,10149,0.4361109137535095,,,
158,,10175,,0.18146809935569763,,
158,,10175,,,0.3989229202270508,
,0.001,10176,,,,
,0.001,10199,,,,
159,,10199,0.3779367506504059,,,
159,,10239,,0.18121206760406494,,
159,,10239,,,0.3988257944583893,
,0.001,10240,,,,
,0.001,10249,,,,
160,,10249,0.4041134715080261,,,
,0.001,10299,,,,
160,,10299,0.39133304357528687,,,
160,,10303,,0.18113826215267181,,
160,,10303,,,0.3981904685497284,
,0.001,10304,,,,
,0.001,10349,,,,
161,,10349,0.38010042905807495,,,
161,,10367,,0.18102073669433594,,
161,,10367,,,0.39764127135276794,
,0.001,10368,,,,
,0.001,10399,,,,
