epoch,lr-AdamW,step,train_loss_step,val_loss,train_loss_epoch,test_loss
162,,10399,0.39986467361450195,,,
162,,10431,,0.1809125542640686,,
162,,10431,,,0.3976005017757416,
,0.001,10432,,,,
,0.001,10449,,,,
163,,10449,0.46175670623779297,,,
163,,10495,,0.18161723017692566,,
163,,10495,,,0.39806580543518066,
,0.001,10496,,,,
,0.001,10499,,,,
164,,10499,0.446316659450531,,,
,0.001,10549,,,,
164,,10549,0.3713654577732086,,,
164,,10559,,0.18086667358875275,,
164,,10559,,,0.400052011013031,
,0.001,10560,,,,
,0.001,10599,,,,
165,,10599,0.39273735880851746,,,
165,,10623,,0.18146134912967682,,
165,,10623,,,0.3991524875164032,
,0.001,10624,,,,
,0.001,10649,,,,
166,,10649,0.4314912259578705,,,
166,,10687,,0.18158850073814392,,
166,,10687,,,0.3998640179634094,
,0.001,10688,,,,
,0.001,10699,,,,
167,,10699,0.3997311592102051,,,
,0.001,10749,,,,
167,,10749,0.41990774869918823,,,
167,,10751,,0.18123026192188263,,
167,,10751,,,0.39896106719970703,
,0.001,10752,,,,
,0.001,10799,,,,
168,,10799,0.45689648389816284,,,
168,,10815,,0.1812077909708023,,
168,,10815,,,0.3979354202747345,
,0.001,10816,,,,
,0.001,10849,,,,
169,,10849,0.434029221534729,,,
169,,10879,,0.18101488053798676,,
169,,10879,,,0.3999113440513611,
,0.001,10880,,,,
,0.001,10899,,,,
170,,10899,0.4144086539745331,,,
170,,10943,,0.1810356080532074,,
170,,10943,,,0.3992692232131958,
,0.001,10944,,,,
,0.001,10949,,,,
171,,10949,0.41595983505249023,,,
,0.001,10999,,,,
171,,10999,0.4641759693622589,,,
171,,11007,,0.18117642402648926,,
171,,11007,,,0.39991599321365356,
,0.001,11008,,,,
,0.001,11049,,,,
172,,11049,0.3677723705768585,,,
172,,11071,,0.1817125827074051,,
172,,11071,,,0.3982589542865753,
,0.001,11072,,,,
,0.001,11099,,,,
173,,11099,0.434702605009079,,,
173,,11135,,0.1816311776638031,,
173,,11135,,,0.3993890881538391,
,0.001,11136,,,,
,0.001,11149,,,,
174,,11149,0.35647332668304443,,,
,0.001,11199,,,,
174,,11199,0.4729077219963074,,,
174,,11199,,0.1817864626646042,,
174,,11199,,,0.3980467617511749,
,0.001,11200,,,,
,0.001,11249,,,,
175,,11249,0.35637062788009644,,,
175,,11263,,0.18089140951633453,,
175,,11263,,,0.3994700610637665,
,0.001,11264,,,,
,0.001,11299,,,,
176,,11299,0.3707427382469177,,,
176,,11327,,0.1809767633676529,,
176,,11327,,,0.39968207478523254,
,0.001,11328,,,,
,0.001,11349,,,,
177,,11349,0.32525768876075745,,,
177,,11391,,0.18123717606067657,,
177,,11391,,,0.3986421525478363,
,0.001,11392,,,,
,0.001,11399,,,,
178,,11399,0.4047299027442932,,,
,0.001,11449,,,,
178,,11449,0.4448966979980469,,,
178,,11455,,0.18114665150642395,,
178,,11455,,,0.39888232946395874,
,0.001,11456,,,,
,0.001,11499,,,,
179,,11499,0.3451545834541321,,,
179,,11519,,0.18126444518566132,,
179,,11519,,,0.39858245849609375,
,0.001,11520,,,,
,0.001,11549,,,,
180,,11549,0.41196155548095703,,,
180,,11583,,0.18179814517498016,,
180,,11583,,,0.3993324935436249,
,0.001,11584,,,,
,0.001,11599,,,,
181,,11599,0.4322829246520996,,,
181,,11647,,0.18088850378990173,,
181,,11647,,,0.3985505998134613,
,0.001,11648,,,,
,0.001,11649,,,,
182,,11649,0.367029070854187,,,
,0.001,11699,,,,
182,,11699,0.4548649191856384,,,
182,,11711,,0.1814810037612915,,
182,,11711,,,0.39845117926597595,
,0.001,11712,,,,
,0.001,11749,,,,
183,,11749,0.3780291676521301,,,
183,,11775,,0.18097363412380219,,
183,,11775,,,0.3979929983615875,
,0.001,11776,,,,
,0.001,11799,,,,
184,,11799,0.39344972372055054,,,
184,,11839,,0.18104955554008484,,
184,,11839,,,0.39904844760894775,
,0.001,11840,,,,
,0.001,11849,,,,
185,,11849,0.4438474178314209,,,
,0.001,11899,,,,
185,,11899,0.3973279595375061,,,
185,,11903,,0.18110314011573792,,
185,,11903,,,0.4003477096557617,
,0.001,11904,,,,
,0.001,11949,,,,
186,,11949,0.5089330673217773,,,
186,,11967,,0.181068554520607,,
186,,11967,,,0.39717036485671997,
,0.001,11968,,,,
,0.001,11999,,,,
187,,11999,0.410383403301239,,,
187,,12031,,0.18131552636623383,,
187,,12031,,,0.3997397720813751,
,0.001,12032,,,,
,0.001,12049,,,,
188,,12049,0.4477718472480774,,,
188,,12095,,0.1809920221567154,,
188,,12095,,,0.3979085087776184,
,0.001,12096,,,,
,0.001,12099,,,,
189,,12099,0.3716086745262146,,,
,0.001,12149,,,,
189,,12149,0.3382473587989807,,,
189,,12159,,0.18139971792697906,,
189,,12159,,,0.3984103202819824,
,0.001,12160,,,,
,0.001,12199,,,,
190,,12199,0.4534449875354767,,,
190,,12223,,0.18113595247268677,,
190,,12223,,,0.39848271012306213,
,0.001,12224,,,,
,0.001,12249,,,,
191,,12249,0.32418492436408997,,,
191,,12287,,0.18100260198116302,,
191,,12287,,,0.39842915534973145,
,0.001,12288,,,,
,0.001,12299,,,,
192,,12299,0.2937801480293274,,,
,0.001,12349,,,,
192,,12349,0.3711986541748047,,,
192,,12351,,0.18106073141098022,,
192,,12351,,,0.39837515354156494,
,0.001,12352,,,,
,0.001,12399,,,,
193,,12399,0.43024593591690063,,,
193,,12415,,0.18159547448158264,,
193,,12415,,,0.39862194657325745,
,0.001,12416,,,,
,0.001,12449,,,,
194,,12449,0.33352696895599365,,,
194,,12479,,0.1813671886920929,,
194,,12479,,,0.39927709102630615,
,0.001,12480,,,,
,0.001,12499,,,,
195,,12499,0.395626962184906,,,
195,,12543,,0.18113785982131958,,
195,,12543,,,0.39800068736076355,
,0.001,12544,,,,
,0.001,12549,,,,
196,,12549,0.39104199409484863,,,
,0.001,12599,,,,
196,,12599,0.3408415615558624,,,
196,,12607,,0.18125663697719574,,
196,,12607,,,0.3993822932243347,
,0.001,12608,,,,
,0.001,12649,,,,
197,,12649,0.40173637866973877,,,
197,,12671,,0.1812620759010315,,
197,,12671,,,0.3995264172554016,
,0.001,12672,,,,
,0.001,12699,,,,
198,,12699,0.34913888573646545,,,
198,,12735,,0.1815425008535385,,
198,,12735,,,0.3973570764064789,
,0.001,12736,,,,
,0.001,12749,,,,
199,,12749,0.4059971868991852,,,
,0.001,12799,,,,
199,,12799,0.5150564908981323,,,
199,,12799,,0.18140770494937897,,
199,,12799,,,0.3967325687408447,
,0.001,12800,,,,
,0.001,12849,,,,
200,,12849,0.3935047686100006,,,
200,,12863,,0.18168076872825623,,
200,,12863,,,0.39896684885025024,
,0.001,12864,,,,
,0.001,12899,,,,
201,,12899,0.4455164670944214,,,
201,,12927,,0.18098169565200806,,
201,,12927,,,0.39891764521598816,
,0.001,12928,,,,
,0.001,12949,,,,
202,,12949,0.416068434715271,,,
202,,12991,,0.18136116862297058,,
202,,12991,,,0.397691547870636,
,0.001,12992,,,,
,0.001,12999,,,,
203,,12999,0.4323307275772095,,,
,0.001,13049,,,,
203,,13049,0.4356763958930969,,,
203,,13055,,0.18133607506752014,,
203,,13055,,,0.3977952301502228,
,0.001,13056,,,,
,0.001,13099,,,,
204,,13099,0.3685719966888428,,,
204,,13119,,0.18158654868602753,,
204,,13119,,,0.3987080454826355,
,0.001,13120,,,,
,0.001,13149,,,,
205,,13149,0.5146868824958801,,,
205,,13183,,0.18084931373596191,,
205,,13183,,,0.3964540660381317,
,0.001,13184,,,,
,0.001,13199,,,,
206,,13199,0.4584701657295227,,,
206,,13247,,0.18122528493404388,,
206,,13247,,,0.39839333295822144,
,0.001,13248,,,,
,0.001,13249,,,,
207,,13249,0.4022485613822937,,,
,0.001,13299,,,,
207,,13299,0.4302043914794922,,,
207,,13311,,0.18129853904247284,,
207,,13311,,,0.3984217941761017,
,0.001,13312,,,,
,0.001,13349,,,,
208,,13349,0.30142372846603394,,,
208,,13375,,0.1818092316389084,,
208,,13375,,,0.3971107602119446,
,0.001,13376,,,,
,0.001,13399,,,,
209,,13399,0.42334359884262085,,,
209,,13439,,0.18221139907836914,,
209,,13439,,,0.3988473415374756,
,0.001,13440,,,,
,0.001,13449,,,,
210,,13449,0.3631543517112732,,,
,0.001,13499,,,,
210,,13499,0.3707337975502014,,,
210,,13503,,0.1813564896583557,,
210,,13503,,,0.39912548661231995,
,0.001,13504,,,,
,0.001,13549,,,,
211,,13549,0.3434811234474182,,,
211,,13567,,0.1810334473848343,,
211,,13567,,,0.3981260657310486,
,0.001,13568,,,,
,0.001,13599,,,,
212,,13599,0.41933000087738037,,,
212,,13631,,0.18133455514907837,,
212,,13631,,,0.39991363883018494,
,0.001,13632,,,,
,0.001,13649,,,,
213,,13649,0.4148034155368805,,,
213,,13695,,0.18142013251781464,,
213,,13695,,,0.3971368670463562,
,0.001,13696,,,,
,0.001,13699,,,,
214,,13699,0.43156760931015015,,,
,0.001,13749,,,,
214,,13749,0.47223907709121704,,,
214,,13759,,0.18129386007785797,,
214,,13759,,,0.39855748414993286,
,0.001,13760,,,,
,0.001,13799,,,,
215,,13799,0.36256641149520874,,,
215,,13823,,0.1812562644481659,,
215,,13823,,,0.3970552384853363,
,0.001,13824,,,,
,0.001,13849,,,,
216,,13849,0.33675241470336914,,,
216,,13887,,0.18099398910999298,,
216,,13887,,,0.40001246333122253,
,0.001,13888,,,,
,0.001,13899,,,,
217,,13899,0.3958280086517334,,,
,0.001,13949,,,,
217,,13949,0.4538666307926178,,,
217,,13951,,0.1811804324388504,,
217,,13951,,,0.39924365282058716,
,0.001,13952,,,,
,0.001,13999,,,,
218,,13999,0.4125758409500122,,,
218,,14015,,0.1810331642627716,,
218,,14015,,,0.39859211444854736,
,0.001,14016,,,,
,0.001,14049,,,,
219,,14049,0.46177393198013306,,,
219,,14079,,0.18117094039916992,,
219,,14079,,,0.3992534577846527,
,0.001,14080,,,,
,0.001,14099,,,,
220,,14099,0.39644855260849,,,
220,,14143,,0.18144051730632782,,
220,,14143,,,0.3995336592197418,
,0.001,14144,,,,
,0.001,14149,,,,
221,,14149,0.39389824867248535,,,
,0.001,14199,,,,
221,,14199,0.411390095949173,,,
221,,14207,,0.1816302239894867,,
221,,14207,,,0.39898648858070374,
,0.001,14208,,,,
,0.001,14249,,,,
222,,14249,0.4660162627696991,,,
222,,14271,,0.1809501051902771,,
222,,14271,,,0.39920204877853394,
,0.001,14272,,,,
,0.001,14299,,,,
223,,14299,0.3185330629348755,,,
223,,14335,,0.1813686192035675,,
223,,14335,,,0.3987475633621216,
,0.001,14336,,,,
,0.001,14349,,,,
224,,14349,0.3600866198539734,,,
,0.001,14399,,,,
224,,14399,0.4033803641796112,,,
224,,14399,,0.18095627427101135,,
224,,14399,,,0.3987136483192444,
,0.001,14400,,,,
,0.001,14449,,,,
225,,14449,0.408050000667572,,,
225,,14463,,0.18123255670070648,,
225,,14463,,,0.3975888788700104,
,0.001,14464,,,,
,0.001,14499,,,,
226,,14499,0.4488031268119812,,,
226,,14527,,0.18097549676895142,,
226,,14527,,,0.39934203028678894,
,0.001,14528,,,,
,0.001,14549,,,,
227,,14549,0.45654332637786865,,,
227,,14591,,0.18125739693641663,,
227,,14591,,,0.39868688583374023,
,0.001,14592,,,,
,0.001,14599,,,,
228,,14599,0.3585115671157837,,,
,0.001,14649,,,,
228,,14649,0.4365704655647278,,,
228,,14655,,0.18090251088142395,,
228,,14655,,,0.3996347188949585,
,0.001,14656,,,,
,0.001,14699,,,,
229,,14699,0.43401992321014404,,,
229,,14719,,0.1815396398305893,,
229,,14719,,,0.3981977701187134,
,0.001,14720,,,,
,0.001,14749,,,,
230,,14749,0.40154093503952026,,,
230,,14783,,0.18129344284534454,,
230,,14783,,,0.39890211820602417,
,0.001,14784,,,,
,0.001,14799,,,,
231,,14799,0.40890294313430786,,,
231,,14847,,0.1810811311006546,,
231,,14847,,,0.39742347598075867,
,0.001,14848,,,,
,0.001,14849,,,,
232,,14849,0.3308468163013458,,,
,0.001,14899,,,,
232,,14899,0.37044090032577515,,,
232,,14911,,0.1816796362400055,,
232,,14911,,,0.3985542058944702,
,0.001,14912,,,,
,0.001,14949,,,,
233,,14949,0.4922338128089905,,,
233,,14975,,0.18102127313613892,,
233,,14975,,,0.3981603980064392,
,0.001,14976,,,,
,0.001,14999,,,,
234,,14999,0.4040675163269043,,,
234,,15039,,0.18111811578273773,,
234,,15039,,,0.3994852602481842,
,0.001,15040,,,,
,0.001,15049,,,,
235,,15049,0.39888331294059753,,,
,0.001,15099,,,,
235,,15099,0.2927754521369934,,,
235,,15103,,0.18086057901382446,,
235,,15103,,,0.3984017074108124,
,0.001,15104,,,,
,0.001,15149,,,,
236,,15149,0.44849300384521484,,,
236,,15167,,0.18114137649536133,,
236,,15167,,,0.3986108601093292,
,0.001,15168,,,,
,0.001,15199,,,,
237,,15199,0.35791337490081787,,,
237,,15231,,0.1812402456998825,,
237,,15231,,,0.400309294462204,
,0.001,15232,,,,
,0.001,15249,,,,
238,,15249,0.3989982008934021,,,
238,,15295,,0.1807941347360611,,
238,,15295,,,0.3985024690628052,
,0.001,15296,,,,
,0.001,15299,,,,
239,,15299,0.37758874893188477,,,
,0.001,15349,,,,
239,,15349,0.44702157378196716,,,
239,,15359,,0.18130166828632355,,
239,,15359,,,0.398560494184494,
,0.001,15360,,,,
,0.001,15399,,,,
240,,15399,0.35496705770492554,,,
240,,15423,,0.18119283020496368,,
240,,15423,,,0.39814284443855286,
,0.001,15424,,,,
,0.001,15449,,,,
241,,15449,0.3511493504047394,,,
241,,15487,,0.1812937706708908,,
241,,15487,,,0.39904484152793884,
,0.001,15488,,,,
,0.001,15499,,,,
242,,15499,0.39936310052871704,,,
,0.001,15549,,,,
242,,15549,0.4247017800807953,,,
242,,15551,,0.18196746706962585,,
242,,15551,,,0.3991079032421112,
,0.001,15552,,,,
,0.001,15599,,,,
243,,15599,0.4714580178260803,,,
243,,15615,,0.18155713379383087,,
243,,15615,,,0.3993111848831177,
,0.001,15616,,,,
,0.001,15649,,,,
244,,15649,0.41878145933151245,,,
244,,15679,,0.18117693066596985,,
244,,15679,,,0.3984123766422272,
,0.001,15680,,,,
,0.001,15699,,,,
245,,15699,0.35578563809394836,,,
245,,15743,,0.18126137554645538,,
245,,15743,,,0.39850252866744995,
,0.001,15744,,,,
,0.001,15749,,,,
246,,15749,0.47145217657089233,,,
,0.001,15799,,,,
246,,15799,0.32092875242233276,,,
246,,15807,,0.18140675127506256,,
246,,15807,,,0.39770251512527466,
,0.001,15808,,,,
,0.001,15849,,,,
247,,15849,0.44144731760025024,,,
247,,15871,,0.18107624351978302,,
247,,15871,,,0.3983045518398285,
,0.001,15872,,,,
,0.001,15899,,,,
248,,15899,0.37153154611587524,,,
248,,15935,,0.1814730167388916,,
248,,15935,,,0.40090104937553406,
,0.001,15936,,,,
,0.001,15949,,,,
249,,15949,0.36165106296539307,,,
,0.001,15999,,,,
249,,15999,0.4559038281440735,,,
249,,15999,,0.18134012818336487,,
249,,15999,,,0.39734286069869995,
,0.001,16000,,,,
,0.001,16049,,,,
250,,16049,0.4254767894744873,,,
250,,16063,,0.1809566766023636,,
250,,16063,,,0.3989419937133789,
,0.001,16064,,,,
,0.001,16099,,,,
251,,16099,0.38035887479782104,,,
251,,16127,,0.18176476657390594,,
251,,16127,,,0.3987194895744324,
,0.001,16128,,,,
,0.001,16149,,,,
252,,16149,0.3530619144439697,,,
252,,16191,,0.18124544620513916,,
252,,16191,,,0.39860984683036804,
,0.001,16192,,,,
,0.001,16199,,,,
253,,16199,0.47634536027908325,,,
,0.001,16249,,,,
253,,16249,0.3866238594055176,,,
253,,16255,,0.18188469111919403,,
253,,16255,,,0.39900317788124084,
,0.001,16256,,,,
,0.001,16299,,,,
254,,16299,0.42103245854377747,,,
254,,16319,,0.1810256689786911,,
254,,16319,,,0.3989001214504242,
,0.001,16320,,,,
,0.001,16349,,,,
255,,16349,0.43009865283966064,,,
255,,16383,,0.1816949099302292,,
255,,16383,,,0.4006832242012024,
,0.001,16384,,,,
,0.001,16399,,,,
256,,16399,0.3223663568496704,,,
256,,16447,,0.18126937747001648,,
256,,16447,,,0.3985785245895386,
,0.001,16448,,,,
,0.001,16449,,,,
257,,16449,0.4377618134021759,,,
,0.001,16499,,,,
257,,16499,0.34968239068984985,,,
257,,16511,,0.18108008801937103,,
257,,16511,,,0.3984186351299286,
,0.001,16512,,,,
,0.001,16549,,,,
258,,16549,0.3421943187713623,,,
258,,16575,,0.18142272531986237,,
258,,16575,,,0.39883217215538025,
,0.001,16576,,,,
,0.001,16599,,,,
259,,16599,0.4546358585357666,,,
259,,16639,,0.18143722414970398,,
259,,16639,,,0.3992656469345093,
,0.001,16640,,,,
,0.001,16649,,,,
260,,16649,0.3923022747039795,,,
,0.001,16699,,,,
260,,16699,0.45367443561553955,,,
260,,16703,,0.18126937747001648,,
260,,16703,,,0.39867502450942993,
,0.001,16704,,,,
,0.001,16749,,,,
261,,16749,0.3711068034172058,,,
261,,16767,,0.18118059635162354,,
261,,16767,,,0.3999478220939636,
,0.001,16768,,,,
,0.001,16799,,,,
262,,16799,0.45230522751808167,,,
262,,16831,,0.18095457553863525,,
262,,16831,,,0.3961847722530365,
,0.001,16832,,,,
,0.001,16849,,,,
263,,16849,0.4514314532279968,,,
263,,16895,,0.18126186728477478,,
263,,16895,,,0.3983825147151947,
,0.001,16896,,,,
,0.001,16899,,,,
264,,16899,0.3999978303909302,,,
,0.001,16949,,,,
264,,16949,0.3462749123573303,,,
264,,16959,,0.18121713399887085,,
264,,16959,,,0.3986924886703491,
,0.001,16960,,,,
,0.001,16999,,,,
265,,16999,0.3702053427696228,,,
265,,17023,,0.1814831793308258,,
265,,17023,,,0.3987967371940613,
,0.001,17024,,,,
,0.001,17049,,,,
266,,17049,0.43734991550445557,,,
266,,17087,,0.18155573308467865,,
266,,17087,,,0.3986205756664276,
,0.001,17088,,,,
,0.001,17099,,,,
267,,17099,0.3215523958206177,,,
,0.001,17149,,,,
267,,17149,0.4031304121017456,,,
267,,17151,,0.1809512823820114,,
267,,17151,,,0.39826539158821106,
,0.001,17152,,,,
,0.001,17199,,,,
268,,17199,0.3366944193840027,,,
268,,17215,,0.18147307634353638,,
268,,17215,,,0.39849013090133667,
,0.001,17216,,,,
,0.001,17249,,,,
269,,17249,0.3563219904899597,,,
269,,17279,,0.18121719360351562,,
269,,17279,,,0.3983302116394043,
,0.001,17280,,,,
,0.001,17299,,,,
270,,17299,0.41381046175956726,,,
270,,17343,,0.18136020004749298,,
270,,17343,,,0.3994806408882141,
,0.001,17344,,,,
,0.001,17349,,,,
271,,17349,0.4721405506134033,,,
,0.001,17399,,,,
271,,17399,0.36720800399780273,,,
271,,17407,,0.18124890327453613,,
271,,17407,,,0.39728978276252747,
,0.001,17408,,,,
,0.001,17449,,,,
272,,17449,0.44492608308792114,,,
272,,17471,,0.18116924166679382,,
272,,17471,,,0.39761003851890564,
,0.001,17472,,,,
,0.001,17499,,,,
273,,17499,0.35496294498443604,,,
273,,17535,,0.18109220266342163,,
273,,17535,,,0.39954128861427307,
,0.001,17536,,,,
,0.001,17549,,,,
274,,17549,0.38316667079925537,,,
,0.001,17599,,,,
274,,17599,0.3504451513290405,,,
274,,17599,,0.18140427768230438,,
274,,17599,,,0.3986459970474243,
,0.001,17600,,,,
,0.001,17649,,,,
275,,17649,0.35899537801742554,,,
275,,17663,,0.1812526136636734,,
275,,17663,,,0.3985186517238617,
,0.001,17664,,,,
,0.001,17699,,,,
276,,17699,0.45806974172592163,,,
276,,17727,,0.18162675201892853,,
276,,17727,,,0.3996128737926483,
,0.001,17728,,,,
,0.001,17749,,,,
277,,17749,0.4258957505226135,,,
277,,17791,,0.18139642477035522,,
277,,17791,,,0.39902836084365845,
,0.001,17792,,,,
,0.001,17799,,,,
278,,17799,0.3328896164894104,,,
,0.001,17849,,,,
278,,17849,0.3581468164920807,,,
278,,17855,,0.18106971681118011,,
278,,17855,,,0.39980348944664,
,0.001,17856,,,,
,0.001,17899,,,,
279,,17899,0.3979787826538086,,,
279,,17919,,0.18117158114910126,,
279,,17919,,,0.3995005488395691,
,0.001,17920,,,,
,0.001,17949,,,,
280,,17949,0.3983347415924072,,,
280,,17983,,0.18187829852104187,,
280,,17983,,,0.39805325865745544,
,0.001,17984,,,,
,0.001,17999,,,,
281,,17999,0.3783482313156128,,,
281,,18047,,0.1819090098142624,,
281,,18047,,,0.3992006778717041,
,0.001,18048,,,,
,0.001,18049,,,,
282,,18049,0.3491681218147278,,,
,0.001,18099,,,,
282,,18099,0.4351807236671448,,,
282,,18111,,0.1812397986650467,,
282,,18111,,,0.39870232343673706,
,0.001,18112,,,,
,0.001,18149,,,,
283,,18149,0.39414066076278687,,,
283,,18175,,0.1813371777534485,,
283,,18175,,,0.3991259038448334,
,0.001,18176,,,,
,0.001,18199,,,,
284,,18199,0.418939471244812,,,
284,,18239,,0.18134276568889618,,
284,,18239,,,0.39918506145477295,
,0.001,18240,,,,
,0.001,18249,,,,
285,,18249,0.44106194376945496,,,
,0.001,18299,,,,
285,,18299,0.482662558555603,,,
285,,18303,,0.18101178109645844,,
285,,18303,,,0.39811399579048157,
,0.001,18304,,,,
,0.001,18349,,,,
286,,18349,0.48194998502731323,,,
286,,18367,,0.1813228875398636,,
286,,18367,,,0.3989028036594391,
,0.001,18368,,,,
,0.001,18399,,,,
287,,18399,0.30690106749534607,,,
287,,18431,,0.1811150163412094,,
287,,18431,,,0.3985316753387451,
,0.001,18432,,,,
,0.001,18449,,,,
288,,18449,0.4009723961353302,,,
288,,18495,,0.1817256212234497,,
288,,18495,,,0.39835691452026367,
,0.001,18496,,,,
,0.001,18499,,,,
289,,18499,0.4274401068687439,,,
,0.001,18549,,,,
289,,18549,0.43950340151786804,,,
289,,18559,,0.18101254105567932,,
289,,18559,,,0.3984273076057434,
,0.001,18560,,,,
,0.001,18599,,,,
290,,18599,0.47022777795791626,,,
290,,18623,,0.18107183277606964,,
290,,18623,,,0.39847368001937866,
,0.001,18624,,,,
,0.001,18649,,,,
291,,18649,0.36171650886535645,,,
291,,18687,,0.1813688427209854,,
291,,18687,,,0.39745861291885376,
,0.001,18688,,,,
,0.001,18699,,,,
292,,18699,0.34154072403907776,,,
,0.001,18749,,,,
292,,18749,0.39796578884124756,,,
292,,18751,,0.18111750483512878,,
292,,18751,,,0.39891108870506287,
,0.001,18752,,,,
,0.001,18799,,,,
293,,18799,0.34233734011650085,,,
293,,18815,,0.18140989542007446,,
293,,18815,,,0.39831048250198364,
,0.001,18816,,,,
,0.001,18849,,,,
294,,18849,0.3834362030029297,,,
294,,18879,,0.18090622127056122,,
294,,18879,,,0.39834457635879517,
,0.001,18880,,,,
,0.001,18899,,,,
295,,18899,0.38838475942611694,,,
295,,18943,,0.18126553297042847,,
295,,18943,,,0.39812034368515015,
,0.001,18944,,,,
,0.001,18949,,,,
296,,18949,0.3997168242931366,,,
,0.001,18999,,,,
296,,18999,0.3791293203830719,,,
296,,19007,,0.18098044395446777,,
296,,19007,,,0.398550420999527,
,0.001,19008,,,,
,0.001,19049,,,,
297,,19049,0.3771628737449646,,,
297,,19071,,0.18094827234745026,,
297,,19071,,,0.4001252055168152,
,0.001,19072,,,,
,0.001,19099,,,,
298,,19099,0.37915265560150146,,,
298,,19135,,0.18107165396213531,,
298,,19135,,,0.3992233872413635,
,0.001,19136,,,,
,0.001,19149,,,,
299,,19149,0.3194327652454376,,,
,0.001,19199,,,,
299,,19199,0.4548604488372803,,,
299,,19199,,0.1808728128671646,,
299,,19199,,,0.39855048060417175,
,0.001,19200,,,,
,0.001,19249,,,,
300,,19249,0.4250634014606476,,,
300,,19263,,0.18113593757152557,,
300,,19263,,,0.39999714493751526,
,0.001,19264,,,,
,0.001,19299,,,,
301,,19299,0.42305392026901245,,,
301,,19327,,0.18094021081924438,,
301,,19327,,,0.39921286702156067,
,0.001,19328,,,,
,0.001,19349,,,,
302,,19349,0.44762200117111206,,,
302,,19391,,0.1818348914384842,,
302,,19391,,,0.39893975853919983,
,0.001,19392,,,,
,0.001,19399,,,,
303,,19399,0.3983273506164551,,,
,0.001,19449,,,,
303,,19449,0.363067090511322,,,
303,,19455,,0.18123289942741394,,
303,,19455,,,0.39841583371162415,
,0.001,19456,,,,
,0.001,19499,,,,
304,,19499,0.4712468683719635,,,
304,,19519,,0.18112781643867493,,
304,,19519,,,0.3980520963668823,
,0.001,19520,,,,
,0.001,19549,,,,
305,,19549,0.36281245946884155,,,
305,,19583,,0.18086692690849304,,
305,,19583,,,0.3960510790348053,
,0.001,19584,,,,
,0.001,19599,,,,
306,,19599,0.43906664848327637,,,
306,,19647,,0.1812383383512497,,
306,,19647,,,0.3982906937599182,
,0.001,19648,,,,
,0.001,19649,,,,
307,,19649,0.34466320276260376,,,
,0.001,19699,,,,
307,,19699,0.4351668953895569,,,
307,,19711,,0.18125034868717194,,
307,,19711,,,0.39908596873283386,
,0.001,19712,,,,
,0.001,19749,,,,
308,,19749,0.4317096471786499,,,
308,,19775,,0.18204088509082794,,
308,,19775,,,0.3987606167793274,
,0.001,19776,,,,
,0.001,19799,,,,
309,,19799,0.4466085433959961,,,
309,,19839,,0.1812818944454193,,
309,,19839,,,0.3990749716758728,
,0.001,19840,,,,
,0.001,19849,,,,
310,,19849,0.4507814049720764,,,
,0.001,19899,,,,
310,,19899,0.3477233052253723,,,
310,,19903,,0.18098975718021393,,
310,,19903,,,0.3994919955730438,
,0.001,19904,,,,
,0.001,19949,,,,
311,,19949,0.44396209716796875,,,
311,,19967,,0.1812736839056015,,
311,,19967,,,0.40026095509529114,
,0.001,19968,,,,
,0.001,19999,,,,
312,,19999,0.3656737506389618,,,
312,,20031,,0.1817837804555893,,
312,,20031,,,0.39757010340690613,
,0.001,20032,,,,
,0.001,20049,,,,
313,,20049,0.45426028966903687,,,
313,,20095,,0.18104304373264313,,
313,,20095,,,0.3996252715587616,
,0.001,20096,,,,
,0.001,20099,,,,
314,,20099,0.40792763233184814,,,
,0.001,20149,,,,
314,,20149,0.38405221700668335,,,
314,,20159,,0.18097198009490967,,
314,,20159,,,0.39957961440086365,
,0.001,20160,,,,
,0.001,20199,,,,
315,,20199,0.47731345891952515,,,
315,,20223,,0.18096865713596344,,
315,,20223,,,0.3975366950035095,
,0.001,20224,,,,
,0.001,20249,,,,
316,,20249,0.45526179671287537,,,
316,,20287,,0.1810021549463272,,
316,,20287,,,0.39948001503944397,
,0.001,20288,,,,
,0.001,20299,,,,
317,,20299,0.4675544500350952,,,
,0.001,20349,,,,
317,,20349,0.44243124127388,,,
317,,20351,,0.18107417225837708,,
317,,20351,,,0.39873576164245605,
,0.001,20352,,,,
,0.001,20399,,,,
318,,20399,0.3685612380504608,,,
318,,20415,,0.18099090456962585,,
318,,20415,,,0.4001403748989105,
,0.001,20416,,,,
,0.001,20449,,,,
319,,20449,0.4272894859313965,,,
319,,20479,,0.18092787265777588,,
319,,20479,,,0.39770257472991943,
,0.001,20480,,,,
,0.001,20499,,,,
320,,20499,0.3391139507293701,,,
320,,20543,,0.18128208816051483,,
320,,20543,,,0.3990515172481537,
,0.001,20544,,,,
,0.001,20549,,,,
321,,20549,0.3472163677215576,,,
,0.001,20599,,,,
321,,20599,0.44785475730895996,,,
321,,20607,,0.18100383877754211,,
321,,20607,,,0.40006422996520996,
,0.001,20608,,,,
,0.001,20649,,,,
322,,20649,0.39476609230041504,,,
322,,20671,,0.18113723397254944,,
322,,20671,,,0.3974420130252838,
,0.001,20672,,,,
,0.001,20699,,,,
323,,20699,0.3955368399620056,,,
323,,20735,,0.18111182749271393,,
323,,20735,,,0.3992401659488678,
,0.001,20736,,,,
