step,epoch,lr-Adam,train_loss_step,val_loss,train_loss_epoch,test_loss
10304,,0.001,,,,
10349,,0.001,,,,
10349,161,,0.23683148622512817,,,
10367,161,,,0.047908637672662735,,
10367,161,,,,0.24194283783435822,
10368,,0.001,,,,
10399,,0.001,,,,
10399,162,,0.253326416015625,,,
10431,162,,,0.04727922007441521,,
10431,162,,,,0.23973527550697327,
10432,,0.001,,,,
10449,,0.001,,,,
10449,163,,0.32845479249954224,,,
10495,163,,,0.04998466372489929,,
10495,163,,,,0.2414209246635437,
10496,,0.001,,,,
10499,,0.001,,,,
10499,164,,0.27804601192474365,,,
10549,,0.001,,,,
10549,164,,0.23087702691555023,,,
10559,164,,,0.04721050709486008,,
10559,164,,,,0.24464863538742065,
10560,,0.001,,,,
10599,,0.001,,,,
10599,165,,0.21753306686878204,,,
10623,165,,,0.04719970375299454,,
10623,165,,,,0.2426110953092575,
10624,,0.001,,,,
10649,,0.001,,,,
10649,166,,0.26164573431015015,,,
10687,166,,,0.04871992766857147,,
10687,166,,,,0.24347008764743805,
10688,,0.001,,,,
10699,,0.001,,,,
10699,167,,0.2234555333852768,,,
10749,,0.001,,,,
10749,167,,0.2824685275554657,,,
10751,167,,,0.04711718112230301,,
10751,167,,,,0.2421826869249344,
10752,,0.001,,,,
10799,,0.001,,,,
10799,168,,0.3005405068397522,,,
10815,168,,,0.047061700373888016,,
10815,168,,,,0.23990750312805176,
10816,,0.001,,,,
10849,,0.001,,,,
10849,169,,0.30116087198257446,,,
10879,169,,,0.04699542373418808,,
10879,169,,,,0.24250541627407074,
10880,,0.001,,,,
10899,,0.001,,,,
10899,170,,0.26732710003852844,,,
10943,170,,,0.04693620279431343,,
10943,170,,,,0.24303531646728516,
10944,,0.001,,,,
10949,,0.001,,,,
10949,171,,0.2569730281829834,,,
10999,,0.001,,,,
10999,171,,0.3294979929924011,,,
11007,171,,,0.048189926892519,,
11007,171,,,,0.24325776100158691,
11008,,0.001,,,,
11049,,0.001,,,,
11049,172,,0.20090961456298828,,,
11071,172,,,0.047295477241277695,,
11071,172,,,,0.24056190252304077,
11072,,0.001,,,,
11099,,0.001,,,,
11099,173,,0.29530003666877747,,,
11135,173,,,0.04693181812763214,,
11135,173,,,,0.24335108697414398,
11136,,0.001,,,,
11149,,0.001,,,,
11149,174,,0.20972996950149536,,,
11199,,0.001,,,,
11199,174,,0.2863147258758545,,,
11199,174,,,0.047851257026195526,,
11199,174,,,,0.24182014167308807,
11200,,0.001,,,,
11249,,0.001,,,,
11249,175,,0.1965838074684143,,,
11263,175,,,0.04709867015480995,,
11263,175,,,,0.24412743747234344,
11264,,0.001,,,,
11299,,0.001,,,,
11299,176,,0.20177018642425537,,,
11327,176,,,0.047167181968688965,,
11327,176,,,,0.24243807792663574,
11328,,0.001,,,,
11349,,0.001,,,,
11349,177,,0.1670239418745041,,,
11391,177,,,0.0478641651570797,,
11391,177,,,,0.2416985034942627,
11392,,0.001,,,,
11399,,0.001,,,,
11399,178,,0.25958502292633057,,,
11449,,0.001,,,,
11449,178,,0.2902969717979431,,,
11455,178,,,0.04844200983643532,,
11455,178,,,,0.24268917739391327,
11456,,0.001,,,,
11499,,0.001,,,,
11499,179,,0.20219945907592773,,,
11519,179,,,0.048454176634550095,,
11519,179,,,,0.24208299815654755,
11520,,0.001,,,,
11549,,0.001,,,,
11549,180,,0.2530134320259094,,,
11583,180,,,0.04783610627055168,,
11583,180,,,,0.2422357201576233,
11584,,0.001,,,,
11599,,0.001,,,,
11599,181,,0.28198158740997314,,,
11647,181,,,0.0490938276052475,,
11647,181,,,,0.2430860996246338,
11648,,0.001,,,,
11649,,0.001,,,,
11649,182,,0.2130291610956192,,,
11699,,0.001,,,,
11699,182,,0.31444549560546875,,,
11711,182,,,0.046846359968185425,,
11711,182,,,,0.2413150817155838,
11712,,0.001,,,,
11749,,0.001,,,,
11749,183,,0.18765003979206085,,,
11775,183,,,0.04864984750747681,,
11775,183,,,,0.24148288369178772,
11776,,0.001,,,,
11799,,0.001,,,,
11799,184,,0.24024106562137604,,,
11839,184,,,0.04722021892666817,,
11839,184,,,,0.2405637800693512,
11840,,0.001,,,,
11849,,0.001,,,,
11849,185,,0.3032565116882324,,,
11899,,0.001,,,,
11899,185,,0.2677372694015503,,,
11903,185,,,0.048859912902116776,,
11903,185,,,,0.24760179221630096,
11904,,0.001,,,,
11949,,0.001,,,,
11949,186,,0.3709947168827057,,,
11967,186,,,0.05014953389763832,,
11967,186,,,,0.2408335953950882,
11968,,0.001,,,,
11999,,0.001,,,,
11999,187,,0.2250969111919403,,,
12031,187,,,0.04669991880655289,,
12031,187,,,,0.24275711178779602,
12032,,0.001,,,,
12049,,0.001,,,,
12049,188,,0.2963360548019409,,,
12095,188,,,0.04637632519006729,,
12095,188,,,,0.24073761701583862,
12096,,0.001,,,,
12099,,0.001,,,,
12099,189,,0.18343952298164368,,,
12149,,0.001,,,,
12149,189,,0.14030274748802185,,,
12159,189,,,0.04785846173763275,,
12159,189,,,,0.24070820212364197,
12160,,0.001,,,,
12199,,0.001,,,,
12199,190,,0.31078046560287476,,,
12223,190,,,0.04787033051252365,,
12223,190,,,,0.24240528047084808,
12224,,0.001,,,,
12249,,0.001,,,,
12249,191,,0.16653501987457275,,,
12287,191,,,0.046351391822099686,,
12287,191,,,,0.23876821994781494,
12288,,0.001,,,,
12299,,0.001,,,,
12299,192,,0.13644877076148987,,,
12349,,0.001,,,,
12349,192,,0.20172527432441711,,,
12351,192,,,0.047555357217788696,,
12351,192,,,,0.2407805621623993,
12352,,0.001,,,,
12399,,0.001,,,,
12399,193,,0.25221502780914307,,,
12415,193,,,0.051280368119478226,,
12415,193,,,,0.24206623435020447,
12416,,0.001,,,,
12449,,0.001,,,,
12449,194,,0.19041746854782104,,,
12479,194,,,0.048425931483507156,,
12479,194,,,,0.24521790444850922,
12480,,0.001,,,,
12499,,0.001,,,,
12499,195,,0.25342848896980286,,,
12543,195,,,0.04649081453680992,,
12543,195,,,,0.2402907758951187,
12544,,0.001,,,,
12549,,0.001,,,,
12549,196,,0.23925863206386566,,,
12599,,0.001,,,,
12599,196,,0.19779813289642334,,,
12607,196,,,0.04614006727933884,,
12607,196,,,,0.24096795916557312,
12608,,0.001,,,,
12649,,0.001,,,,
12649,197,,0.268055260181427,,,
12671,197,,,0.04684436693787575,,
12671,197,,,,0.24262136220932007,
12672,,0.001,,,,
12699,,0.001,,,,
12699,198,,0.1962287425994873,,,
12735,198,,,0.049309179186820984,,
12735,198,,,,0.2392580211162567,
12736,,0.001,,,,
12749,,0.001,,,,
12749,199,,0.2622079849243164,,,
12799,,0.001,,,,
12799,199,,0.35342586040496826,,,
12799,199,,,0.04656027629971504,,
12799,199,,,,0.23890259861946106,
12800,,0.001,,,,
12849,,0.001,,,,
12849,200,,0.24059200286865234,,,
12863,200,,,0.04678802564740181,,
12863,200,,,,0.24056577682495117,
12864,,0.001,,,,
12899,,0.001,,,,
12899,201,,0.2951349914073944,,,
12927,201,,,0.04750971868634224,,
12927,201,,,,0.23983563482761383,
12928,,0.001,,,,
12949,,0.001,,,,
12949,202,,0.2593971788883209,,,
12991,202,,,0.04820734262466431,,
12991,202,,,,0.23965446650981903,
12992,,0.001,,,,
12999,,0.001,,,,
12999,203,,0.2602972984313965,,,
13049,,0.001,,,,
13049,203,,0.26311254501342773,,,
13055,203,,,0.046479351818561554,,
13055,203,,,,0.23856940865516663,
13056,,0.001,,,,
13099,,0.001,,,,
13099,204,,0.22194896638393402,,,
13119,204,,,0.04637995362281799,,
13119,204,,,,0.24065853655338287,
13120,,0.001,,,,
13149,,0.001,,,,
13149,205,,0.3563460111618042,,,
13183,205,,,0.047588493674993515,,
13183,205,,,,0.2368149310350418,
13184,,0.001,,,,
13199,,0.001,,,,
13199,206,,0.31670311093330383,,,
13247,206,,,0.0470396988093853,,
13247,206,,,,0.24066214263439178,
13248,,0.001,,,,
13249,,0.001,,,,
13249,207,,0.24838896095752716,,,
13299,,0.001,,,,
13299,207,,0.2659350335597992,,,
13311,207,,,0.04750111699104309,,
13311,207,,,,0.23963157832622528,
13312,,0.001,,,,
13349,,0.001,,,,
13349,208,,0.11364448070526123,,,
13375,208,,,0.049086835235357285,,
13375,208,,,,0.23691755533218384,
13376,,0.001,,,,
13399,,0.001,,,,
13399,209,,0.25306665897369385,,,
13439,209,,,0.047563690692186356,,
13439,209,,,,0.24225902557373047,
13440,,0.001,,,,
13449,,0.001,,,,
13449,210,,0.19519376754760742,,,
13499,,0.001,,,,
13499,210,,0.19959869980812073,,,
13503,210,,,0.046736862510442734,,
13503,210,,,,0.24185171723365784,
13504,,0.001,,,,
13549,,0.001,,,,
13549,211,,0.19998212158679962,,,
13567,211,,,0.04804578050971031,,
13567,211,,,,0.23846575617790222,
13568,,0.001,,,,
13599,,0.001,,,,
13599,212,,0.27128857374191284,,,
13631,212,,,0.04778393730521202,,
13631,212,,,,0.24102644622325897,
13632,,0.001,,,,
13649,,0.001,,,,
13649,213,,0.2691280245780945,,,
13695,213,,,0.04789244756102562,,
13695,213,,,,0.238461434841156,
13696,,0.001,,,,
13699,,0.001,,,,
13699,214,,0.2844407558441162,,,
13749,,0.001,,,,
13749,214,,0.31405776739120483,,,
13759,214,,,0.04779619723558426,,
13759,214,,,,0.23987585306167603,
13760,,0.001,,,,
13799,,0.001,,,,
13799,215,,0.19238799810409546,,,
13823,215,,,0.05138932913541794,,
13823,215,,,,0.23942512273788452,
13824,,0.001,,,,
13849,,0.001,,,,
13849,216,,0.1682804822921753,,,
13887,216,,,0.04701670631766319,,
13887,216,,,,0.2425239533185959,
13888,,0.001,,,,
13899,,0.001,,,,
13899,217,,0.2360188066959381,,,
13949,,0.001,,,,
13949,217,,0.30727049708366394,,,
13951,217,,,0.04673662409186363,,
13951,217,,,,0.2408735752105713,
13952,,0.001,,,,
13999,,0.001,,,,
13999,218,,0.2554389536380768,,,
14015,218,,,0.04702413082122803,,
14015,218,,,,0.24244368076324463,
14016,,0.001,,,,
14049,,0.001,,,,
14049,219,,0.3032921850681305,,,
14079,219,,,0.04649067670106888,,
14079,219,,,,0.241378515958786,
14080,,0.001,,,,
14099,,0.001,,,,
14099,220,,0.24158120155334473,,,
14143,220,,,0.04756372421979904,,
14143,220,,,,0.24210019409656525,
14144,,0.001,,,,
14149,,0.001,,,,
14149,221,,0.22553932666778564,,,
14199,,0.001,,,,
14199,221,,0.27725449204444885,,,
14207,221,,,0.04678843542933464,,
14207,221,,,,0.24016332626342773,
14208,,0.001,,,,
14249,,0.001,,,,
14249,222,,0.3008802831172943,,,
14271,222,,,0.047137923538684845,,
14271,222,,,,0.2405373454093933,
14272,,0.001,,,,
14299,,0.001,,,,
14299,223,,0.16771773993968964,,,
14335,223,,,0.04643448442220688,,
14335,223,,,,0.24107329547405243,
14336,,0.001,,,,
14349,,0.001,,,,
14349,224,,0.20071566104888916,,,
14399,,0.001,,,,
14399,224,,0.2435837835073471,,,
14399,224,,,0.04687695577740669,,
14399,224,,,,0.23921522498130798,
14400,,0.001,,,,
14449,,0.001,,,,
14449,225,,0.2719874083995819,,,
14463,225,,,0.04922742769122124,,
14463,225,,,,0.23949162662029266,
14464,,0.001,,,,
14499,,0.001,,,,
14499,226,,0.3083771765232086,,,
14527,226,,,0.04722154513001442,,
14527,226,,,,0.24243822693824768,
14528,,0.001,,,,
14549,,0.001,,,,
14549,227,,0.32575109601020813,,,
14591,227,,,0.04652678221464157,,
14591,227,,,,0.23994000256061554,
14592,,0.001,,,,
14599,,0.001,,,,
14599,228,,0.1765163242816925,,,
14649,,0.001,,,,
14649,228,,0.28818199038505554,,,
14655,228,,,0.049540191888809204,,
14655,228,,,,0.24188239872455597,
14656,,0.001,,,,
14699,,0.001,,,,
14699,229,,0.28658440709114075,,,
14719,229,,,0.04730851575732231,,
14719,229,,,,0.24037085473537445,
14720,,0.001,,,,
14749,,0.001,,,,
14749,230,,0.26032429933547974,,,
14783,230,,,0.046426087617874146,,
14783,230,,,,0.23896373808383942,
14784,,0.001,,,,
14799,,0.001,,,,
14799,231,,0.25808268785476685,,,
14847,231,,,0.04952563717961311,,
14847,231,,,,0.23896808922290802,
14848,,0.001,,,,
14849,,0.001,,,,
14849,232,,0.19082823395729065,,,
14899,,0.001,,,,
14899,232,,0.20947036147117615,,,
14911,232,,,0.04655759409070015,,
14911,232,,,,0.24061529338359833,
14912,,0.001,,,,
14949,,0.001,,,,
14949,233,,0.34745529294013977,,,
14975,233,,,0.046849317848682404,,
14975,233,,,,0.23941142857074738,
14976,,0.001,,,,
14999,,0.001,,,,
14999,234,,0.24995017051696777,,,
15039,234,,,0.04631171375513077,,
15039,234,,,,0.24071460962295532,
15040,,0.001,,,,
15049,,0.001,,,,
15049,235,,0.23469002544879913,,,
15099,,0.001,,,,
15099,235,,0.16531705856323242,,,
15103,235,,,0.05245974659919739,,
15103,235,,,,0.2389964461326599,
15104,,0.001,,,,
15149,,0.001,,,,
15149,236,,0.3059925138950348,,,
15167,236,,,0.050024762749671936,,
15167,236,,,,0.2395634949207306,
15168,,0.001,,,,
15199,,0.001,,,,
15199,237,,0.20118653774261475,,,
15231,237,,,0.04609967768192291,,
15231,237,,,,0.24052107334136963,
15232,,0.001,,,,
15249,,0.001,,,,
15249,238,,0.22214758396148682,,,
15295,238,,,0.048955198377370834,,
15295,238,,,,0.2390979528427124,
15296,,0.001,,,,
15299,,0.001,,,,
15299,239,,0.20468641817569733,,,
15349,,0.001,,,,
15349,239,,0.28984156250953674,,,
15359,239,,,0.04637598618865013,,
15359,239,,,,0.23953095078468323,
15360,,0.001,,,,
15399,,0.001,,,,
15399,240,,0.20509718358516693,,,
15423,240,,,0.04677625373005867,,
15423,240,,,,0.23952716588974,
15424,,0.001,,,,
15449,,0.001,,,,
15449,241,,0.18702630698680878,,,
15487,241,,,0.046787671744823456,,
15487,241,,,,0.2408822774887085,
15488,,0.001,,,,
15499,,0.001,,,,
15499,242,,0.24515783786773682,,,
15549,,0.001,,,,
15549,242,,0.25364524126052856,,,
15551,242,,,0.046469949185848236,,
15551,242,,,,0.2406286597251892,
15552,,0.001,,,,
15599,,0.001,,,,
15599,243,,0.3142947554588318,,,
15615,243,,,0.045986443758010864,,
15615,243,,,,0.23901642858982086,
15616,,0.001,,,,
15649,,0.001,,,,
15649,244,,0.2491779327392578,,,
15679,244,,,0.04745521768927574,,
15679,244,,,,0.2405548244714737,
15680,,0.001,,,,
15699,,0.001,,,,
15699,245,,0.1755361258983612,,,
15743,245,,,0.04900747165083885,,
15743,245,,,,0.24007609486579895,
15744,,0.001,,,,
15749,,0.001,,,,
15749,246,,0.3309217393398285,,,
15799,,0.001,,,,
15799,246,,0.13536778092384338,,,
15807,246,,,0.04660297930240631,,
15807,246,,,,0.23699355125427246,
15808,,0.001,,,,
15849,,0.001,,,,
15849,247,,0.3056640028953552,,,
15871,247,,,0.046645667403936386,,
15871,247,,,,0.23941513895988464,
15872,,0.001,,,,
15899,,0.001,,,,
15899,248,,0.21580198407173157,,,
15935,248,,,0.04853377118706703,,
15935,248,,,,0.24288946390151978,
15936,,0.001,,,,
15936,249,,,,,4.023175239562988
