lr-Adam,step,train_loss_step,epoch,val_loss,train_loss_epoch,test_loss
,10299,0.1866133064031601,160,,,
,10303,,160,0.18420353531837463,,
,10303,,160,,0.18486416339874268,
0.001,10304,,,,,
0.001,10349,,,,,
,10349,0.1838623434305191,161,,,
,10367,,161,0.18421053886413574,,
,10367,,161,,0.18481770157814026,
0.001,10368,,,,,
0.001,10399,,,,,
,10399,0.18362081050872803,162,,,
,10431,,162,0.1841946691274643,,
,10431,,162,,0.18480585515499115,
0.001,10432,,,,,
0.001,10449,,,,,
,10449,0.1865876317024231,163,,,
,10495,,163,0.1841707080602646,,
,10495,,163,,0.1847774088382721,
0.001,10496,,,,,
0.001,10499,,,,,
,10499,0.18379999697208405,164,,,
0.001,10549,,,,,
,10549,0.18496929109096527,164,,,
,10559,,164,0.18429873883724213,,
,10559,,164,,0.18483398854732513,
0.001,10560,,,,,
0.001,10599,,,,,
,10599,0.18388479948043823,165,,,
,10623,,165,0.18417832255363464,,
,10623,,165,,0.1848905235528946,
0.001,10624,,,,,
0.001,10649,,,,,
,10649,0.18514077365398407,166,,,
,10687,,166,0.1842699646949768,,
,10687,,166,,0.18474501371383667,
0.001,10688,,,,,
0.001,10699,,,,,
,10699,0.18328796327114105,167,,,
0.001,10749,,,,,
,10749,0.1845799833536148,167,,,
,10751,,167,0.18421369791030884,,
,10751,,167,,0.18478451669216156,
0.001,10752,,,,,
0.001,10799,,,,,
,10799,0.18233932554721832,168,,,
,10815,,168,0.184185191988945,,
,10815,,168,,0.18478386104106903,
0.001,10816,,,,,
0.001,10849,,,,,
,10849,0.18403422832489014,169,,,
,10879,,169,0.18416523933410645,,
,10879,,169,,0.18474847078323364,
0.001,10880,,,,,
0.001,10899,,,,,
,10899,0.1856376975774765,170,,,
,10943,,170,0.18438518047332764,,
,10943,,170,,0.18477849662303925,
0.001,10944,,,,,
0.001,10949,,,,,
,10949,0.18356287479400635,171,,,
0.001,10999,,,,,
,10999,0.18622024357318878,171,,,
,11007,,171,0.18422681093215942,,
,11007,,171,,0.18477195501327515,
0.001,11008,,,,,
0.001,11049,,,,,
,11049,0.18366055190563202,172,,,
,11071,,172,0.18415498733520508,,
,11071,,172,,0.18475452065467834,
0.001,11072,,,,,
0.001,11099,,,,,
,11099,0.18653365969657898,173,,,
,11135,,173,0.1842144876718521,,
,11135,,173,,0.18478217720985413,
0.001,11136,,,,,
0.001,11149,,,,,
,11149,0.18445557355880737,174,,,
0.001,11199,,,,,
,11199,0.1822797805070877,174,,,
,11199,,174,0.1841539889574051,,
,11199,,174,,0.18476879596710205,
0.001,11200,,,,,
0.001,11249,,,,,
,11249,0.1856309175491333,175,,,
,11263,,175,0.18415576219558716,,
,11263,,175,,0.1847425103187561,
0.001,11264,,,,,
0.001,11299,,,,,
,11299,0.18524490296840668,176,,,
,11327,,176,0.1841830462217331,,
,11327,,176,,0.18482300639152527,
0.001,11328,,,,,
0.001,11349,,,,,
,11349,0.1841174215078354,177,,,
,11391,,177,0.1841636747121811,,
,11391,,177,,0.18474064767360687,
0.001,11392,,,,,
0.001,11399,,,,,
,11399,0.18556217849254608,178,,,
0.001,11449,,,,,
,11449,0.18236280977725983,178,,,
,11455,,178,0.18413247168064117,,
,11455,,178,,0.18478693068027496,
0.001,11456,,,,,
0.001,11499,,,,,
,11499,0.1865338832139969,179,,,
,11519,,179,0.18415868282318115,,
,11519,,179,,0.18482092022895813,
0.001,11520,,,,,
0.001,11549,,,,,
,11549,0.18480686843395233,180,,,
,11583,,180,0.18421104550361633,,
,11583,,180,,0.18472912907600403,
0.001,11584,,,,,
0.001,11599,,,,,
,11599,0.18562693893909454,181,,,
,11647,,181,0.184339240193367,,
,11647,,181,,0.18478712439537048,
0.001,11648,,,,,
0.001,11649,,,,,
,11649,0.18348358571529388,182,,,
0.001,11699,,,,,
,11699,0.18385952711105347,182,,,
,11711,,182,0.18421074748039246,,
,11711,,182,,0.1851007640361786,
0.001,11712,,,,,
0.001,11749,,,,,
,11749,0.18678317964076996,183,,,
,11775,,183,0.18415473401546478,,
,11775,,183,,0.1848364770412445,
0.001,11776,,,,,
0.001,11799,,,,,
,11799,0.1842515766620636,184,,,
,11839,,184,0.18417727947235107,,
,11839,,184,,0.1847362220287323,
0.001,11840,,,,,
0.001,11849,,,,,
,11849,0.18557734787464142,185,,,
0.001,11899,,,,,
,11899,0.18462583422660828,185,,,
,11903,,185,0.1841288059949875,,
,11903,,185,,0.18472754955291748,
0.001,11904,,,,,
0.001,11949,,,,,
,11949,0.18792873620986938,186,,,
,11967,,186,0.18413729965686798,,
,11967,,186,,0.1847107708454132,
0.001,11968,,,,,
0.001,11999,,,,,
,11999,0.18409547209739685,187,,,
,12031,,187,0.18414892256259918,,
,12031,,187,,0.18476729094982147,
0.001,12032,,,,,
0.001,12049,,,,,
,12049,0.18432214856147766,188,,,
,12095,,188,0.18419243395328522,,
,12095,,188,,0.18472488224506378,
0.001,12096,,,,,
0.001,12099,,,,,
,12099,0.18464864790439606,189,,,
0.001,12149,,,,,
,12149,0.18684230744838715,189,,,
,12159,,189,0.1842835247516632,,
,12159,,189,,0.18489514291286469,
0.001,12160,,,,,
0.001,12199,,,,,
,12199,0.18476206064224243,190,,,
,12223,,190,0.1841176599264145,,
,12223,,190,,0.18474824726581573,
0.001,12224,,,,,
0.001,12249,,,,,
,12249,0.18493585288524628,191,,,
,12287,,191,0.18412068486213684,,
,12287,,191,,0.18470047414302826,
0.001,12288,,,,,
0.001,12299,,,,,
,12299,0.18298031389713287,192,,,
0.001,12349,,,,,
,12349,0.18265275657176971,192,,,
,12351,,192,0.18410348892211914,,
,12351,,192,,0.18470518290996552,
0.001,12352,,,,,
0.001,12399,,,,,
,12399,0.18273276090621948,193,,,
,12415,,193,0.18431738018989563,,
,12415,,193,,0.18475310504436493,
0.001,12416,,,,,
0.001,12449,,,,,
,12449,0.18210184574127197,194,,,
,12479,,194,0.18438352644443512,,
,12479,,194,,0.1847597360610962,
0.001,12480,,,,,
0.001,12499,,,,,
,12499,0.18551352620124817,195,,,
,12543,,195,0.18438543379306793,,
,12543,,195,,0.18472746014595032,
0.001,12544,,,,,
0.001,12549,,,,,
,12549,0.18433991074562073,196,,,
0.001,12599,,,,,
,12599,0.18491587042808533,196,,,
,12607,,196,0.1841016411781311,,
,12607,,196,,0.1847432553768158,
0.001,12608,,,,,
0.001,12649,,,,,
,12649,0.1841917186975479,197,,,
,12671,,197,0.18409639596939087,,
,12671,,197,,0.18468932807445526,
0.001,12672,,,,,
0.001,12699,,,,,
,12699,0.18466930091381073,198,,,
,12735,,198,0.18412789702415466,,
,12735,,198,,0.18474246561527252,
0.001,12736,,,,,
0.001,12749,,,,,
,12749,0.18432234227657318,199,,,
0.001,12799,,,,,
,12799,0.18624821305274963,199,,,
,12799,,199,0.18420115113258362,,
,12799,,199,,0.18471363186836243,
0.001,12800,,,,,
0.001,12849,,,,,
,12849,0.18559639155864716,200,,,
,12863,,200,0.18414878845214844,,
,12863,,200,,0.18471969664096832,
0.001,12864,,,,,
0.001,12899,,,,,
,12899,0.18405048549175262,201,,,
,12927,,201,0.18409083783626556,,
,12927,,201,,0.18467555940151215,
0.001,12928,,,,,
0.001,12949,,,,,
,12949,0.1857517659664154,202,,,
,12991,,202,0.1841186136007309,,
,12991,,202,,0.1847573220729828,
0.001,12992,,,,,
0.001,12999,,,,,
,12999,0.18395984172821045,203,,,
0.001,13049,,,,,
,13049,0.18549682199954987,203,,,
,13055,,203,0.1841198205947876,,
,13055,,203,,0.18466848134994507,
0.001,13056,,,,,
0.001,13099,,,,,
,13099,0.18541526794433594,204,,,
,13119,,204,0.18446718156337738,,
,13119,,204,,0.18477465212345123,
0.001,13120,,,,,
0.001,13149,,,,,
,13149,0.18714377284049988,205,,,
,13183,,205,0.18413059413433075,,
,13183,,205,,0.18482650816440582,
0.001,13184,,,,,
0.001,13199,,,,,
,13199,0.18682856857776642,206,,,
,13247,,206,0.18419212102890015,,
,13247,,206,,0.1846885234117508,
0.001,13248,,,,,
0.001,13249,,,,,
,13249,0.1840580552816391,207,,,
0.001,13299,,,,,
,13299,0.18463844060897827,207,,,
,13311,,207,0.18409061431884766,,
,13311,,207,,0.18470463156700134,
0.001,13312,,,,,
0.001,13349,,,,,
,13349,0.18668973445892334,208,,,
,13375,,208,0.18409882485866547,,
,13375,,208,,0.18467068672180176,
0.001,13376,,,,,
0.001,13399,,,,,
,13399,0.18573378026485443,209,,,
,13439,,209,0.1841512769460678,,
,13439,,209,,0.18470138311386108,
0.001,13440,,,,,
0.001,13449,,,,,
,13449,0.18374335765838623,210,,,
0.001,13499,,,,,
,13499,0.18438737094402313,210,,,
,13503,,210,0.18407876789569855,,
,13503,,210,,0.18471811711788177,
0.001,13504,,,,,
0.001,13549,,,,,
,13549,0.18489155173301697,211,,,
,13567,,211,0.18456661701202393,,
,13567,,211,,0.1846834272146225,
0.001,13568,,,,,
0.001,13599,,,,,
,13599,0.18491294980049133,212,,,
,13631,,212,0.18407030403614044,,
,13631,,212,,0.18474411964416504,
0.001,13632,,,,,
0.001,13649,,,,,
,13649,0.18395298719406128,213,,,
,13695,,213,0.1840834617614746,,
,13695,,213,,0.18467183411121368,
0.001,13696,,,,,
0.001,13699,,,,,
,13699,0.1846851259469986,214,,,
0.001,13749,,,,,
,13749,0.1861604005098343,214,,,
,13759,,214,0.184207022190094,,
,13759,,214,,0.18471354246139526,
0.001,13760,,,,,
0.001,13799,,,,,
,13799,0.18364766240119934,215,,,
,13823,,215,0.18406148254871368,,
,13823,,215,,0.1847590059041977,
0.001,13824,,,,,
0.001,13849,,,,,
,13849,0.18540461361408234,216,,,
,13887,,216,0.18409188091754913,,
,13887,,216,,0.18463672697544098,
0.001,13888,,,,,
0.001,13899,,,,,
,13899,0.18390344083309174,217,,,
0.001,13949,,,,,
,13949,0.18431492149829865,217,,,
,13951,,217,0.1840653419494629,,
,13951,,217,,0.18468208611011505,
0.001,13952,,,,,
0.001,13999,,,,,
,13999,0.18521122634410858,218,,,
,14015,,218,0.18435123562812805,,
,14015,,218,,0.18473027646541595,
0.001,14016,,,,,
0.001,14049,,,,,
,14049,0.18323275446891785,219,,,
,14079,,219,0.18405750393867493,,
,14079,,219,,0.18469415605068207,
0.001,14080,,,,,
0.001,14099,,,,,
,14099,0.18483851850032806,220,,,
,14143,,220,0.18404191732406616,,
,14143,,220,,0.18462994694709778,
0.001,14144,,,,,
0.001,14149,,,,,
,14149,0.18731625378131866,221,,,
0.001,14199,,,,,
,14199,0.18510274589061737,221,,,
,14207,,221,0.18404488265514374,,
,14207,,221,,0.1846591979265213,
0.001,14208,,,,,
0.001,14249,,,,,
,14249,0.18387015163898468,222,,,
,14271,,222,0.18403252959251404,,
,14271,,222,,0.18461592495441437,
0.001,14272,,,,,
0.001,14299,,,,,
,14299,0.18376126885414124,223,,,
,14335,,223,0.1840638965368271,,
,14335,,223,,0.1846453696489334,
0.001,14336,,,,,
0.001,14349,,,,,
,14349,0.18542352318763733,224,,,
0.001,14399,,,,,
,14399,0.18609189987182617,224,,,
,14399,,224,0.18426816165447235,,
,14399,,224,,0.18465182185173035,
0.001,14400,,,,,
0.001,14449,,,,,
,14449,0.18428076803684235,225,,,
,14463,,225,0.18411557376384735,,
,14463,,225,,0.18472638726234436,
0.001,14464,,,,,
0.001,14499,,,,,
,14499,0.18407276272773743,226,,,
,14527,,226,0.18426203727722168,,
,14527,,226,,0.18461833894252777,
0.001,14528,,,,,
0.001,14549,,,,,
,14549,0.18263860046863556,227,,,
,14591,,227,0.18407371640205383,,
,14591,,227,,0.18470245599746704,
0.001,14592,,,,,
0.001,14599,,,,,
,14599,0.18268243968486786,228,,,
0.001,14649,,,,,
,14649,0.18433696031570435,228,,,
,14655,,228,0.18401913344860077,,
,14655,,228,,0.18464642763137817,
0.001,14656,,,,,
0.001,14699,,,,,
,14699,0.18528279662132263,229,,,
,14719,,229,0.1841002255678177,,
,14719,,229,,0.18461202085018158,
0.001,14720,,,,,
0.001,14749,,,,,
,14749,0.1855381280183792,230,,,
,14783,,230,0.18402734398841858,,
,14783,,230,,0.1846691370010376,
0.001,14784,,,,,
0.001,14799,,,,,
,14799,0.18317486345767975,231,,,
,14847,,231,0.18423105776309967,,
,14847,,231,,0.18462474644184113,
0.001,14848,,,,,
0.001,14849,,,,,
,14849,0.18441051244735718,232,,,
0.001,14899,,,,,
,14899,0.18641352653503418,232,,,
,14911,,232,0.184046670794487,,
,14911,,232,,0.18471132218837738,
0.001,14912,,,,,
0.001,14949,,,,,
,14949,0.18362241983413696,233,,,
,14975,,233,0.18406954407691956,,
,14975,,233,,0.18461698293685913,
0.001,14976,,,,,
0.001,14999,,,,,
,14999,0.1858452409505844,234,,,
,15039,,234,0.18407411873340607,,
,15039,,234,,0.1846345067024231,
0.001,15040,,,,,
0.001,15049,,,,,
,15049,0.18523865938186646,235,,,
0.001,15099,,,,,
,15099,0.18533600866794586,235,,,
,15103,,235,0.1840662956237793,,
,15103,,235,,0.1846429705619812,
0.001,15104,,,,,
0.001,15149,,,,,
,15149,0.18543760478496552,236,,,
,15167,,236,0.18401023745536804,,
,15167,,236,,0.1846066117286682,
0.001,15168,,,,,
0.001,15199,,,,,
,15199,0.18442901968955994,237,,,
,15231,,237,0.18409684300422668,,
,15231,,237,,0.18459881842136383,
0.001,15232,,,,,
0.001,15249,,,,,
,15249,0.18517370522022247,238,,,
,15295,,238,0.18401174247264862,,
,15295,,238,,0.18467804789543152,
0.001,15296,,,,,
0.001,15299,,,,,
,15299,0.18363212049007416,239,,,
0.001,15349,,,,,
,15349,0.18517917394638062,239,,,
,15359,,239,0.18399544060230255,,
,15359,,239,,0.184594064950943,
0.001,15360,,,,,
0.001,15399,,,,,
,15399,0.1852271854877472,240,,,
,15423,,240,0.18403734266757965,,
,15423,,240,,0.1846085488796234,
0.001,15424,,,,,
0.001,15449,,,,,
,15449,0.18570002913475037,241,,,
,15487,,241,0.1840374618768692,,
,15487,,241,,0.18461713194847107,
0.001,15488,,,,,
0.001,15499,,,,,
,15499,0.18361645936965942,242,,,
0.001,15549,,,,,
,15549,0.1822560876607895,242,,,
,15551,,242,0.1843835413455963,,
,15551,,242,,0.18466511368751526,
0.001,15552,,,,,
0.001,15599,,,,,
,15599,0.18541200459003448,243,,,
,15615,,243,0.18400892615318298,,
,15615,,243,,0.1846216768026352,
0.001,15616,,,,,
0.001,15649,,,,,
,15649,0.18619118630886078,244,,,
,15679,,244,0.18401466310024261,,
,15679,,244,,0.18459482491016388,
0.001,15680,,,,,
0.001,15699,,,,,
,15699,0.18459171056747437,245,,,
,15743,,245,0.18403273820877075,,
,15743,,245,,0.1845911294221878,
0.001,15744,,,,,
0.001,15749,,,,,
,15749,0.18458439409732819,246,,,
0.001,15799,,,,,
,15799,0.18348608911037445,246,,,
,15807,,246,0.1840125471353531,,
,15807,,246,,0.18457995355129242,
0.001,15808,,,,,
0.001,15849,,,,,
,15849,0.18482056260108948,247,,,
,15871,,247,0.18404577672481537,,
,15871,,247,,0.184585303068161,
0.001,15872,,,,,
0.001,15899,,,,,
,15899,0.18330718576908112,248,,,
,15935,,248,0.18401606380939484,,
,15935,,248,,0.1846122294664383,
0.001,15936,,,,,
0.001,15949,,,,,
,15949,0.18471744656562805,249,,,
0.001,15999,,,,,
,15999,0.18382687866687775,249,,,
,15999,,249,0.1840243637561798,,
,15999,,249,,0.184665709733963,
0.001,16000,,,,,
0.001,16049,,,,,
,16049,0.1821410208940506,250,,,
,16063,,250,0.1839940845966339,,
,16063,,250,,0.1845773309469223,
0.001,16064,,,,,
0.001,16099,,,,,
,16099,0.1840539127588272,251,,,
,16127,,251,0.18417896330356598,,
,16127,,251,,0.18463851511478424,
0.001,16128,,,,,
0.001,16149,,,,,
,16149,0.18752844631671906,252,,,
,16191,,252,0.18400567770004272,,
,16191,,252,,0.18465758860111237,
0.001,16192,,,,,
0.001,16199,,,,,
,16199,0.18649880588054657,253,,,
0.001,16249,,,,,
,16249,0.18477042019367218,253,,,
,16255,,253,0.1843593418598175,,
,16255,,253,,0.18458707630634308,
0.001,16256,,,,,
0.001,16299,,,,,
,16299,0.18416061997413635,254,,,
,16319,,254,0.18398958444595337,,
,16319,,254,,0.18460354208946228,
0.001,16320,,,,,
0.001,16349,,,,,
,16349,0.18459263443946838,255,,,
,16383,,255,0.18412597477436066,,
,16383,,255,,0.18458086252212524,
0.001,16384,,,,,
0.001,16399,,,,,
,16399,0.1864105761051178,256,,,
,16447,,256,0.18400385975837708,,
,16447,,256,,0.1846703439950943,
0.001,16448,,,,,
0.001,16449,,,,,
,16449,0.18516962230205536,257,,,
0.001,16499,,,,,
,16499,0.1861201673746109,257,,,
,16511,,257,0.18400059640407562,,
,16511,,257,,0.1845744550228119,
0.001,16512,,,,,
0.001,16549,,,,,
,16549,0.18474017083644867,258,,,
,16575,,258,0.18397806584835052,,
,16575,,258,,0.18458357453346252,
0.001,16576,,,,,
0.001,16599,,,,,
,16599,0.18372675776481628,259,,,
,16639,,259,0.18405082821846008,,
,16639,,259,,0.18456386029720306,
0.001,16640,,,,,
0.001,16649,,,,,
,16649,0.18495036661624908,260,,,
0.001,16699,,,,,
,16699,0.1831733137369156,260,,,
,16703,,260,0.18442673981189728,,
,16703,,260,,0.1845739185810089,
0.001,16704,,,,,
0.001,16749,,,,,
,16749,0.1842803657054901,261,,,
,16767,,261,0.18400876224040985,,
,16767,,261,,0.1846502125263214,
0.001,16768,,,,,
0.001,16799,,,,,
,16799,0.18364286422729492,262,,,
,16831,,262,0.18397687375545502,,
,16831,,262,,0.18457163870334625,
0.001,16832,,,,,
0.001,16849,,,,,
,16849,0.1836625188589096,263,,,
,16895,,263,0.18402107059955597,,
,16895,,263,,0.18454991281032562,
0.001,16896,,,,,
0.001,16899,,,,,
,16899,0.18609647452831268,264,,,
0.001,16949,,,,,
,16949,0.1849566400051117,264,,,
,16959,,264,0.18397952616214752,,
,16959,,264,,0.18457695841789246,
0.001,16960,,,,,
0.001,16999,,,,,
,16999,0.1846703588962555,265,,,
,17023,,265,0.1839628368616104,,
,17023,,265,,0.18455131351947784,
0.001,17024,,,,,
0.001,17049,,,,,
,17049,0.1858421415090561,266,,,
,17087,,266,0.18429581820964813,,
,17087,,266,,0.18455013632774353,
0.001,17088,,,,,
0.001,17099,,,,,
,17099,0.1825048327445984,267,,,
0.001,17149,,,,,
,17149,0.18648125231266022,267,,,
,17151,,267,0.1842048019170761,,
,17151,,267,,0.18459102511405945,
0.001,17152,,,,,
0.001,17199,,,,,
,17199,0.18409496545791626,268,,,
,17215,,268,0.18396994471549988,,
,17215,,268,,0.18465593457221985,
0.001,17216,,,,,
0.001,17249,,,,,
,17249,0.187056764960289,269,,,
,17279,,269,0.18402309715747833,,
,17279,,269,,0.18454723060131073,
0.001,17280,,,,,
0.001,17299,,,,,
,17299,0.18362605571746826,270,,,
,17343,,270,0.1840580254793167,,
,17343,,270,,0.1845717430114746,
0.001,17344,,,,,
0.001,17349,,,,,
,17349,0.1853264570236206,271,,,
0.001,17399,,,,,
,17399,0.18496224284172058,271,,,
,17407,,271,0.18402336537837982,,
,17407,,271,,0.18457761406898499,
0.001,17408,,,,,
0.001,17449,,,,,
,17449,0.1848355084657669,272,,,
,17471,,272,0.18402764201164246,,
,17471,,272,,0.18464267253875732,
0.001,17472,,,,,
0.001,17499,,,,,
,17499,0.18519152700901031,273,,,
,17535,,273,0.18396756052970886,,
,17535,,273,,0.18456320464611053,
0.001,17536,,,,,
0.001,17549,,,,,
,17549,0.18711024522781372,274,,,
0.001,17599,,,,,
,17599,0.1845962554216385,274,,,
,17599,,274,0.1839585304260254,,
,17599,,274,,0.18454575538635254,
0.001,17600,,,,,
0.001,17649,,,,,
,17649,0.18553772568702698,275,,,
,17663,,275,0.18393859267234802,,
,17663,,275,,0.18454577028751373,
0.001,17664,,,,,
0.001,17699,,,,,
,17699,0.18452736735343933,276,,,
,17727,,276,0.18394874036312103,,
,17727,,276,,0.18453213572502136,
0.001,17728,,,,,
0.001,17749,,,,,
,17749,0.18545109033584595,277,,,
,17791,,277,0.18396371603012085,,
,17791,,277,,0.1845339834690094,
0.001,17792,,,,,
0.001,17799,,,,,
,17799,0.18574106693267822,278,,,
0.001,17849,,,,,
,17849,0.18551568686962128,278,,,
,17855,,278,0.18397927284240723,,
,17855,,278,,0.1845729798078537,
0.001,17856,,,,,
0.001,17899,,,,,
,17899,0.18416827917099,279,,,
,17919,,279,0.18398959934711456,,
,17919,,279,,0.18454609811306,
0.001,17920,,,,,
0.001,17949,,,,,
,17949,0.18679295480251312,280,,,
,17983,,280,0.1839582473039627,,
,17983,,280,,0.18468566238880157,
0.001,17984,,,,,
0.001,17999,,,,,
,17999,0.18295757472515106,281,,,
,18047,,281,0.183940127491951,,
,18047,,281,,0.18455643951892853,
0.001,18048,,,,,
0.001,18049,,,,,
,18049,0.18448086082935333,282,,,
0.001,18099,,,,,
,18099,0.18627946078777313,282,,,
,18111,,282,0.18402095139026642,,
,18111,,282,,0.18453101813793182,
0.001,18112,,,,,
0.001,18149,,,,,
,18149,0.18475523591041565,283,,,
,18175,,283,0.18395791947841644,,
,18175,,283,,0.18456318974494934,
0.001,18176,,,,,
0.001,18199,,,,,
,18199,0.1845441460609436,284,,,
,18239,,284,0.1839376538991928,,
,18239,,284,,0.1845376193523407,
0.001,18240,,,,,
0.001,18249,,,,,
,18249,0.1850387156009674,285,,,
0.001,18299,,,,,
,18299,0.18398019671440125,285,,,
,18303,,285,0.18394513428211212,,
,18303,,285,,0.18455813825130463,
0.001,18304,,,,,
0.001,18349,,,,,
,18349,0.18539133667945862,286,,,
,18367,,286,0.1840491145849228,,
,18367,,286,,0.18452198803424835,
0.001,18368,,,,,
0.001,18399,,,,,
,18399,0.18408836424350739,287,,,
,18431,,287,0.1840108186006546,,
,18431,,287,,0.18468493223190308,
0.001,18432,,,,,
0.001,18449,,,,,
,18449,0.18513500690460205,288,,,
,18495,,288,0.18394066393375397,,
,18495,,288,,0.18451423943042755,
0.001,18496,,,,,
0.001,18499,,,,,
,18499,0.1831895411014557,289,,,
0.001,18549,,,,,
,18549,0.18571509420871735,289,,,
,18559,,289,0.18391956388950348,,
,18559,,289,,0.1845044493675232,
0.001,18560,,,,,
0.001,18599,,,,,
,18599,0.18485045433044434,290,,,
,18623,,290,0.1839643269777298,,
,18623,,290,,0.1845177859067917,
0.001,18624,,,,,
0.001,18649,,,,,
,18649,0.18406762182712555,291,,,
,18687,,291,0.18409861624240875,,
,18687,,291,,0.18458214402198792,
0.001,18688,,,,,
0.001,18699,,,,,
,18699,0.18256904184818268,292,,,
0.001,18749,,,,,
,18749,0.1853242814540863,292,,,
,18751,,292,0.18394078314304352,,
,18751,,292,,0.18455396592617035,
0.001,18752,,,,,
0.001,18799,,,,,
,18799,0.18415583670139313,293,,,
,18815,,293,0.18392688035964966,,
,18815,,293,,0.18454252183437347,
0.001,18816,,,,,
0.001,18849,,,,,
,18849,0.1846534013748169,294,,,
,18879,,294,0.18393193185329437,,
,18879,,294,,0.18451373279094696,
0.001,18880,,,,,
0.001,18899,,,,,
,18899,0.1849447786808014,295,,,
,18943,,295,0.18398652970790863,,
,18943,,295,,0.18452933430671692,
0.001,18944,,,,,
0.001,18949,,,,,
,18949,0.18638558685779572,296,,,
0.001,18999,,,,,
,18999,0.18585270643234253,296,,,
,19007,,296,0.18395482003688812,,
,19007,,296,,0.18453043699264526,
0.001,19008,,,,,
0.001,19049,,,,,
,19049,0.18322962522506714,297,,,
,19071,,297,0.1839645951986313,,
,19071,,297,,0.18451638519763947,
0.001,19072,,,,,
0.001,19099,,,,,
,19099,0.18440614640712738,298,,,
,19135,,298,0.18404343724250793,,
,19135,,298,,0.18455913662910461,
0.001,19136,,,,,
0.001,19149,,,,,
,19149,0.1831073760986328,299,,,
0.001,19199,,,,,
,19199,0.18385455012321472,299,,,
,19199,,299,0.18394793570041656,,
,19199,,299,,0.18454593420028687,
0.001,19200,,,,,
0.001,19249,,,,,
,19249,0.1825382560491562,300,,,
,19263,,300,0.1841118037700653,,
,19263,,300,,0.18452318012714386,
0.001,19264,,,,,
0.001,19299,,,,,
,19299,0.18388059735298157,301,,,
,19327,,301,0.1839793175458908,,
,19327,,301,,0.18456587195396423,
0.001,19328,,,,,
0.001,19349,,,,,
,19349,0.18220685422420502,302,,,
,19391,,302,0.18392598628997803,,
,19391,,302,,0.18454857170581818,
0.001,19392,,,,,
0.001,19399,,,,,
,19399,0.18363067507743835,303,,,
0.001,19449,,,,,
,19449,0.18272031843662262,303,,,
,19455,,303,0.18392431735992432,,
,19455,,303,,0.18450379371643066,
0.001,19456,,,,,
0.001,19499,,,,,
,19499,0.18520516157150269,304,,,
,19519,,304,0.1840115636587143,,
,19519,,304,,0.18458358943462372,
0.001,19520,,,,,
0.001,19549,,,,,
,19549,0.18355239927768707,305,,,
,19583,,305,0.18402869999408722,,
,19583,,305,,0.184591606259346,
0.001,19584,,,,,
0.001,19599,,,,,
,19599,0.18351095914840698,306,,,
,19647,,306,0.18397141993045807,,
,19647,,306,,0.1845116764307022,
0.001,19648,,,,,
0.001,19649,,,,,
,19649,0.18449558317661285,307,,,
0.001,19699,,,,,
,19699,0.18630588054656982,307,,,
,19711,,307,0.1839495301246643,,
,19711,,307,,0.1846369057893753,
0.001,19712,,,,,
0.001,19749,,,,,
,19749,0.18556474149227142,308,,,
,19775,,308,0.18389374017715454,,
,19775,,308,,0.18450148403644562,
0.001,19776,,,,,
0.001,19799,,,,,
,19799,0.1853916198015213,309,,,
,19839,,309,0.18390215933322906,,
,19839,,309,,0.1845034509897232,
0.001,19840,,,,,
0.001,19849,,,,,
,19849,0.1845606416463852,310,,,
0.001,19899,,,,,
,19899,0.18407577276229858,310,,,
,19903,,310,0.18390312790870667,,
,19903,,310,,0.1845056116580963,
0.001,19904,,,,,
0.001,19949,,,,,
,19949,0.18333812057971954,311,,,
,19967,,311,0.18395733833312988,,
,19967,,311,,0.18454743921756744,
0.001,19968,,,,,
0.001,19999,,,,,
,19999,0.18434402346611023,312,,,
,20031,,312,0.1839003562927246,,
,20031,,312,,0.18449342250823975,
0.001,20032,,,,,
0.001,20049,,,,,
,20049,0.18544502556324005,313,,,
,20095,,313,0.18404333293437958,,
,20095,,313,,0.1844787746667862,
0.001,20096,,,,,
0.001,20099,,,,,
,20099,0.18262359499931335,314,,,
0.001,20149,,,,,
,20149,0.18402379751205444,314,,,
,20159,,314,0.18390759825706482,,
,20159,,314,,0.18448159098625183,
0.001,20160,,,,,
0.001,20199,,,,,
,20199,0.18498152494430542,315,,,
,20223,,315,0.18388493359088898,,
,20223,,315,,0.18446941673755646,
0.001,20224,,,,,
0.001,20249,,,,,
,20249,0.18440167605876923,316,,,
,20287,,316,0.18401378393173218,,
,20287,,316,,0.18469856679439545,
0.001,20288,,,,,
0.001,20299,,,,,
,20299,0.1832728236913681,317,,,
0.001,20349,,,,,
,20349,0.1834082305431366,317,,,
,20351,,317,0.1839500516653061,,
,20351,,317,,0.1845150589942932,
0.001,20352,,,,,
0.001,20399,,,,,
,20399,0.1854715347290039,318,,,
,20415,,318,0.18391096591949463,,
,20415,,318,,0.18450374901294708,
0.001,20416,,,,,
0.001,20449,,,,,
,20449,0.1830197423696518,319,,,
,20479,,319,0.18389908969402313,,
,20479,,319,,0.18448150157928467,
0.001,20480,,,,,
0.001,20499,,,,,
,20499,0.18456698954105377,320,,,
,20543,,320,0.18394280970096588,,
,20543,,320,,0.18450184166431427,
0.001,20544,,,,,
0.001,20549,,,,,
,20549,0.18367905914783478,321,,,
0.001,20599,,,,,
,20599,0.18701143562793732,321,,,
,20607,,321,0.18405050039291382,,
,20607,,321,,0.18466158211231232,
