lr-Adam,step,train_loss_step,epoch,val_loss,train_loss_epoch,test_loss
0.001,20608,,,,,
0.001,20649,,,,,
,20649,0.18328949809074402,322,,,
,20671,,322,0.18390722572803497,,
,20671,,322,,0.1844998002052307,
0.001,20672,,,,,
0.001,20699,,,,,
,20699,0.18366488814353943,323,,,
,20735,,323,0.18391643464565277,,
,20735,,323,,0.1844741702079773,
0.001,20736,,,,,
0.001,20749,,,,,
,20749,0.18305830657482147,324,,,
0.001,20799,,,,,
,20799,0.18491767346858978,324,,,
,20799,,324,0.18388891220092773,,
,20799,,324,,0.18457525968551636,
0.001,20800,,,,,
0.001,20849,,,,,
,20849,0.18348820507526398,325,,,
,20863,,325,0.18393747508525848,,
,20863,,325,,0.18454092741012573,
0.001,20864,,,,,
0.001,20899,,,,,
,20899,0.18423455953598022,326,,,
,20927,,326,0.18389464914798737,,
,20927,,326,,0.18447832763195038,
0.001,20928,,,,,
0.001,20949,,,,,
,20949,0.18377430737018585,327,,,
,20991,,327,0.18389660120010376,,
,20991,,327,,0.1844741255044937,
0.001,20992,,,,,
0.001,20999,,,,,
,20999,0.18490448594093323,328,,,
0.001,21049,,,,,
,21049,0.18579038977622986,328,,,
,21055,,328,0.18393142521381378,,
,21055,,328,,0.18447242677211761,
0.001,21056,,,,,
0.001,21099,,,,,
,21099,0.18547865748405457,329,,,
,21119,,329,0.1839240938425064,,
,21119,,329,,0.18451274931430817,
0.001,21120,,,,,
0.001,21149,,,,,
,21149,0.18613290786743164,330,,,
,21183,,330,0.18391883373260498,,
,21183,,330,,0.18448573350906372,
0.001,21184,,,,,
0.001,21199,,,,,
,21199,0.1854020655155182,331,,,
,21247,,331,0.1839197427034378,,
,21247,,331,,0.18452423810958862,
0.001,21248,,,,,
0.001,21249,,,,,
,21249,0.18359851837158203,332,,,
0.001,21299,,,,,
,21299,0.18374715745449066,332,,,
,21311,,332,0.18389995396137238,,
,21311,,332,,0.18450799584388733,
0.001,21312,,,,,
0.001,21349,,,,,
,21349,0.18480783700942993,333,,,
,21375,,333,0.1839243322610855,,
,21375,,333,,0.18447498977184296,
0.001,21376,,,,,
0.001,21399,,,,,
,21399,0.18442049622535706,334,,,
,21439,,334,0.1839146465063095,,
,21439,,334,,0.1844756156206131,
0.001,21440,,,,,
0.001,21449,,,,,
,21449,0.18558385968208313,335,,,
0.001,21499,,,,,
,21499,0.18561822175979614,335,,,
,21503,,335,0.18394556641578674,,
,21503,,335,,0.18452388048171997,
0.001,21504,,,,,
0.001,21549,,,,,
,21549,0.18550974130630493,336,,,
,21567,,336,0.18389371037483215,,
,21567,,336,,0.1844887137413025,
0.001,21568,,,,,
0.001,21599,,,,,
,21599,0.18523068726062775,337,,,
,21631,,337,0.1838812232017517,,
,21631,,337,,0.18448852002620697,
0.001,21632,,,,,
0.001,21649,,,,,
,21649,0.18396587669849396,338,,,
,21695,,338,0.18388615548610687,,
,21695,,338,,0.18445925414562225,
0.001,21696,,,,,
0.001,21699,,,,,
,21699,0.18498292565345764,339,,,
0.001,21749,,,,,
,21749,0.18382255733013153,339,,,
,21759,,339,0.1838741898536682,,
,21759,,339,,0.18447427451610565,
0.001,21760,,,,,
0.001,21799,,,,,
,21799,0.18455049395561218,340,,,
,21823,,340,0.18421898782253265,,
,21823,,340,,0.18454214930534363,
0.001,21824,,,,,
0.001,21849,,,,,
,21849,0.184106707572937,341,,,
,21887,,341,0.1838766485452652,,
,21887,,341,,0.1845439225435257,
0.001,21888,,,,,
0.001,21899,,,,,
,21899,0.18486183881759644,342,,,
0.001,21949,,,,,
,21949,0.18512043356895447,342,,,
,21951,,342,0.18389351665973663,,
,21951,,342,,0.18446047604084015,
0.001,21952,,,,,
0.001,21999,,,,,
,21999,0.1864670217037201,343,,,
,22015,,343,0.1839415729045868,,
,22015,,343,,0.1844799518585205,
0.001,22016,,,,,
0.001,22049,,,,,
,22049,0.18424123525619507,344,,,
,22079,,344,0.1838851422071457,,
,22079,,344,,0.18445314466953278,
0.001,22080,,,,,
0.001,22099,,,,,
,22099,0.18565097451210022,345,,,
,22143,,345,0.1838989108800888,,
,22143,,345,,0.1844746470451355,
0.001,22144,,,,,
0.001,22149,,,,,
,22149,0.1835080236196518,346,,,
0.001,22199,,,,,
,22199,0.185090109705925,346,,,
,22207,,346,0.1839379221200943,,
,22207,,346,,0.18453975021839142,
0.001,22208,,,,,
0.001,22249,,,,,
,22249,0.18542879819869995,347,,,
,22271,,347,0.1839192509651184,,
,22271,,347,,0.18448737263679504,
0.001,22272,,,,,
0.001,22299,,,,,
,22299,0.1855235993862152,348,,,
,22335,,348,0.18407350778579712,,
,22335,,348,,0.184446319937706,
0.001,22336,,,,,
0.001,22349,,,,,
,22349,0.18395709991455078,349,,,
0.001,22399,,,,,
,22399,0.18596147000789642,349,,,
,22399,,349,0.18389874696731567,,
,22399,,349,,0.18457438051700592,
0.001,22400,,,,,
0.001,22449,,,,,
,22449,0.18405649065971375,350,,,
,22463,,350,0.18386287987232208,,
,22463,,350,,0.18446318805217743,
0.001,22464,,,,,
0.001,22499,,,,,
,22499,0.18395103514194489,351,,,
,22527,,351,0.18388643860816956,,
,22527,,351,,0.1844746321439743,
0.001,22528,,,,,
0.001,22549,,,,,
,22549,0.184213325381279,352,,,
,22591,,352,0.18392124772071838,,
,22591,,352,,0.18445253372192383,
0.001,22592,,,,,
0.001,22599,,,,,
,22599,0.18469569087028503,353,,,
0.001,22649,,,,,
,22649,0.18602977693080902,353,,,
,22655,,353,0.18386752903461456,,
,22655,,353,,0.18446388840675354,
0.001,22656,,,,,
0.001,22699,,,,,
,22699,0.1832323670387268,354,,,
,22719,,354,0.1839008629322052,,
,22719,,354,,0.18445388972759247,
0.001,22720,,,,,
0.001,22749,,,,,
,22749,0.1846185028553009,355,,,
,22783,,355,0.18388937413692474,,
,22783,,355,,0.18445603549480438,
0.001,22784,,,,,
0.001,22799,,,,,
,22799,0.18321745097637177,356,,,
,22847,,356,0.1838603913784027,,
,22847,,356,,0.18446725606918335,
0.001,22848,,,,,
0.001,22849,,,,,
,22849,0.18607689440250397,357,,,
0.001,22899,,,,,
,22899,0.18555815517902374,357,,,
,22911,,357,0.18385764956474304,,
,22911,,357,,0.1844971776008606,
0.001,22912,,,,,
0.001,22949,,,,,
,22949,0.1841241866350174,358,,,
,22975,,358,0.18417447805404663,,
,22975,,358,,0.18447422981262207,
0.001,22976,,,,,
0.001,22999,,,,,
,22999,0.18439191579818726,359,,,
,23039,,359,0.1838606894016266,,
,23039,,359,,0.1845727562904358,
0.001,23040,,,,,
0.001,23049,,,,,
,23049,0.1856316179037094,360,,,
0.001,23099,,,,,
,23099,0.18341074883937836,360,,,
,23103,,360,0.18387247622013092,,
,23103,,360,,0.18444611132144928,
0.001,23104,,,,,
0.001,23149,,,,,
,23149,0.18531684577465057,361,,,
,23167,,361,0.18386517465114594,,
,23167,,361,,0.18446630239486694,
0.001,23168,,,,,
0.001,23199,,,,,
,23199,0.18413174152374268,362,,,
,23231,,362,0.18387895822525024,,
,23231,,362,,0.1844693124294281,
0.001,23232,,,,,
0.001,23249,,,,,
,23249,0.1838708221912384,363,,,
,23295,,363,0.18409419059753418,,
,23295,,363,,0.18449945747852325,
0.001,23296,,,,,
0.001,23299,,,,,
,23299,0.18796475231647491,364,,,
0.001,23349,,,,,
,23349,0.18679997324943542,364,,,
,23359,,364,0.18393689393997192,,
,23359,,364,,0.18462195992469788,
0.001,23360,,,,,
0.001,23399,,,,,
,23399,0.18382324278354645,365,,,
,23423,,365,0.18386918306350708,,
,23423,,365,,0.18446141481399536,
0.001,23424,,,,,
0.001,23449,,,,,
,23449,0.18312790989875793,366,,,
,23487,,366,0.18388321995735168,,
,23487,,366,,0.18445326387882233,
0.001,23488,,,,,
0.001,23499,,,,,
,23499,0.18250715732574463,367,,,
0.001,23549,,,,,
,23549,0.1866009384393692,367,,,
,23551,,367,0.18388022482395172,,
,23551,,367,,0.18444527685642242,
0.001,23552,,,,,
0.001,23599,,,,,
,23599,0.1822502166032791,368,,,
,23615,,368,0.1838523894548416,,
,23615,,368,,0.18448279798030853,
0.001,23616,,,,,
0.001,23649,,,,,
,23649,0.1851295828819275,369,,,
,23679,,369,0.18388055264949799,,
,23679,,369,,0.18445104360580444,
0.001,23680,,,,,
0.001,23699,,,,,
,23699,0.1826322376728058,370,,,
,23743,,370,0.18386845290660858,,
,23743,,370,,0.18448993563652039,
0.001,23744,,,,,
0.001,23749,,,,,
,23749,0.18530845642089844,371,,,
0.001,23799,,,,,
,23799,0.18522486090660095,371,,,
,23807,,371,0.18389010429382324,,
,23807,,371,,0.1844453513622284,
0.001,23808,,,,,
0.001,23849,,,,,
,23849,0.18512408435344696,372,,,
,23871,,372,0.183848574757576,,
,23871,,372,,0.1844380497932434,
0.001,23872,,,,,
0.001,23899,,,,,
,23899,0.18608684837818146,373,,,
,23935,,373,0.1838730126619339,,
,23935,,373,,0.18445922434329987,
0.001,23936,,,,,
0.001,23949,,,,,
,23949,0.18569022417068481,374,,,
0.001,23999,,,,,
,23999,0.18342527747154236,374,,,
,23999,,374,0.18386845290660858,,
,23999,,374,,0.1844530999660492,
0.001,24000,,,,,
0.001,24049,,,,,
,24049,0.183307483792305,375,,,
,24063,,375,0.18392537534236908,,
,24063,,375,,0.18445977568626404,
0.001,24064,,,,,
0.001,24099,,,,,
,24099,0.18412750959396362,376,,,
,24127,,376,0.18390119075775146,,
,24127,,376,,0.18451754748821259,
0.001,24128,,,,,
0.001,24149,,,,,
,24149,0.18276718258857727,377,,,
,24191,,377,0.18387944996356964,,
,24191,,377,,0.18448327481746674,
0.001,24192,,,,,
0.001,24199,,,,,
,24199,0.18669499456882477,378,,,
0.001,24249,,,,,
,24249,0.18428796529769897,378,,,
,24255,,378,0.1838754415512085,,
,24255,,378,,0.18445613980293274,
0.001,24256,,,,,
0.001,24299,,,,,
,24299,0.18517519533634186,379,,,
,24319,,379,0.18387481570243835,,
,24319,,379,,0.18455587327480316,
0.001,24320,,,,,
0.001,24349,,,,,
,24349,0.18458311259746552,380,,,
,24383,,380,0.1838468760251999,,
,24383,,380,,0.18445421755313873,
0.001,24384,,,,,
0.001,24399,,,,,
,24399,0.18439507484436035,381,,,
,24447,,381,0.1838766485452652,,
,24447,,381,,0.18443721532821655,
0.001,24448,,,,,
0.001,24449,,,,,
,24449,0.18328769505023956,382,,,
0.001,24499,,,,,
,24499,0.18277454376220703,382,,,
,24511,,382,0.18384510278701782,,
,24511,,382,,0.18448275327682495,
0.001,24512,,,,,
0.001,24549,,,,,
,24549,0.18387986719608307,383,,,
,24575,,383,0.18384985625743866,,
,24575,,383,,0.18457837402820587,
0.001,24576,,,,,
0.001,24599,,,,,
,24599,0.1862764209508896,384,,,
,24639,,384,0.18394100666046143,,
,24639,,384,,0.18446770310401917,
0.001,24640,,,,,
0.001,24649,,,,,
,24649,0.1833113729953766,385,,,
0.001,24699,,,,,
,24699,0.18424054980278015,385,,,
,24703,,385,0.18391214311122894,,
,24703,,385,,0.18450920283794403,
0.001,24704,,,,,
0.001,24749,,,,,
,24749,0.18271209299564362,386,,,
,24767,,386,0.1838575005531311,,
,24767,,386,,0.18451054394245148,
0.001,24768,,,,,
0.001,24799,,,,,
,24799,0.18289723992347717,387,,,
,24831,,387,0.1838454157114029,,
,24831,,387,,0.1844259649515152,
0.001,24832,,,,,
0.001,24849,,,,,
,24849,0.1847197264432907,388,,,
,24895,,388,0.18384020030498505,,
,24895,,388,,0.18443270027637482,
0.001,24896,,,,,
0.001,24899,,,,,
,24899,0.18436676263809204,389,,,
0.001,24949,,,,,
,24949,0.1851624846458435,389,,,
,24959,,389,0.18385381996631622,,
,24959,,389,,0.18445266783237457,
0.001,24960,,,,,
0.001,24999,,,,,
,24999,0.18321488797664642,390,,,
,25023,,390,0.18396255373954773,,
,25023,,390,,0.18443875014781952,
0.001,25024,,,,,
0.001,25049,,,,,
,25049,0.18419702351093292,391,,,
,25087,,391,0.18385939300060272,,
,25087,,391,,0.18446972966194153,
0.001,25088,,,,,
0.001,25099,,,,,
,25099,0.18363183736801147,392,,,
0.001,25149,,,,,
,25149,0.1845059096813202,392,,,
,25151,,392,0.18391075730323792,,
,25151,,392,,0.1844603717327118,
0.001,25152,,,,,
0.001,25199,,,,,
,25199,0.18523018062114716,393,,,
,25215,,393,0.1838417798280716,,
,25215,,393,,0.18443013727664948,
0.001,25216,,,,,
0.001,25249,,,,,
,25249,0.18432147800922394,394,,,
,25279,,394,0.1838477998971939,,
,25279,,394,,0.18442194163799286,
0.001,25280,,,,,
0.001,25299,,,,,
,25299,0.18489137291908264,395,,,
,25343,,395,0.18386271595954895,,
,25343,,395,,0.18449462950229645,
0.001,25344,,,,,
0.001,25349,,,,,
,25349,0.18562453985214233,396,,,
0.001,25399,,,,,
,25399,0.18436454236507416,396,,,
,25407,,396,0.18383853137493134,,
,25407,,396,,0.1844475418329239,
0.001,25408,,,,,
0.001,25449,,,,,
,25449,0.18405038118362427,397,,,
,25471,,397,0.18383808434009552,,
,25471,,397,,0.18441997468471527,
0.001,25472,,,,,
0.001,25499,,,,,
,25499,0.18466520309448242,398,,,
,25535,,398,0.1838918775320053,,
,25535,,398,,0.18443772196769714,
0.001,25536,,,,,
0.001,25549,,,,,
,25549,0.18451561033725739,399,,,
0.001,25599,,,,,
,25599,0.1859274059534073,399,,,
,25599,,399,0.1838918775320053,,
,25599,,399,,0.18447184562683105,
0.001,25600,,,,,
0.001,25649,,,,,
,25649,0.18440017104148865,400,,,
,25663,,400,0.1838381290435791,,
,25663,,400,,0.1844417303800583,
0.001,25664,,,,,
0.001,25699,,,,,
,25699,0.1838316172361374,401,,,
,25727,,401,0.18388260900974274,,
,25727,,401,,0.1844271570444107,
0.001,25728,,,,,
0.001,25749,,,,,
,25749,0.18731866776943207,402,,,
,25791,,402,0.18386156857013702,,
,25791,,402,,0.1844615638256073,
0.001,25792,,,,,
0.001,25799,,,,,
,25799,0.1832701712846756,403,,,
0.001,25849,,,,,
,25849,0.18413510918617249,403,,,
,25855,,403,0.183889701962471,,
,25855,,403,,0.18454506993293762,
0.001,25856,,,,,
0.001,25899,,,,,
,25899,0.18334732949733734,404,,,
,25919,,404,0.18382659554481506,,
,25919,,404,,0.18441228568553925,
0.001,25920,,,,,
0.001,25949,,,,,
,25949,0.1864151507616043,405,,,
,25983,,405,0.1838289052248001,,
,25983,,405,,0.18442018330097198,
0.001,25984,,,,,
0.001,25999,,,,,
,25999,0.18362650275230408,406,,,
,26047,,406,0.18385687470436096,,
,26047,,406,,0.18443265557289124,
0.001,26048,,,,,
0.001,26049,,,,,
,26049,0.18239451944828033,407,,,
0.001,26099,,,,,
,26099,0.18471506237983704,407,,,
,26111,,407,0.1838351935148239,,
,26111,,407,,0.1844167560338974,
0.001,26112,,,,,
0.001,26149,,,,,
,26149,0.18418174982070923,408,,,
,26175,,408,0.18424832820892334,,
,26175,,408,,0.1845294088125229,
0.001,26176,,,,,
0.001,26199,,,,,
,26199,0.18530936539173126,409,,,
,26239,,409,0.1838628351688385,,
,26239,,409,,0.18446515500545502,
0.001,26240,,,,,
0.001,26249,,,,,
,26249,0.18511703610420227,410,,,
0.001,26299,,,,,
,26299,0.18394631147384644,410,,,
,26303,,410,0.18384411931037903,,
,26303,,410,,0.18442519009113312,
0.001,26304,,,,,
0.001,26349,,,,,
,26349,0.18308871984481812,411,,,
,26367,,411,0.18382976949214935,,
,26367,,411,,0.18441252410411835,
0.001,26368,,,,,
0.001,26399,,,,,
,26399,0.18387985229492188,412,,,
,26431,,412,0.18399815261363983,,
,26431,,412,,0.18452082574367523,
0.001,26432,,,,,
0.001,26449,,,,,
,26449,0.1848398596048355,413,,,
,26495,,413,0.18387708067893982,,
,26495,,413,,0.18445158004760742,
0.001,26496,,,,,
0.001,26499,,,,,
,26499,0.18370555341243744,414,,,
0.001,26549,,,,,
,26549,0.1859901398420334,414,,,
,26559,,414,0.1838523894548416,,
,26559,,414,,0.18444649875164032,
0.001,26560,,,,,
0.001,26599,,,,,
,26599,0.18392598628997803,415,,,
,26623,,415,0.18386581540107727,,
,26623,,415,,0.18442769348621368,
0.001,26624,,,,,
0.001,26649,,,,,
,26649,0.184371218085289,416,,,
,26687,,416,0.18386207520961761,,
,26687,,416,,0.18442295491695404,
0.001,26688,,,,,
0.001,26699,,,,,
,26699,0.1849973499774933,417,,,
0.001,26749,,,,,
,26749,0.1850520372390747,417,,,
,26751,,417,0.18384362757205963,,
,26751,,417,,0.18442454934120178,
0.001,26752,,,,,
0.001,26799,,,,,
,26799,0.18324370682239532,418,,,
,26815,,418,0.18384896218776703,,
,26815,,418,,0.18447484076023102,
0.001,26816,,,,,
0.001,26849,,,,,
,26849,0.18413719534873962,419,,,
,26879,,419,0.18391303718090057,,
,26879,,419,,0.1844303011894226,
0.001,26880,,,,,
0.001,26899,,,,,
,26899,0.1835332065820694,420,,,
,26943,,420,0.18383288383483887,,
,26943,,420,,0.18444903194904327,
0.001,26944,,,,,
0.001,26949,,,,,
,26949,0.18508756160736084,421,,,
0.001,26999,,,,,
,26999,0.18261687457561493,421,,,
,27007,,421,0.18397051095962524,,
,27007,,421,,0.18453174829483032,
0.001,27008,,,,,
0.001,27049,,,,,
,27049,0.18521137535572052,422,,,
,27071,,422,0.1838487684726715,,
,27071,,422,,0.1844479888677597,
0.001,27072,,,,,
0.001,27099,,,,,
,27099,0.1843152791261673,423,,,
,27135,,423,0.1838226169347763,,
,27135,,423,,0.18441778421401978,
0.001,27136,,,,,
0.001,27149,,,,,
,27149,0.18322598934173584,424,,,
0.001,27199,,,,,
,27199,0.18521051108837128,424,,,
,27199,,424,0.1840662956237793,,
,27199,,424,,0.1844458281993866,
0.001,27200,,,,,
0.001,27249,,,,,
,27249,0.1826903223991394,425,,,
,27263,,425,0.18383365869522095,,
,27263,,425,,0.18445298075675964,
0.001,27264,,,,,
0.001,27299,,,,,
,27299,0.1838463842868805,426,,,
,27327,,426,0.1838405728340149,,
,27327,,426,,0.1844320297241211,
0.001,27328,,,,,
0.001,27349,,,,,
,27349,0.18426966667175293,427,,,
,27391,,427,0.18384425342082977,,
,27391,,427,,0.184416726231575,
0.001,27392,,,,,
0.001,27399,,,,,
,27399,0.18411614000797272,428,,,
0.001,27449,,,,,
,27449,0.18565987050533295,428,,,
,27455,,428,0.18390879034996033,,
,27455,,428,,0.18445715308189392,
0.001,27456,,,,,
0.001,27499,,,,,
,27499,0.1834547072649002,429,,,
,27519,,429,0.1838511973619461,,
,27519,,429,,0.18441016972064972,
0.001,27520,,,,,
0.001,27549,,,,,
,27549,0.18293282389640808,430,,,
,27583,,430,0.18384039402008057,,
,27583,,430,,0.1844867765903473,
0.001,27584,,,,,
0.001,27599,,,,,
,27599,0.18529316782951355,431,,,
,27647,,431,0.18384791910648346,,
,27647,,431,,0.1845136284828186,
0.001,27648,,,,,
0.001,27649,,,,,
,27649,0.18273063004016876,432,,,
0.001,27699,,,,,
,27699,0.18574707210063934,432,,,
,27711,,432,0.1838565319776535,,
,27711,,432,,0.18441814184188843,
0.001,27712,,,,,
0.001,27749,,,,,
,27749,0.18288667500019073,433,,,
,27775,,433,0.18383529782295227,,
,27775,,433,,0.18442122638225555,
0.001,27776,,,,,
0.001,27799,,,,,
,27799,0.18636535108089447,434,,,
,27839,,434,0.18382787704467773,,
,27839,,434,,0.18441681563854218,
0.001,27840,,,,,
0.001,27849,,,,,
,27849,0.18297605216503143,435,,,
0.001,27899,,,,,
,27899,0.18309259414672852,435,,,
,27903,,435,0.18384821712970734,,
,27903,,435,,0.18439990282058716,
0.001,27904,,,,,
0.001,27949,,,,,
,27949,0.18348078429698944,436,,,
,27967,,436,0.18391457200050354,,
,27967,,436,,0.18441523611545563,
0.001,27968,,,,,
0.001,27999,,,,,
,27999,0.18286314606666565,437,,,
,28031,,437,0.18383318185806274,,
,28031,,437,,0.18443265557289124,
0.001,28032,,,,,
0.001,28049,,,,,
,28049,0.18451513350009918,438,,,
,28095,,438,0.18382522463798523,,
,28095,,438,,0.1844222992658615,
0.001,28096,,,,,
0.001,28099,,,,,
,28099,0.18538790941238403,439,,,
0.001,28149,,,,,
,28149,0.1825578510761261,439,,,
,28159,,439,0.18381290137767792,,
,28159,,439,,0.18441325426101685,
0.001,28160,,,,,
0.001,28199,,,,,
,28199,0.18295040726661682,440,,,
,28223,,440,0.18382683396339417,,
,28223,,440,,0.18441246449947357,
0.001,28224,,,,,
0.001,28249,,,,,
,28249,0.18590223789215088,441,,,
,28287,,441,0.18411074578762054,,
,28287,,441,,0.1844826489686966,
0.001,28288,,,,,
0.001,28299,,,,,
,28299,0.18533948063850403,442,,,
0.001,28349,,,,,
,28349,0.18459737300872803,442,,,
,28351,,442,0.18390515446662903,,
,28351,,442,,0.1845211684703827,
0.001,28352,,,,,
0.001,28399,,,,,
,28399,0.184124156832695,443,,,
,28415,,443,0.18381670117378235,,
,28415,,443,,0.18440461158752441,
0.001,28416,,,,,
0.001,28449,,,,,
,28449,0.18396538496017456,444,,,
,28479,,444,0.18382863700389862,,
,28479,,444,,0.18443118035793304,
0.001,28480,,,,,
0.001,28499,,,,,
,28499,0.18437610566616058,445,,,
,28543,,445,0.18381661176681519,,
,28543,,445,,0.1844123899936676,
0.001,28544,,,,,
0.001,28549,,,,,
,28549,0.18406251072883606,446,,,
0.001,28599,,,,,
,28599,0.1859283298254013,446,,,
,28607,,446,0.18385717272758484,,
,28607,,446,,0.18440547585487366,
0.001,28608,,,,,
0.001,28649,,,,,
,28649,0.18424998223781586,447,,,
,28671,,447,0.18382517993450165,,
,28671,,447,,0.18440590798854828,
0.001,28672,,,,,
0.001,28699,,,,,
,28699,0.18467029929161072,448,,,
,28735,,448,0.1838301718235016,,
,28735,,448,,0.18451035022735596,
0.001,28736,,,,,
0.001,28749,,,,,
,28749,0.18276402354240417,449,,,
0.001,28799,,,,,
,28799,0.18282486498355865,449,,,
,28799,,449,0.18382318317890167,,
,28799,,449,,0.18445520102977753,
0.001,28800,,,,,
0.001,28849,,,,,
,28849,0.18587520718574524,450,,,
,28863,,450,0.18428605794906616,,
,28863,,450,,0.1844256967306137,
0.001,28864,,,,,
0.001,28899,,,,,
,28899,0.1853926181793213,451,,,
,28927,,451,0.18385303020477295,,
,28927,,451,,0.18448519706726074,
0.001,28928,,,,,
0.001,28949,,,,,
,28949,0.18559761345386505,452,,,
,28991,,452,0.1838359236717224,,
,28991,,452,,0.18441897630691528,
0.001,28992,,,,,
0.001,28999,,,,,
,28999,0.18474143743515015,453,,,
0.001,29049,,,,,
,29049,0.18424709141254425,453,,,
,29055,,453,0.1838284581899643,,
,29055,,453,,0.18441711366176605,
0.001,29056,,,,,
0.001,29099,,,,,
,29099,0.18497797846794128,454,,,
,29119,,454,0.18384020030498505,,
,29119,,454,,0.18440455198287964,
0.001,29120,,,,,
0.001,29149,,,,,
,29149,0.18334878981113434,455,,,
,29183,,455,0.18382830917835236,,
,29183,,455,,0.18440653383731842,
0.001,29184,,,,,
0.001,29199,,,,,
,29199,0.18485663831233978,456,,,
,29247,,456,0.18403615057468414,,
,29247,,456,,0.1844986528158188,
0.001,29248,,,,,
0.001,29249,,,,,
,29249,0.1847822666168213,457,,,
0.001,29299,,,,,
,29299,0.18300212919712067,457,,,
,29311,,457,0.1839226335287094,,
,29311,,457,,0.18445265293121338,
0.001,29312,,,,,
0.001,29349,,,,,
,29349,0.18262061476707458,458,,,
,29375,,458,0.1838175505399704,,
,29375,,458,,0.18442492187023163,
0.001,29376,,,,,
0.001,29399,,,,,
,29399,0.1839597076177597,459,,,
,29439,,459,0.1838267296552658,,
,29439,,459,,0.18439745903015137,
0.001,29440,,,,,
0.001,29449,,,,,
,29449,0.18478462100028992,460,,,
0.001,29499,,,,,
,29499,0.18526366353034973,460,,,
,29503,,460,0.18381854891777039,,
,29503,,460,,0.18439361453056335,
0.001,29504,,,,,
0.001,29549,,,,,
,29549,0.18344706296920776,461,,,
,29567,,461,0.18388210237026215,,
,29567,,461,,0.1845364272594452,
0.001,29568,,,,,
0.001,29599,,,,,
,29599,0.18381674587726593,462,,,
,29631,,462,0.1838073432445526,,
,29631,,462,,0.18440863490104675,
0.001,29632,,,,,
0.001,29649,,,,,
,29649,0.18362855911254883,463,,,
,29695,,463,0.18383115530014038,,
,29695,,463,,0.18441283702850342,
0.001,29696,,,,,
0.001,29699,,,,,
,29699,0.1826416552066803,464,,,
0.001,29749,,,,,
,29749,0.1836940348148346,464,,,
,29759,,464,0.1838192194700241,,
,29759,,464,,0.18444669246673584,
0.001,29760,,,,,
0.001,29799,,,,,
,29799,0.18447981774806976,465,,,
,29823,,465,0.18384070694446564,,
,29823,,465,,0.18439865112304688,
0.001,29824,,,,,
0.001,29849,,,,,
,29849,0.18493548035621643,466,,,
,29887,,466,0.183833509683609,,
,29887,,466,,0.18439924716949463,
0.001,29888,,,,,
0.001,29899,,,,,
,29899,0.18537160754203796,467,,,
0.001,29949,,,,,
,29949,0.18302075564861298,467,,,
,29951,,467,0.18385939300060272,,
,29951,,467,,0.18458768725395203,
0.001,29952,,,,,
0.001,29999,,,,,
,29999,0.1845705807209015,468,,,
,30015,,468,0.183824822306633,,
,30015,,468,,0.18442557752132416,
0.001,30016,,,,,
0.001,30049,,,,,
,30049,0.18337896466255188,469,,,
,30079,,469,0.18384823203086853,,
,30079,,469,,0.18440251052379608,
0.001,30080,,,,,
0.001,30099,,,,,
,30099,0.18417398631572723,470,,,
,30143,,470,0.1838209480047226,,
,30143,,470,,0.1843993067741394,
0.001,30144,,,,,
0.001,30149,,,,,
,30149,0.18251246213912964,471,,,
0.001,30199,,,,,
,30199,0.18516047298908234,471,,,
,30207,,471,0.18380580842494965,,
,30207,,471,,0.18442288041114807,
0.001,30208,,,,,
0.001,30249,,,,,
,30249,0.1861029714345932,472,,,
,30271,,472,0.18385496735572815,,
,30271,,472,,0.18438826501369476,
0.001,30272,,,,,
0.001,30299,,,,,
,30299,0.184115469455719,473,,,
,30335,,473,0.18394842743873596,,
,30335,,473,,0.1844048798084259,
0.001,30336,,,,,
0.001,30349,,,,,
,30349,0.1857825219631195,474,,,
0.001,30399,,,,,
,30399,0.1838522106409073,474,,,
,30399,,474,0.18394500017166138,,
,30399,,474,,0.18448294699192047,
0.001,30400,,,,,
0.001,30449,,,,,
,30449,0.18507353961467743,475,,,
,30463,,475,0.183802530169487,,
,30463,,475,,0.1843927949666977,
0.001,30464,,,,,
0.001,30499,,,,,
,30499,0.1841513067483902,476,,,
,30527,,476,0.18383179605007172,,
,30527,,476,,0.1843942254781723,
0.001,30528,,,,,
0.001,30549,,,,,
,30549,0.18547797203063965,477,,,
,30591,,477,0.1839374154806137,,
,30591,,477,,0.18442901968955994,
0.001,30592,,,,,
0.001,30599,,,,,
,30599,0.18456009030342102,478,,,
0.001,30649,,,,,
,30649,0.18667742609977722,478,,,
,30655,,478,0.18380877375602722,,
,30655,,478,,0.1844060719013214,
0.001,30656,,,,,
0.001,30699,,,,,
,30699,0.18351474404335022,479,,,
,30719,,479,0.18379953503608704,,
,30719,,479,,0.1844130903482437,
0.001,30720,,,,,
0.001,30749,,,,,
,30749,0.18340326845645905,480,,,
,30783,,480,0.18386664986610413,,
,30783,,480,,0.1844009906053543,
0.001,30784,,,,,
0.001,30799,,,,,
,30799,0.18293720483779907,481,,,
,30847,,481,0.1838705688714981,,
,30847,,481,,0.18441304564476013,
0.001,30848,,,,,
0.001,30849,,,,,
,30849,0.1836731880903244,482,,,
0.001,30899,,,,,
,30899,0.1855064034461975,482,,,
,30911,,482,0.18403874337673187,,
,30911,,482,,0.18463736772537231,
0.001,30912,,,,,
0.001,30949,,,,,
,30949,0.1870664656162262,483,,,
,30975,,483,0.1838204264640808,,
