step,train_loss_step,lr-AdamW,epoch,val_loss,train_loss_epoch,test_loss
10299,0.23067885637283325,,160,,,
10303,,,160,0.04582915082573891,,
10303,,,160,,0.23447905480861664,
10304,,0.001,,,,
10349,,0.001,,,,
10349,0.2115900218486786,,161,,,
10367,,,161,0.04348009079694748,,
10367,,,161,,0.2339848428964615,
10368,,0.001,,,,
10399,,0.001,,,,
10399,0.15778948366641998,,162,,,
10431,,,162,0.04358198121190071,,
10431,,,162,,0.23646341264247894,
10432,,0.001,,,,
10449,,0.001,,,,
10449,0.203535795211792,,163,,,
10495,,,163,0.04670480638742447,,
10495,,,163,,0.23437024652957916,
10496,,0.001,,,,
10499,,0.001,,,,
10499,0.2225385308265686,,164,,,
10549,,0.001,,,,
10549,0.22690536081790924,,164,,,
10559,,,164,0.047553129494190216,,
10559,,,164,,0.23648621141910553,
10560,,0.001,,,,
10599,,0.001,,,,
10599,0.2419009804725647,,165,,,
10623,,,165,0.044603168964385986,,
10623,,,165,,0.23584292829036713,
10624,,0.001,,,,
10649,,0.001,,,,
10649,0.20499873161315918,,166,,,
10687,,,166,0.04350161552429199,,
10687,,,166,,0.23460230231285095,
10688,,0.001,,,,
10699,,0.001,,,,
10699,0.15213152766227722,,167,,,
10749,,0.001,,,,
10749,0.2598045766353607,,167,,,
10751,,,167,0.04356449469923973,,
10751,,,167,,0.2377055287361145,
10752,,0.001,,,,
10799,,0.001,,,,
10799,0.2918424606323242,,168,,,
10815,,,168,0.04445192217826843,,
10815,,,168,,0.2370607852935791,
10816,,0.001,,,,
10849,,0.001,,,,
10849,0.2517472803592682,,169,,,
10879,,,169,0.04260065034031868,,
10879,,,169,,0.23561149835586548,
10880,,0.001,,,,
10899,,0.001,,,,
10899,0.22204968333244324,,170,,,
10943,,,170,0.043216630816459656,,
10943,,,170,,0.23387783765792847,
10944,,0.001,,,,
10949,,0.001,,,,
10949,0.16784325242042542,,171,,,
10999,,0.001,,,,
10999,0.19995373487472534,,171,,,
11007,,,171,0.042859796434640884,,
11007,,,171,,0.23736874759197235,
11008,,0.001,,,,
11049,,0.001,,,,
11049,0.312385231256485,,172,,,
11071,,,172,0.04436957836151123,,
11071,,,172,,0.2371731698513031,
11072,,0.001,,,,
11099,,0.001,,,,
11099,0.2407243251800537,,173,,,
11135,,,173,0.04927755892276764,,
11135,,,173,,0.23732832074165344,
11136,,0.001,,,,
11149,,0.001,,,,
11149,0.13439327478408813,,174,,,
11199,,0.001,,,,
11199,0.17645734548568726,,174,,,
11199,,,174,0.043465759605169296,,
11199,,,174,,0.23636776208877563,
11200,,0.001,,,,
11249,,0.001,,,,
11249,0.20004817843437195,,175,,,
11263,,,175,0.04339359328150749,,
11263,,,175,,0.23480720818042755,
11264,,0.001,,,,
11299,,0.001,,,,
11299,0.3282429277896881,,176,,,
11327,,,176,0.04474566876888275,,
11327,,,176,,0.23605670034885406,
11328,,0.001,,,,
11349,,0.001,,,,
11349,0.27863115072250366,,177,,,
11391,,,177,0.04304736107587814,,
11391,,,177,,0.2373703420162201,
11392,,0.001,,,,
11399,,0.001,,,,
11399,0.2525978982448578,,178,,,
11449,,0.001,,,,
11449,0.25110888481140137,,178,,,
11455,,,178,0.04394853115081787,,
11455,,,178,,0.23622751235961914,
11456,,0.001,,,,
11499,,0.001,,,,
11499,0.17545874416828156,,179,,,
11519,,,179,0.04685339704155922,,
11519,,,179,,0.23477262258529663,
11520,,0.001,,,,
11549,,0.001,,,,
11549,0.24731771647930145,,180,,,
11583,,,180,0.044069088995456696,,
11583,,,180,,0.23571226000785828,
11584,,0.001,,,,
11599,,0.001,,,,
11599,0.3260830044746399,,181,,,
11647,,,181,0.04378226026892662,,
11647,,,181,,0.23564594984054565,
11648,,0.001,,,,
11649,,0.001,,,,
11649,0.28526604175567627,,182,,,
11699,,0.001,,,,
11699,0.1608273983001709,,182,,,
11711,,,182,0.04294237121939659,,
11711,,,182,,0.23492562770843506,
11712,,0.001,,,,
11749,,0.001,,,,
11749,0.27834776043891907,,183,,,
11775,,,183,0.043516162782907486,,
11775,,,183,,0.23634910583496094,
11776,,0.001,,,,
11799,,0.001,,,,
11799,0.3171534538269043,,184,,,
11839,,,184,0.04354063794016838,,
11839,,,184,,0.23647478222846985,
11840,,0.001,,,,
11849,,0.001,,,,
11849,0.2166665643453598,,185,,,
11899,,0.001,,,,
11899,0.2774425745010376,,185,,,
11903,,,185,0.04361690580844879,,
11903,,,185,,0.23779746890068054,
11904,,0.001,,,,
11949,,0.001,,,,
11949,0.26835131645202637,,186,,,
11967,,,186,0.04357010871171951,,
11967,,,186,,0.2339165061712265,
11968,,0.001,,,,
11999,,0.001,,,,
11999,0.2502128481864929,,187,,,
12031,,,187,0.042781535536050797,,
12031,,,187,,0.2357534021139145,
12032,,0.001,,,,
12049,,0.001,,,,
12049,0.25033530592918396,,188,,,
12095,,,188,0.04339165985584259,,
12095,,,188,,0.23519141972064972,
12096,,0.001,,,,
12099,,0.001,,,,
12099,0.23715700209140778,,189,,,
12149,,0.001,,,,
12149,0.2963951528072357,,189,,,
12159,,,189,0.04657171666622162,,
12159,,,189,,0.23776431381702423,
12160,,0.001,,,,
12199,,0.001,,,,
12199,0.24891015887260437,,190,,,
12223,,,190,0.04689241573214531,,
12223,,,190,,0.23810483515262604,
12224,,0.001,,,,
12249,,0.001,,,,
12249,0.1851392686367035,,191,,,
12287,,,191,0.04435049369931221,,
12287,,,191,,0.2357712984085083,
12288,,0.001,,,,
12299,,0.001,,,,
12299,0.3200215995311737,,192,,,
12349,,0.001,,,,
12349,0.32207900285720825,,192,,,
12351,,,192,0.044188108295202255,,
12351,,,192,,0.23441874980926514,
12352,,0.001,,,,
12399,,0.001,,,,
12399,0.28829285502433777,,193,,,
12415,,,193,0.04539673775434494,,
12415,,,193,,0.23458801209926605,
12416,,0.001,,,,
12449,,0.001,,,,
12449,0.29306524991989136,,194,,,
12479,,,194,0.04300498589873314,,
12479,,,194,,0.2343991994857788,
12480,,0.001,,,,
12499,,0.001,,,,
12499,0.20996549725532532,,195,,,
12543,,,195,0.04490656405687332,,
12543,,,195,,0.23393383622169495,
12544,,0.001,,,,
12549,,0.001,,,,
12549,0.29271796345710754,,196,,,
12599,,0.001,,,,
12599,0.14310872554779053,,196,,,
12607,,,196,0.047234583646059036,,
12607,,,196,,0.23746375739574432,
12608,,0.001,,,,
12649,,0.001,,,,
12649,0.1963253915309906,,197,,,
12671,,,197,0.043154094368219376,,
12671,,,197,,0.23499150574207306,
12672,,0.001,,,,
12699,,0.001,,,,
12699,0.2670779824256897,,198,,,
12735,,,198,0.045087289065122604,,
12735,,,198,,0.2349696010351181,
12736,,0.001,,,,
12749,,0.001,,,,
12749,0.23083671927452087,,199,,,
12799,,0.001,,,,
12799,0.22540457546710968,,199,,,
12799,,,199,0.04376954212784767,,
12799,,,199,,0.23527532815933228,
12800,,0.001,,,,
12849,,0.001,,,,
12849,0.2754100561141968,,200,,,
12863,,,200,0.04466096684336662,,
12863,,,200,,0.23568877577781677,
12864,,0.001,,,,
12899,,0.001,,,,
12899,0.2853055000305176,,201,,,
12927,,,201,0.04374388977885246,,
12927,,,201,,0.23413345217704773,
12928,,0.001,,,,
12949,,0.001,,,,
12949,0.1640787273645401,,202,,,
12991,,,202,0.04320329800248146,,
12991,,,202,,0.23429077863693237,
12992,,0.001,,,,
12999,,0.001,,,,
12999,0.3166312277317047,,203,,,
13049,,0.001,,,,
13049,0.1808711588382721,,203,,,
13055,,,203,0.04453539475798607,,
13055,,,203,,0.23679380118846893,
13056,,0.001,,,,
13099,,0.001,,,,
13099,0.2946282923221588,,204,,,
13119,,,204,0.04310113936662674,,
13119,,,204,,0.2370370477437973,
13120,,0.001,,,,
13149,,0.001,,,,
13149,0.20850852131843567,,205,,,
13183,,,205,0.04458233341574669,,
13183,,,205,,0.23491524159908295,
13184,,0.001,,,,
13199,,0.001,,,,
13199,0.27030935883522034,,206,,,
13247,,,206,0.04507822170853615,,
13247,,,206,,0.23600666224956512,
13248,,0.001,,,,
13249,,0.001,,,,
13249,0.1982802152633667,,207,,,
13299,,0.001,,,,
13299,0.20678110420703888,,207,,,
13311,,,207,0.046802323311567307,,
13311,,,207,,0.2371702641248703,
13312,,0.001,,,,
13349,,0.001,,,,
13349,0.24642811715602875,,208,,,
13375,,,208,0.0437370128929615,,
13375,,,208,,0.2342391014099121,
13376,,0.001,,,,
13399,,0.001,,,,
13399,0.25019311904907227,,209,,,
13439,,,209,0.04353521764278412,,
13439,,,209,,0.23802198469638824,
13440,,0.001,,,,
13449,,0.001,,,,
13449,0.21004357933998108,,210,,,
13499,,0.001,,,,
13499,0.28788360953330994,,210,,,
13503,,,210,0.0448111928999424,,
13503,,,210,,0.2357889711856842,
13504,,0.001,,,,
13549,,0.001,,,,
13549,0.1634170562028885,,211,,,
13567,,,211,0.04318929836153984,,
13567,,,211,,0.23773124814033508,
13568,,0.001,,,,
13599,,0.001,,,,
13599,0.17710155248641968,,212,,,
13631,,,212,0.043544918298721313,,
13631,,,212,,0.2376483976840973,
13632,,0.001,,,,
13649,,0.001,,,,
13649,0.269635409116745,,213,,,
13695,,,213,0.043947312980890274,,
13695,,,213,,0.2368144690990448,
13696,,0.001,,,,
13699,,0.001,,,,
13699,0.1477382481098175,,214,,,
13749,,0.001,,,,
13749,0.2583968937397003,,214,,,
13759,,,214,0.0444311797618866,,
13759,,,214,,0.2321563959121704,
13760,,0.001,,,,
13799,,0.001,,,,
13799,0.23971852660179138,,215,,,
13823,,,215,0.04415656626224518,,
13823,,,215,,0.2364996075630188,
13824,,0.001,,,,
13849,,0.001,,,,
13849,0.2539806365966797,,216,,,
13887,,,216,0.046054642647504807,,
13887,,,216,,0.23305729031562805,
13888,,0.001,,,,
13899,,0.001,,,,
13899,0.2675498425960541,,217,,,
13949,,0.001,,,,
13949,0.3251524567604065,,217,,,
13951,,,217,0.04240618273615837,,
13951,,,217,,0.2364567369222641,
13952,,0.001,,,,
13999,,0.001,,,,
13999,0.2953769862651825,,218,,,
14015,,,218,0.04354870319366455,,
14015,,,218,,0.23331955075263977,
14016,,0.001,,,,
14049,,0.001,,,,
14049,0.2599242329597473,,219,,,
14079,,,219,0.04345453158020973,,
14079,,,219,,0.2345132678747177,
14080,,0.001,,,,
14099,,0.001,,,,
14099,0.20932349562644958,,220,,,
14143,,,220,0.04259278625249863,,
14143,,,220,,0.23374049365520477,
14144,,0.001,,,,
14149,,0.001,,,,
14149,0.20939436554908752,,221,,,
14199,,0.001,,,,
14199,0.2964637279510498,,221,,,
14207,,,221,0.04521750658750534,,
14207,,,221,,0.23489269614219666,
14208,,0.001,,,,
14249,,0.001,,,,
14249,0.3358461260795593,,222,,,
14271,,,222,0.04612443968653679,,
14271,,,222,,0.23381350934505463,
14272,,0.001,,,,
14299,,0.001,,,,
14299,0.18459193408489227,,223,,,
14335,,,223,0.0423772856593132,,
14335,,,223,,0.23493699729442596,
14336,,0.001,,,,
14349,,0.001,,,,
14349,0.34043943881988525,,224,,,
14399,,0.001,,,,
14399,0.24591884016990662,,224,,,
14399,,,224,0.0465993657708168,,
14399,,,224,,0.2365586757659912,
14400,,0.001,,,,
14449,,0.001,,,,
14449,0.24398742616176605,,225,,,
14463,,,225,0.042869459837675095,,
14463,,,225,,0.23381273448467255,
14464,,0.001,,,,
14499,,0.001,,,,
14499,0.2335357964038849,,226,,,
14527,,,226,0.04283080995082855,,
14527,,,226,,0.23410654067993164,
14528,,0.001,,,,
14549,,0.001,,,,
14549,0.20274578034877777,,227,,,
14591,,,227,0.044456202536821365,,
14591,,,227,,0.23548626899719238,
14592,,0.001,,,,
14599,,0.001,,,,
14599,0.22064393758773804,,228,,,
14649,,0.001,,,,
14649,0.2764991521835327,,228,,,
14655,,,228,0.04279292747378349,,
14655,,,228,,0.23782561719417572,
14656,,0.001,,,,
14699,,0.001,,,,
14699,0.28903844952583313,,229,,,
14719,,,229,0.04300554469227791,,
14719,,,229,,0.23528020083904266,
14720,,0.001,,,,
14749,,0.001,,,,
14749,0.234038308262825,,230,,,
14783,,,230,0.04285664111375809,,
14783,,,230,,0.23276478052139282,
14784,,0.001,,,,
14799,,0.001,,,,
14799,0.2362707555294037,,231,,,
14847,,,231,0.04254782572388649,,
14847,,,231,,0.23161524534225464,
14848,,0.001,,,,
14849,,0.001,,,,
14849,0.17630718648433685,,232,,,
14899,,0.001,,,,
14899,0.14972493052482605,,232,,,
14911,,,232,0.04304496571421623,,
14911,,,232,,0.2337212860584259,
14912,,0.001,,,,
14949,,0.001,,,,
14949,0.186164990067482,,233,,,
14975,,,233,0.04279063642024994,,
14975,,,233,,0.23522847890853882,
14976,,0.001,,,,
14999,,0.001,,,,
14999,0.24289141595363617,,234,,,
15039,,,234,0.04352454096078873,,
15039,,,234,,0.23580427467823029,
15040,,0.001,,,,
15049,,0.001,,,,
15049,0.23579946160316467,,235,,,
15099,,0.001,,,,
15099,0.22682784497737885,,235,,,
15103,,,235,0.04319240525364876,,
15103,,,235,,0.23395588994026184,
15104,,0.001,,,,
15149,,0.001,,,,
15149,0.27600574493408203,,236,,,
15167,,,236,0.04251560568809509,,
15167,,,236,,0.23564660549163818,
15168,,0.001,,,,
15199,,0.001,,,,
15199,0.30276867747306824,,237,,,
15231,,,237,0.04501250386238098,,
15231,,,237,,0.23201143741607666,
15232,,0.001,,,,
15249,,0.001,,,,
15249,0.1824745237827301,,238,,,
15295,,,238,0.043097734451293945,,
15295,,,238,,0.23263560235500336,
15296,,0.001,,,,
15299,,0.001,,,,
15299,0.2973727881908417,,239,,,
15349,,0.001,,,,
15349,0.15176483988761902,,239,,,
15359,,,239,0.044858887791633606,,
15359,,,239,,0.23642215132713318,
15360,,0.001,,,,
15399,,0.001,,,,
15399,0.19628342986106873,,240,,,
15423,,,240,0.04355156421661377,,
15423,,,240,,0.23570768535137177,
15424,,0.001,,,,
15449,,0.001,,,,
15449,0.2862631678581238,,241,,,
15487,,,241,0.043188098818063736,,
15487,,,241,,0.23398537933826447,
15488,,0.001,,,,
15499,,0.001,,,,
15499,0.20562797784805298,,242,,,
15549,,0.001,,,,
15549,0.2490423023700714,,242,,,
15551,,,242,0.043839987367391586,,
15551,,,242,,0.23371535539627075,
15552,,0.001,,,,
15599,,0.001,,,,
15599,0.2741415202617645,,243,,,
15615,,,243,0.04256434738636017,,
15615,,,243,,0.23403829336166382,
15616,,0.001,,,,
15649,,0.001,,,,
15649,0.34617090225219727,,244,,,
15679,,,244,0.04299710690975189,,
15679,,,244,,0.23371942341327667,
15680,,0.001,,,,
15699,,0.001,,,,
15699,0.22539588809013367,,245,,,
15743,,,245,0.04298309236764908,,
15743,,,245,,0.23205596208572388,
15744,,0.001,,,,
15749,,0.001,,,,
15749,0.24054135382175446,,246,,,
15799,,0.001,,,,
15799,0.17767798900604248,,246,,,
15807,,,246,0.043759535998106,,
15807,,,246,,0.2328142523765564,
15808,,0.001,,,,
15849,,0.001,,,,
15849,0.20927685499191284,,247,,,
15871,,,247,0.046166229993104935,,
15871,,,247,,0.23270662128925323,
15872,,0.001,,,,
15899,,0.001,,,,
15899,0.21288186311721802,,248,,,
15935,,,248,0.0429936982691288,,
15935,,,248,,0.23444809019565582,
15936,,0.001,,,,
15949,,0.001,,,,
15949,0.28961437940597534,,249,,,
15999,,0.001,,,,
15999,0.24036577343940735,,249,,,
15999,,,249,0.04287866875529289,,
15999,,,249,,0.23354922235012054,
16000,,0.001,,,,
16049,,0.001,,,,
16049,0.21969179809093475,,250,,,
16063,,,250,0.043494969606399536,,
16063,,,250,,0.2343071699142456,
16064,,0.001,,,,
16099,,0.001,,,,
16099,0.23518511652946472,,251,,,
16127,,,251,0.04339271038770676,,
16127,,,251,,0.2318020612001419,
16128,,0.001,,,,
16149,,0.001,,,,
16149,0.17349469661712646,,252,,,
16191,,,252,0.042457062751054764,,
16191,,,252,,0.2339746505022049,
16192,,0.001,,,,
16199,,0.001,,,,
16199,0.21411293745040894,,253,,,
16249,,0.001,,,,
16249,0.2159491777420044,,253,,,
16255,,,253,0.042387038469314575,,
16255,,,253,,0.23242442309856415,
16256,,0.001,,,,
16299,,0.001,,,,
16299,0.24112190306186676,,254,,,
16319,,,254,0.04328782483935356,,
16319,,,254,,0.23375311493873596,
16320,,0.001,,,,
16349,,0.001,,,,
16349,0.2856006920337677,,255,,,
16383,,,255,0.04396385699510574,,
16383,,,255,,0.23460599780082703,
16384,,0.001,,,,
16399,,0.001,,,,
16399,0.19310647249221802,,256,,,
16447,,,256,0.04303156957030296,,
16447,,,256,,0.23226574063301086,
16448,,0.001,,,,
16449,,0.001,,,,
16449,0.2156190127134323,,257,,,
16499,,0.001,,,,
16499,0.2142646610736847,,257,,,
16511,,,257,0.04729501157999039,,
16511,,,257,,0.2337609827518463,
16512,,0.001,,,,
16549,,0.001,,,,
16549,0.2779543399810791,,258,,,
16575,,,258,0.04505988582968712,,
16575,,,258,,0.23427008092403412,
16576,,0.001,,,,
16599,,0.001,,,,
16599,0.2902553975582123,,259,,,
16639,,,259,0.044078391045331955,,
16639,,,259,,0.23270370066165924,
16640,,0.001,,,,
16649,,0.001,,,,
16649,0.24525843560695648,,260,,,
16699,,0.001,,,,
16699,0.2272762656211853,,260,,,
16703,,,260,0.04430825635790825,,
16703,,,260,,0.23501919209957123,
16704,,0.001,,,,
16749,,0.001,,,,
16749,0.33062830567359924,,261,,,
16767,,,261,0.04310913756489754,,
16767,,,261,,0.2344227135181427,
16768,,0.001,,,,
16799,,0.001,,,,
16799,0.2741911709308624,,262,,,
16831,,,262,0.04396534711122513,,
16831,,,262,,0.23093746602535248,
16832,,0.001,,,,
16849,,0.001,,,,
16849,0.16176468133926392,,263,,,
16895,,,263,0.045202504843473434,,
16895,,,263,,0.23350360989570618,
16896,,0.001,,,,
16899,,0.001,,,,
16899,0.22443385422229767,,264,,,
16949,,0.001,,,,
16949,0.2864052355289459,,264,,,
16959,,,264,0.04477733373641968,,
16959,,,264,,0.23396417498588562,
16960,,0.001,,,,
16999,,0.001,,,,
16999,0.23164622485637665,,265,,,
17023,,,265,0.04380791634321213,,
17023,,,265,,0.23289765417575836,
17024,,0.001,,,,
17049,,0.001,,,,
17049,0.21242935955524445,,266,,,
17087,,,266,0.04532221704721451,,
17087,,,266,,0.23614400625228882,
17088,,0.001,,,,
17099,,0.001,,,,
17099,0.15211087465286255,,267,,,
17149,,0.001,,,,
17149,0.28804200887680054,,267,,,
17151,,,267,0.04293745011091232,,
17151,,,267,,0.23414967954158783,
17152,,0.001,,,,
17199,,0.001,,,,
17199,0.3196931481361389,,268,,,
17215,,,268,0.0444023534655571,,
17215,,,268,,0.23424534499645233,
17216,,0.001,,,,
17249,,0.001,,,,
17249,0.1923237144947052,,269,,,
17279,,,269,0.04279344528913498,,
17279,,,269,,0.23415648937225342,
17280,,0.001,,,,
17299,,0.001,,,,
17299,0.28584975004196167,,270,,,
17343,,,270,0.04362504184246063,,
17343,,,270,,0.23323699831962585,
17344,,0.001,,,,
17349,,0.001,,,,
17349,0.28784000873565674,,271,,,
17399,,0.001,,,,
17399,0.19654743373394012,,271,,,
17407,,,271,0.04314899072051048,,
17407,,,271,,0.23309017717838287,
17408,,0.001,,,,
17449,,0.001,,,,
17449,0.2657841145992279,,272,,,
17471,,,272,0.04309547320008278,,
17471,,,272,,0.2360241562128067,
17472,,0.001,,,,
17499,,0.001,,,,
17499,0.31420204043388367,,273,,,
17535,,,273,0.042771048843860626,,
17535,,,273,,0.23230376839637756,
17536,,0.001,,,,
17549,,0.001,,,,
17549,0.284105509519577,,274,,,
17599,,0.001,,,,
17599,0.33779263496398926,,274,,,
17599,,,274,0.04780624061822891,,
17599,,,274,,0.23296119272708893,
17600,,0.001,,,,
17649,,0.001,,,,
17649,0.3129086196422577,,275,,,
17663,,,275,0.04288102313876152,,
17663,,,275,,0.2321917563676834,
17664,,0.001,,,,
17699,,0.001,,,,
17699,0.23144365847110748,,276,,,
17727,,,276,0.04226712882518768,,
17727,,,276,,0.23349608480930328,
17728,,0.001,,,,
17749,,0.001,,,,
17749,0.1328648328781128,,277,,,
17791,,,277,0.045241765677928925,,
17791,,,277,,0.23340730369091034,
17792,,0.001,,,,
17799,,0.001,,,,
17799,0.2635020613670349,,278,,,
17849,,0.001,,,,
17849,0.20658746361732483,,278,,,
17855,,,278,0.04246262460947037,,
17855,,,278,,0.23367634415626526,
17856,,0.001,,,,
17899,,0.001,,,,
17899,0.28555065393447876,,279,,,
17919,,,279,0.04279262199997902,,
17919,,,279,,0.2318916618824005,
17920,,0.001,,,,
17949,,0.001,,,,
17949,0.23400568962097168,,280,,,
17983,,,280,0.04403524473309517,,
17983,,,280,,0.231489896774292,
17984,,0.001,,,,
17999,,0.001,,,,
17999,0.216688871383667,,281,,,
18047,,,281,0.046080756932497025,,
18047,,,281,,0.23271095752716064,
18048,,0.001,,,,
18049,,0.001,,,,
18049,0.28350943326950073,,282,,,
18099,,0.001,,,,
18099,0.18621701002120972,,282,,,
18111,,,282,0.04334030672907829,,
18111,,,282,,0.23479166626930237,
18112,,0.001,,,,
18149,,0.001,,,,
18149,0.25043436884880066,,283,,,
18175,,,283,0.04389098286628723,,
18175,,,283,,0.23340873420238495,
18176,,0.001,,,,
18199,,0.001,,,,
18199,0.26638731360435486,,284,,,
18239,,,284,0.04360505938529968,,
18239,,,284,,0.23356099426746368,
18240,,0.001,,,,
18249,,0.001,,,,
18249,0.22740191221237183,,285,,,
18299,,0.001,,,,
18299,0.2501392960548401,,285,,,
18303,,,285,0.04272320494055748,,
18303,,,285,,0.23336097598075867,
18304,,0.001,,,,
18349,,0.001,,,,
18349,0.19997760653495789,,286,,,
18367,,,286,0.0422101765871048,,
18367,,,286,,0.2333545982837677,
18368,,0.001,,,,
18399,,0.001,,,,
18399,0.3015438914299011,,287,,,
18431,,,287,0.043604809790849686,,
18431,,,287,,0.23200082778930664,
18432,,0.001,,,,
18449,,0.001,,,,
18449,0.27796193957328796,,288,,,
18495,,,288,0.04450669884681702,,
18495,,,288,,0.23400448262691498,
18496,,0.001,,,,
18499,,0.001,,,,
18499,0.14558224380016327,,289,,,
18549,,0.001,,,,
18549,0.20381398499011993,,289,,,
18559,,,289,0.04226214438676834,,
18559,,,289,,0.23231379687786102,
18560,,0.001,,,,
18599,,0.001,,,,
18599,0.31098493933677673,,290,,,
18623,,,290,0.04267682880163193,,
18623,,,290,,0.23135776817798615,
18624,,0.001,,,,
18649,,0.001,,,,
18649,0.1574983298778534,,291,,,
18687,,,291,0.04418217018246651,,
18687,,,291,,0.2332879900932312,
18688,,0.001,,,,
18699,,0.001,,,,
18699,0.19343255460262299,,292,,,
18749,,0.001,,,,
18749,0.12701541185379028,,292,,,
18751,,,292,0.04643795266747475,,
18751,,,292,,0.23249198496341705,
18752,,0.001,,,,
18799,,0.001,,,,
18799,0.15022802352905273,,293,,,
18815,,,293,0.042978644371032715,,
18815,,,293,,0.23213215172290802,
18816,,0.001,,,,
18849,,0.001,,,,
18849,0.22566591203212738,,294,,,
18879,,,294,0.04326803982257843,,
18879,,,294,,0.23520880937576294,
18880,,0.001,,,,
18899,,0.001,,,,
18899,0.2475816011428833,,295,,,
18943,,,295,0.04300222173333168,,
18943,,,295,,0.23309782147407532,
18944,,0.001,,,,
18949,,0.001,,,,
18949,0.21237260103225708,,296,,,
18999,,0.001,,,,
18999,0.1905616968870163,,296,,,
19007,,,296,0.044294390827417374,,
19007,,,296,,0.2340809553861618,
19008,,0.001,,,,
19049,,0.001,,,,
19049,0.33923274278640747,,297,,,
19071,,,297,0.046541642397642136,,
19071,,,297,,0.23187628388404846,
19072,,0.001,,,,
19099,,0.001,,,,
19099,0.253485769033432,,298,,,
19135,,,298,0.04385758936405182,,
19135,,,298,,0.23412850499153137,
19136,,0.001,,,,
19149,,0.001,,,,
19149,0.1584957242012024,,299,,,
19199,,0.001,,,,
19199,0.22713452577590942,,299,,,
19199,,,299,0.044448014348745346,,
19199,,,299,,0.23198100924491882,
19200,,0.001,,,,
19249,,0.001,,,,
19249,0.171275794506073,,300,,,
19263,,,300,0.044982291758060455,,
19263,,,300,,0.2319691926240921,
19264,,0.001,,,,
19299,,0.001,,,,
19299,0.2512243986129761,,301,,,
19327,,,301,0.04240524768829346,,
19327,,,301,,0.23327237367630005,
19328,,0.001,,,,
19349,,0.001,,,,
19349,0.2041349709033966,,302,,,
19391,,,302,0.04241554066538811,,
19391,,,302,,0.23335254192352295,
19392,,0.001,,,,
19399,,0.001,,,,
19399,0.30465322732925415,,303,,,
19449,,0.001,,,,
19449,0.2720886468887329,,303,,,
19455,,,303,0.04421984776854515,,
19455,,,303,,0.231730654835701,
19456,,0.001,,,,
19499,,0.001,,,,
19499,0.23893135786056519,,304,,,
19519,,,304,0.043086081743240356,,
19519,,,304,,0.234211727976799,
19520,,0.001,,,,
19549,,0.001,,,,
19549,0.21732455492019653,,305,,,
19583,,,305,0.0446879044175148,,
19583,,,305,,0.23167426884174347,
19584,,0.001,,,,
19599,,0.001,,,,
19599,0.27563294768333435,,306,,,
19647,,,306,0.04352061450481415,,
19647,,,306,,0.23435549437999725,
19648,,0.001,,,,
19649,,0.001,,,,
19649,0.2696447968482971,,307,,,
19699,,0.001,,,,
19699,0.2232273668050766,,307,,,
19711,,,307,0.042654115706682205,,
19711,,,307,,0.23247024416923523,
19712,,0.001,,,,
19749,,0.001,,,,
19749,0.3040020167827606,,308,,,
19775,,,308,0.044262148439884186,,
19775,,,308,,0.2342633754014969,
19776,,0.001,,,,
19799,,0.001,,,,
19799,0.20924782752990723,,309,,,
19839,,,309,0.04228067398071289,,
19839,,,309,,0.2330893874168396,
19840,,0.001,,,,
19849,,0.001,,,,
19849,0.2416151463985443,,310,,,
19899,,0.001,,,,
19899,0.2670038342475891,,310,,,
19903,,,310,0.0421355776488781,,
19903,,,310,,0.23328185081481934,
19904,,0.001,,,,
19949,,0.001,,,,
19949,0.22143326699733734,,311,,,
19967,,,311,0.04219437018036842,,
19967,,,311,,0.23116488754749298,
19968,,0.001,,,,
19999,,0.001,,,,
19999,0.22230017185211182,,312,,,
20031,,,312,0.04391806945204735,,
20031,,,312,,0.23179128766059875,
20032,,0.001,,,,
20049,,0.001,,,,
20049,0.2814773619174957,,313,,,
20095,,,313,0.0422767736017704,,
20095,,,313,,0.22983813285827637,
20096,,0.001,,,,
20099,,0.001,,,,
20099,0.26545172929763794,,314,,,
20149,,0.001,,,,
20149,0.22176802158355713,,314,,,
20159,,,314,0.04294070973992348,,
20159,,,314,,0.23129630088806152,
20160,,0.001,,,,
20199,,0.001,,,,
20199,0.14999936521053314,,315,,,
20223,,,315,0.04303383082151413,,
20223,,,315,,0.2331787645816803,
20224,,0.001,,,,
20249,,0.001,,,,
20249,0.16779810190200806,,316,,,
20287,,,316,0.0445777103304863,,
20287,,,316,,0.23188886046409607,
20288,,0.001,,,,
20299,,0.001,,,,
20299,0.20026448369026184,,317,,,
20349,,0.001,,,,
20349,0.23035798966884613,,317,,,
20351,,,317,0.04258022457361221,,
20351,,,317,,0.22905689477920532,
20352,,0.001,,,,
20399,,0.001,,,,
20399,0.21991388499736786,,318,,,
20415,,,318,0.04196108877658844,,
20415,,,318,,0.23303824663162231,
20416,,0.001,,,,
20449,,0.001,,,,
20449,0.20571380853652954,,319,,,
20479,,,319,0.042264487594366074,,
20479,,,319,,0.23276039958000183,
20480,,0.001,,,,
20499,,0.001,,,,
20499,0.21834175288677216,,320,,,
20543,,,320,0.04324165731668472,,
20543,,,320,,0.23039856553077698,
20544,,0.001,,,,
20549,,0.001,,,,
20549,0.26249727606773376,,321,,,
20599,,0.001,,,,
20599,0.16851302981376648,,321,,,
20607,,,321,0.04623284563422203,,
20607,,,321,,0.23276717960834503,
