step,train_loss_step,lr-AdamW,epoch,val_loss,train_loss_epoch,test_loss
30975,,,483,,0.23092061281204224,
30976,,0.001,,,,
30999,,0.001,,,,
30999,0.2633347511291504,,484,,,
31039,,,484,0.042261045426130295,,
31039,,,484,,0.23259468376636505,
31040,,0.001,,,,
31049,,0.001,,,,
31049,0.24937815964221954,,485,,,
31099,,0.001,,,,
31099,0.21086043119430542,,485,,,
31103,,,485,0.04166056588292122,,
31103,,,485,,0.23063600063323975,
31104,,0.001,,,,
31149,,0.001,,,,
31149,0.11959324777126312,,486,,,
31167,,,486,0.04435078799724579,,
31167,,,486,,0.2313505858182907,
31168,,0.001,,,,
31199,,0.001,,,,
31199,0.17644058167934418,,487,,,
31231,,,487,0.04199656844139099,,
31231,,,487,,0.23081086575984955,
31232,,0.001,,,,
31249,,0.001,,,,
31249,0.2607981562614441,,488,,,
31295,,,488,0.04169626906514168,,
31295,,,488,,0.22829528152942657,
31296,,0.001,,,,
31299,,0.001,,,,
31299,0.19191819429397583,,489,,,
31349,,0.001,,,,
31349,0.25159338116645813,,489,,,
31359,,,489,0.04359884560108185,,
31359,,,489,,0.23019610345363617,
31360,,0.001,,,,
31399,,0.001,,,,
31399,0.20286421477794647,,490,,,
31423,,,490,0.04222723841667175,,
31423,,,490,,0.22920376062393188,
31424,,0.001,,,,
31449,,0.001,,,,
31449,0.18983915448188782,,491,,,
31487,,,491,0.04258136451244354,,
31487,,,491,,0.2312341183423996,
31488,,0.001,,,,
31499,,0.001,,,,
31499,0.16765998303890228,,492,,,
31549,,0.001,,,,
31549,0.1687891185283661,,492,,,
31551,,,492,0.041918590664863586,,
31551,,,492,,0.22930079698562622,
31552,,0.001,,,,
31599,,0.001,,,,
31599,0.2267937809228897,,493,,,
31615,,,493,0.04217087849974632,,
31615,,,493,,0.23206371068954468,
31616,,0.001,,,,
31649,,0.001,,,,
31649,0.21552059054374695,,494,,,
31679,,,494,0.04216226190328598,,
31679,,,494,,0.22978654503822327,
31680,,0.001,,,,
31699,,0.001,,,,
31699,0.21752087771892548,,495,,,
31743,,,495,0.04240304231643677,,
31743,,,495,,0.23163262009620667,
31744,,0.001,,,,
31749,,0.001,,,,
31749,0.17714235186576843,,496,,,
31799,,0.001,,,,
31799,0.2568390965461731,,496,,,
31807,,,496,0.042236264795064926,,
31807,,,496,,0.2275031954050064,
31808,,0.001,,,,
31849,,0.001,,,,
31849,0.1381293386220932,,497,,,
31871,,,497,0.0420086607336998,,
31871,,,497,,0.2288607507944107,
31872,,0.001,,,,
31899,,0.001,,,,
31899,0.12056289613246918,,498,,,
31935,,,498,0.04148191586136818,,
31935,,,498,,0.22979412972927094,
31936,,0.001,,,,
31949,,0.001,,,,
31949,0.3134377598762512,,499,,,
31999,,0.001,,,,
31999,0.31221792101860046,,499,,,
31999,,,499,0.0428999662399292,,
31999,,,499,,0.23099927604198456,
32000,,0.001,,,,
32049,,0.001,,,,
32049,0.22374385595321655,,500,,,
32063,,,500,0.04361926019191742,,
32063,,,500,,0.23155055940151215,
32064,,0.001,,,,
32099,,0.001,,,,
32099,0.2387409806251526,,501,,,
32127,,,501,0.047346483916044235,,
32127,,,501,,0.2293723225593567,
32128,,0.001,,,,
32149,,0.001,,,,
32149,0.293491393327713,,502,,,
32191,,,502,0.04242370277643204,,
32191,,,502,,0.2295791059732437,
32192,,0.001,,,,
32199,,0.001,,,,
32199,0.14362120628356934,,503,,,
32249,,0.001,,,,
32249,0.19991996884346008,,503,,,
32255,,,503,0.0425010621547699,,
32255,,,503,,0.23104336857795715,
32256,,0.001,,,,
32299,,0.001,,,,
32299,0.1643734723329544,,504,,,
32319,,,504,0.04335685446858406,,
32319,,,504,,0.22853921353816986,
32320,,0.001,,,,
32349,,0.001,,,,
32349,0.22435881197452545,,505,,,
32383,,,505,0.04336493834853172,,
32383,,,505,,0.22992128133773804,
32384,,0.001,,,,
32399,,0.001,,,,
32399,0.23043182492256165,,506,,,
32447,,,506,0.043716996908187866,,
32447,,,506,,0.23189792037010193,
32448,,0.001,,,,
32449,,0.001,,,,
32449,0.24960696697235107,,507,,,
32499,,0.001,,,,
32499,0.326139897108078,,507,,,
32511,,,507,0.042609162628650665,,
32511,,,507,,0.23050032556056976,
32512,,0.001,,,,
32549,,0.001,,,,
32549,0.26861733198165894,,508,,,
32575,,,508,0.04197769612073898,,
32575,,,508,,0.23079760372638702,
32576,,0.001,,,,
32599,,0.001,,,,
32599,0.23661434650421143,,509,,,
32639,,,509,0.04180549085140228,,
32639,,,509,,0.22898626327514648,
32640,,0.001,,,,
32649,,0.001,,,,
32649,0.2431527078151703,,510,,,
32699,,0.001,,,,
32699,0.29355013370513916,,510,,,
32703,,,510,0.04361734911799431,,
32703,,,510,,0.23160824179649353,
32704,,0.001,,,,
32749,,0.001,,,,
32749,0.1917586326599121,,511,,,
32767,,,511,0.0432480163872242,,
32767,,,511,,0.23137474060058594,
32768,,0.001,,,,
32799,,0.001,,,,
32799,0.2046554535627365,,512,,,
32831,,,512,0.04205874353647232,,
32831,,,512,,0.2274724394083023,
32832,,0.001,,,,
32849,,0.001,,,,
32849,0.2566774785518646,,513,,,
32895,,,513,0.04282804951071739,,
32895,,,513,,0.23017002642154694,
32896,,0.001,,,,
32899,,0.001,,,,
32899,0.23068086802959442,,514,,,
32949,,0.001,,,,
32949,0.15943163633346558,,514,,,
32959,,,514,0.04200764745473862,,
32959,,,514,,0.23043116927146912,
32960,,0.001,,,,
32999,,0.001,,,,
32999,0.2193935513496399,,515,,,
33023,,,515,0.04170069843530655,,
33023,,,515,,0.23039092123508453,
33024,,0.001,,,,
33049,,0.001,,,,
33049,0.250284880399704,,516,,,
33087,,,516,0.04225238040089607,,
33087,,,516,,0.22761093080043793,
33088,,0.001,,,,
33099,,0.001,,,,
33099,0.21108126640319824,,517,,,
33149,,0.001,,,,
33149,0.3015942871570587,,517,,,
33151,,,517,0.041493091732263565,,
33151,,,517,,0.23058061301708221,
33152,,0.001,,,,
33199,,0.001,,,,
33199,0.24277347326278687,,518,,,
33215,,,518,0.041607342660427094,,
33215,,,518,,0.2291550636291504,
33216,,0.001,,,,
33249,,0.001,,,,
33249,0.31752893328666687,,519,,,
33279,,,519,0.04208703711628914,,
33279,,,519,,0.23088079690933228,
33280,,0.001,,,,
33299,,0.001,,,,
33299,0.20985813438892365,,520,,,
33343,,,520,0.04280269145965576,,
33343,,,520,,0.23039284348487854,
33344,,0.001,,,,
33349,,0.001,,,,
33349,0.2570395767688751,,521,,,
33399,,0.001,,,,
33399,0.25905320048332214,,521,,,
33407,,,521,0.043947119265794754,,
33407,,,521,,0.2301676869392395,
33408,,0.001,,,,
33449,,0.001,,,,
33449,0.2756756544113159,,522,,,
33471,,,522,0.04195393994450569,,
33471,,,522,,0.23057585954666138,
33472,,0.001,,,,
33499,,0.001,,,,
33499,0.11798132210969925,,523,,,
33535,,,523,0.04223242774605751,,
33535,,,523,,0.22977809607982635,
33536,,0.001,,,,
33549,,0.001,,,,
33549,0.2552166283130646,,524,,,
33599,,0.001,,,,
33599,0.2350592315196991,,524,,,
33599,,,524,0.042108628898859024,,
33599,,,524,,0.22998182475566864,
33600,,0.001,,,,
33649,,0.001,,,,
33649,0.2993588149547577,,525,,,
33663,,,525,0.0433669239282608,,
33663,,,525,,0.22953608632087708,
33664,,0.001,,,,
33699,,0.001,,,,
33699,0.23428739607334137,,526,,,
33727,,,526,0.04327436536550522,,
33727,,,526,,0.22913269698619843,
33728,,0.001,,,,
33749,,0.001,,,,
33749,0.18105322122573853,,527,,,
33791,,,527,0.04592422395944595,,
33791,,,527,,0.23126064240932465,
33792,,0.001,,,,
33799,,0.001,,,,
33799,0.15590250492095947,,528,,,
33849,,0.001,,,,
33849,0.31659209728240967,,528,,,
33855,,,528,0.042374566197395325,,
33855,,,528,,0.23037925362586975,
33856,,0.001,,,,
33899,,0.001,,,,
33899,0.2684991657733917,,529,,,
33919,,,529,0.04394712671637535,,
33919,,,529,,0.23079852759838104,
33920,,0.001,,,,
33949,,0.001,,,,
33949,0.2857557535171509,,530,,,
33983,,,530,0.04236578196287155,,
33983,,,530,,0.23152917623519897,
33984,,0.001,,,,
33999,,0.001,,,,
33999,0.1297425627708435,,531,,,
34047,,,531,0.043727703392505646,,
34047,,,531,,0.23090441524982452,
34048,,0.001,,,,
34049,,0.001,,,,
34049,0.2650468349456787,,532,,,
34099,,0.001,,,,
34099,0.329277366399765,,532,,,
34111,,,532,0.042291123420000076,,
34111,,,532,,0.23090602457523346,
34112,,0.001,,,,
34149,,0.001,,,,
34149,0.18362492322921753,,533,,,
34175,,,533,0.042881760746240616,,
34175,,,533,,0.22921958565711975,
34176,,0.001,,,,
34199,,0.001,,,,
34199,0.21804523468017578,,534,,,
34239,,,534,0.043355487287044525,,
34239,,,534,,0.2306622564792633,
34240,,0.001,,,,
34249,,0.001,,,,
34249,0.2723948359489441,,535,,,
34299,,0.001,,,,
34299,0.17984899878501892,,535,,,
34303,,,535,0.04206394404172897,,
34303,,,535,,0.22825725376605988,
34304,,0.001,,,,
34349,,0.001,,,,
34349,0.3214246928691864,,536,,,
34367,,,536,0.04231642186641693,,
34367,,,536,,0.22920703887939453,
34368,,0.001,,,,
34399,,0.001,,,,
34399,0.1391700804233551,,537,,,
34431,,,537,0.04456348717212677,,
34431,,,537,,0.2286706566810608,
34432,,0.001,,,,
34449,,0.001,,,,
34449,0.15372323989868164,,538,,,
34495,,,538,0.04210899770259857,,
34495,,,538,,0.23164002597332,
34496,,0.001,,,,
34499,,0.001,,,,
34499,0.2511730194091797,,539,,,
34549,,0.001,,,,
34549,0.2648518681526184,,539,,,
34559,,,539,0.04420086368918419,,
34559,,,539,,0.2319096475839615,
34560,,0.001,,,,
34599,,0.001,,,,
34599,0.28273746371269226,,540,,,
34623,,,540,0.04296045005321503,,
34623,,,540,,0.23223604261875153,
34624,,0.001,,,,
34649,,0.001,,,,
34649,0.30394211411476135,,541,,,
34687,,,541,0.042062558233737946,,
34687,,,541,,0.22994576394557953,
34688,,0.001,,,,
34699,,0.001,,,,
34699,0.2689248323440552,,542,,,
34749,,0.001,,,,
34749,0.258225679397583,,542,,,
34751,,,542,0.043307431042194366,,
34751,,,542,,0.23111024498939514,
34752,,0.001,,,,
34799,,0.001,,,,
34799,0.18580713868141174,,543,,,
34815,,,543,0.04337865859270096,,
34815,,,543,,0.2307082712650299,
34816,,0.001,,,,
34849,,0.001,,,,
34849,0.11332127451896667,,544,,,
34879,,,544,0.04284116253256798,,
34879,,,544,,0.23125490546226501,
34880,,0.001,,,,
34899,,0.001,,,,
34899,0.23113590478897095,,545,,,
34943,,,545,0.041902001947164536,,
34943,,,545,,0.22988902032375336,
34944,,0.001,,,,
34949,,0.001,,,,
34949,0.34203898906707764,,546,,,
34999,,0.001,,,,
34999,0.1254086047410965,,546,,,
35007,,,546,0.044843126088380814,,
35007,,,546,,0.2276533991098404,
35008,,0.001,,,,
35049,,0.001,,,,
35049,0.1797509640455246,,547,,,
35071,,,547,0.04183514043688774,,
35071,,,547,,0.23102696239948273,
35072,,0.001,,,,
35099,,0.001,,,,
35099,0.2762972116470337,,548,,,
35135,,,548,0.04266306757926941,,
35135,,,548,,0.23204326629638672,
35136,,0.001,,,,
35149,,0.001,,,,
35149,0.20256654918193817,,549,,,
35199,,0.001,,,,
35199,0.3047049343585968,,549,,,
35199,,,549,0.04283257573843002,,
35199,,,549,,0.23111525177955627,
35200,,0.001,,,,
35249,,0.001,,,,
35249,0.19700077176094055,,550,,,
35263,,,550,0.04218747466802597,,
35263,,,550,,0.22932948172092438,
35264,,0.001,,,,
35299,,0.001,,,,
35299,0.17972083389759064,,551,,,
35327,,,551,0.04218845069408417,,
35327,,,551,,0.2294122874736786,
35328,,0.001,,,,
35349,,0.001,,,,
35349,0.21719832718372345,,552,,,
35391,,,552,0.04257547855377197,,
35391,,,552,,0.22702527046203613,
35392,,0.001,,,,
35399,,0.001,,,,
35399,0.20538225769996643,,553,,,
35449,,0.001,,,,
35449,0.24727678298950195,,553,,,
35455,,,553,0.04232453554868698,,
35455,,,553,,0.23005923628807068,
35456,,0.001,,,,
35499,,0.001,,,,
35499,0.2262025624513626,,554,,,
35519,,,554,0.04253038391470909,,
35519,,,554,,0.22972998023033142,
35520,,0.001,,,,
35549,,0.001,,,,
35549,0.17495973408222198,,555,,,
35583,,,555,0.04294508695602417,,
35583,,,555,,0.22858507931232452,
35584,,0.001,,,,
35599,,0.001,,,,
35599,0.2399720847606659,,556,,,
35647,,,556,0.042999330908060074,,
35647,,,556,,0.2318958044052124,
35648,,0.001,,,,
35649,,0.001,,,,
35649,0.2917649745941162,,557,,,
35699,,0.001,,,,
35699,0.2858096659183502,,557,,,
35711,,,557,0.04279141128063202,,
35711,,,557,,0.2299753725528717,
35712,,0.001,,,,
35749,,0.001,,,,
35749,0.20625627040863037,,558,,,
35775,,,558,0.044469356536865234,,
35775,,,558,,0.23108069598674774,
35776,,0.001,,,,
35799,,0.001,,,,
35799,0.17311540246009827,,559,,,
35839,,,559,0.04509815201163292,,
35839,,,559,,0.23118458688259125,
35840,,0.001,,,,
35849,,0.001,,,,
35849,0.15799428522586823,,560,,,
35899,,0.001,,,,
35899,0.31640490889549255,,560,,,
35903,,,560,0.042995575815439224,,
35903,,,560,,0.229416623711586,
35904,,0.001,,,,
35949,,0.001,,,,
35949,0.1624998301267624,,561,,,
35967,,,561,0.043354686349630356,,
35967,,,561,,0.2309378832578659,
35968,,0.001,,,,
35999,,0.001,,,,
35999,0.2716933488845825,,562,,,
36031,,,562,0.04353149235248566,,
36031,,,562,,0.23103491961956024,
36032,,0.001,,,,
36049,,0.001,,,,
36049,0.25442367792129517,,563,,,
36095,,,563,0.04220287874341011,,
36095,,,563,,0.23087307810783386,
36096,,0.001,,,,
36099,,0.001,,,,
36099,0.2722281515598297,,564,,,
36149,,0.001,,,,
36149,0.1238495409488678,,564,,,
36159,,,564,0.041836198419332504,,
36159,,,564,,0.22861312329769135,
36160,,0.001,,,,
36199,,0.001,,,,
36199,0.23354515433311462,,565,,,
36223,,,565,0.042087383568286896,,
36223,,,565,,0.2300969809293747,
36224,,0.001,,,,
36249,,0.001,,,,
36249,0.24331963062286377,,566,,,
36287,,,566,0.04241809621453285,,
36287,,,566,,0.23110681772232056,
36288,,0.001,,,,
36299,,0.001,,,,
36299,0.19857549667358398,,567,,,
36349,,0.001,,,,
36349,0.1429005265235901,,567,,,
36351,,,567,0.04301472380757332,,
36351,,,567,,0.22900553047657013,
36352,,0.001,,,,
36399,,0.001,,,,
36399,0.23469078540802002,,568,,,
36415,,,568,0.042707666754722595,,
36415,,,568,,0.2292562872171402,
36416,,0.001,,,,
36449,,0.001,,,,
36449,0.20207083225250244,,569,,,
36479,,,569,0.04229932278394699,,
36479,,,569,,0.2295445054769516,
36480,,0.001,,,,
36499,,0.001,,,,
36499,0.16625146567821503,,570,,,
36543,,,570,0.04266281798481941,,
36543,,,570,,0.22756895422935486,
36544,,0.001,,,,
36549,,0.001,,,,
36549,0.2399921715259552,,571,,,
36599,,0.001,,,,
36599,0.25374269485473633,,571,,,
36607,,,571,0.04467296227812767,,
36607,,,571,,0.23376986384391785,
36608,,0.001,,,,
36649,,0.001,,,,
36649,0.27231159806251526,,572,,,
36671,,,572,0.043334707617759705,,
36671,,,572,,0.2316417694091797,
36672,,0.001,,,,
36699,,0.001,,,,
36699,0.2418009489774704,,573,,,
36735,,,573,0.04180853068828583,,
36735,,,573,,0.2301330268383026,
36736,,0.001,,,,
36749,,0.001,,,,
36749,0.15350258350372314,,574,,,
36799,,0.001,,,,
36799,0.15832370519638062,,574,,,
36799,,,574,0.04227251559495926,,
36799,,,574,,0.22733213007450104,
36800,,0.001,,,,
36849,,0.001,,,,
36849,0.2843199670314789,,575,,,
36863,,,575,0.043906036764383316,,
36863,,,575,,0.2317276895046234,
36864,,0.001,,,,
36899,,0.001,,,,
36899,0.2091822475194931,,576,,,
36927,,,576,0.043274566531181335,,
36927,,,576,,0.2289651334285736,
36928,,0.001,,,,
36949,,0.001,,,,
36949,0.19721905887126923,,577,,,
36991,,,577,0.043581899255514145,,
36991,,,577,,0.23041583597660065,
36992,,0.001,,,,
36999,,0.001,,,,
36999,0.21275262534618378,,578,,,
37049,,0.001,,,,
37049,0.29274752736091614,,578,,,
37055,,,578,0.04541782662272453,,
37055,,,578,,0.23025934398174286,
37056,,0.001,,,,
37099,,0.001,,,,
37099,0.21589937806129456,,579,,,
37119,,,579,0.04212479665875435,,
37119,,,579,,0.22843202948570251,
37120,,0.001,,,,
37149,,0.001,,,,
37149,0.2332659363746643,,580,,,
37183,,,580,0.043368544429540634,,
37183,,,580,,0.23082780838012695,
37184,,0.001,,,,
37199,,0.001,,,,
37199,0.27370011806488037,,581,,,
37247,,,581,0.047252826392650604,,
37247,,,581,,0.23033443093299866,
37248,,0.001,,,,
37249,,0.001,,,,
37249,0.2060006558895111,,582,,,
37299,,0.001,,,,
37299,0.2651010751724243,,582,,,
37311,,,582,0.042812492698431015,,
37311,,,582,,0.23149102926254272,
37312,,0.001,,,,
37349,,0.001,,,,
37349,0.18847213685512543,,583,,,
37375,,,583,0.04288390651345253,,
37375,,,583,,0.2285734862089157,
37376,,0.001,,,,
37399,,0.001,,,,
37399,0.21525660157203674,,584,,,
37439,,,584,0.042718980461359024,,
37439,,,584,,0.2308683544397354,
37440,,0.001,,,,
37449,,0.001,,,,
37449,0.21081632375717163,,585,,,
37499,,0.001,,,,
37499,0.2610526978969574,,585,,,
37503,,,585,0.042423393577337265,,
37503,,,585,,0.23100005090236664,
37504,,0.001,,,,
37549,,0.001,,,,
37549,0.2147359549999237,,586,,,
37567,,,586,0.0420035682618618,,
37567,,,586,,0.2306082844734192,
37568,,0.001,,,,
37599,,0.001,,,,
37599,0.24465788900852203,,587,,,
37631,,,587,0.04223611205816269,,
37631,,,587,,0.23098671436309814,
37632,,0.001,,,,
37649,,0.001,,,,
37649,0.32617616653442383,,588,,,
37695,,,588,0.044087138026952744,,
37695,,,588,,0.23010993003845215,
37696,,0.001,,,,
37699,,0.001,,,,
37699,0.1943034827709198,,589,,,
37749,,0.001,,,,
37749,0.25655922293663025,,589,,,
37759,,,589,0.04390745609998703,,
37759,,,589,,0.22651153802871704,
37760,,0.001,,,,
37799,,0.001,,,,
37799,0.1564151644706726,,590,,,
37823,,,590,0.042388975620269775,,
37823,,,590,,0.2296433001756668,
37824,,0.001,,,,
37849,,0.001,,,,
37849,0.24792486429214478,,591,,,
37887,,,591,,,3.683284282684326
