lr-Adam,step,train_loss_step,epoch,val_loss,train_loss_epoch
,11071,,172,,0.20510601997375488
0.001,11072,,,,
0.001,11099,,,,
,11099,0.20953801274299622,173,,
,11135,,173,0.018055975437164307,
,11135,,173,,0.20407657325267792
0.001,11136,,,,
0.001,11149,,,,
,11149,0.21846503019332886,174,,
0.001,11199,,,,
,11199,0.13267704844474792,174,,
,11199,,174,0.018730605021119118,
,11199,,174,,0.2044820487499237
0.001,11200,,,,
0.001,11249,,,,
,11249,0.2110133022069931,175,,
,11263,,175,0.019059687852859497,
,11263,,175,,0.20438635349273682
0.001,11264,,,,
0.001,11299,,,,
,11299,0.22068560123443604,176,,
,11327,,176,0.018369995057582855,
,11327,,176,,0.20689979195594788
0.001,11328,,,,
0.001,11349,,,,
,11349,0.19836090505123138,177,,
,11391,,177,0.018233004957437515,
,11391,,177,,0.2063603550195694
0.001,11392,,,,
0.001,11399,,,,
,11399,0.15477558970451355,178,,
0.001,11449,,,,
,11449,0.13373325765132904,178,,
,11455,,178,0.017621325328946114,
,11455,,178,,0.20397348701953888
0.001,11456,,,,
0.001,11499,,,,
,11499,0.24279390275478363,179,,
,11519,,179,0.018352918326854706,
,11519,,179,,0.2047409564256668
0.001,11520,,,,
0.001,11549,,,,
,11549,0.11750034242868423,180,,
,11583,,180,0.020121462643146515,
,11583,,180,,0.2039516270160675
0.001,11584,,,,
0.001,11599,,,,
,11599,0.15713398158550262,181,,
,11647,,181,0.019763357937335968,
,11647,,181,,0.20510372519493103
0.001,11648,,,,
0.001,11649,,,,
,11649,0.1335395723581314,182,,
0.001,11699,,,,
,11699,0.1661573201417923,182,,
,11711,,182,0.018760450184345245,
,11711,,182,,0.20309697091579437
0.001,11712,,,,
0.001,11749,,,,
,11749,0.12198148667812347,183,,
,11775,,183,0.019991330802440643,
,11775,,183,,0.20560063421726227
0.001,11776,,,,
0.001,11799,,,,
,11799,0.17556509375572205,184,,
,11839,,184,0.018363308161497116,
,11839,,184,,0.20502309501171112
0.001,11840,,,,
0.001,11849,,,,
,11849,0.15914730727672577,185,,
0.001,11899,,,,
,11899,0.16790947318077087,185,,
,11903,,185,0.02094576694071293,
,11903,,185,,0.20670652389526367
0.001,11904,,,,
0.001,11949,,,,
,11949,0.11551050841808319,186,,
,11967,,186,0.01860555075109005,
,11967,,186,,0.2049996554851532
0.001,11968,,,,
0.001,11999,,,,
,11999,0.1846321076154709,187,,
,12031,,187,0.017767027020454407,
,12031,,187,,0.20310886204242706
0.001,12032,,,,
0.001,12049,,,,
,12049,0.24620318412780762,188,,
,12095,,188,0.01806010864675045,
,12095,,188,,0.20409537851810455
0.001,12096,,,,
0.001,12099,,,,
,12099,0.14980198442935944,189,,
0.001,12149,,,,
,12149,0.3094393014907837,189,,
,12159,,189,0.01916651427745819,
,12159,,189,,0.20266243815422058
0.001,12160,,,,
0.001,12199,,,,
,12199,0.25161120295524597,190,,
,12223,,190,0.017409592866897583,
,12223,,190,,0.20695368945598602
0.001,12224,,,,
0.001,12249,,,,
,12249,0.25002315640449524,191,,
,12287,,191,0.023135337978601456,
,12287,,191,,0.20579899847507477
0.001,12288,,,,
0.001,12299,,,,
,12299,0.27134618163108826,192,,
0.001,12349,,,,
,12349,0.16879510879516602,192,,
,12351,,192,0.017728405073285103,
,12351,,192,,0.20359539985656738
0.001,12352,,,,
0.001,12399,,,,
,12399,0.16129538416862488,193,,
,12415,,193,0.021681267768144608,
,12415,,193,,0.2062237411737442
0.001,12416,,,,
0.001,12449,,,,
,12449,0.12969137728214264,194,,
,12479,,194,0.019857339560985565,
,12479,,194,,0.20641635358333588
0.001,12480,,,,
0.001,12499,,,,
,12499,0.24383147060871124,195,,
,12543,,195,0.02074124477803707,
,12543,,195,,0.2025853842496872
0.001,12544,,,,
0.001,12549,,,,
,12549,0.15925860404968262,196,,
0.001,12599,,,,
,12599,0.15545016527175903,196,,
,12607,,196,0.01778036542236805,
,12607,,196,,0.2045718878507614
0.001,12608,,,,
0.001,12649,,,,
,12649,0.2568087577819824,197,,
,12671,,197,0.017398478463292122,
,12671,,197,,0.20631930232048035
0.001,12672,,,,
0.001,12699,,,,
,12699,0.25031062960624695,198,,
,12735,,198,0.01952723041176796,
,12735,,198,,0.20254793763160706
0.001,12736,,,,
0.001,12749,,,,
,12749,0.20686517655849457,199,,
0.001,12799,,,,
,12799,0.17333310842514038,199,,
,12799,,199,0.01719299517571926,
,12799,,199,,0.2037009298801422
0.001,12800,,,,
0.001,12849,,,,
,12849,0.34952282905578613,200,,
,12863,,200,0.0179592315107584,
,12863,,200,,0.20355384051799774
0.001,12864,,,,
0.001,12899,,,,
,12899,0.16506552696228027,201,,
,12927,,201,0.018876081332564354,
,12927,,201,,0.20514746010303497
0.001,12928,,,,
0.001,12949,,,,
,12949,0.24864554405212402,202,,
,12991,,202,0.017308460548520088,
,12991,,202,,0.20375175774097443
0.001,12992,,,,
0.001,12999,,,,
,12999,0.09420809149742126,203,,
0.001,13049,,,,
,13049,0.17629273235797882,203,,
,13055,,203,0.017563307657837868,
,13055,,203,,0.20473937690258026
0.001,13056,,,,
0.001,13099,,,,
,13099,0.24450644850730896,204,,
,13119,,204,0.021690141409635544,
,13119,,204,,0.20654569566249847
0.001,13120,,,,
0.001,13149,,,,
,13149,0.1577579826116562,205,,
,13183,,205,0.019145537167787552,
,13183,,205,,0.20766235888004303
0.001,13184,,,,
0.001,13199,,,,
,13199,0.2230120450258255,206,,
,13247,,206,0.01768495701253414,
,13247,,206,,0.20322319865226746
0.001,13248,,,,
0.001,13249,,,,
,13249,0.1880621314048767,207,,
0.001,13299,,,,
,13299,0.15981322526931763,207,,
,13311,,207,0.01947748474776745,
,13311,,207,,0.2017093151807785
0.001,13312,,,,
0.001,13349,,,,
,13349,0.2459983080625534,208,,
,13375,,208,0.01811344549059868,
,13375,,208,,0.20302288234233856
0.001,13376,,,,
0.001,13399,,,,
,13399,0.20576432347297668,209,,
,13439,,209,0.01879468932747841,
,13439,,209,,0.21034333109855652
0.001,13440,,,,
0.001,13449,,,,
,13449,0.1618473380804062,210,,
0.001,13499,,,,
,13499,0.13412167131900787,210,,
,13503,,210,0.020326104015111923,
,13503,,210,,0.2033468335866928
0.001,13504,,,,
0.001,13549,,,,
,13549,0.18189720809459686,211,,
,13567,,211,0.017000067979097366,
,13567,,211,,0.20547060668468475
0.001,13568,,,,
0.001,13599,,,,
,13599,0.20620381832122803,212,,
,13631,,212,0.01949538104236126,
,13631,,212,,0.20265255868434906
0.001,13632,,,,
0.001,13649,,,,
,13649,0.2427120953798294,213,,
,13695,,213,0.02142373099923134,
,13695,,213,,0.20625978708267212
0.001,13696,,,,
0.001,13699,,,,
,13699,0.17639997601509094,214,,
0.001,13749,,,,
,13749,0.1577710509300232,214,,
,13759,,214,0.01674724742770195,
,13759,,214,,0.2047566920518875
0.001,13760,,,,
0.001,13799,,,,
,13799,0.2978392541408539,215,,
,13823,,215,0.01756472699344158,
,13823,,215,,0.20294307172298431
0.001,13824,,,,
0.001,13849,,,,
,13849,0.16260641813278198,216,,
,13887,,216,0.017258090898394585,
,13887,,216,,0.20320218801498413
0.001,13888,,,,
0.001,13899,,,,
,13899,0.17016257345676422,217,,
0.001,13949,,,,
,13949,0.1516665518283844,217,,
,13951,,217,0.0181149672716856,
,13951,,217,,0.20330065488815308
0.001,13952,,,,
0.001,13999,,,,
,13999,0.13300608098506927,218,,
,14015,,218,0.02005394734442234,
,14015,,218,,0.20392800867557526
0.001,14016,,,,
0.001,14049,,,,
,14049,0.1903543621301651,219,,
,14079,,219,0.01708695851266384,
,14079,,219,,0.20385444164276123
0.001,14080,,,,
0.001,14099,,,,
,14099,0.2176857888698578,220,,
,14143,,220,0.017812473699450493,
,14143,,220,,0.20286914706230164
0.001,14144,,,,
0.001,14149,,,,
,14149,0.19110025465488434,221,,
0.001,14199,,,,
,14199,0.22074216604232788,221,,
,14207,,221,0.01821192540228367,
,14207,,221,,0.2048315405845642
0.001,14208,,,,
0.001,14249,,,,
,14249,0.192016139626503,222,,
,14271,,222,0.0184163898229599,
,14271,,222,,0.20376461744308472
0.001,14272,,,,
0.001,14299,,,,
,14299,0.33201777935028076,223,,
,14335,,223,0.018292875960469246,
,14335,,223,,0.20331239700317383
0.001,14336,,,,
0.001,14349,,,,
,14349,0.25082850456237793,224,,
0.001,14399,,,,
,14399,0.1805092841386795,224,,
,14399,,224,0.018151674419641495,
,14399,,224,,0.20425745844841003
0.001,14400,,,,
0.001,14449,,,,
,14449,0.16718320548534393,225,,
,14463,,225,0.01752019301056862,
,14463,,225,,0.20552092790603638
0.001,14464,,,,
0.001,14499,,,,
,14499,0.2174312025308609,226,,
,14527,,226,0.01820371113717556,
,14527,,226,,0.20898371934890747
0.001,14528,,,,
0.001,14549,,,,
,14549,0.29105350375175476,227,,
,14591,,227,0.017543908208608627,
,14591,,227,,0.20302124321460724
0.001,14592,,,,
0.001,14599,,,,
,14599,0.22931437194347382,228,,
0.001,14649,,,,
,14649,0.1327502429485321,228,,
,14655,,228,0.018366506323218346,
,14655,,228,,0.20160873234272003
0.001,14656,,,,
0.001,14699,,,,
,14699,0.14163365960121155,229,,
,14719,,229,0.017997827380895615,
,14719,,229,,0.20450171828269958
0.001,14720,,,,
0.001,14749,,,,
,14749,0.18595999479293823,230,,
,14783,,230,0.025572359561920166,
,14783,,230,,0.20590871572494507
0.001,14784,,,,
0.001,14799,,,,
,14799,0.18817195296287537,231,,
,14847,,231,0.016842586919665337,
,14847,,231,,0.2042447328567505
0.001,14848,,,,
0.001,14849,,,,
,14849,0.13431043922901154,232,,
0.001,14899,,,,
,14899,0.19469043612480164,232,,
,14911,,232,0.016578765586018562,
,14911,,232,,0.20101258158683777
0.001,14912,,,,
0.001,14949,,,,
,14949,0.27620208263397217,233,,
,14975,,233,0.018812520429491997,
,14975,,233,,0.20327453315258026
0.001,14976,,,,
0.001,14999,,,,
,14999,0.2339579313993454,234,,
,15039,,234,0.017066452652215958,
,15039,,234,,0.2032303661108017
0.001,15040,,,,
0.001,15049,,,,
,15049,0.3091149926185608,235,,
0.001,15099,,,,
,15099,0.26394423842430115,235,,
,15103,,235,0.01762106455862522,
,15103,,235,,0.20210504531860352
0.001,15104,,,,
0.001,15149,,,,
,15149,0.30218735337257385,236,,
,15167,,236,0.018360456451773643,
,15167,,236,,0.2023552656173706
0.001,15168,,,,
0.001,15199,,,,
,15199,0.22923265397548676,237,,
,15231,,237,0.018835417926311493,
,15231,,237,,0.20756122469902039
0.001,15232,,,,
0.001,15249,,,,
,15249,0.19050373136997223,238,,
,15295,,238,0.016806552186608315,
,15295,,238,,0.20354968309402466
0.001,15296,,,,
0.001,15299,,,,
,15299,0.1659270077943802,239,,
0.001,15349,,,,
,15349,0.17414017021656036,239,,
,15359,,239,0.017407013103365898,
,15359,,239,,0.20203900337219238
0.001,15360,,,,
0.001,15399,,,,
,15399,0.17485064268112183,240,,
,15423,,240,0.01677018590271473,
,15423,,240,,0.20217947661876678
0.001,15424,,,,
0.001,15449,,,,
,15449,0.11639570444822311,241,,
,15487,,241,0.016402455046772957,
,15487,,241,,0.20088325440883636
0.001,15488,,,,
0.001,15499,,,,
,15499,0.24298463761806488,242,,
0.001,15549,,,,
,15549,0.1503557562828064,242,,
,15551,,242,0.017717473208904266,
,15551,,242,,0.2016771286725998
0.001,15552,,,,
0.001,15599,,,,
,15599,0.19995106756687164,243,,
,15615,,243,0.017264265567064285,
,15615,,243,,0.20187845826148987
0.001,15616,,,,
0.001,15649,,,,
,15649,0.20381967723369598,244,,
,15679,,244,0.016966018825769424,
,15679,,244,,0.20148812234401703
0.001,15680,,,,
0.001,15699,,,,
,15699,0.15998375415802002,245,,
,15743,,245,0.0189973097294569,
,15743,,245,,0.2018529623746872
0.001,15744,,,,
0.001,15749,,,,
,15749,0.15208062529563904,246,,
0.001,15799,,,,
,15799,0.21711291372776031,246,,
,15807,,246,0.017222611233592033,
,15807,,246,,0.2049572765827179
0.001,15808,,,,
0.001,15849,,,,
,15849,0.205210879445076,247,,
,15871,,247,0.020536111667752266,
,15871,,247,,0.2022685408592224
0.001,15872,,,,
0.001,15899,,,,
,15899,0.17038553953170776,248,,
,15935,,248,0.020535793155431747,
,15935,,248,,0.20641355216503143
0.001,15936,,,,
0.001,15949,,,,
,15949,0.27466779947280884,249,,
0.001,15999,,,,
,15999,0.24292337894439697,249,,
,15999,,249,0.016970152035355568,
,15999,,249,,0.20362767577171326
0.001,16000,,,,
0.001,16049,,,,
,16049,0.169380784034729,250,,
,16063,,250,0.01664673537015915,
,16063,,250,,0.2023293375968933
0.001,16064,,,,
0.001,16099,,,,
,16099,0.17330677807331085,251,,
,16127,,251,0.016789510846138,
,16127,,251,,0.20141860842704773
0.001,16128,,,,
0.001,16149,,,,
,16149,0.1830887496471405,252,,
,16191,,252,0.01673237234354019,
,16191,,252,,0.20186874270439148
0.001,16192,,,,
0.001,16199,,,,
,16199,0.21757517755031586,253,,
0.001,16249,,,,
,16249,0.21216502785682678,253,,
,16255,,253,0.019394244998693466,
,16255,,253,,0.20374520123004913
0.001,16256,,,,
0.001,16299,,,,
,16299,0.2082781344652176,254,,
,16319,,254,0.018069442361593246,
,16319,,254,,0.19986388087272644
0.001,16320,,,,
0.001,16349,,,,
,16349,0.167780339717865,255,,
,16383,,255,0.019036289304494858,
,16383,,255,,0.20385079085826874
0.001,16384,,,,
0.001,16399,,,,
,16399,0.18929050862789154,256,,
,16447,,256,0.01822052337229252,
,16447,,256,,0.20176047086715698
0.001,16448,,,,
0.001,16449,,,,
,16449,0.1336202621459961,257,,
0.001,16499,,,,
,16499,0.25413191318511963,257,,
,16511,,257,0.017131181433796883,
,16511,,257,,0.20542986690998077
0.001,16512,,,,
0.001,16549,,,,
,16549,0.3108891248703003,258,,
,16575,,258,0.019716458395123482,
,16575,,258,,0.20276221632957458
0.001,16576,,,,
0.001,16599,,,,
,16599,0.2015741765499115,259,,
,16639,,259,0.016947433352470398,
,16639,,259,,0.2030092030763626
0.001,16640,,,,
0.001,16649,,,,
,16649,0.24414359033107758,260,,
0.001,16699,,,,
,16699,0.23870980739593506,260,,
,16703,,260,0.018779980018734932,
,16703,,260,,0.20253507792949677
0.001,16704,,,,
0.001,16749,,,,
,16749,0.2540697753429413,261,,
,16767,,261,0.018444843590259552,
,16767,,261,,0.2030971497297287
0.001,16768,,,,
0.001,16799,,,,
,16799,0.14748889207839966,262,,
,16831,,262,0.01754630357027054,
,16831,,262,,0.2028401494026184
0.001,16832,,,,
0.001,16849,,,,
,16849,0.16581474244594574,263,,
,16895,,263,0.02392403408885002,
,16895,,263,,0.20122885704040527
0.001,16896,,,,
0.001,16899,,,,
,16899,0.1280333250761032,264,,
0.001,16949,,,,
,16949,0.1731102019548416,264,,
,16959,,264,0.018692433834075928,
,16959,,264,,0.2043904960155487
0.001,16960,,,,
0.001,16999,,,,
,16999,0.1316273808479309,265,,
,17023,,265,0.016995323821902275,
,17023,,265,,0.20191434025764465
0.001,17024,,,,
0.001,17049,,,,
,17049,0.147362619638443,266,,
,17087,,266,0.01820220984518528,
,17087,,266,,0.2014927715063095
0.001,17088,,,,
0.001,17099,,,,
,17099,0.18043507635593414,267,,
0.001,17149,,,,
,17149,0.22094082832336426,267,,
,17151,,267,0.01705455593764782,
,17151,,267,,0.2014564722776413
0.001,17152,,,,
0.001,17199,,,,
,17199,0.22473959624767303,268,,
,17215,,268,0.01699717342853546,
,17215,,268,,0.20006853342056274
0.001,17216,,,,
0.001,17249,,,,
,17249,0.1232793927192688,269,,
,17279,,269,0.017681598663330078,
,17279,,269,,0.2016770839691162
0.001,17280,,,,
0.001,17299,,,,
,17299,0.16173669695854187,270,,
,17343,,270,0.018738683313131332,
,17343,,270,,0.20172466337680817
0.001,17344,,,,
0.001,17349,,,,
,17349,0.25295290350914,271,,
0.001,17399,,,,
,17399,0.14912362396717072,271,,
,17407,,271,0.017237745225429535,
,17407,,271,,0.2019689977169037
0.001,17408,,,,
0.001,17449,,,,
,17449,0.19963032007217407,272,,
,17471,,272,0.022755194455385208,
,17471,,272,,0.20305480062961578
0.001,17472,,,,
0.001,17499,,,,
,17499,0.22017396986484528,273,,
,17535,,273,0.017720520496368408,
,17535,,273,,0.20242807269096375
0.001,17536,,,,
0.001,17549,,,,
,17549,0.17303013801574707,274,,
0.001,17599,,,,
,17599,0.18445783853530884,274,,
,17599,,274,0.016737239435315132,
,17599,,274,,0.2024066299200058
0.001,17600,,,,
0.001,17649,,,,
,17649,0.23530817031860352,275,,
,17663,,275,0.02045082300901413,
,17663,,275,,0.20255263149738312
0.001,17664,,,,
0.001,17699,,,,
,17699,0.2613281309604645,276,,
,17727,,276,0.016195189207792282,
,17727,,276,,0.2017620950937271
0.001,17728,,,,
0.001,17749,,,,
,17749,0.23210936784744263,277,,
,17791,,277,0.017836272716522217,
,17791,,277,,0.2006055861711502
0.001,17792,,,,
0.001,17799,,,,
,17799,0.2578236162662506,278,,
0.001,17849,,,,
,17849,0.2619237005710602,278,,
,17855,,278,0.023073410615324974,
,17855,,278,,0.2060701549053192
0.001,17856,,,,
0.001,17899,,,,
,17899,0.2574748694896698,279,,
,17919,,279,0.0172821506857872,
,17919,,279,,0.2025284618139267
0.001,17920,,,,
0.001,17949,,,,
,17949,0.09675750136375427,280,,
,17983,,280,0.01769452542066574,
,17983,,280,,0.20102672278881073
0.001,17984,,,,
0.001,17999,,,,
,17999,0.23341277241706848,281,,
,18047,,281,0.01700829342007637,
,18047,,281,,0.20333757996559143
0.001,18048,,,,
0.001,18049,,,,
,18049,0.3166353106498718,282,,
0.001,18099,,,,
,18099,0.2016749382019043,282,,
,18111,,282,0.018166257068514824,
,18111,,282,,0.19971999526023865
0.001,18112,,,,
0.001,18149,,,,
,18149,0.26684290170669556,283,,
,18175,,283,0.01729670539498329,
,18175,,283,,0.20133614540100098
0.001,18176,,,,
0.001,18199,,,,
,18199,0.27809691429138184,284,,
,18239,,284,0.0180317722260952,
,18239,,284,,0.20601323246955872
0.001,18240,,,,
0.001,18249,,,,
,18249,0.2053188681602478,285,,
0.001,18299,,,,
,18299,0.2113436609506607,285,,
,18303,,285,0.02610272914171219,
,18303,,285,,0.20421616733074188
0.001,18304,,,,
0.001,18349,,,,
,18349,0.19345813989639282,286,,
,18367,,286,0.018628867343068123,
,18367,,286,,0.20793358981609344
0.001,18368,,,,
0.001,18399,,,,
,18399,0.1832638531923294,287,,
,18431,,287,0.020058076828718185,
,18431,,287,,0.20154544711112976
0.001,18432,,,,
0.001,18449,,,,
,18449,0.26896724104881287,288,,
,18495,,288,0.017504604533314705,
,18495,,288,,0.20278970897197723
0.001,18496,,,,
0.001,18499,,,,
,18499,0.19754530489444733,289,,
0.001,18549,,,,
,18549,0.2224845588207245,289,,
,18559,,289,0.020559513941407204,
,18559,,289,,0.20428045094013214
0.001,18560,,,,
0.001,18599,,,,
,18599,0.1894308626651764,290,,
,18623,,290,0.01633276976644993,
,18623,,290,,0.2024623304605484
0.001,18624,,,,
0.001,18649,,,,
,18649,0.2113228440284729,291,,
,18687,,291,0.020420359447598457,
,18687,,291,,0.20049141347408295
0.001,18688,,,,
0.001,18699,,,,
,18699,0.23786886036396027,292,,
0.001,18749,,,,
,18749,0.24759328365325928,292,,
,18751,,292,0.020262034609913826,
,18751,,292,,0.20150889456272125
0.001,18752,,,,
0.001,18799,,,,
,18799,0.08851626515388489,293,,
,18815,,293,0.01734921708703041,
,18815,,293,,0.19815599918365479
0.001,18816,,,,
0.001,18849,,,,
,18849,0.13040827214717865,294,,
,18879,,294,0.01640832982957363,
,18879,,294,,0.20219385623931885
0.001,18880,,,,
0.001,18899,,,,
,18899,0.22929954528808594,295,,
,18943,,295,0.01710561290383339,
,18943,,295,,0.2014860361814499
0.001,18944,,,,
0.001,18949,,,,
,18949,0.1975294053554535,296,,
0.001,18999,,,,
,18999,0.23764961957931519,296,,
,19007,,296,0.01682322472333908,
,19007,,296,,0.2002689242362976
0.001,19008,,,,
0.001,19049,,,,
,19049,0.20987315475940704,297,,
,19071,,297,0.022091319784522057,
,19071,,297,,0.20153909921646118
0.001,19072,,,,
0.001,19099,,,,
,19099,0.23928622901439667,298,,
,19135,,298,0.016398269683122635,
,19135,,298,,0.20274871587753296
0.001,19136,,,,
0.001,19149,,,,
,19149,0.12584137916564941,299,,
0.001,19199,,,,
,19199,0.17892557382583618,299,,
,19199,,299,0.01647055335342884,
,19199,,299,,0.2001640945672989
0.001,19200,,,,
0.001,19249,,,,
,19249,0.20688331127166748,300,,
,19263,,300,0.01806243136525154,
,19263,,300,,0.2010144740343094
0.001,19264,,,,
0.001,19299,,,,
,19299,0.15236294269561768,301,,
,19327,,301,0.01631643809378147,
,19327,,301,,0.2022239863872528
0.001,19328,,,,
0.001,19349,,,,
,19349,0.21011380851268768,302,,
,19391,,302,0.016612283885478973,
,19391,,302,,0.20011597871780396
0.001,19392,,,,
0.001,19399,,,,
,19399,0.12492324411869049,303,,
0.001,19449,,,,
,19449,0.21998165547847748,303,,
,19455,,303,0.01687651313841343,
,19455,,303,,0.20030012726783752
0.001,19456,,,,
0.001,19499,,,,
,19499,0.22447165846824646,304,,
,19519,,304,0.01705719344317913,
,19519,,304,,0.20056983828544617
0.001,19520,,,,
0.001,19549,,,,
,19549,0.2487068921327591,305,,
,19583,,305,0.016825446859002113,
,19583,,305,,0.20118585228919983
0.001,19584,,,,
0.001,19599,,,,
,19599,0.24052682518959045,306,,
,19647,,306,0.01678415574133396,
,19647,,306,,0.20046119391918182
0.001,19648,,,,
0.001,19649,,,,
,19649,0.23887929320335388,307,,
0.001,19699,,,,
,19699,0.1553713083267212,307,,
,19711,,307,0.015988856554031372,
,19711,,307,,0.20102685689926147
0.001,19712,,,,
0.001,19749,,,,
,19749,0.17971839010715485,308,,
,19775,,308,0.016759339720010757,
,19775,,308,,0.20095102488994598
0.001,19776,,,,
0.001,19799,,,,
,19799,0.19436104595661163,309,,
,19839,,309,0.016279207542538643,
,19839,,309,,0.20226366817951202
0.001,19840,,,,
0.001,19849,,,,
,19849,0.15692158043384552,310,,
0.001,19899,,,,
,19899,0.16078098118305206,310,,
,19903,,310,0.01610284484922886,
,19903,,310,,0.19871652126312256
0.001,19904,,,,
0.001,19949,,,,
,19949,0.18164023756980896,311,,
,19967,,311,0.016486510634422302,
,19967,,311,,0.20230305194854736
0.001,19968,,,,
0.001,19999,,,,
,19999,0.2081524282693863,312,,
,20031,,312,0.01598304696381092,
,20031,,312,,0.19973348081111908
0.001,20032,,,,
0.001,20049,,,,
,20049,0.13393539190292358,313,,
,20095,,313,0.01646171510219574,
,20095,,313,,0.2017613649368286
0.001,20096,,,,
0.001,20099,,,,
,20099,0.21641141176223755,314,,
0.001,20149,,,,
,20149,0.21844448149204254,314,,
,20159,,314,0.01659015566110611,
,20159,,314,,0.20037205517292023
0.001,20160,,,,
0.001,20199,,,,
,20199,0.2228815108537674,315,,
,20223,,315,0.016140785068273544,
,20223,,315,,0.20050159096717834
0.001,20224,,,,
0.001,20249,,,,
,20249,0.21026119589805603,316,,
,20287,,316,0.017274808138608932,
,20287,,316,,0.1996167153120041
0.001,20288,,,,
0.001,20299,,,,
,20299,0.1700890064239502,317,,
0.001,20349,,,,
,20349,0.17726264894008636,317,,
,20351,,317,0.01724190078675747,
,20351,,317,,0.2002083659172058
0.001,20352,,,,
0.001,20399,,,,
,20399,0.21528445184230804,318,,
,20415,,318,0.01656544953584671,
,20415,,318,,0.19915790855884552
0.001,20416,,,,
0.001,20449,,,,
,20449,0.22376514971256256,319,,
,20479,,319,0.019588742405176163,
,20479,,319,,0.1999894231557846
0.001,20480,,,,
0.001,20499,,,,
,20499,0.20656874775886536,320,,
,20543,,320,0.01748696342110634,
,20543,,320,,0.2007647305727005
0.001,20544,,,,
0.001,20549,,,,
,20549,0.2569662928581238,321,,
0.001,20599,,,,
,20599,0.19093333184719086,321,,
,20607,,321,0.015523840673267841,
,20607,,321,,0.200687974691391
0.001,20608,,,,
0.001,20649,,,,
,20649,0.23202389478683472,322,,
,20671,,322,0.016709640622138977,
,20671,,322,,0.19833001494407654
0.001,20672,,,,
0.001,20699,,,,
,20699,0.22151166200637817,323,,
,20735,,323,0.017680557444691658,
,20735,,323,,0.1993635594844818
0.001,20736,,,,
0.001,20749,,,,
,20749,0.15493807196617126,324,,
0.001,20799,,,,
,20799,0.17399027943611145,324,,
,20799,,324,0.018916932865977287,
,20799,,324,,0.20634856820106506
0.001,20800,,,,
0.001,20849,,,,
,20849,0.1941351443529129,325,,
,20863,,325,0.018536336719989777,
,20863,,325,,0.20534008741378784
0.001,20864,,,,
0.001,20899,,,,
,20899,0.26388514041900635,326,,
,20927,,326,0.016404325142502785,
,20927,,326,,0.20054545998573303
0.001,20928,,,,
0.001,20949,,,,
,20949,0.20826971530914307,327,,
,20991,,327,0.01727795973420143,
,20991,,327,,0.19889409840106964
0.001,20992,,,,
0.001,20999,,,,
,20999,0.06822304427623749,328,,
0.001,21049,,,,
,21049,0.22813978791236877,328,,
,21055,,328,0.016900984570384026,
,21055,,328,,0.19934098422527313
0.001,21056,,,,
0.001,21099,,,,
,21099,0.20911821722984314,329,,
,21119,,329,0.019032133743166924,
,21119,,329,,0.20056423544883728
0.001,21120,,,,
0.001,21149,,,,
,21149,0.11869692802429199,330,,
,21183,,330,0.019416190683841705,
,21183,,330,,0.19934111833572388
0.001,21184,,,,
0.001,21199,,,,
,21199,0.28972893953323364,331,,
,21247,,331,0.017383472993969917,
,21247,,331,,0.2032044380903244
0.001,21248,,,,
0.001,21249,,,,
,21249,0.10976528376340866,332,,
0.001,21299,,,,
,21299,0.2721441686153412,332,,
,21311,,332,0.020493991672992706,
,21311,,332,,0.19852007925510406
0.001,21312,,,,
0.001,21349,,,,
,21349,0.21196410059928894,333,,
,21375,,333,0.01708398386836052,
,21375,,333,,0.20207932591438293
0.001,21376,,,,
0.001,21399,,,,
,21399,0.1530134677886963,334,,
,21439,,334,0.01665310189127922,
,21439,,334,,0.2002764344215393
0.001,21440,,,,
0.001,21449,,,,
,21449,0.20486629009246826,335,,
0.001,21499,,,,
,21499,0.19473400712013245,335,,
,21503,,335,0.017266346141695976,
,21503,,335,,0.20165464282035828
0.001,21504,,,,
0.001,21549,,,,
,21549,0.21361304819583893,336,,
,21567,,336,0.016798339784145355,
,21567,,336,,0.2002725452184677
0.001,21568,,,,
0.001,21599,,,,
,21599,0.22694836556911469,337,,
,21631,,337,0.020005591213703156,
,21631,,337,,0.20068246126174927
0.001,21632,,,,
0.001,21649,,,,
,21649,0.17119204998016357,338,,
,21695,,338,0.018978487700223923,
,21695,,338,,0.1994653195142746
0.001,21696,,,,
0.001,21699,,,,
,21699,0.12069294601678848,339,,
0.001,21749,,,,
,21749,0.15854991972446442,339,,
,21759,,339,0.015928389504551888,
,21759,,339,,0.19972583651542664
0.001,21760,,,,
0.001,21799,,,,
,21799,0.17337465286254883,340,,
,21823,,340,0.019571488723158836,
,21823,,340,,0.19967369735240936
0.001,21824,,,,
0.001,21849,,,,
,21849,0.11757980287075043,341,,
,21887,,341,0.017510756850242615,
,21887,,341,,0.19889089465141296
0.001,21888,,,,
0.001,21899,,,,
,21899,0.18361780047416687,342,,
0.001,21949,,,,
,21949,0.16555586457252502,342,,
,21951,,342,0.01894325017929077,
,21951,,342,,0.19916093349456787
0.001,21952,,,,
0.001,21999,,,,
,21999,0.2546904981136322,343,,
,22015,,343,0.016897795721888542,
,22015,,343,,0.20296241343021393
0.001,22016,,,,
0.001,22049,,,,
,22049,0.24312441051006317,344,,
,22079,,344,0.016786012798547745,
,22079,,344,,0.19919756054878235
0.001,22080,,,,
0.001,22099,,,,
,22099,0.22469213604927063,345,,
,22143,,345,0.016423018649220467,
