epoch,train_loss_step,lr-Adam,step,val_loss,train_loss_epoch,test_loss
,,0.001,10249,,,
160,0.022812331095337868,,10249,,,
,,0.001,10299,,,
160,0.022074533626437187,,10299,,,
160,,,10303,0.02253282256424427,,
160,,,10303,,0.022597437724471092,
,,0.001,10304,,,
,,0.001,10349,,,
161,0.022442014887928963,,10349,,,
161,,,10367,0.022051144391298294,,
161,,,10367,,0.022723695263266563,
,,0.001,10368,,,
,,0.001,10399,,,
162,0.022258179262280464,,10399,,,
162,,,10431,0.02292851358652115,,
162,,,10431,,0.022327939048409462,
,,0.001,10432,,,
,,0.001,10449,,,
163,0.02227231115102768,,10449,,,
163,,,10495,0.021948250010609627,,
163,,,10495,,0.02223789133131504,
,,0.001,10496,,,
,,0.001,10499,,,
164,0.022448329254984856,,10499,,,
,,0.001,10549,,,
164,0.022820601239800453,,10549,,,
164,,,10559,0.021831534802913666,,
164,,,10559,,0.022034481167793274,
,,0.001,10560,,,
,,0.001,10599,,,
165,0.022015798836946487,,10599,,,
165,,,10623,0.02170722745358944,,
165,,,10623,,0.021909769624471664,
,,0.001,10624,,,
,,0.001,10649,,,
166,0.02170822210609913,,10649,,,
166,,,10687,0.022273892536759377,,
166,,,10687,,0.022253453731536865,
,,0.001,10688,,,
,,0.001,10699,,,
167,0.0220304224640131,,10699,,,
,,0.001,10749,,,
167,0.02252020686864853,,10749,,,
167,,,10751,0.021699929609894753,,
167,,,10751,,0.022728607058525085,
,,0.001,10752,,,
,,0.001,10799,,,
168,0.021848946809768677,,10799,,,
168,,,10815,0.023364875465631485,,
168,,,10815,,0.02211528830230236,
,,0.001,10816,,,
,,0.001,10849,,,
169,0.021666808053851128,,10849,,,
169,,,10879,0.022895315662026405,,
169,,,10879,,0.02261616662144661,
,,0.001,10880,,,
,,0.001,10899,,,
170,0.020964039489626884,,10899,,,
170,,,10943,0.021478215232491493,,
170,,,10943,,0.022018801420927048,
,,0.001,10944,,,
,,0.001,10949,,,
171,0.022576818242669106,,10949,,,
,,0.001,10999,,,
171,0.022267669439315796,,10999,,,
171,,,11007,0.0219886414706707,,
171,,,11007,,0.02169600874185562,
,,0.001,11008,,,
,,0.001,11049,,,
172,0.0215530376881361,,11049,,,
172,,,11071,0.02234198898077011,,
172,,,11071,,0.02205846458673477,
,,0.001,11072,,,
,,0.001,11099,,,
173,0.021838806569576263,,11099,,,
173,,,11135,0.021439243108034134,,
173,,,11135,,0.022210441529750824,
,,0.001,11136,,,
,,0.001,11149,,,
174,0.022177666425704956,,11149,,,
,,0.001,11199,,,
174,0.020251253619790077,,11199,,,
174,,,11199,0.021751495078206062,,
174,,,11199,,0.02192789688706398,
,,0.001,11200,,,
,,0.001,11249,,,
175,0.02140714041888714,,11249,,,
175,,,11263,0.021738041192293167,,
175,,,11263,,0.02176954224705696,
,,0.001,11264,,,
,,0.001,11299,,,
176,0.021113388240337372,,11299,,,
176,,,11327,0.02208595536649227,,
176,,,11327,,0.021886685863137245,
,,0.001,11328,,,
,,0.001,11349,,,
177,0.022324195131659508,,11349,,,
177,,,11391,0.02149331569671631,,
177,,,11391,,0.021988874301314354,
,,0.001,11392,,,
,,0.001,11399,,,
178,0.02115454711019993,,11399,,,
,,0.001,11449,,,
178,0.022046908736228943,,11449,,,
178,,,11455,0.021417025476694107,,
178,,,11455,,0.021362092345952988,
,,0.001,11456,,,
,,0.001,11499,,,
179,0.02293580025434494,,11499,,,
179,,,11519,0.021213334053754807,,
179,,,11519,,0.022570449858903885,
,,0.001,11520,,,
,,0.001,11549,,,
180,0.021609118208289146,,11549,,,
180,,,11583,0.022513318806886673,,
180,,,11583,,0.0219818577170372,
,,0.001,11584,,,
,,0.001,11599,,,
181,0.022245191037654877,,11599,,,
181,,,11647,0.0222548209130764,,
181,,,11647,,0.022459514439105988,
,,0.001,11648,,,
,,0.001,11649,,,
182,0.02324378304183483,,11649,,,
,,0.001,11699,,,
182,0.02133624441921711,,11699,,,
182,,,11711,0.021391792222857475,,
182,,,11711,,0.021676991134881973,
,,0.001,11712,,,
,,0.001,11749,,,
183,0.021105851978063583,,11749,,,
183,,,11775,0.021026523783802986,,
183,,,11775,,0.021277764812111855,
,,0.001,11776,,,
,,0.001,11799,,,
184,0.020932119339704514,,11799,,,
184,,,11839,0.022065335884690285,,
184,,,11839,,0.02129524201154709,
,,0.001,11840,,,
,,0.001,11849,,,
185,0.021763084456324577,,11849,,,
,,0.001,11899,,,
185,0.021481893956661224,,11899,,,
185,,,11903,0.020952660590410233,,
185,,,11903,,0.021524714305996895,
,,0.001,11904,,,
,,0.001,11949,,,
186,0.0222990233451128,,11949,,,
186,,,11967,0.021414412185549736,,
186,,,11967,,0.021814262494444847,
,,0.001,11968,,,
,,0.001,11999,,,
187,0.020623691380023956,,11999,,,
187,,,12031,0.021293656900525093,,
187,,,12031,,0.021262211725115776,
,,0.001,12032,,,
,,0.001,12049,,,
188,0.021850017830729485,,12049,,,
188,,,12095,0.02257976494729519,,
188,,,12095,,0.02185273915529251,
,,0.001,12096,,,
,,0.001,12099,,,
189,0.02338649332523346,,12099,,,
,,0.001,12149,,,
189,0.021218551322817802,,12149,,,
189,,,12159,0.021144449710845947,,
189,,,12159,,0.022284982725977898,
,,0.001,12160,,,
,,0.001,12199,,,
190,0.021731676533818245,,12199,,,
190,,,12223,0.021431835368275642,,
190,,,12223,,0.02135583944618702,
,,0.001,12224,,,
,,0.001,12249,,,
191,0.020727675408124924,,12249,,,
191,,,12287,0.021672386676073074,,
191,,,12287,,0.021113310009241104,
,,0.001,12288,,,
,,0.001,12299,,,
192,0.021179184317588806,,12299,,,
,,0.001,12349,,,
192,0.020953822880983353,,12349,,,
192,,,12351,0.021085258573293686,,
192,,,12351,,0.021044915542006493,
,,0.001,12352,,,
,,0.001,12399,,,
193,0.02027059905230999,,12399,,,
193,,,12415,0.021999746561050415,,
193,,,12415,,0.021677182987332344,
,,0.001,12416,,,
,,0.001,12449,,,
194,0.02130805514752865,,12449,,,
194,,,12479,0.02124090865254402,,
194,,,12479,,0.021219925954937935,
,,0.001,12480,,,
,,0.001,12499,,,
195,0.020681554451584816,,12499,,,
195,,,12543,0.021409736946225166,,
195,,,12543,,0.021228216588497162,
,,0.001,12544,,,
,,0.001,12549,,,
196,0.02099285088479519,,12549,,,
,,0.001,12599,,,
196,0.0215609148144722,,12599,,,
196,,,12607,0.021563630551099777,,
196,,,12607,,0.021056629717350006,
,,0.001,12608,,,
,,0.001,12649,,,
197,0.021370327100157738,,12649,,,
197,,,12671,0.02116311527788639,,
197,,,12671,,0.02169439010322094,
,,0.001,12672,,,
,,0.001,12699,,,
198,0.021462325006723404,,12699,,,
198,,,12735,0.021057140082120895,,
198,,,12735,,0.021983051672577858,
,,0.001,12736,,,
,,0.001,12749,,,
199,0.021158535033464432,,12749,,,
,,0.001,12799,,,
199,0.02198350615799427,,12799,,,
199,,,12799,0.021245243027806282,,
199,,,12799,,0.021131400018930435,
,,0.001,12800,,,
,,0.001,12849,,,
200,0.020922547206282616,,12849,,,
200,,,12863,0.020714955404400826,,
200,,,12863,,0.02104184404015541,
,,0.001,12864,,,
,,0.001,12899,,,
201,0.02060851827263832,,12899,,,
201,,,12927,0.02079494670033455,,
201,,,12927,,0.021077552810311317,
,,0.001,12928,,,
,,0.001,12949,,,
202,0.021140094846487045,,12949,,,
202,,,12991,0.02217058464884758,,
202,,,12991,,0.021529749035835266,
,,0.001,12992,,,
,,0.001,12999,,,
203,0.02083679661154747,,12999,,,
,,0.001,13049,,,
203,0.020783916115760803,,13049,,,
203,,,13055,0.021337585523724556,,
203,,,13055,,0.021071137860417366,
,,0.001,13056,,,
,,0.001,13099,,,
204,0.020773109048604965,,13099,,,
204,,,13119,0.020623061805963516,,
204,,,13119,,0.02072010189294815,
,,0.001,13120,,,
,,0.001,13149,,,
205,0.02116146869957447,,13149,,,
205,,,13183,0.020879071205854416,,
205,,,13183,,0.02112562395632267,
,,0.001,13184,,,
,,0.001,13199,,,
206,0.020016737282276154,,13199,,,
206,,,13247,0.020740577951073647,,
206,,,13247,,0.021065883338451385,
,,0.001,13248,,,
,,0.001,13249,,,
207,0.020298060029745102,,13249,,,
,,0.001,13299,,,
207,0.02161918394267559,,13299,,,
207,,,13311,0.020917749032378197,,
207,,,13311,,0.02149428054690361,
,,0.001,13312,,,
,,0.001,13349,,,
208,0.02235531248152256,,13349,,,
208,,,13375,0.020607758313417435,,
208,,,13375,,0.02133357897400856,
,,0.001,13376,,,
,,0.001,13399,,,
209,0.02118728682398796,,13399,,,
209,,,13439,0.021827759221196175,,
209,,,13439,,0.021320456638932228,
,,0.001,13440,,,
,,0.001,13449,,,
210,0.0211676936596632,,13449,,,
,,0.001,13499,,,
210,0.02090286836028099,,13499,,,
210,,,13503,0.020597368478775024,,
210,,,13503,,0.02087717317044735,
,,0.001,13504,,,
,,0.001,13549,,,
211,0.020944509655237198,,13549,,,
211,,,13567,0.020568035542964935,,
211,,,13567,,0.020677974447607994,
,,0.001,13568,,,
,,0.001,13599,,,
212,0.020455703139305115,,13599,,,
212,,,13631,0.020521482452750206,,
212,,,13631,,0.020586809143424034,
,,0.001,13632,,,
,,0.001,13649,,,
213,0.021285653114318848,,13649,,,
213,,,13695,0.020722107961773872,,
213,,,13695,,0.020830681547522545,
,,0.001,13696,,,
,,0.001,13699,,,
214,0.021276962012052536,,13699,,,
,,0.001,13749,,,
214,0.02115658111870289,,13749,,,
214,,,13759,0.020669270306825638,,
214,,,13759,,0.021224765107035637,
,,0.001,13760,,,
,,0.001,13799,,,
215,0.022231435403227806,,13799,,,
215,,,13823,0.02038305066525936,,
215,,,13823,,0.021252861246466637,
,,0.001,13824,,,
,,0.001,13849,,,
216,0.0210260022431612,,13849,,,
216,,,13887,0.02131160907447338,,
216,,,13887,,0.020981289446353912,
,,0.001,13888,,,
,,0.001,13899,,,
217,0.02058231830596924,,13899,,,
,,0.001,13949,,,
217,0.021180272102355957,,13949,,,
217,,,13951,0.020832594484090805,,
217,,,13951,,0.020863002166152,
,,0.001,13952,,,
,,0.001,13999,,,
218,0.02125941403210163,,13999,,,
218,,,14015,0.020274318754673004,,
218,,,14015,,0.02149948850274086,
,,0.001,14016,,,
,,0.001,14049,,,
219,0.020711088553071022,,14049,,,
219,,,14079,0.02041608653962612,,
219,,,14079,,0.02064184844493866,
,,0.001,14080,,,
,,0.001,14099,,,
220,0.020629562437534332,,14099,,,
220,,,14143,0.020572789013385773,,
220,,,14143,,0.021434884518384933,
,,0.001,14144,,,
,,0.001,14149,,,
221,0.020440392196178436,,14149,,,
,,0.001,14199,,,
221,0.02038762718439102,,14199,,,
221,,,14207,0.02076731249690056,,
221,,,14207,,0.020442243665456772,
,,0.001,14208,,,
,,0.001,14249,,,
222,0.02128279209136963,,14249,,,
222,,,14271,0.02048829384148121,,
222,,,14271,,0.02050430327653885,
,,0.001,14272,,,
,,0.001,14299,,,
223,0.022407561540603638,,14299,,,
223,,,14335,0.02196691371500492,,
223,,,14335,,0.020909341052174568,
,,0.001,14336,,,
,,0.001,14349,,,
224,0.022981716319918633,,14349,,,
,,0.001,14399,,,
224,0.02002539671957493,,14399,,,
224,,,14399,0.02123856730759144,,
224,,,14399,,0.021056968718767166,
,,0.001,14400,,,
,,0.001,14449,,,
225,0.020374413579702377,,14449,,,
225,,,14463,0.020115701481699944,,
225,,,14463,,0.020508332177996635,
,,0.001,14464,,,
,,0.001,14499,,,
226,0.02058243378996849,,14499,,,
226,,,14527,0.021188881248235703,,
226,,,14527,,0.020879140123724937,
,,0.001,14528,,,
,,0.001,14549,,,
227,0.02035178244113922,,14549,,,
227,,,14591,0.02027912065386772,,
227,,,14591,,0.020409179851412773,
,,0.001,14592,,,
,,0.001,14599,,,
228,0.02016957849264145,,14599,,,
,,0.001,14649,,,
228,0.020992789417505264,,14649,,,
228,,,14655,0.0204009972512722,,
228,,,14655,,0.020740902051329613,
,,0.001,14656,,,
,,0.001,14699,,,
229,0.020985327661037445,,14699,,,
229,,,14719,0.020325137302279472,,
229,,,14719,,0.020718641579151154,
,,0.001,14720,,,
,,0.001,14749,,,
230,0.024142779409885406,,14749,,,
230,,,14783,0.02017209120094776,,
230,,,14783,,0.02102999947965145,
,,0.001,14784,,,
,,0.001,14799,,,
231,0.019935104995965958,,14799,,,
231,,,14847,0.02051551640033722,,
231,,,14847,,0.020379524677991867,
,,0.001,14848,,,
,,0.001,14849,,,
232,0.02123793214559555,,14849,,,
,,0.001,14899,,,
232,0.02256360836327076,,14899,,,
232,,,14911,0.021432120352983475,,
232,,,14911,,0.021197183057665825,
,,0.001,14912,,,
,,0.001,14949,,,
233,0.020679103210568428,,14949,,,
233,,,14975,0.020361263304948807,,
233,,,14975,,0.020810751244425774,
,,0.001,14976,,,
,,0.001,14999,,,
234,0.020208360627293587,,14999,,,
234,,,15039,0.020209290087223053,,
234,,,15039,,0.020579585805535316,
,,0.001,15040,,,
,,0.001,15049,,,
235,0.021238131448626518,,15049,,,
,,0.001,15099,,,
235,0.02114420011639595,,15099,,,
235,,,15103,0.021983426064252853,,
235,,,15103,,0.020489100366830826,
,,0.001,15104,,,
,,0.001,15149,,,
236,0.020465025678277016,,15149,,,
236,,,15167,0.020391225814819336,,
236,,,15167,,0.02078334428369999,
,,0.001,15168,,,
,,0.001,15199,,,
237,0.0199397224932909,,15199,,,
237,,,15231,0.020140670239925385,,
237,,,15231,,0.020378082990646362,
,,0.001,15232,,,
,,0.001,15249,,,
238,0.02030475251376629,,15249,,,
238,,,15295,0.020020531490445137,,
238,,,15295,,0.02023649401962757,
,,0.001,15296,,,
,,0.001,15299,,,
239,0.020149944350123405,,15299,,,
,,0.001,15349,,,
239,0.019899675622582436,,15349,,,
239,,,15359,0.021888641640543938,,
239,,,15359,,0.020302530378103256,
,,0.001,15360,,,
,,0.001,15399,,,
240,0.02040020003914833,,15399,,,
240,,,15423,0.019886428490281105,,
240,,,15423,,0.020804274827241898,
,,0.001,15424,,,
,,0.001,15449,,,
241,0.0204263087362051,,15449,,,
241,,,15487,0.02055172249674797,,
241,,,15487,,0.020315345376729965,
,,0.001,15488,,,
,,0.001,15499,,,
242,0.020082712173461914,,15499,,,
,,0.001,15549,,,
242,0.01997550204396248,,15549,,,
242,,,15551,0.02061333879828453,,
242,,,15551,,0.021196911111474037,
,,0.001,15552,,,
,,0.001,15599,,,
243,0.02020634524524212,,15599,,,
243,,,15615,0.020381947979331017,,
243,,,15615,,0.02060893550515175,
,,0.001,15616,,,
,,0.001,15649,,,
244,0.019822465255856514,,15649,,,
244,,,15679,0.02006159909069538,,
244,,,15679,,0.020214533433318138,
,,0.001,15680,,,
,,0.001,15699,,,
245,0.02056286297738552,,15699,,,
245,,,15743,0.02003573067486286,,
245,,,15743,,0.020320378243923187,
,,0.001,15744,,,
,,0.001,15749,,,
246,0.01936795562505722,,15749,,,
,,0.001,15799,,,
246,0.019577445462346077,,15799,,,
246,,,15807,0.020324500277638435,,
246,,,15807,,0.020176788792014122,
,,0.001,15808,,,
,,0.001,15849,,,
247,0.020081287249922752,,15849,,,
247,,,15871,0.02013891376554966,,
247,,,15871,,0.02025129646062851,
,,0.001,15872,,,
,,0.001,15899,,,
248,0.02023179642856121,,15899,,,
248,,,15935,0.020654942840337753,,
248,,,15935,,0.020471377298235893,
,,0.001,15936,,,
,,0.001,15949,,,
249,0.019463296979665756,,15949,,,
,,0.001,15999,,,
249,0.020195376127958298,,15999,,,
249,,,15999,0.020153095945715904,,
249,,,15999,,0.020293788984417915,
,,0.001,16000,,,
,,0.001,16049,,,
250,0.02050948515534401,,16049,,,
250,,,16063,0.01991548389196396,,
250,,,16063,,0.02012101747095585,
,,0.001,16064,,,
,,0.001,16099,,,
251,0.020139498636126518,,16099,,,
251,,,16127,0.019843069836497307,,
251,,,16127,,0.02028905786573887,
,,0.001,16128,,,
,,0.001,16149,,,
252,0.019787341356277466,,16149,,,
252,,,16191,0.019935593008995056,,
252,,,16191,,0.020009126514196396,
,,0.001,16192,,,
,,0.001,16199,,,
253,0.019643206149339676,,16199,,,
,,0.001,16249,,,
253,0.01995743438601494,,16249,,,
253,,,16255,0.0197744183242321,,
253,,,16255,,0.020116811618208885,
,,0.001,16256,,,
,,0.001,16299,,,
254,0.021233906969428062,,16299,,,
254,,,16319,0.020893337205052376,,
254,,,16319,,0.020905325189232826,
,,0.001,16320,,,
,,0.001,16349,,,
255,0.01988997496664524,,16349,,,
255,,,16383,0.0198934655636549,,
255,,,16383,,0.020133718848228455,
,,0.001,16384,,,
,,0.001,16399,,,
256,0.020915595814585686,,16399,,,
256,,,16447,0.020431863144040108,,
256,,,16447,,0.020316796377301216,
,,0.001,16448,,,
,,0.001,16449,,,
257,0.02087746560573578,,16449,,,
,,0.001,16499,,,
257,0.02104472741484642,,16499,,,
257,,,16511,0.02035387232899666,,
257,,,16511,,0.02093174308538437,
,,0.001,16512,,,
,,0.001,16549,,,
258,0.02063373290002346,,16549,,,
258,,,16575,0.020405251532793045,,
258,,,16575,,0.020156214013695717,
,,0.001,16576,,,
,,0.001,16599,,,
259,0.02007479779422283,,16599,,,
259,,,16639,0.01960616372525692,,
259,,,16639,,0.020196251571178436,
,,0.001,16640,,,
,,0.001,16649,,,
260,0.019339995458722115,,16649,,,
,,0.001,16699,,,
260,0.018996141850948334,,16699,,,
260,,,16703,0.01962471753358841,,
260,,,16703,,0.01992657408118248,
,,0.001,16704,,,
,,0.001,16749,,,
261,0.0211184099316597,,16749,,,
261,,,16767,0.0197257399559021,,
261,,,16767,,0.020285995677113533,
,,0.001,16768,,,
,,0.001,16799,,,
262,0.019631434231996536,,16799,,,
262,,,16831,0.020256375893950462,,
262,,,16831,,0.02005837857723236,
,,0.001,16832,,,
,,0.001,16849,,,
263,0.02002820186316967,,16849,,,
263,,,16895,0.019858799874782562,,
263,,,16895,,0.020100755617022514,
,,0.001,16896,,,
,,0.001,16899,,,
264,0.019626840949058533,,16899,,,
,,0.001,16949,,,
264,0.02008124627172947,,16949,,,
264,,,16959,0.02034209668636322,,
264,,,16959,,0.02031547762453556,
,,0.001,16960,,,
,,0.001,16999,,,
265,0.020896567031741142,,16999,,,
265,,,17023,0.020163118839263916,,
265,,,17023,,0.02061736397445202,
,,0.001,17024,,,
,,0.001,17049,,,
266,0.020362073555588722,,17049,,,
266,,,17087,0.020953159779310226,,
266,,,17087,,0.020857801660895348,
,,0.001,17088,,,
,,0.001,17099,,,
267,0.01992388255894184,,17099,,,
,,0.001,17149,,,
267,0.02052912674844265,,17149,,,
267,,,17151,0.020243356004357338,,
267,,,17151,,0.020804300904273987,
,,0.001,17152,,,
,,0.001,17199,,,
268,0.02086557447910309,,17199,,,
268,,,17215,0.019987843930721283,,
268,,,17215,,0.02163228578865528,
,,0.001,17216,,,
,,0.001,17249,,,
269,0.0200608242303133,,17249,,,
269,,,17279,0.01971133053302765,,
269,,,17279,,0.019776204600930214,
,,0.001,17280,,,
,,0.001,17299,,,
270,0.01994956284761429,,17299,,,
270,,,17343,0.019776765257120132,,
270,,,17343,,0.019758708775043488,
,,0.001,17344,,,
,,0.001,17349,,,
271,0.01985148899257183,,17349,,,
,,0.001,17399,,,
271,0.021236814558506012,,17399,,,
271,,,17407,0.02000541053712368,,
271,,,17407,,0.019899627193808556,
,,0.001,17408,,,
,,0.001,17449,,,
272,0.019733373075723648,,17449,,,
272,,,17471,0.020365465432405472,,
272,,,17471,,0.01998850703239441,
,,0.001,17472,,,
,,0.001,17499,,,
273,0.019769111648201942,,17499,,,
273,,,17535,0.019562359899282455,,
273,,,17535,,0.0198753010481596,
,,0.001,17536,,,
,,0.001,17549,,,
274,0.019322048872709274,,17549,,,
,,0.001,17599,,,
274,0.01992269977927208,,17599,,,
274,,,17599,0.019688600674271584,,
274,,,17599,,0.01971473917365074,
,,0.001,17600,,,
,,0.001,17649,,,
275,0.019495708867907524,,17649,,,
275,,,17663,0.020394740626215935,,
275,,,17663,,0.019948920235037804,
,,0.001,17664,,,
,,0.001,17699,,,
276,0.0201406329870224,,17699,,,
276,,,17727,0.01985587738454342,,
276,,,17727,,0.02010851539671421,
,,0.001,17728,,,
,,0.001,17749,,,
277,0.020055951550602913,,17749,,,
277,,,17791,0.020397914573550224,,
277,,,17791,,0.020069481804966927,
,,0.001,17792,,,
,,0.001,17799,,,
278,0.020019203424453735,,17799,,,
,,0.001,17849,,,
278,0.02013794146478176,,17849,,,
278,,,17855,0.01981046237051487,,
278,,,17855,,0.019892308861017227,
,,0.001,17856,,,
,,0.001,17899,,,
279,0.02003192901611328,,17899,,,
279,,,17919,0.020101357251405716,,
279,,,17919,,0.020481791347265244,
,,0.001,17920,,,
,,0.001,17949,,,
280,0.020263537764549255,,17949,,,
280,,,17983,0.019478490576148033,,
280,,,17983,,0.020086655393242836,
,,0.001,17984,,,
,,0.001,17999,,,
281,0.019514957442879677,,17999,,,
281,,,18047,0.019325528293848038,,
281,,,18047,,0.019718719646334648,
,,0.001,18048,,,
,,0.001,18049,,,
282,0.019449058920145035,,18049,,,
,,0.001,18099,,,
282,0.01936519518494606,,18099,,,
282,,,18111,0.0195997916162014,,
282,,,18111,,0.01969876140356064,
,,0.001,18112,,,
,,0.001,18149,,,
283,0.01945495791733265,,18149,,,
283,,,18175,0.019867097958922386,,
283,,,18175,,0.020253004506230354,
,,0.001,18176,,,
,,0.001,18199,,,
284,0.020469041541218758,,18199,,,
284,,,18239,0.02024652808904648,,
284,,,18239,,0.019889960065484047,
,,0.001,18240,,,
,,0.001,18249,,,
285,0.01946621760725975,,18249,,,
,,0.001,18299,,,
285,0.019367238506674767,,18299,,,
285,,,18303,0.02023286372423172,,
285,,,18303,,0.01974322646856308,
,,0.001,18304,,,
,,0.001,18349,,,
286,0.01900416798889637,,18349,,,
286,,,18367,0.019643113017082214,,
286,,,18367,,0.020068900659680367,
,,0.001,18368,,,
,,0.001,18399,,,
287,0.01973833702504635,,18399,,,
287,,,18431,0.019736310467123985,,
287,,,18431,,0.019729899242520332,
,,0.001,18432,,,
,,0.001,18449,,,
288,0.019279468804597855,,18449,,,
288,,,18495,0.02017226628959179,,
288,,,18495,,0.019902678206562996,
,,0.001,18496,,,
,,0.001,18499,,,
289,0.020251449197530746,,18499,,,
,,0.001,18549,,,
289,0.020220572128891945,,18549,,,
289,,,18559,0.02043609507381916,,
289,,,18559,,0.020234329625964165,
,,0.001,18560,,,
,,0.001,18599,,,
290,0.019146854057908058,,18599,,,
290,,,18623,0.01969117671251297,,
290,,,18623,,0.01991574466228485,
,,0.001,18624,,,
,,0.001,18649,,,
291,0.019292807206511497,,18649,,,
291,,,18687,0.01969039998948574,,
291,,,18687,,0.019733259454369545,
,,0.001,18688,,,
,,0.001,18699,,,
292,0.019527392461895943,,18699,,,
,,0.001,18749,,,
292,0.021537166088819504,,18749,,,
292,,,18751,0.0196924339979887,,
292,,,18751,,0.02036297880113125,
,,0.001,18752,,,
,,0.001,18799,,,
293,0.019777366891503334,,18799,,,
293,,,18815,0.019574133679270744,,
293,,,18815,,0.020535605028271675,
,,0.001,18816,,,
,,0.001,18849,,,
294,0.02002747356891632,,18849,,,
294,,,18879,0.019603298977017403,,
294,,,18879,,0.019622694700956345,
,,0.001,18880,,,
,,0.001,18899,,,
295,0.018953168764710426,,18899,,,
295,,,18943,0.019585706293582916,,
295,,,18943,,0.019768619909882545,
,,0.001,18944,,,
,,0.001,18949,,,
296,0.02037688158452511,,18949,,,
,,0.001,18999,,,
296,0.019527699798345566,,18999,,,
296,,,19007,0.020656326785683632,,
296,,,19007,,0.01970384083688259,
,,0.001,19008,,,
,,0.001,19049,,,
297,0.019190005958080292,,19049,,,
297,,,19071,0.019967705011367798,,
297,,,19071,,0.02001069113612175,
,,0.001,19072,,,
,,0.001,19099,,,
298,0.019687725231051445,,19099,,,
298,,,19135,0.01924368552863598,,
298,,,19135,,0.01951993629336357,
,,0.001,19136,,,
,,0.001,19149,,,
299,0.01946197636425495,,19149,,,
,,0.001,19199,,,
299,0.01899551972746849,,19199,,,
299,,,19199,0.019610684365034103,,
299,,,19199,,0.019403992220759392,
,,0.001,19200,,,
,,0.001,19249,,,
300,0.01922586001455784,,19249,,,
300,,,19263,0.01943521574139595,,
300,,,19263,,0.01984993927180767,
,,0.001,19264,,,
,,0.001,19299,,,
301,0.021326567977666855,,19299,,,
301,,,19327,0.021446341648697853,,
301,,,19327,,0.019708998501300812,
,,0.001,19328,,,
,,0.001,19349,,,
302,0.019383220002055168,,19349,,,
302,,,19391,0.019249020144343376,,
302,,,19391,,0.019919250160455704,
,,0.001,19392,,,
,,0.001,19399,,,
303,0.018781766295433044,,19399,,,
,,0.001,19449,,,
303,0.018869921565055847,,19449,,,
303,,,19455,0.019667208194732666,,
303,,,19455,,0.019583633169531822,
,,0.001,19456,,,
,,0.001,19499,,,
304,0.019267747178673744,,19499,,,
304,,,19519,0.019241048023104668,,
304,,,19519,,0.01977022923529148,
,,0.001,19520,,,
,,0.001,19549,,,
305,0.019575653597712517,,19549,,,
305,,,19583,0.01910712569952011,,
305,,,19583,,0.01949988305568695,
,,0.001,19584,,,
,,0.001,19599,,,
306,0.020270749926567078,,19599,,,
306,,,19647,0.01904829777777195,,
306,,,19647,,0.01949225924909115,
,,0.001,19648,,,
,,0.001,19649,,,
307,0.01892552338540554,,19649,,,
,,0.001,19699,,,
307,0.01966119557619095,,19699,,,
307,,,19711,0.0200493261218071,,
307,,,19711,,0.019676225259900093,
,,0.001,19712,,,
,,0.001,19749,,,
308,0.01967080682516098,,19749,,,
308,,,19775,0.019872458651661873,,
308,,,19775,,0.019543390721082687,
,,0.001,19776,,,
,,0.001,19799,,,
309,0.01947527378797531,,19799,,,
309,,,19839,0.019729914143681526,,
309,,,19839,,0.01959364116191864,
,,0.001,19840,,,
,,0.001,19849,,,
310,0.020106621086597443,,19849,,,
,,0.001,19899,,,
310,0.019526006653904915,,19899,,,
310,,,19903,0.019759200513362885,,
310,,,19903,,0.01985933631658554,
,,0.001,19904,,,
,,0.001,19949,,,
311,0.020174631848931313,,19949,,,
311,,,19967,0.019327091053128242,,
311,,,19967,,0.020208489149808884,
,,0.001,19968,,,
,,0.001,19999,,,
312,0.01981545053422451,,19999,,,
312,,,20031,0.01915271207690239,,
312,,,20031,,0.01971575990319252,
,,0.001,20032,,,
,,0.001,20049,,,
313,0.01924942247569561,,20049,,,
313,,,20095,0.019243409857153893,,
313,,,20095,,0.01973552256822586,
,,0.001,20096,,,
,,0.001,20099,,,
314,0.019463742151856422,,20099,,,
,,0.001,20149,,,
314,0.020132217556238174,,20149,,,
314,,,20159,0.019542809575796127,,
314,,,20159,,0.022467399016022682,
,,0.001,20160,,,
,,0.001,20199,,,
315,0.018522493541240692,,20199,,,
315,,,20223,0.019315306097269058,,
315,,,20223,,0.019489916041493416,
,,0.001,20224,,,
,,0.001,20249,,,
316,0.019205454736948013,,20249,,,
316,,,20287,0.0190067570656538,,
316,,,20287,,0.019272934645414352,
,,0.001,20288,,,
,,0.001,20299,,,
317,0.019514447078108788,,20299,,,
,,0.001,20349,,,
317,0.019259003922343254,,20349,,,
317,,,20351,0.0192299485206604,,
317,,,20351,,0.019187308847904205,
,,0.001,20352,,,
,,0.001,20399,,,
318,0.019249683246016502,,20399,,,
318,,,20415,0.019207436591386795,,
318,,,20415,,0.01921367645263672,
,,0.001,20416,,,
,,0.001,20449,,,
319,0.020152052864432335,,20449,,,
319,,,20479,0.01945907063782215,,
319,,,20479,,0.019591283053159714,
,,0.001,20480,,,
,,0.001,20499,,,
320,0.01931735686957836,,20499,,,
320,,,20543,0.019636891782283783,,
320,,,20543,,0.01985214091837406,
,,0.001,20544,,,
,,0.001,20549,,,
321,0.019580088555812836,,20549,,,
,,0.001,20599,,,
