step,lr-Adam,epoch,train_loss_step,val_loss,train_loss_epoch,test_loss
10349,,161,0.014411181211471558,,,
10367,,161,,0.014488150365650654,,
10367,,161,,,0.014277372509241104,
10368,0.001,,,,,
10399,0.001,,,,,
10399,,162,0.01609531231224537,,,
10431,,162,,0.014031220227479935,,
10431,,162,,,0.015135820023715496,
10432,0.001,,,,,
10449,0.001,,,,,
10449,,163,0.014631064608693123,,,
10495,,163,,0.01467194501310587,,
10495,,163,,,0.014276380650699139,
10496,0.001,,,,,
10499,0.001,,,,,
10499,,164,0.01474010106176138,,,
10549,0.001,,,,,
10549,,164,0.013727973215281963,,,
10559,,164,,0.01445640716701746,,
10559,,164,,,0.014393568970263004,
10560,0.001,,,,,
10599,0.001,,,,,
10599,,165,0.014382313936948776,,,
10623,,165,,0.019262593239545822,,
10623,,165,,,0.014975142665207386,
10624,0.001,,,,,
10649,0.001,,,,,
10649,,166,0.0147619117051363,,,
10687,,166,,0.014083887450397015,,
10687,,166,,,0.014899764209985733,
10688,0.001,,,,,
10699,0.001,,,,,
10699,,167,0.013563782908022404,,,
10749,0.001,,,,,
10749,,167,0.014383320696651936,,,
10751,,167,,0.014420916326344013,,
10751,,167,,,0.014269094914197922,
10752,0.001,,,,,
10799,0.001,,,,,
10799,,168,0.014937715604901314,,,
10815,,168,,0.014698636718094349,,
10815,,168,,,0.01456398330628872,
10816,0.001,,,,,
10849,0.001,,,,,
10849,,169,0.013515857979655266,,,
10879,,169,,0.014143669977784157,,
10879,,169,,,0.014215420931577682,
10880,0.001,,,,,
10899,0.001,,,,,
10899,,170,0.015033562667667866,,,
10943,,170,,0.013967189006507397,,
10943,,170,,,0.014618855901062489,
10944,0.001,,,,,
10949,0.001,,,,,
10949,,171,0.015115796588361263,,,
10999,0.001,,,,,
10999,,171,0.01439172774553299,,,
11007,,171,,0.014803849160671234,,
11007,,171,,,0.014286095276474953,
11008,0.001,,,,,
11049,0.001,,,,,
11049,,172,0.013854353688657284,,,
11071,,172,,0.014557922258973122,,
11071,,172,,,0.014272084459662437,
11072,0.001,,,,,
11099,0.001,,,,,
11099,,173,0.014201952144503593,,,
11135,,173,,0.01437203586101532,,
11135,,173,,,0.015752488747239113,
11136,0.001,,,,,
11149,0.001,,,,,
11149,,174,0.014185616746544838,,,
11199,0.001,,,,,
11199,,174,0.013924220576882362,,,
11199,,174,,0.01456529088318348,,
11199,,174,,,0.014174649491906166,
11200,0.001,,,,,
11249,0.001,,,,,
11249,,175,0.014284211210906506,,,
11263,,175,,0.01372880581766367,,
11263,,175,,,0.013977942056953907,
11264,0.001,,,,,
11299,0.001,,,,,
11299,,176,0.01352750975638628,,,
11327,,176,,0.01434585452079773,,
11327,,176,,,0.013959966599941254,
11328,0.001,,,,,
11349,0.001,,,,,
11349,,177,0.014259633608162403,,,
11391,,177,,0.01396503672003746,,
11391,,177,,,0.014067400246858597,
11392,0.001,,,,,
11399,0.001,,,,,
11399,,178,0.013862579129636288,,,
11449,0.001,,,,,
11449,,178,0.013981398195028305,,,
11455,,178,,0.017330776900053024,,
11455,,178,,,0.014215044677257538,
11456,0.001,,,,,
11499,0.001,,,,,
11499,,179,0.013670495711266994,,,
11519,,179,,0.01368583831936121,,
11519,,179,,,0.014269456267356873,
11520,0.001,,,,,
11549,0.001,,,,,
11549,,180,0.014005164615809917,,,
11583,,180,,0.013756261207163334,,
11583,,180,,,0.014318358153104782,
11584,0.001,,,,,
11599,0.001,,,,,
11599,,181,0.015206795185804367,,,
11647,,181,,0.013640211895108223,,
11647,,181,,,0.014092041179537773,
11648,0.001,,,,,
11649,0.001,,,,,
11649,,182,0.014107277616858482,,,
11699,0.001,,,,,
11699,,182,0.014515150338411331,,,
11711,,182,,0.013807341456413269,,
11711,,182,,,0.01396576315164566,
11712,0.001,,,,,
11749,0.001,,,,,
11749,,183,0.014401335269212723,,,
11775,,183,,0.013717401772737503,,
11775,,183,,,0.01438143476843834,
11776,0.001,,,,,
11799,0.001,,,,,
11799,,184,0.013535942882299423,,,
11839,,184,,0.013479365967214108,,
11839,,184,,,0.014164788648486137,
11840,0.001,,,,,
11849,0.001,,,,,
11849,,185,0.014602589420974255,,,
11899,0.001,,,,,
11899,,185,0.014895861968398094,,,
11903,,185,,0.015676071867346764,,
11903,,185,,,0.01428214181214571,
11904,0.001,,,,,
11949,0.001,,,,,
11949,,186,0.015321275219321251,,,
11967,,186,,0.014747316017746925,,
11967,,186,,,0.01805470511317253,
11968,0.001,,,,,
11999,0.001,,,,,
11999,,187,0.014228655025362968,,,
12031,,187,,0.013716185465455055,,
12031,,187,,,0.014476665295660496,
12032,0.001,,,,,
12049,0.001,,,,,
12049,,188,0.013920614495873451,,,
12095,,188,,0.013668126426637173,,
12095,,188,,,0.01395447924733162,
12096,0.001,,,,,
12099,0.001,,,,,
12099,,189,0.014291479252278805,,,
12149,0.001,,,,,
12149,,189,0.013474355451762676,,,
12159,,189,,0.013508305884897709,,
12159,,189,,,0.013827506452798843,
12160,0.001,,,,,
12199,0.001,,,,,
12199,,190,0.01371580921113491,,,
12223,,190,,0.013620245270431042,,
12223,,190,,,0.01443836186081171,
12224,0.001,,,,,
12249,0.001,,,,,
12249,,191,0.013706307858228683,,,
12287,,191,,0.013735970482230186,,
12287,,191,,,0.01404580008238554,
12288,0.001,,,,,
12299,0.001,,,,,
12299,,192,0.014025614596903324,,,
12349,0.001,,,,,
12349,,192,0.01452032569795847,,,
12351,,192,,0.013741514645516872,,
12351,,192,,,0.01409148145467043,
12352,0.001,,,,,
12399,0.001,,,,,
12399,,193,0.01648261398077011,,,
12415,,193,,0.018356285989284515,,
12415,,193,,,0.01468596700578928,
12416,0.001,,,,,
12449,0.001,,,,,
12449,,194,0.014289063401520252,,,
12479,,194,,0.014152954332530499,,
12479,,194,,,0.014906077645719051,
12480,0.001,,,,,
12499,0.001,,,,,
12499,,195,0.014098317362368107,,,
12543,,195,,0.013850565068423748,,
12543,,195,,,0.014256498776376247,
12544,0.001,,,,,
12549,0.001,,,,,
12549,,196,0.013024318031966686,,,
12599,0.001,,,,,
12599,,196,0.014461389742791653,,,
12607,,196,,0.014208485372364521,,
12607,,196,,,0.013979163952171803,
12608,0.001,,,,,
12649,0.001,,,,,
12649,,197,0.01511173602193594,,,
12671,,197,,0.014075694605708122,,
12671,,197,,,0.014350472949445248,
12672,0.001,,,,,
12699,0.001,,,,,
12699,,198,0.014645443297922611,,,
12735,,198,,0.014787206426262856,,
12735,,198,,,0.014186147600412369,
12736,0.001,,,,,
12749,0.001,,,,,
12749,,199,0.01418053824454546,,,
12799,0.001,,,,,
12799,,199,0.013583038002252579,,,
12799,,199,,0.01341609563678503,,
12799,,199,,,0.013651616871356964,
12800,0.001,,,,,
12849,0.001,,,,,
12849,,200,0.01328637357801199,,,
12863,,200,,0.013897694647312164,,
12863,,200,,,0.013450048863887787,
12864,0.001,,,,,
12899,0.001,,,,,
12899,,201,0.013838808052241802,,,
12927,,201,,0.013437249697744846,,
12927,,201,,,0.013850138522684574,
12928,0.001,,,,,
12949,0.001,,,,,
12949,,202,0.012939363718032837,,,
12991,,202,,0.013456342741847038,,
12991,,202,,,0.01351147796958685,
12992,0.001,,,,,
12999,0.001,,,,,
12999,,203,0.013304213061928749,,,
13049,0.001,,,,,
13049,,203,0.013691007159650326,,,
13055,,203,,0.013457071967422962,,
13055,,203,,,0.013566295616328716,
13056,0.001,,,,,
13099,0.001,,,,,
13099,,204,0.014497610740363598,,,
13119,,204,,0.013799125328660011,,
13119,,204,,,0.01362898014485836,
13120,0.001,,,,,
13149,0.001,,,,,
13149,,205,0.013811478391289711,,,
13183,,205,,0.013253577053546906,,
13183,,205,,,0.014058605767786503,
13184,0.001,,,,,
13199,0.001,,,,,
13199,,206,0.01351364329457283,,,
13247,,206,,0.014298757538199425,,
13247,,206,,,0.014113363809883595,
13248,0.001,,,,,
13249,0.001,,,,,
13249,,207,0.013319721445441246,,,
13299,0.001,,,,,
13299,,207,0.013594581745564938,,,
13311,,207,,0.013366573490202427,,
13311,,207,,,0.013651558198034763,
13312,0.001,,,,,
13349,0.001,,,,,
13349,,208,0.013979668729007244,,,
13375,,208,,0.015331922098994255,,
13375,,208,,,0.013599741272628307,
13376,0.001,,,,,
13399,0.001,,,,,
13399,,209,0.013879021629691124,,,
13439,,209,,0.013440949842333794,,
13439,,209,,,0.014680570922791958,
13440,0.001,,,,,
13449,0.001,,,,,
13449,,210,0.013916337862610817,,,
13499,0.001,,,,,
13499,,210,0.014138816855847836,,,
13503,,210,,0.014785605482757092,,
13503,,210,,,0.013859154656529427,
13504,0.001,,,,,
13549,0.001,,,,,
13549,,211,0.013409681618213654,,,
13567,,211,,0.014206361025571823,,
13567,,211,,,0.013881108723580837,
13568,0.001,,,,,
13599,0.001,,,,,
13599,,212,0.014766932465136051,,,
13631,,212,,0.013983836397528648,,
13631,,212,,,0.01386001892387867,
13632,0.001,,,,,
13649,0.001,,,,,
13649,,213,0.013292032293975353,,,
13695,,213,,0.013259322382509708,,
13695,,213,,,0.01376788318157196,
13696,0.001,,,,,
13699,0.001,,,,,
13699,,214,0.013430398888885975,,,
13749,0.001,,,,,
13749,,214,0.014199862256646156,,,
13759,,214,,0.013502251356840134,,
13759,,214,,,0.014087677001953125,
13760,0.001,,,,,
13799,0.001,,,,,
13799,,215,0.012891010381281376,,,
13823,,215,,0.01343867089599371,,
13823,,215,,,0.013468156568706036,
13824,0.001,,,,,
13849,0.001,,,,,
13849,,216,0.014396223239600658,,,
13887,,216,,0.01324271410703659,,
13887,,216,,,0.013921922072768211,
13888,0.001,,,,,
13899,0.001,,,,,
13899,,217,0.013745841570198536,,,
13949,0.001,,,,,
13949,,217,0.01459816750138998,,,
13951,,217,,0.014569011516869068,,
13951,,217,,,0.013885167427361012,
13952,0.001,,,,,
13999,0.001,,,,,
13999,,218,0.013261194340884686,,,
14015,,218,,0.013082575052976608,,
14015,,218,,,0.013596945442259312,
14016,0.001,,,,,
14049,0.001,,,,,
14049,,219,0.01267092116177082,,,
14079,,219,,0.013732180930674076,,
14079,,219,,,0.013484897091984749,
14080,0.001,,,,,
14099,0.001,,,,,
14099,,220,0.013245226815342903,,,
14143,,220,,0.013461987487971783,,
14143,,220,,,0.013497356325387955,
14144,0.001,,,,,
14149,0.001,,,,,
14149,,221,0.014466538093984127,,,
14199,0.001,,,,,
14199,,221,0.01333695463836193,,,
14207,,221,,0.013607978820800781,,
14207,,221,,,0.013632919639348984,
14208,0.001,,,,,
14249,0.001,,,,,
14249,,222,0.014176209457218647,,,
14271,,222,,0.015104665420949459,,
14271,,222,,,0.01457583624869585,
14272,0.001,,,,,
14299,0.001,,,,,
14299,,223,0.018088504672050476,,,
14335,,223,,0.014161795377731323,,
14335,,223,,,0.015433581545948982,
14336,0.001,,,,,
14349,0.001,,,,,
14349,,224,0.013759777881205082,,,
14399,0.001,,,,,
14399,,224,0.01316741295158863,,,
14399,,224,,0.01337763387709856,,
14399,,224,,,0.01360838022083044,
14400,0.001,,,,,
14449,0.001,,,,,
14449,,225,0.013452993705868721,,,
14463,,225,,0.014271775260567665,,
14463,,225,,,0.013355190865695477,
14464,0.001,,,,,
14499,0.001,,,,,
14499,,226,0.012960034422576427,,,
14527,,226,,0.013361304998397827,,
14527,,226,,,0.01377027202397585,
14528,0.001,,,,,
14549,0.001,,,,,
14549,,227,0.01317064929753542,,,
14591,,227,,0.0131545914337039,,
14591,,227,,,0.013709967955946922,
14592,0.001,,,,,
14599,0.001,,,,,
14599,,228,0.013517540879547596,,,
14649,0.001,,,,,
14649,,228,0.013980566523969173,,,
14655,,228,,0.013348768465220928,,
14655,,228,,,0.013655280694365501,
14656,0.001,,,,,
14699,0.001,,,,,
14699,,229,0.015401705168187618,,,
14719,,229,,0.013045312836766243,,
14719,,229,,,0.013883131556212902,
14720,0.001,,,,,
14749,0.001,,,,,
14749,,230,0.014367603696882725,,,
14783,,230,,0.01328627672046423,,
14783,,230,,,0.013615712523460388,
14784,0.001,,,,,
14799,0.001,,,,,
14799,,231,0.013538526371121407,,,
14847,,231,,0.013424752280116081,,
14847,,231,,,0.013678043149411678,
14848,0.001,,,,,
14849,0.001,,,,,
14849,,232,0.013508173637092113,,,
14899,0.001,,,,,
14899,,232,0.013228287920355797,,,
14911,,232,,0.013304095715284348,,
14911,,232,,,0.013822777196764946,
14912,0.001,,,,,
14949,0.001,,,,,
14949,,233,0.013906797394156456,,,
14975,,233,,0.013787353411316872,,
14975,,233,,,0.013327549211680889,
14976,0.001,,,,,
14999,0.001,,,,,
14999,,234,0.013432422652840614,,,
15039,,234,,0.013671716675162315,,
15039,,234,,,0.013546333648264408,
15040,0.001,,,,,
15049,0.001,,,,,
15049,,235,0.01340093556791544,,,
15099,0.001,,,,,
15099,,235,0.013048137538135052,,,
15103,,235,,0.01346046756953001,,
15103,,235,,,0.013605790212750435,
15104,0.001,,,,,
15149,0.001,,,,,
15149,,236,0.013240229338407516,,,
15167,,236,,0.014510625042021275,,
15167,,236,,,0.013441265560686588,
15168,0.001,,,,,
15199,0.001,,,,,
15199,,237,0.014597926288843155,,,
15231,,237,,0.013696051202714443,,
15231,,237,,,0.013734529726207256,
15232,0.001,,,,,
15249,0.001,,,,,
15249,,238,0.013609502464532852,,,
15295,,238,,0.013663693331182003,,
15295,,238,,,0.013485352508723736,
15296,0.001,,,,,
15299,0.001,,,,,
15299,,239,0.013450268656015396,,,
15349,0.001,,,,,
15349,,239,0.014363722875714302,,,
15359,,239,,0.014608586207032204,,
15359,,239,,,0.013855354860424995,
15360,0.001,,,,,
15399,0.001,,,,,
15399,,240,0.01453301403671503,,,
15423,,240,,0.013152317143976688,,
15423,,240,,,0.013881133869290352,
15424,0.001,,,,,
15449,0.001,,,,,
15449,,241,0.013376946561038494,,,
15487,,241,,0.014649682678282261,,
15487,,241,,,0.01342365238815546,
15488,0.001,,,,,
15499,0.001,,,,,
15499,,242,0.012899729423224926,,,
15549,0.001,,,,,
15549,,242,0.012794971466064453,,,
15551,,242,,0.01284763216972351,,
15551,,242,,,0.013389850035309792,
15552,0.001,,,,,
15599,0.001,,,,,
15599,,243,0.012945495545864105,,,
15615,,243,,0.012936081737279892,,
15615,,243,,,0.013176747597754002,
15616,0.001,,,,,
15649,0.001,,,,,
15649,,244,0.013786622323095798,,,
15679,,244,,0.013315824791789055,,
15679,,244,,,0.01331805158406496,
15680,0.001,,,,,
15699,0.001,,,,,
15699,,245,0.013181013986468315,,,
15743,,245,,0.01324737723916769,,
15743,,245,,,0.014017706736922264,
15744,0.001,,,,,
15749,0.001,,,,,
15749,,246,0.013477739877998829,,,
15799,0.001,,,,,
15799,,246,0.013619812205433846,,,
15807,,246,,0.013028883375227451,,
15807,,246,,,0.01359300222247839,
15808,0.001,,,,,
15849,0.001,,,,,
15849,,247,0.01299943309277296,,,
15871,,247,,0.013082380406558514,,
15871,,247,,,0.013544238172471523,
15872,0.001,,,,,
15899,0.001,,,,,
15899,,248,0.0134379668161273,,,
15935,,248,,0.014039522968232632,,
15935,,248,,,0.013299468904733658,
15936,0.001,,,,,
15949,0.001,,,,,
15949,,249,0.013450711034238338,,,
15999,0.001,,,,,
15999,,249,0.01302351150661707,,,
15999,,249,,0.013383204117417336,,
15999,,249,,,0.013213636353611946,
16000,0.001,,,,,
16049,0.001,,,,,
16049,,250,0.012978827580809593,,,
16063,,250,,0.013058321550488472,,
16063,,250,,,0.013224446214735508,
16064,0.001,,,,,
16099,0.001,,,,,
16099,,251,0.013020794838666916,,,
16127,,251,,0.013727623037993908,,
16127,,251,,,0.01317334920167923,
16128,0.001,,,,,
16149,0.001,,,,,
16149,,252,0.013676702044904232,,,
16191,,252,,0.014196435920894146,,
16191,,252,,,0.013617057353258133,
16192,0.001,,,,,
16199,0.001,,,,,
16199,,253,0.013730071485042572,,,
16249,0.001,,,,,
16249,,253,0.01549710612744093,,,
16255,,253,,0.013748040422797203,,
16255,,253,,,0.013633807189762592,
16256,0.001,,,,,
16299,0.001,,,,,
16299,,254,0.014141449704766273,,,
16319,,254,,0.013410746119916439,,
16319,,254,,,0.013745640404522419,
16320,0.001,,,,,
16349,0.001,,,,,
16349,,255,0.013377035036683083,,,
16383,,255,,0.013281614519655704,,
16383,,255,,,0.01354181207716465,
16384,0.001,,,,,
16399,0.001,,,,,
16399,,256,0.013229736126959324,,,
16447,,256,,0.013227051123976707,,
16447,,256,,,0.013338156044483185,
16448,0.001,,,,,
16449,0.001,,,,,
16449,,257,0.013601250946521759,,,
16499,0.001,,,,,
16499,,257,0.01331382617354393,,,
16511,,257,,0.013075252994894981,,
16511,,257,,,0.013179365545511246,
16512,0.001,,,,,
16549,0.001,,,,,
16549,,258,0.012907109223306179,,,
16575,,258,,0.013060690835118294,,
16575,,258,,,0.01305896881967783,
16576,0.001,,,,,
16599,0.001,,,,,
16599,,259,0.01264395285397768,,,
16639,,259,,0.012643074616789818,,
16639,,259,,,0.012930033728480339,
16640,0.001,,,,,
16649,0.001,,,,,
16649,,260,0.012966596521437168,,,
16699,0.001,,,,,
16699,,260,0.014084553346037865,,,
16703,,260,,0.012964876368641853,,
16703,,260,,,0.013074800372123718,
16704,0.001,,,,,
16749,0.001,,,,,
16749,,261,0.013058754615485668,,,
16767,,261,,0.01341960672289133,,
16767,,261,,,0.01339823566377163,
16768,0.001,,,,,
16799,0.001,,,,,
16799,,262,0.012931928038597107,,,
16831,,262,,0.013183212839066982,,
16831,,262,,,0.013491150923073292,
16832,0.001,,,,,
16849,0.001,,,,,
16849,,263,0.013359342701733112,,,
16895,,263,,0.014339713379740715,,
16895,,263,,,0.013397216796875,
16896,0.001,,,,,
16899,0.001,,,,,
16899,,264,0.015122247859835625,,,
16949,0.001,,,,,
16949,,264,0.01267008762806654,,,
16959,,264,,0.012983748689293861,,
16959,,264,,,0.013367711566388607,
16960,0.001,,,,,
16999,0.001,,,,,
16999,,265,0.014961126260459423,,,
17023,,265,,0.01343542244285345,,
17023,,265,,,0.013803225941956043,
17024,0.001,,,,,
17049,0.001,,,,,
17049,,266,0.013378352858126163,,,
17087,,266,,0.013979638926684856,,
17087,,266,,,0.013403791934251785,
17088,0.001,,,,,
17099,0.001,,,,,
17099,,267,0.01486583799123764,,,
17149,0.001,,,,,
17149,,267,0.012411622330546379,,,
17151,,267,,0.013352753594517708,,
17151,,267,,,0.013376276940107346,
17152,0.001,,,,,
17199,0.001,,,,,
17199,,268,0.012905025854706764,,,
17215,,268,,0.013027415610849857,,
17215,,268,,,0.013516755774617195,
17216,0.001,,,,,
17249,0.001,,,,,
17249,,269,0.013684673234820366,,,
17279,,269,,0.013058779761195183,,
17279,,269,,,0.013339062221348286,
17280,0.001,,,,,
17299,0.001,,,,,
17299,,270,0.012898050248622894,,,
17343,,270,,0.013410210609436035,,
17343,,270,,,0.013193201273679733,
17344,0.001,,,,,
17349,0.001,,,,,
17349,,271,0.013926103711128235,,,
17399,0.001,,,,,
17399,,271,0.011966574937105179,,,
17407,,271,,0.012723496183753014,,
17407,,271,,,0.013036340475082397,
17408,0.001,,,,,
17449,0.001,,,,,
17449,,272,0.014366419985890388,,,
17471,,272,,0.013089857995510101,,
17471,,272,,,0.013241608627140522,
17472,0.001,,,,,
17499,0.001,,,,,
17499,,273,0.012751124799251556,,,
17535,,273,,0.01307452842593193,,
17535,,273,,,0.01349017582833767,
17536,0.001,,,,,
17549,0.001,,,,,
17549,,274,0.01290303934365511,,,
17599,0.001,,,,,
17599,,274,0.012692752294242382,,,
17599,,274,,0.012827526777982712,,
17599,,274,,,0.013065334409475327,
17600,0.001,,,,,
17649,0.001,,,,,
17649,,275,0.013033746741712093,,,
17663,,275,,0.013437752611935139,,
17663,,275,,,0.012867878191173077,
17664,0.001,,,,,
17699,0.001,,,,,
17699,,276,0.013531115837395191,,,
17727,,276,,0.013046220876276493,,
17727,,276,,,0.013412301428616047,
17728,0.001,,,,,
17749,0.001,,,,,
17749,,277,0.013067606836557388,,,
17791,,277,,0.012655124068260193,,
17791,,277,,,0.013034871779382229,
17792,0.001,,,,,
17799,0.001,,,,,
17799,,278,0.013627628795802593,,,
17849,0.001,,,,,
17849,,278,0.012512937188148499,,,
17855,,278,,0.01359469536691904,,
17855,,278,,,0.013111087493598461,
17856,0.001,,,,,
17899,0.001,,,,,
17899,,279,0.012880921363830566,,,
17919,,279,,0.012529703788459301,,
17919,,279,,,0.013283779844641685,
17920,0.001,,,,,
17949,0.001,,,,,
17949,,280,0.011965107172727585,,,
17983,,280,,0.012757343240082264,,
17983,,280,,,0.012997937388718128,
17984,0.001,,,,,
17999,0.001,,,,,
17999,,281,0.013015689328312874,,,
18047,,281,,0.012805192731320858,,
18047,,281,,,0.012946211732923985,
18048,0.001,,,,,
18049,0.001,,,,,
18049,,282,0.01245199330151081,,,
18099,0.001,,,,,
18099,,282,0.013744013383984566,,,
18111,,282,,0.013023460283875465,,
18111,,282,,,0.013208308257162571,
18112,0.001,,,,,
18149,0.001,,,,,
18149,,283,0.01372189074754715,,,
18175,,283,,0.013053164817392826,,
18175,,283,,,0.013231606222689152,
18176,0.001,,,,,
18199,0.001,,,,,
18199,,284,0.012577046640217304,,,
18239,,284,,0.012589081190526485,,
18239,,284,,,0.013546128757297993,
18240,0.001,,,,,
18249,0.001,,,,,
18249,,285,0.013037952594459057,,,
18299,0.001,,,,,
18299,,285,0.012951435521245003,,,
18303,,285,,0.013245667330920696,,
18303,,285,,,0.013296198099851608,
18304,0.001,,,,,
18349,0.001,,,,,
18349,,286,0.013207515701651573,,,
18367,,286,,0.013077359646558762,,
18367,,286,,,0.013071104884147644,
18368,0.001,,,,,
18399,0.001,,,,,
18399,,287,0.013813339173793793,,,
18431,,287,,0.013567709363996983,,
18431,,287,,,0.013733336701989174,
18432,0.001,,,,,
18449,0.001,,,,,
18449,,288,0.013170989230275154,,,
18495,,288,,0.01296967826783657,,
18495,,288,,,0.013815956190228462,
18496,0.001,,,,,
18499,0.001,,,,,
18499,,289,0.013516169041395187,,,
18549,0.001,,,,,
18549,,289,0.013050369918346405,,,
18559,,289,,0.012882265262305737,,
18559,,289,,,0.012923168018460274,
18560,0.001,,,,,
18599,0.001,,,,,
18599,,290,0.012452668510377407,,,
18623,,290,,0.012533151544630527,,
18623,,290,,,0.012808241881430149,
18624,0.001,,,,,
18649,0.001,,,,,
18649,,291,0.012794474139809608,,,
18687,,291,,0.013382021337747574,,
18687,,291,,,0.012897501699626446,
18688,0.001,,,,,
18699,0.001,,,,,
18699,,292,0.013984004966914654,,,
18749,0.001,,,,,
18749,,292,0.01292745117098093,,,
18751,,292,,0.012856483459472656,,
18751,,292,,,0.013360820710659027,
18752,0.001,,,,,
18799,0.001,,,,,
18799,,293,0.012473919428884983,,,
18815,,293,,0.013114701956510544,,
18815,,293,,,0.012860872782766819,
18816,0.001,,,,,
18849,0.001,,,,,
18849,,294,0.012887969613075256,,,
18879,,294,,0.01275345217436552,,
18879,,294,,,0.012717469595372677,
18880,0.001,,,,,
18899,0.001,,,,,
18899,,295,0.013103026896715164,,,
18943,,295,,0.012807737104594707,,
18943,,295,,,0.013049421831965446,
18944,0.001,,,,,
18949,0.001,,,,,
18949,,296,0.014409862458705902,,,
18999,0.001,,,,,
18999,,296,0.012865785509347916,,,
19007,,296,,0.012625266797840595,,
19007,,296,,,0.013372881338000298,
19008,0.001,,,,,
19049,0.001,,,,,
19049,,297,0.012425493448972702,,,
19071,,297,,0.012528547085821629,,
19071,,297,,,0.012733283452689648,
19072,0.001,,,,,
19099,0.001,,,,,
19099,,298,0.012848667800426483,,,
19135,,298,,0.014040895737707615,,
19135,,298,,,0.013631514273583889,
19136,0.001,,,,,
19149,0.001,,,,,
19149,,299,0.014195634052157402,,,
19199,0.001,,,,,
19199,,299,0.014541569165885448,,,
19199,,299,,0.02063252031803131,,
19199,,299,,,0.013968152925372124,
19200,0.001,,,,,
19249,0.001,,,,,
19249,,300,0.013245483860373497,,,
19263,,300,,0.012818700633943081,,
19263,,300,,,0.014829223975539207,
19264,0.001,,,,,
19299,0.001,,,,,
19299,,301,0.012770766392350197,,,
19327,,301,,0.012551158666610718,,
19327,,301,,,0.012708519585430622,
19328,0.001,,,,,
19349,0.001,,,,,
19349,,302,0.012575455009937286,,,
19391,,302,,0.012754548341035843,,
19391,,302,,,0.012904766947031021,
19392,0.001,,,,,
19399,0.001,,,,,
19399,,303,0.012678161263465881,,,
19449,0.001,,,,,
19449,,303,0.012689492665231228,,,
19455,,303,,0.012491108849644661,,
19455,,303,,,0.01263232808560133,
19456,0.001,,,,,
19499,0.001,,,,,
19499,,304,0.012802823446691036,,,
19519,,304,,0.013442901894450188,,
19519,,304,,,0.013060281984508038,
19520,0.001,,,,,
19549,0.001,,,,,
19549,,305,0.012631733901798725,,,
19583,,305,,0.01518925093114376,,
19583,,305,,,0.013201694004237652,
19584,0.001,,,,,
19599,0.001,,,,,
19599,,306,0.012800189666450024,,,
19647,,306,,0.013283093459904194,,
19647,,306,,,0.01292883139103651,
19648,0.001,,,,,
19649,0.001,,,,,
19649,,307,0.01326396968215704,,,
19699,0.001,,,,,
19699,,307,0.01240074448287487,,,
19711,,307,,0.012311241589486599,,
19711,,307,,,0.012641417793929577,
19712,0.001,,,,,
19749,0.001,,,,,
19749,,308,0.012949892319738865,,,
19775,,308,,0.013653631322085857,,
19775,,308,,,0.012706882320344448,
19776,0.001,,,,,
19799,0.001,,,,,
19799,,309,0.013120337389409542,,,
19839,,309,,0.012429839931428432,,
19839,,309,,,0.012752596288919449,
19840,0.001,,,,,
19849,0.001,,,,,
19849,,310,0.01235522236675024,,,
19899,0.001,,,,,
19899,,310,0.01291519682854414,,,
19903,,310,,0.01250295527279377,,
19903,,310,,,0.012722906656563282,
19904,0.001,,,,,
19949,0.001,,,,,
19949,,311,0.012404682114720345,,,
19967,,311,,0.012798377312719822,,
19967,,311,,,0.012619140557944775,
19968,0.001,,,,,
19999,0.001,,,,,
19999,,312,0.012526589445769787,,,
20031,,312,,0.013067418709397316,,
20031,,312,,,0.012812788598239422,
20032,0.001,,,,,
20049,0.001,,,,,
20049,,313,0.014111539348959923,,,
20095,,313,,0.013009424321353436,,
20095,,313,,,0.013164346106350422,
20096,0.001,,,,,
20099,0.001,,,,,
20099,,314,0.012342301197350025,,,
20149,0.001,,,,,
20149,,314,0.013100416399538517,,,
20159,,314,,0.013918672688305378,,
20159,,314,,,0.012903756462037563,
20160,0.001,,,,,
20199,0.001,,,,,
20199,,315,0.014125332236289978,,,
20223,,315,,0.014325736090540886,,
20223,,315,,,0.014421611092984676,
20224,0.001,,,,,
20249,0.001,,,,,
20249,,316,0.014726991765201092,,,
20287,,316,,0.013288885354995728,,
20287,,316,,,0.013412367552518845,
20288,0.001,,,,,
20299,0.001,,,,,
20299,,317,0.014046668075025082,,,
20349,0.001,,,,,
20349,,317,0.013566483743488789,,,
20351,,317,,0.012507395818829536,,
20351,,317,,,0.013029733672738075,
20352,0.001,,,,,
20399,0.001,,,,,
20399,,318,0.012686440721154213,,,
20415,,318,,0.012300997972488403,,
20415,,318,,,0.012578505091369152,
20416,0.001,,,,,
20449,0.001,,,,,
20449,,319,0.012724010273814201,,,
20479,,319,,0.013198590837419033,,
20479,,319,,,0.01269245333969593,
20480,0.001,,,,,
20499,0.001,,,,,
20499,,320,0.01251221913844347,,,
20543,,320,,0.012578204274177551,,
20543,,320,,,0.012686963193118572,
20544,0.001,,,,,
20549,0.001,,,,,
20549,,321,0.012657740153372288,,,
20599,0.001,,,,,
20599,,321,0.012567010708153248,,,
20607,,321,,0.013045326806604862,,
20607,,321,,,0.012593775987625122,
20608,0.001,,,,,
20649,0.001,,,,,
20649,,322,0.012464909814298153,,,
20671,,322,,0.01217510737478733,,
20671,,322,,,0.012727838009595871,
