train_loss_step,epoch,lr-Adam,step,val_loss,train_loss_epoch,test_loss
,50,,3263,0.02798347920179367,,
,50,,3263,,0.21331070363521576,
,,0.001,3264,,,
,,0.001,3299,,,
0.2251894176006317,51,,3299,,,
,51,,3327,0.02636358141899109,,
,51,,3327,,0.21348854899406433,
,,0.001,3328,,,
,,0.001,3349,,,
0.1776527464389801,52,,3349,,,
,52,,3391,0.02605770155787468,,
,52,,3391,,0.21127936244010925,
,,0.001,3392,,,
,,0.001,3399,,,
0.19956040382385254,53,,3399,,,
,,0.001,3449,,,
0.23054082691669464,53,,3449,,,
,53,,3455,0.024272117763757706,,
,53,,3455,,0.21094931662082672,
,,0.001,3456,,,
,,0.001,3499,,,
0.18509314954280853,54,,3499,,,
,54,,3519,0.023480381816625595,,
,54,,3519,,0.20959678292274475,
,,0.001,3520,,,
,,0.001,3549,,,
0.19535452127456665,55,,3549,,,
,55,,3583,0.0371214859187603,,
,55,,3583,,0.20959025621414185,
,,0.001,3584,,,
,,0.001,3599,,,
0.17597904801368713,56,,3599,,,
,56,,3647,0.026265403255820274,,
,56,,3647,,0.21230807900428772,
,,0.001,3648,,,
,,0.001,3649,,,
0.2231268286705017,57,,3649,,,
,,0.001,3699,,,
0.21329104900360107,57,,3699,,,
,57,,3711,0.02386476844549179,,
,57,,3711,,0.20923784375190735,
,,0.001,3712,,,
,,0.001,3749,,,
0.17655602097511292,58,,3749,,,
,58,,3775,0.0276646688580513,,
,58,,3775,,0.20705385506153107,
,,0.001,3776,,,
,,0.001,3799,,,
0.21371817588806152,59,,3799,,,
,59,,3839,0.028481237590312958,,
,59,,3839,,0.2104998379945755,
,,0.001,3840,,,
,,0.001,3849,,,
0.18114148080348969,60,,3849,,,
,,0.001,3899,,,
0.10995538532733917,60,,3899,,,
,60,,3903,0.024349059909582138,,
,60,,3903,,0.21002236008644104,
,,0.001,3904,,,
,,0.001,3949,,,
0.23183798789978027,61,,3949,,,
,61,,3967,0.023315975442528725,,
,61,,3967,,0.20820237696170807,
,,0.001,3968,,,
,,0.001,3999,,,
0.2879182696342468,62,,3999,,,
,62,,4031,0.023123295977711678,,
,62,,4031,,0.20932814478874207,
,,0.001,4032,,,
,,0.001,4049,,,
0.1659591943025589,63,,4049,,,
,63,,4095,0.0234624482691288,,
,63,,4095,,0.20654207468032837,
,,0.001,4096,,,
,,0.001,4099,,,
0.15496012568473816,64,,4099,,,
,,0.001,4149,,,
0.20153628289699554,64,,4149,,,
,64,,4159,0.023188188672065735,,
,64,,4159,,0.21335849165916443,
,,0.001,4160,,,
,,0.001,4199,,,
0.20141258835792542,65,,4199,,,
,65,,4223,0.022981848567724228,,
,65,,4223,,0.20861972868442535,
,,0.001,4224,,,
,,0.001,4249,,,
0.22661301493644714,66,,4249,,,
,66,,4287,0.022906800732016563,,
,66,,4287,,0.2092771977186203,
,,0.001,4288,,,
,,0.001,4299,,,
0.22328536212444305,67,,4299,,,
,,0.001,4349,,,
0.2270393669605255,67,,4349,,,
,67,,4351,0.0221231821924448,,
,67,,4351,,0.20840373635292053,
,,0.001,4352,,,
,,0.001,4399,,,
0.23164395987987518,68,,4399,,,
,68,,4415,0.02668030932545662,,
,68,,4415,,0.2094208300113678,
,,0.001,4416,,,
,,0.001,4449,,,
0.24362324178218842,69,,4449,,,
,69,,4479,0.021807678043842316,,
,69,,4479,,0.2080150544643402,
,,0.001,4480,,,
,,0.001,4499,,,
0.1989690661430359,70,,4499,,,
,70,,4543,0.03782549127936363,,
,70,,4543,,0.20871347188949585,
,,0.001,4544,,,
,,0.001,4549,,,
0.18009117245674133,71,,4549,,,
,,0.001,4599,,,
0.2558528780937195,71,,4599,,,
,71,,4607,0.02918611466884613,,
,71,,4607,,0.22548413276672363,
,,0.001,4608,,,
,,0.001,4649,,,
0.22215287387371063,72,,4649,,,
,72,,4671,0.022396337240934372,,
,72,,4671,,0.2089175134897232,
,,0.001,4672,,,
,,0.001,4699,,,
0.20000457763671875,73,,4699,,,
,73,,4735,0.02217264287173748,,
,73,,4735,,0.2069762498140335,
,,0.001,4736,,,
,,0.001,4749,,,
0.2112889438867569,74,,4749,,,
,,0.001,4799,,,
0.25670886039733887,74,,4799,,,
,74,,4799,0.023595968261361122,,
,74,,4799,,0.2070266306400299,
,,0.001,4800,,,
,,0.001,4849,,,
0.19786517322063446,75,,4849,,,
,75,,4863,0.021285831928253174,,
,75,,4863,,0.20502892136573792,
,,0.001,4864,,,
,,0.001,4899,,,
0.18108898401260376,76,,4899,,,
,76,,4927,0.020529523491859436,,
,76,,4927,,0.20611350238323212,
,,0.001,4928,,,
,,0.001,4949,,,
0.19590942561626434,77,,4949,,,
,77,,4991,0.02476995438337326,,
,77,,4991,,0.20658056437969208,
,,0.001,4992,,,
,,0.001,4999,,,
0.2430407702922821,78,,4999,,,
,,0.001,5049,,,
0.19929103553295135,78,,5049,,,
,78,,5055,0.022502193227410316,,
,78,,5055,,0.20768645405769348,
,,0.001,5056,,,
,,0.001,5099,,,
0.21553027629852295,79,,5099,,,
,79,,5119,0.020749405026435852,,
,79,,5119,,0.2064180225133896,
,,0.001,5120,,,
,,0.001,5149,,,
0.09842771291732788,80,,5149,,,
,80,,5183,0.021057887002825737,,
,80,,5183,,0.20610179007053375,
,,0.001,5184,,,
,,0.001,5199,,,
0.2203499972820282,81,,5199,,,
,81,,5247,0.0217717494815588,,
,81,,5247,,0.20484057068824768,
,,0.001,5248,,,
,,0.001,5249,,,
0.21747098863124847,82,,5249,,,
,,0.001,5299,,,
0.3135961592197418,82,,5299,,,
,82,,5311,0.019913488999009132,,
,82,,5311,,0.20522180199623108,
,,0.001,5312,,,
,,0.001,5349,,,
0.11287382245063782,83,,5349,,,
,83,,5375,0.020316600799560547,,
,83,,5375,,0.20486009120941162,
,,0.001,5376,,,
,,0.001,5399,,,
0.12358531355857849,84,,5399,,,
,84,,5439,0.02048400416970253,,
,84,,5439,,0.2044776976108551,
,,0.001,5440,,,
,,0.001,5449,,,
0.17943313717842102,85,,5449,,,
,,0.001,5499,,,
0.18978729844093323,85,,5499,,,
,85,,5503,0.020102905109524727,,
,85,,5503,,0.20463259518146515,
,,0.001,5504,,,
,,0.001,5549,,,
0.22372782230377197,86,,5549,,,
,86,,5567,0.023847928270697594,,
,86,,5567,,0.20747581124305725,
,,0.001,5568,,,
,,0.001,5599,,,
0.11616894602775574,87,,5599,,,
,87,,5631,0.020506784319877625,,
,87,,5631,,0.20674356818199158,
,,0.001,5632,,,
,,0.001,5649,,,
0.19574232399463654,88,,5649,,,
,88,,5695,0.0214882493019104,,
,88,,5695,,0.20559628307819366,
,,0.001,5696,,,
,,0.001,5699,,,
0.21046623587608337,89,,5699,,,
,,0.001,5749,,,
0.12850302457809448,89,,5749,,,
,89,,5759,0.01937832310795784,,
,89,,5759,,0.2032197266817093,
,,0.001,5760,,,
,,0.001,5799,,,
0.2793310284614563,90,,5799,,,
,90,,5823,0.022259538993239403,,
,90,,5823,,0.2063269019126892,
,,0.001,5824,,,
,,0.001,5849,,,
0.1255490779876709,91,,5849,,,
,91,,5887,0.020569240674376488,,
,91,,5887,,0.2043447196483612,
,,0.001,5888,,,
,,0.001,5899,,,
0.1723686158657074,92,,5899,,,
,,0.001,5949,,,
0.21883805096149445,92,,5949,,,
,92,,5951,0.020985476672649384,,
,92,,5951,,0.20395919680595398,
,,0.001,5952,,,
,,0.001,5999,,,
0.14985543489456177,93,,5999,,,
,93,,6015,0.02198992855846882,,
,93,,6015,,0.20534048974514008,
,,0.001,6016,,,
,,0.001,6049,,,
0.34852737188339233,94,,6049,,,
,94,,6079,0.021009506657719612,,
,94,,6079,,0.2036944329738617,
,,0.001,6080,,,
,,0.001,6099,,,
0.2496090978384018,95,,6099,,,
,95,,6143,0.022643188014626503,,
,95,,6143,,0.2017987221479416,
,,0.001,6144,,,
,,0.001,6149,,,
0.1478807032108307,96,,6149,,,
,,0.001,6199,,,
0.2504931092262268,96,,6199,,,
,96,,6207,0.02297876961529255,,
,96,,6207,,0.20439523458480835,
,,0.001,6208,,,
,,0.001,6249,,,
0.23388907313346863,97,,6249,,,
,97,,6271,0.020386820659041405,,
,97,,6271,,0.20480814576148987,
,,0.001,6272,,,
,,0.001,6299,,,
0.28066131472587585,98,,6299,,,
,98,,6335,0.019607773050665855,,
,98,,6335,,0.20379997789859772,
,,0.001,6336,,,
,,0.001,6349,,,
0.1534552276134491,99,,6349,,,
,,0.001,6399,,,
0.2596074640750885,99,,6399,,,
,99,,6399,0.020144514739513397,,
,99,,6399,,0.20163626968860626,
,,0.001,6400,,,
,,0.001,6449,,,
0.22387832403182983,100,,6449,,,
,100,,6463,0.02032739669084549,,
,100,,6463,,0.2041369527578354,
,,0.001,6464,,,
,,0.001,6499,,,
0.2755601108074188,101,,6499,,,
,101,,6527,0.019033826887607574,,
,101,,6527,,0.20203956961631775,
,,0.001,6528,,,
,,0.001,6549,,,
0.15640008449554443,102,,6549,,,
,102,,6591,0.023064024746418,,
,102,,6591,,0.21279649436473846,
,,0.001,6592,,,
,,0.001,6599,,,
0.31252944469451904,103,,6599,,,
,,0.001,6649,,,
0.2296072542667389,103,,6649,,,
,103,,6655,0.021764423698186874,,
,103,,6655,,0.20571239292621613,
,,0.001,6656,,,
,,0.001,6699,,,
0.2544921636581421,104,,6699,,,
,104,,6719,0.020571770146489143,,
,104,,6719,,0.2053104043006897,
,,0.001,6720,,,
,,0.001,6749,,,
0.15468451380729675,105,,6749,,,
,105,,6783,0.02036977931857109,,
,105,,6783,,0.20439665019512177,
,,0.001,6784,,,
,,0.001,6799,,,
0.22675539553165436,106,,6799,,,
,106,,6847,0.020359771326184273,,
,106,,6847,,0.2037297636270523,
,,0.001,6848,,,
,,0.001,6849,,,
0.2374330461025238,107,,6849,,,
,,0.001,6899,,,
0.14959433674812317,107,,6899,,,
,107,,6911,0.019014602527022362,,
,107,,6911,,0.20275798439979553,
,,0.001,6912,,,
,,0.001,6949,,,
0.31365349888801575,108,,6949,,,
,108,,6975,0.01913592219352722,,
,108,,6975,,0.20129047334194183,
,,0.001,6976,,,
,,0.001,6999,,,
0.13608482480049133,109,,6999,,,
,109,,7039,0.0216437429189682,,
,109,,7039,,0.2046983242034912,
,,0.001,7040,,,
,,0.001,7049,,,
0.17472821474075317,110,,7049,,,
,,0.001,7099,,,
0.2531457841396332,110,,7099,,,
,110,,7103,0.021003898233175278,,
,110,,7103,,0.20398764312267303,
,,0.001,7104,,,
,,0.001,7149,,,
0.22496983408927917,111,,7149,,,
,111,,7167,0.020884765312075615,,
,111,,7167,,0.201622873544693,
,,0.001,7168,,,
,,0.001,7199,,,
0.1974686086177826,112,,7199,,,
,112,,7231,0.01883605308830738,,
,112,,7231,,0.20268988609313965,
,,0.001,7232,,,
,,0.001,7249,,,
0.12569008767604828,113,,7249,,,
,113,,7295,0.023788530379533768,,
,113,,7295,,0.20021700859069824,
,,0.001,7296,,,
,,0.001,7299,,,
0.09936575591564178,114,,7299,,,
,,0.001,7349,,,
0.21504653990268707,114,,7349,,,
,114,,7359,0.01951291598379612,,
,114,,7359,,0.20325319468975067,
,,0.001,7360,,,
,,0.001,7399,,,
0.25619885325431824,115,,7399,,,
,115,,7423,0.01955009251832962,,
,115,,7423,,0.2015911340713501,
,,0.001,7424,,,
,,0.001,7449,,,
0.1866510510444641,116,,7449,,,
,116,,7487,0.021153748035430908,,
,116,,7487,,0.2035132795572281,
,,0.001,7488,,,
,,0.001,7499,,,
0.23124830424785614,117,,7499,,,
,,0.001,7549,,,
0.18471011519432068,117,,7549,,,
,117,,7551,0.020644156262278557,,
,117,,7551,,0.20182502269744873,
,,0.001,7552,,,
,,0.001,7599,,,
0.22880731523036957,118,,7599,,,
,118,,7615,0.01990189217031002,,
,118,,7615,,0.20204491913318634,
,,0.001,7616,,,
,,0.001,7649,,,
0.1751651167869568,119,,7649,,,
,119,,7679,0.018633708357810974,,
,119,,7679,,0.20142972469329834,
,,0.001,7680,,,
,,0.001,7699,,,
0.29823026061058044,120,,7699,,,
,120,,7743,0.020109400153160095,,
,120,,7743,,0.20320340991020203,
,,0.001,7744,,,
,,0.001,7749,,,
0.24072401225566864,121,,7749,,,
,,0.001,7799,,,
0.25163206458091736,121,,7799,,,
,121,,7807,0.018559731543064117,,
,121,,7807,,0.20161765813827515,
,,0.001,7808,,,
,,0.001,7849,,,
0.2208225578069687,122,,7849,,,
,122,,7871,0.020786365494132042,,
,122,,7871,,0.20153626799583435,
,,0.001,7872,,,
,,0.001,7899,,,
0.2892153263092041,123,,7899,,,
,123,,7935,0.019482409581542015,,
,123,,7935,,0.20238713920116425,
,,0.001,7936,,,
,,0.001,7949,,,
0.1847652643918991,124,,7949,,,
,,0.001,7999,,,
0.2838018536567688,124,,7999,,,
,124,,7999,0.020503662526607513,,
,124,,7999,,0.20241548120975494,
,,0.001,8000,,,
,,0.001,8049,,,
0.19865038990974426,125,,8049,,,
,125,,8063,0.019904479384422302,,
,125,,8063,,0.1999978870153427,
,,0.001,8064,,,
,,0.001,8099,,,
0.22529135644435883,126,,8099,,,
,126,,8127,0.01908494159579277,,
,126,,8127,,0.20059612393379211,
,,0.001,8128,,,
,,0.001,8149,,,
0.1658691167831421,127,,8149,,,
,127,,8191,0.020495960488915443,,
,127,,8191,,0.20232531428337097,
,,0.001,8192,,,
,,0.001,8199,,,
0.2429559826850891,128,,8199,,,
,,0.001,8249,,,
0.1971152424812317,128,,8249,,,
,128,,8255,0.02014162950217724,,
,128,,8255,,0.2021510899066925,
,,0.001,8256,,,
,,0.001,8299,,,
0.20702701807022095,129,,8299,,,
,129,,8319,0.023660287261009216,,
,129,,8319,,0.2035064846277237,
,,0.001,8320,,,
,,0.001,8349,,,
0.20607657730579376,130,,8349,,,
,130,,8383,0.022893359884619713,,
,130,,8383,,0.20132289826869965,
,,0.001,8384,,,
,,0.001,8399,,,
0.25369563698768616,131,,8399,,,
,131,,8447,0.018605131655931473,,
,131,,8447,,0.20171423256397247,
,,0.001,8448,,,
,,0.001,8449,,,
0.1500515639781952,132,,8449,,,
,,0.001,8499,,,
0.23769821226596832,132,,8499,,,
,132,,8511,0.019193673506379128,,
,132,,8511,,0.20073364675045013,
,,0.001,8512,,,
,,0.001,8549,,,
0.2583148777484894,133,,8549,,,
,133,,8575,0.02095801569521427,,
,133,,8575,,0.19994302093982697,
,,0.001,8576,,,
,,0.001,8599,,,
0.23954565823078156,134,,8599,,,
,134,,8639,0.018121017143130302,,
,134,,8639,,0.2007514238357544,
,,0.001,8640,,,
,,0.001,8649,,,
0.11398091167211533,135,,8649,,,
,,0.001,8699,,,
0.2086990773677826,135,,8699,,,
,135,,8703,0.01996905356645584,,
,135,,8703,,0.20082764327526093,
,,0.001,8704,,,
,,0.001,8749,,,
0.2127334028482437,136,,8749,,,
,136,,8767,0.019769085571169853,,
,136,,8767,,0.20142970979213715,
,,0.001,8768,,,
,,0.001,8799,,,
0.2188679724931717,137,,8799,,,
,137,,8831,0.01803675852715969,,
,137,,8831,,0.20111411809921265,
,,0.001,8832,,,
,,0.001,8849,,,
0.22315657138824463,138,,8849,,,
,138,,8895,0.018300525844097137,,
,138,,8895,,0.200129434466362,
,,0.001,8896,,,
,,0.001,8899,,,
0.22737298905849457,139,,8899,,,
,,0.001,8949,,,
0.3144906163215637,139,,8949,,,
,139,,8959,0.028183061629533768,,
,139,,8959,,0.2120114117860794,
,,0.001,8960,,,
,,0.001,8999,,,
0.23019258677959442,140,,8999,,,
,140,,9023,0.021751195192337036,,
,140,,9023,,0.20679333806037903,
,,0.001,9024,,,
,,0.001,9049,,,
0.15763214230537415,141,,9049,,,
,141,,9087,0.019602980464696884,,
,141,,9087,,0.2042853683233261,
,,0.001,9088,,,
,,0.001,9099,,,
0.21442264318466187,142,,9099,,,
,,0.001,9149,,,
0.24105869233608246,142,,9149,,,
,142,,9151,0.020447734743356705,,
,142,,9151,,0.20078229904174805,
,,0.001,9152,,,
,,0.001,9199,,,
0.12613773345947266,143,,9199,,,
,143,,9215,0.02262614108622074,,
,143,,9215,,0.20005469024181366,
,,0.001,9216,,,
,,0.001,9249,,,
0.1296561360359192,144,,9249,,,
,144,,9279,0.019148116931319237,,
,144,,9279,,0.19939157366752625,
,,0.001,9280,,,
,,0.001,9299,,,
0.07771633565425873,145,,9299,,,
,145,,9343,0.022220371291041374,,
,145,,9343,,0.20171359181404114,
,,0.001,9344,,,
,,0.001,9349,,,
0.21541576087474823,146,,9349,,,
,,0.001,9399,,,
0.2550238370895386,146,,9399,,,
,146,,9407,0.01986202597618103,,
,146,,9407,,0.2013949304819107,
,,0.001,9408,,,
,,0.001,9449,,,
0.1635911911725998,147,,9449,,,
,147,,9471,0.019680313766002655,,
,147,,9471,,0.2002357393503189,
,,0.001,9472,,,
,,0.001,9499,,,
0.22172114253044128,148,,9499,,,
,148,,9535,0.019451800733804703,,
,148,,9535,,0.20204880833625793,
,,0.001,9536,,,
,,0.001,9549,,,
0.16947123408317566,149,,9549,,,
,,0.001,9599,,,
0.23167836666107178,149,,9599,,,
,149,,9599,0.021402299404144287,,
,149,,9599,,0.20034469664096832,
,,0.001,9600,,,
,,0.001,9649,,,
0.2001723349094391,150,,9649,,,
,150,,9663,0.018120452761650085,,
,150,,9663,,0.20093072950839996,
,,0.001,9664,,,
,,0.001,9699,,,
0.24479380249977112,151,,9699,,,
,151,,9727,0.018583454191684723,,
,151,,9727,,0.20042183995246887,
,,0.001,9728,,,
,,0.001,9749,,,
0.10230499505996704,152,,9749,,,
,152,,9791,0.01878754422068596,,
,152,,9791,,0.20115193724632263,
,,0.001,9792,,,
,,0.001,9799,,,
0.254112184047699,153,,9799,,,
,,0.001,9849,,,
0.16197453439235687,153,,9849,,,
,153,,9855,0.018158486112952232,,
,153,,9855,,0.20051324367523193,
,,0.001,9856,,,
,,0.001,9899,,,
0.21659263968467712,154,,9899,,,
,154,,9919,0.019118502736091614,,
,154,,9919,,0.19928714632987976,
,,0.001,9920,,,
,,0.001,9949,,,
0.17178544402122498,155,,9949,,,
,155,,9983,0.02140031009912491,,
,155,,9983,,0.20120520889759064,
,,0.001,9984,,,
,,0.001,9999,,,
0.23270240426063538,156,,9999,,,
,156,,10047,0.018090665340423584,,
,156,,10047,,0.2014102190732956,
,,0.001,10048,,,
,,0.001,10049,,,
0.21204917132854462,157,,10049,,,
,,0.001,10099,,,
0.20915892720222473,157,,10099,,,
,157,,10111,0.019131319597363472,,
,157,,10111,,0.20410263538360596,
,,0.001,10112,,,
,,0.001,10149,,,
0.18072183430194855,158,,10149,,,
,158,,10175,0.018810434266924858,,
,158,,10175,,0.20127904415130615,
,,0.001,10176,,,
,,0.001,10199,,,
0.27426180243492126,159,,10199,,,
,159,,10239,0.01869046874344349,,
,159,,10239,,0.20354720950126648,
,,0.001,10240,,,
,,0.001,10249,,,
0.2629689872264862,160,,10249,,,
,,0.001,10299,,,
0.12017993628978729,160,,10299,,,
,160,,10303,0.018952907994389534,,
,160,,10303,,0.200395405292511,
,,0.001,10304,,,
,,0.001,10349,,,
0.14404669404029846,161,,10349,,,
,161,,10367,0.01982339844107628,,
,161,,10367,,0.2005373239517212,
,,0.001,10368,,,
,,0.001,10399,,,
