epoch,step,lr-Adam,train_loss_step,val_loss,train_loss_epoch,test_loss
322,20649,,0.012120301835238934,,,
322,20671,,,0.012361121363937855,,
322,20671,,,,0.011726287193596363,
,20672,0.001,,,,
,20699,0.001,,,,
323,20699,,0.011416906490921974,,,
323,20735,,,0.011246541514992714,,
323,20735,,,,0.011515834368765354,
,20736,0.001,,,,
,20749,0.001,,,,
324,20749,,0.011819944716989994,,,
,20799,0.001,,,,
324,20799,,0.011711527593433857,,,
324,20799,,,0.011269151233136654,,
324,20799,,,,0.011632794514298439,
,20800,0.001,,,,
,20849,0.001,,,,
325,20849,,0.012283391319215298,,,
325,20863,,,0.01156996376812458,,
325,20863,,,,0.011426405049860477,
,20864,0.001,,,,
,20899,0.001,,,,
326,20899,,0.011333342641592026,,,
326,20927,,,0.011278280057013035,,
326,20927,,,,0.011443519964814186,
,20928,0.001,,,,
,20949,0.001,,,,
327,20949,,0.01110895723104477,,,
327,20991,,,0.011101294308900833,,
327,20991,,,,0.011472484096884727,
,20992,0.001,,,,
,20999,0.001,,,,
328,20999,,0.011403201147913933,,,
,21049,0.001,,,,
328,21049,,0.01267562247812748,,,
328,21055,,,0.010996895842254162,,
328,21055,,,,0.011517716571688652,
,21056,0.001,,,,
,21099,0.001,,,,
329,21099,,0.01118809450417757,,,
329,21119,,,0.011349151842296124,,
329,21119,,,,0.011647925712168217,
,21120,0.001,,,,
,21149,0.001,,,,
330,21149,,0.011154720559716225,,,
330,21183,,,0.011185729876160622,,
330,21183,,,,0.011528235860168934,
,21184,0.001,,,,
,21199,0.001,,,,
331,21199,,0.011194572784006596,,,
331,21247,,,0.011494917795062065,,
331,21247,,,,0.011419206857681274,
,21248,0.001,,,,
,21249,0.001,,,,
332,21249,,0.011450194753706455,,,
,21299,0.001,,,,
332,21299,,0.011248460970818996,,,
332,21311,,,0.013075856491923332,,
332,21311,,,,0.011451306752860546,
,21312,0.001,,,,
,21349,0.001,,,,
333,21349,,0.011436517350375652,,,
333,21375,,,0.011726917698979378,,
333,21375,,,,0.011478222906589508,
,21376,0.001,,,,
,21399,0.001,,,,
334,21399,,0.011995702981948853,,,
334,21439,,,0.011239796876907349,,
334,21439,,,,0.011807410977780819,
,21440,0.001,,,,
,21449,0.001,,,,
335,21449,,0.011749149300158024,,,
,21499,0.001,,,,
335,21499,,0.012709890492260456,,,
335,21503,,,0.01134996023029089,,
335,21503,,,,0.01163315400481224,
,21504,0.001,,,,
,21549,0.001,,,,
336,21549,,0.012778699398040771,,,
336,21567,,,0.01187823060899973,,
336,21567,,,,0.011456022970378399,
,21568,0.001,,,,
,21599,0.001,,,,
337,21599,,0.01134947594255209,,,
337,21631,,,0.011173815466463566,,
337,21631,,,,0.011365941725671291,
,21632,0.001,,,,
,21649,0.001,,,,
338,21649,,0.011720867827534676,,,
338,21695,,,0.011915474198758602,,
338,21695,,,,0.011547509580850601,
,21696,0.001,,,,
,21699,0.001,,,,
339,21699,,0.012650974094867706,,,
,21749,0.001,,,,
339,21749,,0.011373900808393955,,,
339,21759,,,0.011211012490093708,,
339,21759,,,,0.011582925915718079,
,21760,0.001,,,,
,21799,0.001,,,,
340,21799,,0.011667580343782902,,,
340,21823,,,0.011061173863708973,,
340,21823,,,,0.011880386620759964,
,21824,0.001,,,,
,21849,0.001,,,,
341,21849,,0.012132165022194386,,,
341,21887,,,0.011175480671226978,,
341,21887,,,,0.011496162973344326,
,21888,0.001,,,,
,21899,0.001,,,,
342,21899,,0.01153566874563694,,,
,21949,0.001,,,,
342,21949,,0.011250392533838749,,,
342,21951,,,0.011356393806636333,,
342,21951,,,,0.01140660885721445,
,21952,0.001,,,,
,21999,0.001,,,,
343,21999,,0.01136563066393137,,,
343,22015,,,0.01188383437693119,,
343,22015,,,,0.011460946872830391,
,22016,0.001,,,,
,22049,0.001,,,,
344,22049,,0.011342961341142654,,,
344,22079,,,0.011813823133707047,,
344,22079,,,,0.011513053439557552,
,22080,0.001,,,,
,22099,0.001,,,,
345,22099,,0.01158511359244585,,,
345,22143,,,0.011398677714169025,,
345,22143,,,,0.011546272784471512,
,22144,0.001,,,,
,22149,0.001,,,,
346,22149,,0.012430792674422264,,,
,22199,0.001,,,,
346,22199,,0.011745529249310493,,,
346,22207,,,0.011376844719052315,,
346,22207,,,,0.011643423698842525,
,22208,0.001,,,,
,22249,0.001,,,,
347,22249,,0.010925011709332466,,,
347,22271,,,0.011155291460454464,,
347,22271,,,,0.011191852390766144,
,22272,0.001,,,,
,22299,0.001,,,,
348,22299,,0.010998139157891273,,,
348,22335,,,0.011143917217850685,,
348,22335,,,,0.011413888074457645,
,22336,0.001,,,,
,22349,0.001,,,,
349,22349,,0.012075420469045639,,,
,22399,0.001,,,,
349,22399,,0.01185921486467123,,,
349,22399,,,0.01118455734103918,,
349,22399,,,,0.01124427281320095,
,22400,0.001,,,,
,22449,0.001,,,,
350,22449,,0.012522808276116848,,,
350,22463,,,0.01112620159983635,,
350,22463,,,,0.01156001165509224,
,22464,0.001,,,,
,22499,0.001,,,,
351,22499,,0.010981367900967598,,,
351,22527,,,0.011151827871799469,,
351,22527,,,,0.011298565194010735,
,22528,0.001,,,,
,22549,0.001,,,,
352,22549,,0.01093325112015009,,,
352,22591,,,0.01205824688076973,,
352,22591,,,,0.01177600584924221,
,22592,0.001,,,,
,22599,0.001,,,,
353,22599,,0.010781307704746723,,,
,22649,0.001,,,,
353,22649,,0.011560766957700253,,,
353,22655,,,0.011664585210382938,,
353,22655,,,,0.011523686349391937,
,22656,0.001,,,,
,22699,0.001,,,,
354,22699,,0.0112771512940526,,,
354,22719,,,0.011331205256283283,,
354,22719,,,,0.011438265442848206,
,22720,0.001,,,,
,22749,0.001,,,,
355,22749,,0.01107009220868349,,,
355,22783,,,0.011579004116356373,,
355,22783,,,,0.011401066556572914,
,22784,0.001,,,,
,22799,0.001,,,,
356,22799,,0.011093978770077229,,,
356,22847,,,0.01164916716516018,,
356,22847,,,,0.011667064391076565,
,22848,0.001,,,,
,22849,0.001,,,,
357,22849,,0.012155740521848202,,,
,22899,0.001,,,,
357,22899,,0.011732777580618858,,,
357,22911,,,0.011181594803929329,,
357,22911,,,,0.011353595182299614,
,22912,0.001,,,,
,22949,0.001,,,,
358,22949,,0.01080178003758192,,,
358,22975,,,0.011162581853568554,,
358,22975,,,,0.011499199084937572,
,22976,0.001,,,,
,22999,0.001,,,,
359,22999,,0.011446477845311165,,,
359,23039,,,0.010875971056520939,,
359,23039,,,,0.011283410713076591,
,23040,0.001,,,,
,23049,0.001,,,,
360,23049,,0.01126036886125803,,,
,23099,0.001,,,,
360,23099,,0.011497724801301956,,,
360,23103,,,0.011112376116216183,,
360,23103,,,,0.011378812603652477,
,23104,0.001,,,,
,23149,0.001,,,,
361,23149,,0.01176798902451992,,,
361,23167,,,0.011341651901602745,,
361,23167,,,,0.011435013264417648,
,23168,0.001,,,,
,23199,0.001,,,,
362,23199,,0.011410086415708065,,,
362,23231,,,0.011318583972752094,,
362,23231,,,,0.011220472864806652,
,23232,0.001,,,,
,23249,0.001,,,,
363,23249,,0.01164182461798191,,,
363,23295,,,0.01169926580041647,,
363,23295,,,,0.011753064580261707,
,23296,0.001,,,,
,23299,0.001,,,,
364,23299,,0.012177465483546257,,,
,23349,0.001,,,,
364,23349,,0.01137006375938654,,,
364,23359,,,0.010939642786979675,,
364,23359,,,,0.011506065726280212,
,23360,0.001,,,,
,23399,0.001,,,,
365,23399,,0.011458425782620907,,,
365,23423,,,0.0113285593688488,,
365,23423,,,,0.011249066330492496,
,23424,0.001,,,,
,23449,0.001,,,,
366,23449,,0.011135285720229149,,,
366,23487,,,0.011271340772509575,,
366,23487,,,,0.01117639895528555,
,23488,0.001,,,,
,23499,0.001,,,,
367,23499,,0.010852561332285404,,,
,23549,0.001,,,,
367,23549,,0.011647245846688747,,,
367,23551,,,0.011400933377444744,,
367,23551,,,,0.011192594654858112,
,23552,0.001,,,,
,23599,0.001,,,,
368,23599,,0.011148390360176563,,,
368,23615,,,0.010965515859425068,,
368,23615,,,,0.011354341171681881,
,23616,0.001,,,,
,23649,0.001,,,,
369,23649,,0.011050715111196041,,,
369,23679,,,0.011173089034855366,,
369,23679,,,,0.01124303974211216,
,23680,0.001,,,,
,23699,0.001,,,,
370,23699,,0.01150438655167818,,,
370,23743,,,0.012146462686359882,,
370,23743,,,,0.011415846645832062,
,23744,0.001,,,,
,23749,0.001,,,,
371,23749,,0.012282630428671837,,,
,23799,0.001,,,,
371,23799,,0.01152645144611597,,,
371,23807,,,0.011664082296192646,,
371,23807,,,,0.011702737770974636,
,23808,0.001,,,,
,23849,0.001,,,,
372,23849,,0.010791260749101639,,,
372,23871,,,0.011586598120629787,,
372,23871,,,,0.011268177069723606,
,23872,0.001,,,,
,23899,0.001,,,,
373,23899,,0.011239015497267246,,,
373,23935,,,0.010898290202021599,,
373,23935,,,,0.011336375027894974,
,23936,0.001,,,,
,23949,0.001,,,,
374,23949,,0.011089358478784561,,,
,23999,0.001,,,,
374,23999,,0.011452039703726768,,,
374,23999,,,0.011656148359179497,,
374,23999,,,,0.011127431876957417,
,24000,0.001,,,,
,24049,0.001,,,,
375,24049,,0.010724528692662716,,,
375,24063,,,0.011027439497411251,,
375,24063,,,,0.011277534998953342,
,24064,0.001,,,,
,24099,0.001,,,,
376,24099,,0.013529735617339611,,,
376,24127,,,0.011566669680178165,,
376,24127,,,,0.01178303174674511,
,24128,0.001,,,,
,24149,0.001,,,,
377,24149,,0.011616614647209644,,,
377,24191,,,0.01084933616220951,,
377,24191,,,,0.011299067176878452,
,24192,0.001,,,,
,24199,0.001,,,,
378,24199,,0.011189633049070835,,,
,24249,0.001,,,,
378,24249,,0.011418436653912067,,,
378,24255,,,0.011199132539331913,,
378,24255,,,,0.011413628235459328,
,24256,0.001,,,,
,24299,0.001,,,,
379,24299,,0.010769331827759743,,,
379,24319,,,0.011227669194340706,,
379,24319,,,,0.011221485212445259,
,24320,0.001,,,,
,24349,0.001,,,,
380,24349,,0.010992984287440777,,,
380,24383,,,0.011477354913949966,,
380,24383,,,,0.0111469104886055,
,24384,0.001,,,,
,24399,0.001,,,,
381,24399,,0.01139055099338293,,,
381,24447,,,0.011027742177248001,,
381,24447,,,,0.011231048963963985,
,24448,0.001,,,,
,24449,0.001,,,,
382,24449,,0.010809801518917084,,,
,24499,0.001,,,,
382,24499,,0.011648120358586311,,,
382,24511,,,0.011012897826731205,,
382,24511,,,,0.011340311728417873,
,24512,0.001,,,,
,24549,0.001,,,,
383,24549,,0.010723698884248734,,,
383,24575,,,0.0109245078638196,,
383,24575,,,,0.011095634661614895,
,24576,0.001,,,,
,24599,0.001,,,,
384,24599,,0.011166960932314396,,,
384,24639,,,0.01083439588546753,,
384,24639,,,,0.011031221598386765,
,24640,0.001,,,,
,24649,0.001,,,,
385,24649,,0.011267466470599174,,,
,24699,0.001,,,,
385,24699,,0.01099818293005228,,,
385,24703,,,0.011023280210793018,,
385,24703,,,,0.011095353402197361,
,24704,0.001,,,,
,24749,0.001,,,,
386,24749,,0.01092060562223196,,,
386,24767,,,0.010919315740466118,,
386,24767,,,,0.01113884337246418,
,24768,0.001,,,,
,24799,0.001,,,,
387,24799,,0.010915008373558521,,,
387,24831,,,0.010877355001866817,,
387,24831,,,,0.011321790516376495,
,24832,0.001,,,,
,24849,0.001,,,,
388,24849,,0.010448198765516281,,,
388,24895,,,0.011429470032453537,,
388,24895,,,,0.011228060349822044,
,24896,0.001,,,,
,24899,0.001,,,,
389,24899,,0.010766835883259773,,,
,24949,0.001,,,,
389,24949,,0.01107396837323904,,,
389,24959,,,0.01148143783211708,,
389,24959,,,,0.011002183891832829,
,24960,0.001,,,,
,24999,0.001,,,,
390,24999,,0.012405508197844028,,,
390,25023,,,0.012084165588021278,,
390,25023,,,,0.011277331039309502,
,25024,0.001,,,,
,25049,0.001,,,,
391,25049,,0.011819722130894661,,,
391,25087,,,0.011878798715770245,,
391,25087,,,,0.01205811183899641,
,25088,0.001,,,,
,25099,0.001,,,,
392,25099,,0.010408367961645126,,,
,25149,0.001,,,,
392,25149,,0.011001885868608952,,,
392,25151,,,0.011049984022974968,,
392,25151,,,,0.011075766757130623,
,25152,0.001,,,,
,25199,0.001,,,,
393,25199,,0.010543150827288628,,,
393,25215,,,0.011193966493010521,,
393,25215,,,,0.011016197502613068,
,25216,0.001,,,,
,25249,0.001,,,,
394,25249,,0.011088958010077477,,,
394,25279,,,0.010984926484525204,,
394,25279,,,,0.011108015663921833,
,25280,0.001,,,,
,25299,0.001,,,,
395,25299,,0.010491659864783287,,,
395,25343,,,0.01114573609083891,,
395,25343,,,,0.011192914098501205,
,25344,0.001,,,,
,25349,0.001,,,,
396,25349,,0.010614429600536823,,,
,25399,0.001,,,,
396,25399,,0.01064167357981205,,,
396,25407,,,0.011778464540839195,,
396,25407,,,,0.011214927770197392,
,25408,0.001,,,,
,25449,0.001,,,,
397,25449,,0.011260607279837132,,,
397,25471,,,0.013183215633034706,,
397,25471,,,,0.011217456310987473,
,25472,0.001,,,,
,25499,0.001,,,,
398,25499,,0.010925768874585629,,,
398,25535,,,0.011108933947980404,,
398,25535,,,,0.011340412311255932,
,25536,0.001,,,,
,25549,0.001,,,,
399,25549,,0.011061432771384716,,,
,25599,0.001,,,,
399,25599,,0.012247356586158276,,,
399,25599,,,0.01126712467521429,,
399,25599,,,,0.011104293167591095,
,25600,0.001,,,,
,25649,0.001,,,,
400,25649,,0.010623323731124401,,,
400,25663,,,0.01084787305444479,,
400,25663,,,,0.011196714825928211,
,25664,0.001,,,,
,25699,0.001,,,,
401,25699,,0.011244761757552624,,,
401,25727,,,0.010869069956243038,,
401,25727,,,,0.01110796257853508,
,25728,0.001,,,,
,25749,0.001,,,,
402,25749,,0.011130386963486671,,,
402,25791,,,0.011313301511108875,,
402,25791,,,,0.011357483454048634,
,25792,0.001,,,,
,25799,0.001,,,,
403,25799,,0.011779996566474438,,,
,25849,0.001,,,,
403,25849,,0.011031662113964558,,,
403,25855,,,0.010950740426778793,,
403,25855,,,,0.011161665432155132,
,25856,0.001,,,,
,25899,0.001,,,,
404,25899,,0.012172596529126167,,,
404,25919,,,0.01089799590408802,,
404,25919,,,,0.011338994838297367,
,25920,0.001,,,,
,25949,0.001,,,,
405,25949,,0.011600954458117485,,,
405,25983,,,0.010952667333185673,,
405,25983,,,,0.01138308085501194,
,25984,0.001,,,,
,25999,0.001,,,,
406,25999,,0.011738545261323452,,,
406,26047,,,0.01171607431024313,,
406,26047,,,,0.011503214947879314,
,26048,0.001,,,,
,26049,0.001,,,,
407,26049,,0.012303421273827553,,,
,26099,0.001,,,,
407,26099,,0.011040923185646534,,,
407,26111,,,0.011075662449002266,,
407,26111,,,,0.011888994835317135,
,26112,0.001,,,,
,26149,0.001,,,,
408,26149,,0.011101776733994484,,,
408,26175,,,0.010889948345720768,,
408,26175,,,,0.011108831502497196,
,26176,0.001,,,,
,26199,0.001,,,,
409,26199,,0.010936655104160309,,,
409,26239,,,0.011749329045414925,,
409,26239,,,,0.011018975637853146,
,26240,0.001,,,,
,26249,0.001,,,,
410,26249,,0.011022674851119518,,,
,26299,0.001,,,,
410,26299,,0.011710546910762787,,,
410,26303,,,0.011391958221793175,,
410,26303,,,,0.011012033559381962,
,26304,0.001,,,,
,26349,0.001,,,,
411,26349,,0.011151520535349846,,,
411,26367,,,0.012377606704831123,,
411,26367,,,,0.011031045578420162,
,26368,0.001,,,,
,26399,0.001,,,,
412,26399,,0.010873610153794289,,,
412,26431,,,0.012419515289366245,,
412,26431,,,,0.011370208114385605,
,26432,0.001,,,,
,26449,0.001,,,,
413,26449,,0.01130871195346117,,,
413,26495,,,0.010708121582865715,,
413,26495,,,,0.011188897304236889,
,26496,0.001,,,,
,26499,0.001,,,,
414,26499,,0.010635311715304852,,,
,26549,0.001,,,,
414,26549,,0.011680071242153645,,,
414,26559,,,0.011950947344303131,,
414,26559,,,,0.010975160636007786,
,26560,0.001,,,,
,26599,0.001,,,,
415,26599,,0.010807518847286701,,,
415,26623,,,0.010820366442203522,,
415,26623,,,,0.011195042170584202,
,26624,0.001,,,,
,26649,0.001,,,,
416,26649,,0.010908825322985649,,,
416,26687,,,0.010862279683351517,,
416,26687,,,,0.010941891930997372,
,26688,0.001,,,,
,26699,0.001,,,,
417,26699,,0.011183299124240875,,,
,26749,0.001,,,,
417,26749,,0.010436469689011574,,,
417,26751,,,0.010658935643732548,,
417,26751,,,,0.010920736007392406,
,26752,0.001,,,,
,26799,0.001,,,,
418,26799,,0.010786342434585094,,,
418,26815,,,0.011073339730501175,,
418,26815,,,,0.010974367149174213,
,26816,0.001,,,,
,26849,0.001,,,,
419,26849,,0.011106431484222412,,,
419,26879,,,0.011725110001862049,,
419,26879,,,,0.011181395500898361,
,26880,0.001,,,,
,26899,0.001,,,,
420,26899,,0.011009229347109795,,,
420,26943,,,0.011456908658146858,,
420,26943,,,,0.011113982647657394,
,26944,0.001,,,,
,26949,0.001,,,,
421,26949,,0.01074205432087183,,,
,26999,0.001,,,,
421,26999,,0.010478449054062366,,,
421,27007,,,0.011007540859282017,,
421,27007,,,,0.011214567348361015,
,27008,0.001,,,,
,27049,0.001,,,,
422,27049,,0.011002237908542156,,,
422,27071,,,0.01117744855582714,,
422,27071,,,,0.011191596277058125,
,27072,0.001,,,,
,27099,0.001,,,,
423,27099,,0.011481679044663906,,,
423,27135,,,0.010802344419062138,,
423,27135,,,,0.011329993605613708,
,27136,0.001,,,,
,27149,0.001,,,,
424,27149,,0.0109829967841506,,,
,27199,0.001,,,,
424,27199,,0.011510114185512066,,,
424,27199,,,0.010995403863489628,,
424,27199,,,,0.011013342067599297,
,27200,0.001,,,,
,27249,0.001,,,,
425,27249,,0.011019760742783546,,,
425,27263,,,0.011173282749950886,,
425,27263,,,,0.011094968765974045,
,27264,0.001,,,,
,27299,0.001,,,,
426,27299,,0.010991618037223816,,,
426,27327,,,0.011357451789081097,,
426,27327,,,,0.011179786175489426,
,27328,0.001,,,,
,27349,0.001,,,,
427,27349,,0.010778507217764854,,,
427,27391,,,0.010750939138233662,,
427,27391,,,,0.010918466374278069,
,27392,0.001,,,,
,27399,0.001,,,,
428,27399,,0.010745804756879807,,,
,27449,0.001,,,,
428,27449,,0.011055683717131615,,,
428,27455,,,0.010896309278905392,,
428,27455,,,,0.010887386277318,
,27456,0.001,,,,
,27499,0.001,,,,
429,27499,,0.010835599154233932,,,
429,27519,,,0.011644838377833366,,
429,27519,,,,0.011264906264841557,
,27520,0.001,,,,
,27549,0.001,,,,
430,27549,,0.010678399354219437,,,
430,27583,,,0.011029718443751335,,
430,27583,,,,0.011296418495476246,
,27584,0.001,,,,
,27599,0.001,,,,
431,27599,,0.010872269980609417,,,
431,27647,,,0.010697933845221996,,
431,27647,,,,0.010987602174282074,
,27648,0.001,,,,
,27649,0.001,,,,
432,27649,,0.010868346318602562,,,
,27699,0.001,,,,
432,27699,,0.011166808195412159,,,
432,27711,,,0.011447724886238575,,
432,27711,,,,0.011153250001370907,
,27712,0.001,,,,
,27749,0.001,,,,
433,27749,,0.01097752433270216,,,
433,27775,,,0.011680137366056442,,
433,27775,,,,0.011041831225156784,
,27776,0.001,,,,
,27799,0.001,,,,
434,27799,,0.010345962829887867,,,
434,27839,,,0.010803920216858387,,
434,27839,,,,0.011156476102769375,
,27840,0.001,,,,
,27849,0.001,,,,
435,27849,,0.011005750857293606,,,
,27899,0.001,,,,
435,27899,,0.010829472914338112,,,
435,27903,,,0.010823867283761501,,
435,27903,,,,0.011399710550904274,
,27904,0.001,,,,
,27949,0.001,,,,
436,27949,,0.011051221750676632,,,
436,27967,,,0.010920556262135506,,
436,27967,,,,0.010892109014093876,
,27968,0.001,,,,
,27999,0.001,,,,
437,27999,,0.011131510138511658,,,
437,28031,,,0.010832438245415688,,
437,28031,,,,0.011003873310983181,
,28032,0.001,,,,
,28049,0.001,,,,
438,28049,,0.011674889363348484,,,
438,28095,,,0.010683986358344555,,
438,28095,,,,0.011138415895402431,
,28096,0.001,,,,
,28099,0.001,,,,
439,28099,,0.010998294688761234,,,
,28149,0.001,,,,
439,28149,,0.011032073758542538,,,
439,28159,,,0.010651917196810246,,
439,28159,,,,0.01088292058557272,
,28160,0.001,,,,
,28199,0.001,,,,
440,28199,,0.010978811420500278,,,
440,28223,,,0.011690485291182995,,
440,28223,,,,0.010913155972957611,
,28224,0.001,,,,
,28249,0.001,,,,
441,28249,,0.012349840253591537,,,
441,28287,,,0.010801573283970356,,
441,28287,,,,0.01165658887475729,
,28288,0.001,,,,
,28299,0.001,,,,
442,28299,,0.011850877664983273,,,
,28349,0.001,,,,
442,28349,,0.011397145688533783,,,
442,28351,,,0.012828047387301922,,
442,28351,,,,0.011003592982888222,
,28352,0.001,,,,
,28399,0.001,,,,
443,28399,,0.011789919808506966,,,
443,28415,,,0.011787830851972103,,
443,28415,,,,0.011735301464796066,
,28416,0.001,,,,
,28449,0.001,,,,
444,28449,,0.011275529861450195,,,
444,28479,,,0.01080331765115261,,
444,28479,,,,0.0113217206671834,
,28480,0.001,,,,
,28499,0.001,,,,
445,28499,,0.011020360514521599,,,
445,28543,,,0.010821398347616196,,
445,28543,,,,0.010974019765853882,
,28544,0.001,,,,
,28549,0.001,,,,
446,28549,,0.010689291171729565,,,
,28599,0.001,,,,
446,28599,,0.011299923062324524,,,
446,28607,,,0.01122845895588398,,
446,28607,,,,0.011019877158105373,
,28608,0.001,,,,
,28649,0.001,,,,
447,28649,,0.011389358900487423,,,
447,28671,,,0.010485692881047726,,
447,28671,,,,0.011016624979674816,
,28672,0.001,,,,
,28699,0.001,,,,
448,28699,,0.010857184417545795,,,
448,28735,,,0.01053337100893259,,
448,28735,,,,0.010807206854224205,
,28736,0.001,,,,
,28749,0.001,,,,
449,28749,,0.011089647188782692,,,
,28799,0.001,,,,
449,28799,,0.010442049242556095,,,
449,28799,,,0.010629139840602875,,
449,28799,,,,0.010853185318410397,
,28800,0.001,,,,
,28849,0.001,,,,
450,28849,,0.010818662121891975,,,
450,28863,,,0.010599044151604176,,
450,28863,,,,0.010813621804118156,
,28864,0.001,,,,
,28899,0.001,,,,
451,28899,,0.011122328229248524,,,
451,28927,,,0.010668479837477207,,
451,28927,,,,0.01095291506499052,
,28928,0.001,,,,
,28949,0.001,,,,
452,28949,,0.010746976360678673,,,
452,28991,,,0.010804839432239532,,
452,28991,,,,0.011477936059236526,
,28992,0.001,,,,
,28999,0.001,,,,
453,28999,,0.011361870914697647,,,
,29049,0.001,,,,
453,29049,,0.011070328764617443,,,
453,29055,,,0.010786816477775574,,
453,29055,,,,0.010902032256126404,
,29056,0.001,,,,
,29099,0.001,,,,
454,29099,,0.013718526810407639,,,
454,29119,,,0.013665049336850643,,
454,29119,,,,0.011980587616562843,
,29120,0.001,,,,
,29149,0.001,,,,
455,29149,,0.010506153106689453,,,
455,29183,,,0.010488549247384071,,
455,29183,,,,0.011335738003253937,
,29184,0.001,,,,
,29199,0.001,,,,
456,29199,,0.01086500845849514,,,
456,29247,,,0.010925821028649807,,
456,29247,,,,0.010758754797279835,
,29248,0.001,,,,
,29249,0.001,,,,
457,29249,,0.010439966805279255,,,
,29299,0.001,,,,
457,29299,,0.010786432772874832,,,
457,29311,,,0.010840320028364658,,
457,29311,,,,0.010891836136579514,
,29312,0.001,,,,
,29349,0.001,,,,
458,29349,,0.012472348287701607,,,
458,29375,,,0.011147361248731613,,
458,29375,,,,0.010984888300299644,
,29376,0.001,,,,
,29399,0.001,,,,
459,29399,,0.01093132235109806,,,
459,29439,,,0.010868648067116737,,
459,29439,,,,0.010892431251704693,
,29440,0.001,,,,
,29449,0.001,,,,
460,29449,,0.010299958288669586,,,
,29499,0.001,,,,
460,29499,,0.010639898478984833,,,
460,29503,,,0.010932344011962414,,
460,29503,,,,0.010818236507475376,
,29504,0.001,,,,
,29549,0.001,,,,
461,29549,,0.011434979736804962,,,
461,29567,,,0.011083303019404411,,
461,29567,,,,0.010943849571049213,
,29568,0.001,,,,
,29599,0.001,,,,
462,29599,,0.011576599441468716,,,
462,29631,,,0.011229973286390305,,
462,29631,,,,0.011006435379385948,
,29632,0.001,,,,
,29649,0.001,,,,
463,29649,,0.01053710374981165,,,
463,29695,,,0.011022026650607586,,
463,29695,,,,0.010984428226947784,
,29696,0.001,,,,
,29699,0.001,,,,
464,29699,,0.010846651159226894,,,
,29749,0.001,,,,
464,29749,,0.0110394936054945,,,
464,29759,,,0.010585915297269821,,
464,29759,,,,0.010981347411870956,
,29760,0.001,,,,
,29799,0.001,,,,
465,29799,,0.011718572117388248,,,
465,29823,,,0.010504520498216152,,
465,29823,,,,0.010858048684895039,
,29824,0.001,,,,
,29849,0.001,,,,
466,29849,,0.010297125205397606,,,
466,29887,,,0.010916431434452534,,
466,29887,,,,0.010870901867747307,
,29888,0.001,,,,
,29899,0.001,,,,
467,29899,,0.011285115033388138,,,
,29949,0.001,,,,
467,29949,,0.01044870913028717,,,
467,29951,,,0.01061002817004919,,
467,29951,,,,0.010997130535542965,
,29952,0.001,,,,
,29999,0.001,,,,
468,29999,,0.010820386931300163,,,
468,30015,,,0.011419271118938923,,
468,30015,,,,0.01083820965141058,
,30016,0.001,,,,
,30049,0.001,,,,
469,30049,,0.011342067271471024,,,
469,30079,,,0.011185566894710064,,
469,30079,,,,0.011421548202633858,
,30080,0.001,,,,
,30099,0.001,,,,
470,30099,,0.01380995474755764,,,
470,30143,,,0.010714882053434849,,
470,30143,,,,0.011358602903783321,
,30144,0.001,,,,
,30149,0.001,,,,
471,30149,,0.012367252260446548,,,
,30199,0.001,,,,
471,30199,,0.011045384220778942,,,
471,30207,,,0.010633070021867752,,
471,30207,,,,0.011159731075167656,
,30208,0.001,,,,
,30249,0.001,,,,
472,30249,,0.010967578738927841,,,
472,30271,,,0.011091587133705616,,
472,30271,,,,0.010828295722603798,
,30272,0.001,,,,
,30299,0.001,,,,
473,30299,,0.011362201534211636,,,
473,30335,,,0.011097714304924011,,
473,30335,,,,0.010850907303392887,
,30336,0.001,,,,
,30349,0.001,,,,
474,30349,,0.011775122955441475,,,
,30399,0.001,,,,
474,30399,,0.010284028947353363,,,
474,30399,,,0.01129504106938839,,
474,30399,,,,0.010919705964624882,
,30400,0.001,,,,
,30449,0.001,,,,
475,30449,,0.010386445559561253,,,
475,30463,,,0.010628439486026764,,
475,30463,,,,0.01078734826296568,
,30464,0.001,,,,
,30499,0.001,,,,
476,30499,,0.010375712998211384,,,
476,30527,,,0.010730511508882046,,
476,30527,,,,0.01084618829190731,
,30528,0.001,,,,
,30549,0.001,,,,
477,30549,,0.010492085479199886,,,
477,30591,,,0.010648740455508232,,
477,30591,,,,0.010760399512946606,
,30592,0.001,,,,
,30599,0.001,,,,
478,30599,,0.010940163396298885,,,
,30649,0.001,,,,
478,30649,,0.010353544726967812,,,
478,30655,,,0.01150450762361288,,
478,30655,,,,0.010885866358876228,
,30656,0.001,,,,
,30699,0.001,,,,
479,30699,,0.011126179248094559,,,
479,30719,,,0.01096850074827671,,
479,30719,,,,0.010921713896095753,
,30720,0.001,,,,
,30749,0.001,,,,
480,30749,,0.010885928757488728,,,
480,30783,,,0.01040361262857914,,
480,30783,,,,0.010854585096240044,
,30784,0.001,,,,
,30799,0.001,,,,
481,30799,,0.011119470000267029,,,
481,30847,,,0.011617518030107021,,
481,30847,,,,0.011085188947618008,
,30848,0.001,,,,
,30849,0.001,,,,
482,30849,,0.010924720205366611,,,
,30899,0.001,,,,
482,30899,,0.010405323468148708,,,
482,30911,,,0.010892764665186405,,
482,30911,,,,0.010901941917836666,
,30912,0.001,,,,
,30949,0.001,,,,
483,30949,,0.010753265582025051,,,
483,30975,,,0.0107802739366889,,
483,30975,,,,0.010809107683598995,
