epoch,step,lr-Adam,train_loss_step,val_loss,train_loss_epoch,test_loss
160,10303,,,,0.01334743108600378,
,10304,0.001,,,,
,10349,0.001,,,,
161,10349,,0.013063766993582249,,,
161,10367,,,0.013643156737089157,,
161,10367,,,,0.01337831187993288,
,10368,0.001,,,,
,10399,0.001,,,,
162,10399,,0.012731657363474369,,,
162,10431,,,0.013052956201136112,,
162,10431,,,,0.013235751539468765,
,10432,0.001,,,,
,10449,0.001,,,,
163,10449,,0.013264764100313187,,,
163,10495,,,0.01303783804178238,,
163,10495,,,,0.013297167606651783,
,10496,0.001,,,,
,10499,0.001,,,,
164,10499,,0.01467337179929018,,,
,10549,0.001,,,,
164,10549,,0.013841727748513222,,,
164,10559,,,0.014007477089762688,,
164,10559,,,,0.013398390263319016,
,10560,0.001,,,,
,10599,0.001,,,,
165,10599,,0.014420737512409687,,,
165,10623,,,0.01276929397135973,,
165,10623,,,,0.01355016604065895,
,10624,0.001,,,,
,10649,0.001,,,,
166,10649,,0.013050568290054798,,,
166,10687,,,0.013722344301640987,,
166,10687,,,,0.013087709434330463,
,10688,0.001,,,,
,10699,0.001,,,,
167,10699,,0.01365874893963337,,,
,10749,0.001,,,,
167,10749,,0.013121581636369228,,,
167,10751,,,0.013157895766198635,,
167,10751,,,,0.013377088122069836,
,10752,0.001,,,,
,10799,0.001,,,,
168,10799,,0.013165608048439026,,,
168,10815,,,0.01266935933381319,,
168,10815,,,,0.013070905581116676,
,10816,0.001,,,,
,10849,0.001,,,,
169,10849,,0.013211463578045368,,,
169,10879,,,0.013195456936955452,,
169,10879,,,,0.013091259635984898,
,10880,0.001,,,,
,10899,0.001,,,,
170,10899,,0.013604442588984966,,,
170,10943,,,0.013130739331245422,,
170,10943,,,,0.013309076428413391,
,10944,0.001,,,,
,10949,0.001,,,,
171,10949,,0.01320897601544857,,,
,10999,0.001,,,,
171,10999,,0.0131239527836442,,,
171,11007,,,0.012980682775378227,,
171,11007,,,,0.013222982175648212,
,11008,0.001,,,,
,11049,0.001,,,,
172,11049,,0.01351450476795435,,,
172,11071,,,0.013366222381591797,,
172,11071,,,,0.013155597262084484,
,11072,0.001,,,,
,11099,0.001,,,,
173,11099,,0.012823990546166897,,,
173,11135,,,0.01308360043913126,,
173,11135,,,,0.01304321177303791,
,11136,0.001,,,,
,11149,0.001,,,,
174,11149,,0.012853906489908695,,,
,11199,0.001,,,,
174,11199,,0.013534018769860268,,,
174,11199,,,0.013308270834386349,,
174,11199,,,,0.013060198165476322,
,11200,0.001,,,,
,11249,0.001,,,,
175,11249,,0.01247426401823759,,,
175,11263,,,0.012803694233298302,,
175,11263,,,,0.013035031966865063,
,11264,0.001,,,,
,11299,0.001,,,,
176,11299,,0.012564579956233501,,,
176,11327,,,0.012760167941451073,,
176,11327,,,,0.013096584007143974,
,11328,0.001,,,,
,11349,0.001,,,,
177,11349,,0.014357764273881912,,,
177,11391,,,0.012986933812499046,,
177,11391,,,,0.012994249351322651,
,11392,0.001,,,,
,11399,0.001,,,,
178,11399,,0.013327492401003838,,,
,11449,0.001,,,,
178,11449,,0.012529915198683739,,,
178,11455,,,0.013168864883482456,,
178,11455,,,,0.01310246717184782,
,11456,0.001,,,,
,11499,0.001,,,,
179,11499,,0.013886566273868084,,,
179,11519,,,0.013565684668719769,,
179,11519,,,,0.013267362490296364,
,11520,0.001,,,,
,11549,0.001,,,,
180,11549,,0.013004980981349945,,,
180,11583,,,0.01271994598209858,,
180,11583,,,,0.013233768753707409,
,11584,0.001,,,,
,11599,0.001,,,,
181,11599,,0.012170664966106415,,,
181,11647,,,0.012662233784794807,,
181,11647,,,,0.012885568663477898,
,11648,0.001,,,,
,11649,0.001,,,,
182,11649,,0.013447580859065056,,,
,11699,0.001,,,,
182,11699,,0.012826316989958286,,,
182,11711,,,0.014454228803515434,,
182,11711,,,,0.013104237616062164,
,11712,0.001,,,,
,11749,0.001,,,,
183,11749,,0.012769739143550396,,,
183,11775,,,0.013802831992506981,,
183,11775,,,,0.013334115967154503,
,11776,0.001,,,,
,11799,0.001,,,,
184,11799,,0.012484561651945114,,,
184,11839,,,0.012880031019449234,,
184,11839,,,,0.01273946650326252,
,11840,0.001,,,,
,11849,0.001,,,,
185,11849,,0.013042458333075047,,,
,11899,0.001,,,,
185,11899,,0.012233498506247997,,,
185,11903,,,0.012625981122255325,,
185,11903,,,,0.012722160667181015,
,11904,0.001,,,,
,11949,0.001,,,,
186,11949,,0.01323027815669775,,,
186,11967,,,0.0124014001339674,,
186,11967,,,,0.012900140136480331,
,11968,0.001,,,,
,11999,0.001,,,,
187,11999,,0.012825988233089447,,,
187,12031,,,0.012620299123227596,,
187,12031,,,,0.012832584790885448,
,12032,0.001,,,,
,12049,0.001,,,,
188,12049,,0.013608151115477085,,,
188,12095,,,0.013137973845005035,,
188,12095,,,,0.012862492352724075,
,12096,0.001,,,,
,12099,0.001,,,,
189,12099,,0.012828217819333076,,,
,12149,0.001,,,,
189,12149,,0.012859229929745197,,,
189,12159,,,0.013131096959114075,,
189,12159,,,,0.013183175586163998,
,12160,0.001,,,,
,12199,0.001,,,,
190,12199,,0.014865206554532051,,,
190,12223,,,0.014785430394113064,,
190,12223,,,,0.014319095760583878,
,12224,0.001,,,,
,12249,0.001,,,,
191,12249,,0.013403425924479961,,,
191,12287,,,0.01342977024614811,,
191,12287,,,,0.013158389367163181,
,12288,0.001,,,,
,12299,0.001,,,,
192,12299,,0.013535937294363976,,,
,12349,0.001,,,,
192,12349,,0.013233544304966927,,,
192,12351,,,0.013414929620921612,,
192,12351,,,,0.012984833680093288,
,12352,0.001,,,,
,12399,0.001,,,,
193,12399,,0.012617100961506367,,,
193,12415,,,0.012444883584976196,,
193,12415,,,,0.012617774307727814,
,12416,0.001,,,,
,12449,0.001,,,,
194,12449,,0.01283709704875946,,,
194,12479,,,0.012216465547680855,,
194,12479,,,,0.012783239595592022,
,12480,0.001,,,,
,12499,0.001,,,,
195,12499,,0.012358805164694786,,,
195,12543,,,0.012329716235399246,,
195,12543,,,,0.012555369175970554,
,12544,0.001,,,,
,12549,0.001,,,,
196,12549,,0.012405682355165482,,,
,12599,0.001,,,,
196,12599,,0.012154381722211838,,,
196,12607,,,0.012619446031749249,,
196,12607,,,,0.01260570902377367,
,12608,0.001,,,,
,12649,0.001,,,,
197,12649,,0.012514691799879074,,,
197,12671,,,0.012348376214504242,,
197,12671,,,,0.012743623927235603,
,12672,0.001,,,,
,12699,0.001,,,,
198,12699,,0.012606672942638397,,,
198,12735,,,0.013036767952144146,,
198,12735,,,,0.012564258649945259,
,12736,0.001,,,,
,12749,0.001,,,,
199,12749,,0.012377078644931316,,,
,12799,0.001,,,,
199,12799,,0.011870675720274448,,,
199,12799,,,0.012659639120101929,,
199,12799,,,,0.012716684490442276,
,12800,0.001,,,,
,12849,0.001,,,,
200,12849,,0.012492903508245945,,,
200,12863,,,0.012519819661974907,,
200,12863,,,,0.01266059186309576,
,12864,0.001,,,,
,12899,0.001,,,,
201,12899,,0.012495619244873524,,,
201,12927,,,0.012607015669345856,,
201,12927,,,,0.012783857062458992,
,12928,0.001,,,,
,12949,0.001,,,,
202,12949,,0.011954315938055515,,,
202,12991,,,0.012497550807893276,,
202,12991,,,,0.01263370830565691,
,12992,0.001,,,,
,12999,0.001,,,,
203,12999,,0.013374919071793556,,,
,13049,0.001,,,,
203,13049,,0.012309815734624863,,,
203,13055,,,0.01234023179858923,,
203,13055,,,,0.012617073953151703,
,13056,0.001,,,,
,13099,0.001,,,,
204,13099,,0.01265863236039877,,,
204,13119,,,0.012856358662247658,,
204,13119,,,,0.012730498798191547,
,13120,0.001,,,,
,13149,0.001,,,,
205,13149,,0.012465527281165123,,,
205,13183,,,0.012489814311265945,,
205,13183,,,,0.013081167824566364,
,13184,0.001,,,,
,13199,0.001,,,,
206,13199,,0.01280224323272705,,,
206,13247,,,0.012183526530861855,,
206,13247,,,,0.012603945098817348,
,13248,0.001,,,,
,13249,0.001,,,,
207,13249,,0.012677407823503017,,,
,13299,0.001,,,,
207,13299,,0.011893468908965588,,,
207,13311,,,0.01249137707054615,,
207,13311,,,,0.012360204942524433,
,13312,0.001,,,,
,13349,0.001,,,,
208,13349,,0.012464992702007294,,,
208,13375,,,0.012204349040985107,,
208,13375,,,,0.0123878363519907,
,13376,0.001,,,,
,13399,0.001,,,,
209,13399,,0.012192405760288239,,,
209,13439,,,0.012135985307395458,,
209,13439,,,,0.012556381523609161,
,13440,0.001,,,,
,13449,0.001,,,,
210,13449,,0.012386763468384743,,,
,13499,0.001,,,,
210,13499,,0.012076427228748798,,,
210,13503,,,0.012081760913133621,,
210,13503,,,,0.012544451281428337,
,13504,0.001,,,,
,13549,0.001,,,,
211,13549,,0.012221028096973896,,,
211,13567,,,0.01333017647266388,,
211,13567,,,,0.01236056536436081,
,13568,0.001,,,,
,13599,0.001,,,,
212,13599,,0.012487003579735756,,,
212,13631,,,0.012754537165164948,,
212,13631,,,,0.012880637310445309,
,13632,0.001,,,,
,13649,0.001,,,,
213,13649,,0.01216086931526661,,,
213,13695,,,0.012406330555677414,,
213,13695,,,,0.012660947628319263,
,13696,0.001,,,,
,13699,0.001,,,,
214,13699,,0.012875446118414402,,,
,13749,0.001,,,,
214,13749,,0.012186966836452484,,,
214,13759,,,0.012172099202871323,,
214,13759,,,,0.012605411931872368,
,13760,0.001,,,,
,13799,0.001,,,,
215,13799,,0.012857136316597462,,,
215,13823,,,0.012020369060337543,,
215,13823,,,,0.012634222395718098,
,13824,0.001,,,,
,13849,0.001,,,,
216,13849,,0.012695091776549816,,,
216,13887,,,0.012746239081025124,,
216,13887,,,,0.012311499565839767,
,13888,0.001,,,,
,13899,0.001,,,,
217,13899,,0.012415746226906776,,,
,13949,0.001,,,,
217,13949,,0.012306863442063332,,,
217,13951,,,0.012576380744576454,,
217,13951,,,,0.012358850799500942,
,13952,0.001,,,,
,13999,0.001,,,,
218,13999,,0.011892535723745823,,,
218,14015,,,0.012235194444656372,,
218,14015,,,,0.012434085831046104,
,14016,0.001,,,,
,14049,0.001,,,,
219,14049,,0.01254148781299591,,,
219,14079,,,0.013142146170139313,,
219,14079,,,,0.01253950409591198,
,14080,0.001,,,,
,14099,0.001,,,,
220,14099,,0.013503428548574448,,,
220,14143,,,0.012153168208897114,,
220,14143,,,,0.012661205604672432,
,14144,0.001,,,,
,14149,0.001,,,,
221,14149,,0.012164025567471981,,,
,14199,0.001,,,,
221,14199,,0.012525944970548153,,,
221,14207,,,0.013050921261310577,,
221,14207,,,,0.012307186610996723,
,14208,0.001,,,,
,14249,0.001,,,,
222,14249,,0.012548498809337616,,,
222,14271,,,0.0120864138007164,,
222,14271,,,,0.01292075589299202,
,14272,0.001,,,,
,14299,0.001,,,,
223,14299,,0.012091598473489285,,,
223,14335,,,0.011993883177638054,,
223,14335,,,,0.012175749987363815,
,14336,0.001,,,,
,14349,0.001,,,,
224,14349,,0.01162676326930523,,,
,14399,0.001,,,,
224,14399,,0.013565749861299992,,,
224,14399,,,0.012828526087105274,,
224,14399,,,,0.01222862396389246,
,14400,0.001,,,,
,14449,0.001,,,,
225,14449,,0.012111120857298374,,,
225,14463,,,0.011951071210205555,,
225,14463,,,,0.01239349227398634,
,14464,0.001,,,,
,14499,0.001,,,,
226,14499,,0.013884495943784714,,,
226,14527,,,0.012291910126805305,,
226,14527,,,,0.01237226277589798,
,14528,0.001,,,,
,14549,0.001,,,,
227,14549,,0.012466592714190483,,,
227,14591,,,0.012519652023911476,,
227,14591,,,,0.012471729889512062,
,14592,0.001,,,,
,14599,0.001,,,,
228,14599,,0.012749184854328632,,,
,14649,0.001,,,,
228,14649,,0.012224949896335602,,,
228,14655,,,0.012374783866107464,,
228,14655,,,,0.012781270779669285,
,14656,0.001,,,,
,14699,0.001,,,,
229,14699,,0.011680321767926216,,,
229,14719,,,0.01225332822650671,,
229,14719,,,,0.01226422656327486,
,14720,0.001,,,,
,14749,0.001,,,,
230,14749,,0.012376779690384865,,,
230,14783,,,0.01200767420232296,,
230,14783,,,,0.012310082092881203,
,14784,0.001,,,,
,14799,0.001,,,,
231,14799,,0.012091174721717834,,,
231,14847,,,0.012158751487731934,,
231,14847,,,,0.012170393951237202,
,14848,0.001,,,,
,14849,0.001,,,,
232,14849,,0.01138607319444418,,,
,14899,0.001,,,,
232,14899,,0.012655645608901978,,,
232,14911,,,0.012223336845636368,,
232,14911,,,,0.012361009605228901,
,14912,0.001,,,,
,14949,0.001,,,,
233,14949,,0.01204285491257906,,,
233,14975,,,0.012392464093863964,,
233,14975,,,,0.012385998852550983,
,14976,0.001,,,,
,14999,0.001,,,,
234,14999,,0.012827231548726559,,,
234,15039,,,0.012731204740703106,,
234,15039,,,,0.012479349970817566,
,15040,0.001,,,,
,15049,0.001,,,,
235,15049,,0.012167268432676792,,,
,15099,0.001,,,,
235,15099,,0.011791310273110867,,,
235,15103,,,0.01386876218020916,,
235,15103,,,,0.012365050613880157,
,15104,0.001,,,,
,15149,0.001,,,,
236,15149,,0.011993169784545898,,,
236,15167,,,0.011895302683115005,,
236,15167,,,,0.012367945164442062,
,15168,0.001,,,,
,15199,0.001,,,,
237,15199,,0.011812192387878895,,,
237,15231,,,0.01306934468448162,,
237,15231,,,,0.012049517594277859,
,15232,0.001,,,,
,15249,0.001,,,,
238,15249,,0.012377092614769936,,,
238,15295,,,0.011789098381996155,,
238,15295,,,,0.012319134548306465,
,15296,0.001,,,,
,15299,0.001,,,,
239,15299,,0.011854542419314384,,,
,15349,0.001,,,,
239,15349,,0.012054921127855778,,,
239,15359,,,0.015203011222183704,,
239,15359,,,,0.01248377375304699,
,15360,0.001,,,,
,15399,0.001,,,,
240,15399,,0.012356995604932308,,,
240,15423,,,0.011960040777921677,,
240,15423,,,,0.012331266887485981,
,15424,0.001,,,,
,15449,0.001,,,,
241,15449,,0.013412848114967346,,,
241,15487,,,0.011933451518416405,,
241,15487,,,,0.012276602908968925,
,15488,0.001,,,,
,15499,0.001,,,,
242,15499,,0.012455946765840054,,,
,15549,0.001,,,,
242,15549,,0.011686502024531364,,,
242,15551,,,0.011835316196084023,,
242,15551,,,,0.012197267264127731,
,15552,0.001,,,,
,15599,0.001,,,,
243,15599,,0.011889449320733547,,,
243,15615,,,0.011963211931288242,,
243,15615,,,,0.01242387481033802,
,15616,0.001,,,,
,15649,0.001,,,,
244,15649,,0.012521603144705296,,,
244,15679,,,0.013015905395150185,,
244,15679,,,,0.012118089944124222,
,15680,0.001,,,,
,15699,0.001,,,,
245,15699,,0.012457690201699734,,,
245,15743,,,0.01178568135946989,,
245,15743,,,,0.012258528731763363,
,15744,0.001,,,,
,15749,0.001,,,,
246,15749,,0.012091444805264473,,,
,15799,0.001,,,,
246,15799,,0.01246520597487688,,,
246,15807,,,0.01201823353767395,,
246,15807,,,,0.01227132510393858,
,15808,0.001,,,,
,15849,0.001,,,,
247,15849,,0.012078494764864445,,,
247,15871,,,0.012618237175047398,,
247,15871,,,,0.012108961120247841,
,15872,0.001,,,,
,15899,0.001,,,,
248,15899,,0.013614137656986713,,,
248,15935,,,0.011866158805787563,,
248,15935,,,,0.012488112784922123,
,15936,0.001,,,,
,15949,0.001,,,,
249,15949,,0.012313894927501678,,,
,15999,0.001,,,,
249,15999,,0.012189138680696487,,,
249,15999,,,0.011734181083738804,,
249,15999,,,,0.012076417915523052,
,16000,0.001,,,,
,16049,0.001,,,,
250,16049,,0.011656414717435837,,,
250,16063,,,0.01200454868376255,,
250,16063,,,,0.01194052118808031,
,16064,0.001,,,,
,16099,0.001,,,,
251,16099,,0.01213556993752718,,,
251,16127,,,0.011800838634371758,,
251,16127,,,,0.011989116668701172,
,16128,0.001,,,,
,16149,0.001,,,,
252,16149,,0.012202360667288303,,,
252,16191,,,0.011847695335745811,,
252,16191,,,,0.012092637829482555,
,16192,0.001,,,,
,16199,0.001,,,,
253,16199,,0.011910166591405869,,,
,16249,0.001,,,,
253,16249,,0.0112026771530509,,,
253,16255,,,0.011571717448532581,,
253,16255,,,,0.011886857450008392,
,16256,0.001,,,,
,16299,0.001,,,,
254,16299,,0.011716967448592186,,,
254,16319,,,0.01178804226219654,,
254,16319,,,,0.011878362856805325,
,16320,0.001,,,,
,16349,0.001,,,,
255,16349,,0.011971470899879932,,,
255,16383,,,0.012394806370139122,,
255,16383,,,,0.012223226018249989,
,16384,0.001,,,,
,16399,0.001,,,,
256,16399,,0.011731639504432678,,,
256,16447,,,0.011632952839136124,,
256,16447,,,,0.011933533474802971,
,16448,0.001,,,,
,16449,0.001,,,,
257,16449,,0.011483371257781982,,,
,16499,0.001,,,,
257,16499,,0.012011510320007801,,,
257,16511,,,0.01199882198125124,,
257,16511,,,,0.012030736543238163,
,16512,0.001,,,,
,16549,0.001,,,,
258,16549,,0.012083322741091251,,,
258,16575,,,0.012781856581568718,,
258,16575,,,,0.011981820687651634,
,16576,0.001,,,,
,16599,0.001,,,,
259,16599,,0.011899209581315517,,,
259,16639,,,0.011742295697331429,,
259,16639,,,,0.011991131119430065,
,16640,0.001,,,,
,16649,0.001,,,,
260,16649,,0.011848832480609417,,,
,16699,0.001,,,,
260,16699,,0.012367152608931065,,,
260,16703,,,0.011730716563761234,,
260,16703,,,,0.011794060468673706,
,16704,0.001,,,,
,16749,0.001,,,,
261,16749,,0.012740567326545715,,,
261,16767,,,0.013313768431544304,,
261,16767,,,,0.012071511708199978,
,16768,0.001,,,,
,16799,0.001,,,,
262,16799,,0.01221727766096592,,,
262,16831,,,0.01318643894046545,,
262,16831,,,,0.012359868735074997,
,16832,0.001,,,,
,16849,0.001,,,,
263,16849,,0.012354645878076553,,,
263,16895,,,0.011686603538691998,,
263,16895,,,,0.012613857164978981,
,16896,0.001,,,,
,16899,0.001,,,,
264,16899,,0.012083510868251324,,,
,16949,0.001,,,,
264,16949,,0.011600470170378685,,,
264,16959,,,0.011673985049128532,,
264,16959,,,,0.011821776628494263,
,16960,0.001,,,,
,16999,0.001,,,,
265,16999,,0.011724406853318214,,,
265,17023,,,0.011647584848105907,,
265,17023,,,,0.011816314421594143,
,17024,0.001,,,,
,17049,0.001,,,,
266,17049,,0.011826403439044952,,,
266,17087,,,0.011643909849226475,,
266,17087,,,,0.011880561709403992,
,17088,0.001,,,,
,17099,0.001,,,,
267,17099,,0.011898969300091267,,,
,17149,0.001,,,,
267,17149,,0.013095864094793797,,,
267,17151,,,0.012371211312711239,,
267,17151,,,,0.012354879640042782,
,17152,0.001,,,,
,17199,0.001,,,,
268,17199,,0.011296659708023071,,,
268,17215,,,0.011675218120217323,,
268,17215,,,,0.0118340402841568,
,17216,0.001,,,,
,17249,0.001,,,,
269,17249,,0.011984452605247498,,,
269,17279,,,0.01158696599304676,,
269,17279,,,,0.011812162585556507,
,17280,0.001,,,,
,17299,0.001,,,,
270,17299,,0.012235954403877258,,,
270,17343,,,0.012170114554464817,,
270,17343,,,,0.011803886853158474,
,17344,0.001,,,,
,17349,0.001,,,,
271,17349,,0.011865568347275257,,,
,17399,0.001,,,,
271,17399,,0.012284780852496624,,,
271,17407,,,0.011535313911736012,,
271,17407,,,,0.011799391359090805,
,17408,0.001,,,,
,17449,0.001,,,,
272,17449,,0.011894612573087215,,,
272,17471,,,0.01156776212155819,,
272,17471,,,,0.011989418417215347,
,17472,0.001,,,,
,17499,0.001,,,,
273,17499,,0.011812068521976471,,,
273,17535,,,0.012032012455165386,,
273,17535,,,,0.012079463340342045,
,17536,0.001,,,,
,17549,0.001,,,,
274,17549,,0.011511437594890594,,,
,17599,0.001,,,,
274,17599,,0.013694344088435173,,,
274,17599,,,0.012998602353036404,,
274,17599,,,,0.012159639969468117,
,17600,0.001,,,,
,17649,0.001,,,,
275,17649,,0.011517745442688465,,,
275,17663,,,0.012322677299380302,,
275,17663,,,,0.01216211263090372,
,17664,0.001,,,,
,17699,0.001,,,,
276,17699,,0.013056689873337746,,,
276,17727,,,0.013128263875842094,,
276,17727,,,,0.012891095131635666,
,17728,0.001,,,,
,17749,0.001,,,,
277,17749,,0.012111113406717777,,,
277,17791,,,0.012027133256196976,,
277,17791,,,,0.012455017305910587,
,17792,0.001,,,,
,17799,0.001,,,,
278,17799,,0.011807546019554138,,,
,17849,0.001,,,,
278,17849,,0.01240504253655672,,,
278,17855,,,0.011469432152807713,,
278,17855,,,,0.01189350988715887,
,17856,0.001,,,,
,17899,0.001,,,,
279,17899,,0.011278603225946426,,,
279,17919,,,0.011536761187016964,,
279,17919,,,,0.011681645177304745,
,17920,0.001,,,,
,17949,0.001,,,,
280,17949,,0.01205669716000557,,,
280,17983,,,0.011874036863446236,,
280,17983,,,,0.011844683438539505,
,17984,0.001,,,,
,17999,0.001,,,,
281,17999,,0.011405620723962784,,,
281,18047,,,0.011481910943984985,,
281,18047,,,,0.012079390697181225,
,18048,0.001,,,,
,18049,0.001,,,,
282,18049,,0.012318834662437439,,,
,18099,0.001,,,,
282,18099,,0.011567831970751286,,,
282,18111,,,0.011737014167010784,,
282,18111,,,,0.011828419752418995,
,18112,0.001,,,,
,18149,0.001,,,,
283,18149,,0.011637297458946705,,,
283,18175,,,0.011649352498352528,,
283,18175,,,,0.011800545267760754,
,18176,0.001,,,,
,18199,0.001,,,,
284,18199,,0.01102160569280386,,,
284,18239,,,0.011730295605957508,,
284,18239,,,,0.011588361114263535,
,18240,0.001,,,,
,18249,0.001,,,,
285,18249,,0.011357540264725685,,,
,18299,0.001,,,,
285,18299,,0.011028291657567024,,,
285,18303,,,0.011542965658009052,,
285,18303,,,,0.011730859987437725,
,18304,0.001,,,,
,18349,0.001,,,,
286,18349,,0.012106742709875107,,,
286,18367,,,0.012615963816642761,,
286,18367,,,,0.011802238412201405,
,18368,0.001,,,,
,18399,0.001,,,,
287,18399,,0.011705058626830578,,,
287,18431,,,0.012200236320495605,,
287,18431,,,,0.01194849144667387,
,18432,0.001,,,,
,18449,0.001,,,,
288,18449,,0.0122205326333642,,,
288,18495,,,0.013398752547800541,,
288,18495,,,,0.01330073457211256,
,18496,0.001,,,,
,18499,0.001,,,,
289,18499,,0.012089147232472897,,,
,18549,0.001,,,,
289,18549,,0.011625934392213821,,,
289,18559,,,0.011585765518248081,,
289,18559,,,,0.011836026795208454,
,18560,0.001,,,,
,18599,0.001,,,,
290,18599,,0.011408894322812557,,,
290,18623,,,0.011485498398542404,,
290,18623,,,,0.011629958637058735,
,18624,0.001,,,,
,18649,0.001,,,,
291,18649,,0.012129289098083973,,,
291,18687,,,0.011963045224547386,,
291,18687,,,,0.011810562573373318,
,18688,0.001,,,,
,18699,0.001,,,,
292,18699,,0.01154323946684599,,,
,18749,0.001,,,,
292,18749,,0.011927262879908085,,,
292,18751,,,0.011878494173288345,,
292,18751,,,,0.011868026107549667,
,18752,0.001,,,,
,18799,0.001,,,,
293,18799,,0.011256048455834389,,,
293,18815,,,0.011941013857722282,,
293,18815,,,,0.01166610512882471,
,18816,0.001,,,,
,18849,0.001,,,,
294,18849,,0.011868682689964771,,,
294,18879,,,0.011475463397800922,,
294,18879,,,,0.011795043013989925,
,18880,0.001,,,,
,18899,0.001,,,,
295,18899,,0.011305179446935654,,,
295,18943,,,0.011606691405177116,,
295,18943,,,,0.01174011267721653,
,18944,0.001,,,,
,18949,0.001,,,,
296,18949,,0.011171451769769192,,,
,18999,0.001,,,,
296,18999,,0.011645413935184479,,,
296,19007,,,0.01127716340124607,,
296,19007,,,,0.01157519593834877,
,19008,0.001,,,,
,19049,0.001,,,,
297,19049,,0.012218574993312359,,,
297,19071,,,0.011873678304255009,,
297,19071,,,,0.01186266727745533,
,19072,0.001,,,,
,19099,0.001,,,,
298,19099,,0.011864140629768372,,,
298,19135,,,0.011664507910609245,,
298,19135,,,,0.011733347550034523,
,19136,0.001,,,,
,19149,0.001,,,,
299,19149,,0.01213842537254095,,,
,19199,0.001,,,,
299,19199,,0.011590475216507912,,,
299,19199,,,0.011349879205226898,,
299,19199,,,,0.01194282341748476,
,19200,0.001,,,,
,19249,0.001,,,,
300,19249,,0.01122373715043068,,,
300,19263,,,0.011799754574894905,,
300,19263,,,,0.01163181196898222,
,19264,0.001,,,,
,19299,0.001,,,,
301,19299,,0.011546850204467773,,,
301,19327,,,0.01163227204233408,,
301,19327,,,,0.011846707202494144,
,19328,0.001,,,,
,19349,0.001,,,,
302,19349,,0.011967991478741169,,,
302,19391,,,0.011712577193975449,,
302,19391,,,,0.011845909990370274,
,19392,0.001,,,,
,19399,0.001,,,,
303,19399,,0.011204719543457031,,,
,19449,0.001,,,,
303,19449,,0.011159460060298443,,,
303,19455,,,0.011211640201508999,,
303,19455,,,,0.011654461733996868,
,19456,0.001,,,,
,19499,0.001,,,,
304,19499,,0.011465119197964668,,,
304,19519,,,0.011295675300061703,,
304,19519,,,,0.011485552415251732,
,19520,0.001,,,,
,19549,0.001,,,,
305,19549,,0.01095672883093357,,,
305,19583,,,0.011748721823096275,,
305,19583,,,,0.01174053456634283,
,19584,0.001,,,,
,19599,0.001,,,,
306,19599,,0.011448653414845467,,,
306,19647,,,0.012545083649456501,,
306,19647,,,,0.01156793162226677,
,19648,0.001,,,,
,19649,0.001,,,,
307,19649,,0.011925147846341133,,,
,19699,0.001,,,,
307,19699,,0.01183681283146143,,,
307,19711,,,0.011402595788240433,,
307,19711,,,,0.011685527861118317,
,19712,0.001,,,,
,19749,0.001,,,,
308,19749,,0.011737342923879623,,,
308,19775,,,0.011856410652399063,,
308,19775,,,,0.011859630234539509,
,19776,0.001,,,,
,19799,0.001,,,,
309,19799,,0.01144762709736824,,,
309,19839,,,0.011600601486861706,,
309,19839,,,,0.011644585058093071,
,19840,0.001,,,,
,19849,0.001,,,,
310,19849,,0.01216195710003376,,,
,19899,0.001,,,,
310,19899,,0.011425442062318325,,,
310,19903,,,0.011313321068882942,,
310,19903,,,,0.011473660357296467,
,19904,0.001,,,,
,19949,0.001,,,,
311,19949,,0.011738673783838749,,,
311,19967,,,0.012538230046629906,,
311,19967,,,,0.011863780207931995,
,19968,0.001,,,,
,19999,0.001,,,,
312,19999,,0.012994700111448765,,,
312,20031,,,0.012276674620807171,,
312,20031,,,,0.011835362762212753,
,20032,0.001,,,,
,20049,0.001,,,,
313,20049,,0.011594455689191818,,,
313,20095,,,0.011433884501457214,,
313,20095,,,,0.011628944426774979,
,20096,0.001,,,,
,20099,0.001,,,,
314,20099,,0.011480750516057014,,,
,20149,0.001,,,,
314,20149,,0.011162249371409416,,,
314,20159,,,0.011525590904057026,,
314,20159,,,,0.011513574048876762,
,20160,0.001,,,,
,20199,0.001,,,,
315,20199,,0.011326855979859829,,,
315,20223,,,0.01189340092241764,,
315,20223,,,,0.011490605771541595,
,20224,0.001,,,,
,20249,0.001,,,,
316,20249,,0.011419055052101612,,,
316,20287,,,0.01172930933535099,,
316,20287,,,,0.011613400653004646,
,20288,0.001,,,,
,20299,0.001,,,,
317,20299,,0.01288889441639185,,,
,20349,0.001,,,,
317,20349,,0.01155757624655962,,,
317,20351,,,0.011445694603025913,,
317,20351,,,,0.011829127557575703,
,20352,0.001,,,,
,20399,0.001,,,,
318,20399,,0.012535360641777515,,,
318,20415,,,0.011852992698550224,,
318,20415,,,,0.011974159628152847,
,20416,0.001,,,,
,20449,0.001,,,,
319,20449,,0.011858134530484676,,,
319,20479,,,0.011645599268376827,,
319,20479,,,,0.011934448964893818,
,20480,0.001,,,,
,20499,0.001,,,,
320,20499,,0.011505584232509136,,,
320,20543,,,0.011621442623436451,,
320,20543,,,,0.011587796732783318,
,20544,0.001,,,,
,20549,0.001,,,,
321,20549,,0.012241213582456112,,,
,20599,0.001,,,,
321,20599,,0.01219833642244339,,,
321,20607,,,0.0118763642385602,,
321,20607,,,,0.011598687618970871,
,20608,0.001,,,,
,20649,0.001,,,,
