lr-Adam,train_loss_step,step,epoch,val_loss,train_loss_epoch,test_loss
0.001,,10176,,,,
0.001,,10199,,,,
,0.013281879015266895,10199,159,,,
,,10239,159,0.014844106510281563,,
,,10239,159,,0.01517944224178791,
0.001,,10240,,,,
0.001,,10249,,,,
,0.014288123697042465,10249,160,,,
0.001,,10299,,,,
,0.016544360667467117,10299,160,,,
,,10303,160,0.014724969863891602,,
,,10303,160,,0.015252155251801014,
0.001,,10304,,,,
0.001,,10349,,,,
,0.017237599939107895,10349,161,,,
,,10367,161,0.014650782570242882,,
,,10367,161,,0.015187016688287258,
0.001,,10368,,,,
0.001,,10399,,,,
,0.016345610842108727,10399,162,,,
,,10431,162,0.015145659446716309,,
,,10431,162,,0.015143255703151226,
0.001,,10432,,,,
0.001,,10449,,,,
,0.015115172602236271,10449,163,,,
,,10495,163,0.014382589608430862,,
,,10495,163,,0.015296255238354206,
0.001,,10496,,,,
0.001,,10499,,,,
,0.015500836074352264,10499,164,,,
0.001,,10549,,,,
,0.014114453457295895,10549,164,,,
,,10559,164,0.015179320238530636,,
,,10559,164,,0.015191742219030857,
0.001,,10560,,,,
0.001,,10599,,,,
,0.01609675958752632,10599,165,,,
,,10623,165,0.016495253890752792,,
,,10623,165,,0.015574936755001545,
0.001,,10624,,,,
0.001,,10649,,,,
,0.015293831005692482,10649,166,,,
,,10687,166,0.014818098396062851,,
,,10687,166,,0.01560406107455492,
0.001,,10688,,,,
0.001,,10699,,,,
,0.014179072342813015,10699,167,,,
0.001,,10749,,,,
,0.015230769291520119,10749,167,,,
,,10751,167,0.014540658332407475,,
,,10751,167,,0.015040906146168709,
0.001,,10752,,,,
0.001,,10799,,,,
,0.016121700406074524,10799,168,,,
,,10815,168,0.015331669710576534,,
,,10815,168,,0.015083568170666695,
0.001,,10816,,,,
0.001,,10849,,,,
,0.014968219213187695,10849,169,,,
,,10879,169,0.014642156660556793,,
,,10879,169,,0.015213836915791035,
0.001,,10880,,,,
0.001,,10899,,,,
,0.014230732806026936,10899,170,,,
,,10943,170,0.014723128639161587,,
,,10943,170,,0.015252678655087948,
0.001,,10944,,,,
0.001,,10949,,,,
,0.0149040212854743,10949,171,,,
0.001,,10999,,,,
,0.016208501532673836,10999,171,,,
,,11007,171,0.014550159685313702,,
,,11007,171,,0.015327912755310535,
0.001,,11008,,,,
0.001,,11049,,,,
,0.01733807660639286,11049,172,,,
,,11071,172,0.014617947861552238,,
,,11071,172,,0.015101647935807705,
0.001,,11072,,,,
0.001,,11099,,,,
,0.016266856342554092,11099,173,,,
,,11135,173,0.01440025120973587,,
,,11135,173,,0.015098844654858112,
0.001,,11136,,,,
0.001,,11149,,,,
,0.015200838446617126,11149,174,,,
0.001,,11199,,,,
,0.014138052240014076,11199,174,,,
,,11199,174,0.014905516058206558,,
,,11199,174,,0.01499385666102171,
0.001,,11200,,,,
0.001,,11249,,,,
,0.01583162322640419,11249,175,,,
,,11263,175,0.014855758287012577,,
,,11263,175,,0.015085532329976559,
0.001,,11264,,,,
0.001,,11299,,,,
,0.016852105036377907,11299,176,,,
,,11327,176,0.01537012867629528,,
,,11327,176,,0.015324505977332592,
0.001,,11328,,,,
0.001,,11349,,,,
,0.014778440818190575,11349,177,,,
,,11391,177,0.014488834887742996,,
,,11391,177,,0.014985255897045135,
0.001,,11392,,,,
0.001,,11399,,,,
,0.014223122037947178,11399,178,,,
0.001,,11449,,,,
,0.013691741041839123,11449,178,,,
,,11455,178,0.014647657051682472,,
,,11455,178,,0.015042797662317753,
0.001,,11456,,,,
0.001,,11499,,,,
,0.014831667765974998,11499,179,,,
,,11519,179,0.014445597305893898,,
,,11519,179,,0.01509777270257473,
0.001,,11520,,,,
0.001,,11549,,,,
,0.01514335349202156,11549,180,,,
,,11583,180,0.014632167294621468,,
,,11583,180,,0.014926383271813393,
0.001,,11584,,,,
0.001,,11599,,,,
,0.014920574612915516,11599,181,,,
,,11647,181,0.014447490684688091,,
,,11647,181,,0.015114285051822662,
0.001,,11648,,,,
0.001,,11649,,,,
,0.013572031632065773,11649,182,,,
0.001,,11699,,,,
,0.015764301642775536,11699,182,,,
,,11711,182,0.01446741633117199,,
,,11711,182,,0.015053445473313332,
0.001,,11712,,,,
0.001,,11749,,,,
,0.015427213162183762,11749,183,,,
,,11775,183,0.014414751902222633,,
,,11775,183,,0.01510911900550127,
0.001,,11776,,,,
0.001,,11799,,,,
,0.015482405200600624,11799,184,,,
,,11839,184,0.014723716303706169,,
,,11839,184,,0.014980774372816086,
0.001,,11840,,,,
0.001,,11849,,,,
,0.015587885864078999,11849,185,,,
0.001,,11899,,,,
,0.01524182129651308,11899,185,,,
,,11903,185,0.014621729962527752,,
,,11903,185,,0.014997709542512894,
0.001,,11904,,,,
0.001,,11949,,,,
,0.01483181118965149,11949,186,,,
,,11967,186,0.014790319837629795,,
,,11967,186,,0.014890678226947784,
0.001,,11968,,,,
0.001,,11999,,,,
,0.0158066563308239,11999,187,,,
,,12031,187,0.014641735702753067,,
,,12031,187,,0.015262710861861706,
0.001,,12032,,,,
0.001,,12049,,,,
,0.016047460958361626,12049,188,,,
,,12095,188,0.014361337758600712,,
,,12095,188,,0.014828291721642017,
0.001,,12096,,,,
0.001,,12099,,,,
,0.013119056820869446,12099,189,,,
0.001,,12149,,,,
,0.015185077674686909,12149,189,,,
,,12159,189,0.014550372026860714,,
,,12159,189,,0.014926107600331306,
0.001,,12160,,,,
0.001,,12199,,,,
,0.01456362009048462,12199,190,,,
,,12223,190,0.014686285518109798,,
,,12223,190,,0.015023265965282917,
0.001,,12224,,,,
0.001,,12249,,,,
,0.014231450855731964,12249,191,,,
,,12287,191,0.014477454125881195,,
,,12287,191,,0.015093023888766766,
0.001,,12288,,,,
0.001,,12299,,,,
,0.013954726047813892,12299,192,,,
0.001,,12349,,,,
,0.014549558982253075,12349,192,,,
,,12351,192,0.01430963259190321,,
,,12351,192,,0.014811231754720211,
0.001,,12352,,,,
0.001,,12399,,,,
,0.01318277046084404,12399,193,,,
,,12415,193,0.014333727769553661,,
,,12415,193,,0.014781801030039787,
0.001,,12416,,,,
0.001,,12449,,,,
,0.014487220905721188,12449,194,,,
,,12479,194,0.014454018324613571,,
,,12479,194,,0.014865008182823658,
0.001,,12480,,,,
0.001,,12499,,,,
,0.01623501256108284,12499,195,,,
,,12543,195,0.014843824319541454,,
,,12543,195,,0.014864991419017315,
0.001,,12544,,,,
0.001,,12549,,,,
,0.015650175511837006,12549,196,,,
0.001,,12599,,,,
,0.016795707866549492,12599,196,,,
,,12607,196,0.014245538040995598,,
,,12607,196,,0.015013045631349087,
0.001,,12608,,,,
0.001,,12649,,,,
,0.015561590902507305,12649,197,,,
,,12671,197,0.014470006339251995,,
,,12671,197,,0.014682707376778126,
0.001,,12672,,,,
0.001,,12699,,,,
,0.015000801533460617,12699,198,,,
,,12735,198,0.01415344513952732,,
,,12735,198,,0.014959440566599369,
0.001,,12736,,,,
0.001,,12749,,,,
,0.014516841620206833,12749,199,,,
0.001,,12799,,,,
,0.015178273431956768,12799,199,,,
,,12799,199,0.014853979460895061,,
,,12799,199,,0.014872600324451923,
0.001,,12800,,,,
0.001,,12849,,,,
,0.015082506462931633,12849,200,,,
,,12863,200,0.014210013672709465,,
,,12863,200,,0.01483455952256918,
0.001,,12864,,,,
0.001,,12899,,,,
,0.016735993325710297,12899,201,,,
,,12927,201,0.014414847828447819,,
,,12927,201,,0.01501142606139183,
0.001,,12928,,,,
0.001,,12949,,,,
,0.014004851691424847,12949,202,,,
,,12991,202,0.014791982248425484,,
,,12991,202,,0.014774336479604244,
0.001,,12992,,,,
0.001,,12999,,,,
,0.013522566296160221,12999,203,,,
0.001,,13049,,,,
,0.01457827165722847,13049,203,,,
,,13055,203,0.015727441757917404,,
,,13055,203,,0.01493836846202612,
0.001,,13056,,,,
0.001,,13099,,,,
,0.018569106236100197,13099,204,,,
,,13119,204,0.0148232476785779,,
,,13119,204,,0.014980435371398926,
0.001,,13120,,,,
0.001,,13149,,,,
,0.015685059130191803,13149,205,,,
,,13183,205,0.013865777291357517,,
,,13183,205,,0.014948654919862747,
0.001,,13184,,,,
0.001,,13199,,,,
,0.015462980605661869,13199,206,,,
,,13247,206,0.014260871335864067,,
,,13247,206,,0.014666757546365261,
0.001,,13248,,,,
0.001,,13249,,,,
,0.014674180187284946,13249,207,,,
0.001,,13299,,,,
,0.015091490931808949,13299,207,,,
,,13311,207,0.014305845834314823,,
,,13311,207,,0.01460182387381792,
0.001,,13312,,,,
0.001,,13349,,,,
,0.013551647774875164,13349,208,,,
,,13375,208,0.014744747430086136,,
,,13375,208,,0.014707572758197784,
0.001,,13376,,,,
0.001,,13399,,,,
,0.01405994314700365,13399,209,,,
,,13439,209,0.013962900266051292,,
,,13439,209,,0.014599810354411602,
0.001,,13440,,,,
0.001,,13449,,,,
,0.014643664471805096,13449,210,,,
0.001,,13499,,,,
,0.014228112995624542,13499,210,,,
,,13503,210,0.014343478716909885,,
,,13503,210,,0.014453422278165817,
0.001,,13504,,,,
0.001,,13549,,,,
,0.015292220748960972,13549,211,,,
,,13567,211,0.013646997511386871,,
,,13567,211,,0.01474013738334179,
0.001,,13568,,,,
0.001,,13599,,,,
,0.013237318955361843,13599,212,,,
,,13631,212,0.013758495450019836,,
,,13631,212,,0.014301825314760208,
0.001,,13632,,,,
0.001,,13649,,,,
,0.014381376095116138,13649,213,,,
,,13695,213,0.013923509046435356,,
,,13695,213,,0.014423292130231857,
0.001,,13696,,,,
0.001,,13699,,,,
,0.013727735728025436,13699,214,,,
0.001,,13749,,,,
,0.014034115709364414,13749,214,,,
,,13759,214,0.013563510961830616,,
,,13759,214,,0.014736730605363846,
0.001,,13760,,,,
0.001,,13799,,,,
,0.015103338286280632,13799,215,,,
,,13823,215,0.01386652234941721,,
,,13823,215,,0.014504779130220413,
0.001,,13824,,,,
0.001,,13849,,,,
,0.01548278983682394,13849,216,,,
,,13887,216,0.013664741069078445,,
,,13887,216,,0.014318144880235195,
0.001,,13888,,,,
0.001,,13899,,,,
,0.016892706975340843,13899,217,,,
0.001,,13949,,,,
,0.015558353625237942,13949,217,,,
,,13951,217,0.013580754399299622,,
,,13951,217,,0.014233504422008991,
0.001,,13952,,,,
0.001,,13999,,,,
,0.01519293524324894,13999,218,,,
,,14015,218,0.013153351843357086,,
,,14015,218,,0.013808107003569603,
0.001,,14016,,,,
0.001,,14049,,,,
,0.014322520233690739,14049,219,,,
,,14079,219,0.013809879310429096,,
,,14079,219,,0.01399623416364193,
0.001,,14080,,,,
0.001,,14099,,,,
,0.012166492640972137,14099,220,,,
,,14143,220,0.013358690775930882,,
,,14143,220,,0.01389413420110941,
0.001,,14144,,,,
0.001,,14149,,,,
,0.014570793136954308,14149,221,,,
0.001,,14199,,,,
,0.013990011066198349,14199,221,,,
,,14207,221,0.013590281829237938,,
,,14207,221,,0.013983942568302155,
0.001,,14208,,,,
0.001,,14249,,,,
,0.014249972999095917,14249,222,,,
,,14271,222,0.01278873160481453,,
,,14271,222,,0.013511925004422665,
0.001,,14272,,,,
0.001,,14299,,,,
,0.013448933139443398,14299,223,,,
,,14335,223,0.013200853019952774,,
,,14335,223,,0.013624406419694424,
0.001,,14336,,,,
0.001,,14349,,,,
,0.01368639338761568,14349,224,,,
0.001,,14399,,,,
,0.013966805301606655,14399,224,,,
,,14399,224,0.01310544554144144,,
,,14399,224,,0.013381430879235268,
0.001,,14400,,,,
0.001,,14449,,,,
,0.01309728529304266,14449,225,,,
,,14463,225,0.013168323785066605,,
,,14463,225,,0.013347430154681206,
0.001,,14464,,,,
0.001,,14499,,,,
,0.013377569615840912,14499,226,,,
,,14527,226,0.012773414142429829,,
,,14527,226,,0.013257860206067562,
0.001,,14528,,,,
0.001,,14549,,,,
,0.013551641255617142,14549,227,,,
,,14591,227,0.012296893633902073,,
,,14591,227,,0.013293164782226086,
0.001,,14592,,,,
0.001,,14599,,,,
,0.011967387050390244,14599,228,,,
0.001,,14649,,,,
,0.012791509740054607,14649,228,,,
,,14655,228,0.013052007183432579,,
,,14655,228,,0.012971758842468262,
0.001,,14656,,,,
0.001,,14699,,,,
,0.013485834002494812,14699,229,,,
,,14719,229,0.012674436904489994,,
,,14719,229,,0.012850064784288406,
0.001,,14720,,,,
0.001,,14749,,,,
,0.012868371792137623,14749,230,,,
,,14783,230,0.01222972758114338,,
,,14783,230,,0.01283592265099287,
0.001,,14784,,,,
0.001,,14799,,,,
,0.013452054932713509,14799,231,,,
,,14847,231,0.012271443381905556,,
,,14847,231,,0.012750120833516121,
0.001,,14848,,,,
0.001,,14849,,,,
,0.010879441164433956,14849,232,,,
0.001,,14899,,,,
,0.013850516639649868,14899,232,,,
,,14911,232,0.012790799140930176,,
,,14911,232,,0.012676393613219261,
0.001,,14912,,,,
0.001,,14949,,,,
,0.011680103838443756,14949,233,,,
,,14975,233,0.013450481928884983,,
,,14975,233,,0.012314586900174618,
0.001,,14976,,,,
0.001,,14999,,,,
,0.011830317787826061,14999,234,,,
,,15039,234,0.0123007046058774,,
,,15039,234,,0.012219621799886227,
0.001,,15040,,,,
0.001,,15049,,,,
,0.012574204243719578,15049,235,,,
0.001,,15099,,,,
,0.011974015273153782,15099,235,,,
,,15103,235,0.011609532870352268,,
,,15103,235,,0.012352929450571537,
0.001,,15104,,,,
0.001,,15149,,,,
,0.01212217565625906,15149,236,,,
,,15167,236,0.012209298089146614,,
,,15167,236,,0.012150947004556656,
0.001,,15168,,,,
0.001,,15199,,,,
,0.01309793721884489,15199,237,,,
,,15231,237,0.012082795612514019,,
,,15231,237,,0.012188673950731754,
0.001,,15232,,,,
0.001,,15249,,,,
,0.014215773902833462,15249,238,,,
,,15295,238,0.011507005430758,,
,,15295,238,,0.012376151047647,
0.001,,15296,,,,
0.001,,15299,,,,
,0.011866050772368908,15299,239,,,
0.001,,15349,,,,
,0.012179384008049965,15349,239,,,
,,15359,239,0.011564594693481922,,
,,15359,239,,0.01199224404990673,
0.001,,15360,,,,
0.001,,15399,,,,
,0.012043124996125698,15399,240,,,
,,15423,240,0.011312215588986874,,
,,15423,240,,0.011908626183867455,
0.001,,15424,,,,
0.001,,15449,,,,
,0.011254580691456795,15449,241,,,
,,15487,241,0.014148209244012833,,
,,15487,241,,0.011884563602507114,
0.001,,15488,,,,
0.001,,15499,,,,
,0.013519661501049995,15499,242,,,
0.001,,15549,,,,
,0.010822277516126633,15549,242,,,
,,15551,242,0.011633651331067085,,
,,15551,242,,0.011993354186415672,
0.001,,15552,,,,
0.001,,15599,,,,
,0.011522605083882809,15599,243,,,
,,15615,243,0.011177407577633858,,
,,15615,243,,0.011719766072928905,
0.001,,15616,,,,
0.001,,15649,,,,
,0.012083398178219795,15649,244,,,
,,15679,244,0.011039736680686474,,
,,15679,244,,0.011691578663885593,
0.001,,15680,,,,
0.001,,15699,,,,
,0.012321650981903076,15699,245,,,
,,15743,245,0.011725325137376785,,
,,15743,245,,0.011600219644606113,
0.001,,15744,,,,
0.001,,15749,,,,
,0.011850334703922272,15749,246,,,
0.001,,15799,,,,
,0.010981841944158077,15799,246,,,
,,15807,246,0.011146756820380688,,
,,15807,246,,0.011569095775485039,
0.001,,15808,,,,
0.001,,15849,,,,
,0.011572032235562801,15849,247,,,
,,15871,247,0.01227483619004488,,
,,15871,247,,0.011678642593324184,
0.001,,15872,,,,
0.001,,15899,,,,
,0.011134027503430843,15899,248,,,
,,15935,248,0.011109652929008007,,
,,15935,248,,0.011389986611902714,
0.001,,15936,,,,
0.001,,15949,,,,
,0.012385455891489983,15949,249,,,
0.001,,15999,,,,
,0.010603511705994606,15999,249,,,
,,15999,249,0.012470784597098827,,
,,15999,249,,0.011653324589133263,
0.001,,16000,,,,
0.001,,16049,,,,
,0.011811178177595139,16049,250,,,
,,16063,250,0.011556573212146759,,
,,16063,250,,0.011516361497342587,
0.001,,16064,,,,
0.001,,16099,,,,
,0.010735496878623962,16099,251,,,
,,16127,251,0.011201024986803532,,
,,16127,251,,0.01152554340660572,
0.001,,16128,,,,
0.001,,16149,,,,
,0.012276366353034973,16149,252,,,
,,16191,252,0.012405181303620338,,
,,16191,252,,0.01153192762285471,
0.001,,16192,,,,
0.001,,16199,,,,
,0.011008668690919876,16199,253,,,
0.001,,16249,,,,
,0.011317359283566475,16249,253,,,
,,16255,253,0.011351819150149822,,
,,16255,253,,0.011552185751497746,
0.001,,16256,,,,
0.001,,16299,,,,
,0.010263664647936821,16299,254,,,
,,16319,254,0.011308424174785614,,
,,16319,254,,0.011291740462183952,
0.001,,16320,,,,
0.001,,16349,,,,
,0.011394822970032692,16349,255,,,
,,16383,255,0.010739286430180073,,
,,16383,255,,0.011171833612024784,
0.001,,16384,,,,
0.001,,16399,,,,
,0.011126983910799026,16399,256,,,
,,16447,256,0.01090376079082489,,
,,16447,256,,0.011352906003594398,
0.001,,16448,,,,
0.001,,16449,,,,
,0.010984810069203377,16449,257,,,
0.001,,16499,,,,
,0.014187556691467762,16499,257,,,
,,16511,257,0.011475776322185993,,
,,16511,257,,0.01157495565712452,
0.001,,16512,,,,
0.001,,16549,,,,
,0.010723907500505447,16549,258,,,
,,16575,258,0.011241859756410122,,
,,16575,258,,0.011238611303269863,
0.001,,16576,,,,
0.001,,16599,,,,
,0.012476449832320213,16599,259,,,
,,16639,259,0.0111007671803236,,
,,16639,259,,0.011722107417881489,
0.001,,16640,,,,
0.001,,16649,,,,
,0.011536120437085629,16649,260,,,
0.001,,16699,,,,
,0.010609203949570656,16699,260,,,
,,16703,260,0.012538889423012733,,
,,16703,260,,0.011169880628585815,
0.001,,16704,,,,
0.001,,16749,,,,
,0.011383801698684692,16749,261,,,
,,16767,261,0.0110707338899374,,
,,16767,261,,0.011401291005313396,
0.001,,16768,,,,
0.001,,16799,,,,
,0.010070910677313805,16799,262,,,
,,16831,262,0.010882185772061348,,
,,16831,262,,0.01118776947259903,
0.001,,16832,,,,
0.001,,16849,,,,
,0.01191614381968975,16849,263,,,
,,16895,263,0.010878901928663254,,
,,16895,263,,0.01123030111193657,
0.001,,16896,,,,
0.001,,16899,,,,
,0.010758183896541595,16899,264,,,
0.001,,16949,,,,
,0.010865473188459873,16949,264,,,
,,16959,264,0.011821902357041836,,
,,16959,264,,0.011079395189881325,
0.001,,16960,,,,
0.001,,16999,,,,
,0.01091355737298727,16999,265,,,
,,17023,265,0.01080725435167551,,
,,17023,265,,0.011092034168541431,
0.001,,17024,,,,
0.001,,17049,,,,
,0.010249455459415913,17049,266,,,
,,17087,266,0.010555900633335114,,
,,17087,266,,0.011493712663650513,
0.001,,17088,,,,
0.001,,17099,,,,
,0.010977157391607761,17099,267,,,
0.001,,17149,,,,
,0.010401861742138863,17149,267,,,
,,17151,267,0.010633566416800022,,
,,17151,267,,0.010996943339705467,
0.001,,17152,,,,
0.001,,17199,,,,
,0.012058098800480366,17199,268,,,
,,17215,268,0.01093380432575941,,
,,17215,268,,0.011373880319297314,
0.001,,17216,,,,
0.001,,17249,,,,
,0.01139457244426012,17249,269,,,
,,17279,269,0.010573472827672958,,
,,17279,269,,0.011194420047104359,
0.001,,17280,,,,
0.001,,17299,,,,
,0.011639080010354519,17299,270,,,
,,17343,270,0.011180019937455654,,
,,17343,270,,0.010949172079563141,
0.001,,17344,,,,
0.001,,17349,,,,
,0.010681431740522385,17349,271,,,
0.001,,17399,,,,
,0.012079720385372639,17399,271,,,
,,17407,271,0.010754125192761421,,
,,17407,271,,0.011081370525062084,
0.001,,17408,,,,
0.001,,17449,,,,
,0.011549435555934906,17449,272,,,
,,17471,272,0.0112448176369071,,
,,17471,272,,0.011146755889058113,
0.001,,17472,,,,
0.001,,17499,,,,
,0.009935597889125347,17499,273,,,
,,17535,273,0.011120113544166088,,
,,17535,273,,0.010981115512549877,
0.001,,17536,,,,
0.001,,17549,,,,
,0.011162824928760529,17549,274,,,
0.001,,17599,,,,
,0.011190484277904034,17599,274,,,
,,17599,274,0.011111607775092125,,
,,17599,274,,0.011011384427547455,
0.001,,17600,,,,
0.001,,17649,,,,
,0.010757607407867908,17649,275,,,
,,17663,275,0.011861294507980347,,
,,17663,275,,0.011156624183058739,
0.001,,17664,,,,
0.001,,17699,,,,
,0.010102793574333191,17699,276,,,
,,17727,276,0.0105977151542902,,
,,17727,276,,0.01106913574039936,
0.001,,17728,,,,
0.001,,17749,,,,
,0.012126953341066837,17749,277,,,
,,17791,277,0.010492004454135895,,
,,17791,277,,0.011159923858940601,
0.001,,17792,,,,
0.001,,17799,,,,
,0.010110627859830856,17799,278,,,
0.001,,17849,,,,
,0.011507016606628895,17849,278,,,
,,17855,278,0.010852253064513206,,
,,17855,278,,0.01110824104398489,
0.001,,17856,,,,
0.001,,17899,,,,
,0.010208782739937305,17899,279,,,
,,17919,279,0.010702637955546379,,
,,17919,279,,0.01090317778289318,
0.001,,17920,,,,
0.001,,17949,,,,
,0.009899216704070568,17949,280,,,
,,17983,280,0.01063576340675354,,
,,17983,280,,0.010903308168053627,
0.001,,17984,,,,
0.001,,17999,,,,
,0.011823983862996101,17999,281,,,
,,18047,281,0.010698744095861912,,
,,18047,281,,0.01105168741196394,
0.001,,18048,,,,
0.001,,18049,,,,
,0.010792641900479794,18049,282,,,
0.001,,18099,,,,
,0.011575890704989433,18099,282,,,
,,18111,282,0.0122952526435256,,
,,18111,282,,0.011104441247880459,
0.001,,18112,,,,
0.001,,18149,,,,
,0.011205983348190784,18149,283,,,
,,18175,283,0.011188698001205921,,
,,18175,283,,0.010896021500229836,
0.001,,18176,,,,
0.001,,18199,,,,
,0.01062404178082943,18199,284,,,
,,18239,284,0.01155276969075203,,
,,18239,284,,0.011073087342083454,
0.001,,18240,,,,
0.001,,18249,,,,
,0.011210903525352478,18249,285,,,
0.001,,18299,,,,
,0.012712941505014896,18299,285,,,
,,18303,285,0.011119257658720016,,
,,18303,285,,0.01119648665189743,
0.001,,18304,,,,
0.001,,18349,,,,
,0.010726360604166985,18349,286,,,
,,18367,286,0.010508683510124683,,
,,18367,286,,0.010823655873537064,
0.001,,18368,,,,
0.001,,18399,,,,
,0.011567790992558002,18399,287,,,
,,18431,287,0.010686243884265423,,
,,18431,287,,0.010877050459384918,
0.001,,18432,,,,
0.001,,18449,,,,
,0.011298627592623234,18449,288,,,
,,18495,288,0.011352095752954483,,
,,18495,288,,0.01103774644434452,
0.001,,18496,,,,
0.001,,18499,,,,
,0.009843352250754833,18499,289,,,
0.001,,18549,,,,
,0.010062683373689651,18549,289,,,
,,18559,289,0.012469257228076458,,
,,18559,289,,0.011130129918456078,
0.001,,18560,,,,
0.001,,18599,,,,
,0.010851150378584862,18599,290,,,
,,18623,290,0.01064538024365902,,
,,18623,290,,0.010937491431832314,
0.001,,18624,,,,
0.001,,18649,,,,
,0.010494699701666832,18649,291,,,
,,18687,291,0.010380101390182972,,
,,18687,291,,0.010748887434601784,
0.001,,18688,,,,
0.001,,18699,,,,
,0.010566161945462227,18699,292,,,
0.001,,18749,,,,
,0.010162735357880592,18749,292,,,
,,18751,292,0.010542232543230057,,
,,18751,292,,0.010707356967031956,
0.001,,18752,,,,
0.001,,18799,,,,
,0.010140806436538696,18799,293,,,
,,18815,293,0.010869117453694344,,
,,18815,293,,0.010853724554181099,
0.001,,18816,,,,
0.001,,18849,,,,
,0.010813219472765923,18849,294,,,
,,18879,294,0.01080469973385334,,
,,18879,294,,0.010927177965641022,
0.001,,18880,,,,
0.001,,18899,,,,
,0.011213080957531929,18899,295,,,
,,18943,295,0.010590871796011925,,
,,18943,295,,0.011056043207645416,
0.001,,18944,,,,
0.001,,18949,,,,
,0.011155170388519764,18949,296,,,
0.001,,18999,,,,
,0.011300570331513882,18999,296,,,
,,19007,296,0.010576438158750534,,
,,19007,296,,0.011142171919345856,
0.001,,19008,,,,
0.001,,19049,,,,
,0.010115609504282475,19049,297,,,
,,19071,297,0.010210126638412476,,
,,19071,297,,0.010966084897518158,
0.001,,19072,,,,
0.001,,19099,,,,
,0.010495585389435291,19099,298,,,
,,19135,298,0.010612213984131813,,
,,19135,298,,0.010659505613148212,
0.001,,19136,,,,
0.001,,19149,,,,
,0.010974658653140068,19149,299,,,
0.001,,19199,,,,
,0.01071765273809433,19199,299,,,
,,19199,299,0.010439712554216385,,
,,19199,299,,0.010941720567643642,
0.001,,19200,,,,
0.001,,19249,,,,
,0.011296546086668968,19249,300,,,
,,19263,300,0.01113902498036623,,
,,19263,300,,0.010889455676078796,
0.001,,19264,,,,
0.001,,19299,,,,
,0.0100874537602067,19299,301,,,
,,19327,301,0.01038493774831295,,
,,19327,301,,0.010900328867137432,
0.001,,19328,,,,
0.001,,19349,,,,
,0.009966148994863033,19349,302,,,
,,19391,302,0.011015710420906544,,
,,19391,302,,0.010794213972985744,
0.001,,19392,,,,
0.001,,19399,,,,
,0.010717736557126045,19399,303,,,
0.001,,19449,,,,
,0.011063683778047562,19449,303,,,
,,19455,303,0.010682282969355583,,
,,19455,303,,0.010840252973139286,
0.001,,19456,,,,
0.001,,19499,,,,
,0.010697969235479832,19499,304,,,
,,19519,304,0.010301199741661549,,
,,19519,304,,0.01064984779804945,
0.001,,19520,,,,
0.001,,19549,,,,
,0.010211664251983166,19549,305,,,
,,19583,305,0.010309655219316483,,
,,19583,305,,0.011349814012646675,
0.001,,19584,,,,
0.001,,19599,,,,
,0.011268858797848225,19599,306,,,
,,19647,306,0.010414005257189274,,
,,19647,306,,0.010896331630647182,
0.001,,19648,,,,
0.001,,19649,,,,
,0.010948285460472107,19649,307,,,
0.001,,19699,,,,
,0.01104178000241518,19699,307,,,
,,19711,307,0.010692734271287918,,
,,19711,307,,0.010745728388428688,
0.001,,19712,,,,
0.001,,19749,,,,
,0.010927526280283928,19749,308,,,
,,19775,308,0.010595586150884628,,
,,19775,308,,0.010869380086660385,
0.001,,19776,,,,
0.001,,19799,,,,
,0.010771287605166435,19799,309,,,
,,19839,309,0.01033230684697628,,
,,19839,309,,0.010626100935041904,
0.001,,19840,,,,
0.001,,19849,,,,
,0.010262744501233101,19849,310,,,
0.001,,19899,,,,
,0.010683503933250904,19899,310,,,
,,19903,310,0.012215321883559227,,
,,19903,310,,0.010974559932947159,
0.001,,19904,,,,
0.001,,19949,,,,
,0.010222774930298328,19949,311,,,
,,19967,311,0.010487303137779236,,
,,19967,311,,0.010678499937057495,
0.001,,19968,,,,
0.001,,19999,,,,
,0.011219218373298645,19999,312,,,
,,20031,312,0.011807715520262718,,
,,20031,312,,0.011074967682361603,
0.001,,20032,,,,
0.001,,20049,,,,
,0.010073607787489891,20049,313,,,
,,20095,313,0.01076452899724245,,
,,20095,313,,0.010734405368566513,
0.001,,20096,,,,
0.001,,20099,,,,
,0.01056410651654005,20099,314,,,
0.001,,20149,,,,
,0.010805517435073853,20149,314,,,
,,20159,314,0.01046360656619072,,
,,20159,314,,0.010751224122941494,
0.001,,20160,,,,
0.001,,20199,,,,
,0.010531679727137089,20199,315,,,
,,20223,315,0.010475554503500462,,
,,20223,315,,0.0105257174000144,
0.001,,20224,,,,
0.001,,20249,,,,
,0.010027448646724224,20249,316,,,
,,20287,316,0.01098602544516325,,
,,20287,316,,0.010617461055517197,
0.001,,20288,,,,
0.001,,20299,,,,
,0.010880730114877224,20299,317,,,
0.001,,20349,,,,
,0.010877481661736965,20349,317,,,
,,20351,317,0.01062242966145277,,
,,20351,317,,0.010592617094516754,
0.001,,20352,,,,
0.001,,20399,,,,
,0.011176037602126598,20399,318,,,
,,20415,318,0.010288610123097897,,
,,20415,318,,0.010922269895672798,
0.001,,20416,,,,
0.001,,20449,,,,
,0.010674575343728065,20449,319,,,
,,20479,319,0.010230536572635174,,
,,20479,319,,0.01056511141359806,
0.001,,20480,,,,
0.001,,20499,,,,
,0.01186175737529993,20499,320,,,
