step,train_loss_step,lr-Adam,epoch,val_loss,train_loss_epoch,test_loss
2799,0.24943886697292328,,43,,,
2815,,,43,0.03345390781760216,,
2815,,,43,,0.22645236551761627,
2816,,0.001,,,,
2849,,0.001,,,,
2849,0.2275543063879013,,44,,,
2879,,,44,0.03032846935093403,,
2879,,,44,,0.22145222127437592,
2880,,0.001,,,,
2899,,0.001,,,,
2899,0.2488131821155548,,45,,,
2943,,,45,0.03420713171362877,,
2943,,,45,,0.22113370895385742,
2944,,0.001,,,,
2949,,0.001,,,,
2949,0.17955216765403748,,46,,,
2999,,0.001,,,,
2999,0.24495545029640198,,46,,,
3007,,,46,0.039120953530073166,,
3007,,,46,,0.2195494920015335,
3008,,0.001,,,,
3049,,0.001,,,,
3049,0.20611050724983215,,47,,,
3071,,,47,0.029616348445415497,,
3071,,,47,,0.22149090468883514,
3072,,0.001,,,,
3099,,0.001,,,,
3099,0.2768118381500244,,48,,,
3135,,,48,0.02821667306125164,,
3135,,,48,,0.21908031404018402,
3136,,0.001,,,,
3149,,0.001,,,,
3149,0.26472049951553345,,49,,,
3199,,0.001,,,,
3199,0.2666650116443634,,49,,,
3199,,,49,0.027754835784435272,,
3199,,,49,,0.21836820244789124,
3200,,0.001,,,,
3249,,0.001,,,,
3249,0.19052861630916595,,50,,,
3263,,,50,0.02897961437702179,,
3263,,,50,,0.22011417150497437,
3264,,0.001,,,,
3299,,0.001,,,,
3299,0.19910943508148193,,51,,,
3327,,,51,0.026981383562088013,,
3327,,,51,,0.21658951044082642,
3328,,0.001,,,,
3349,,0.001,,,,
3349,0.19256100058555603,,52,,,
3391,,,52,0.027224326506257057,,
3391,,,52,,0.21793507039546967,
3392,,0.001,,,,
3399,,0.001,,,,
3399,0.17126914858818054,,53,,,
3449,,0.001,,,,
3449,0.21099853515625,,53,,,
3455,,,53,0.026624739170074463,,
3455,,,53,,0.22228437662124634,
3456,,0.001,,,,
3499,,0.001,,,,
3499,0.18012148141860962,,54,,,
3519,,,54,0.025532735511660576,,
3519,,,54,,0.21407994627952576,
3520,,0.001,,,,
3549,,0.001,,,,
3549,0.2694866359233856,,55,,,
3583,,,55,0.02961023896932602,,
3583,,,55,,0.21293675899505615,
3584,,0.001,,,,
3599,,0.001,,,,
3599,0.24376967549324036,,56,,,
3647,,,56,0.031007861718535423,,
3647,,,56,,0.2197703868150711,
3648,,0.001,,,,
3649,,0.001,,,,
3649,0.2599748373031616,,57,,,
3699,,0.001,,,,
3699,0.2110642045736313,,57,,,
3711,,,57,0.027588622644543648,,
3711,,,57,,0.2164096236228943,
3712,,0.001,,,,
3749,,0.001,,,,
3749,0.19161942601203918,,58,,,
3775,,,58,0.026776254177093506,,
3775,,,58,,0.211658775806427,
3776,,0.001,,,,
3799,,0.001,,,,
3799,0.2648652195930481,,59,,,
3839,,,59,0.026099983602762222,,
3839,,,59,,0.2119104117155075,
3840,,0.001,,,,
3849,,0.001,,,,
3849,0.2288016378879547,,60,,,
3899,,0.001,,,,
3899,0.2577066123485565,,60,,,
3903,,,60,0.02606962062418461,,
3903,,,60,,0.2122219055891037,
3904,,0.001,,,,
3949,,0.001,,,,
3949,0.13691455125808716,,61,,,
3967,,,61,0.02398664318025112,,
3967,,,61,,0.20950081944465637,
3968,,0.001,,,,
3999,,0.001,,,,
3999,0.26651376485824585,,62,,,
4031,,,62,0.025268469005823135,,
4031,,,62,,0.21173909306526184,
4032,,0.001,,,,
4049,,0.001,,,,
4049,0.14620745182037354,,63,,,
4095,,,63,0.028147520497441292,,
4095,,,63,,0.21285498142242432,
4096,,0.001,,,,
4099,,0.001,,,,
4099,0.14129215478897095,,64,,,
4149,,0.001,,,,
4149,0.09662601351737976,,64,,,
4159,,,64,0.024226047098636627,,
4159,,,64,,0.21155355870723724,
4160,,0.001,,,,
4199,,0.001,,,,
4199,0.20232826471328735,,65,,,
4223,,,65,0.025069469586014748,,
4223,,,65,,0.2136359065771103,
4224,,0.001,,,,
4249,,0.001,,,,
4249,0.1452426165342331,,66,,,
4287,,,66,0.025560054928064346,,
4287,,,66,,0.21160376071929932,
4288,,0.001,,,,
4299,,0.001,,,,
4299,0.15829312801361084,,67,,,
4349,,0.001,,,,
4349,0.2343360185623169,,67,,,
4351,,,67,0.024202443659305573,,
4351,,,67,,0.21187454462051392,
4352,,0.001,,,,
4399,,0.001,,,,
4399,0.11514245718717575,,68,,,
4415,,,68,0.024614829570055008,,
4415,,,68,,0.20856210589408875,
4416,,0.001,,,,
4449,,0.001,,,,
4449,0.2395944893360138,,69,,,
4479,,,69,0.02592175453901291,,
4479,,,69,,0.2081023007631302,
4480,,0.001,,,,
4499,,0.001,,,,
4499,0.25253841280937195,,70,,,
4543,,,70,0.025459177792072296,,
4543,,,70,,0.2096756100654602,
4544,,0.001,,,,
4549,,0.001,,,,
4549,0.27260664105415344,,71,,,
4599,,0.001,,,,
4599,0.3017893135547638,,71,,,
4607,,,71,0.025788413360714912,,
4607,,,71,,0.2080572098493576,
4608,,0.001,,,,
4649,,0.001,,,,
4649,0.196191668510437,,72,,,
4671,,,72,0.023199165239930153,,
4671,,,72,,0.21002116799354553,
4672,,0.001,,,,
4699,,0.001,,,,
4699,0.09395791590213776,,73,,,
4735,,,73,0.0238055270165205,,
4735,,,73,,0.20867207646369934,
4736,,0.001,,,,
4749,,0.001,,,,
4749,0.1785842329263687,,74,,,
4799,,0.001,,,,
4799,0.19174592196941376,,74,,,
4799,,,74,0.021992314606904984,,
4799,,,74,,0.2108677476644516,
4800,,0.001,,,,
4849,,0.001,,,,
4849,0.15183742344379425,,75,,,
4863,,,75,0.022456323727965355,,
4863,,,75,,0.20852236449718475,
4864,,0.001,,,,
4899,,0.001,,,,
4899,0.15212881565093994,,76,,,
4927,,,76,0.025264650583267212,,
4927,,,76,,0.2088252604007721,
4928,,0.001,,,,
4949,,0.001,,,,
4949,0.21475838124752045,,77,,,
4991,,,77,0.022513777017593384,,
4991,,,77,,0.21075738966464996,
4992,,0.001,,,,
4999,,0.001,,,,
4999,0.10928278416395187,,78,,,
5049,,0.001,,,,
5049,0.20777234435081482,,78,,,
5055,,,78,0.023745687678456306,,
5055,,,78,,0.2074611932039261,
5056,,0.001,,,,
5099,,0.001,,,,
5099,0.11850433051586151,,79,,,
5119,,,79,0.023219751194119453,,
5119,,,79,,0.20785027742385864,
5120,,0.001,,,,
5149,,0.001,,,,
5149,0.2076493352651596,,80,,,
5183,,,80,0.023392459377646446,,
5183,,,80,,0.20834232866764069,
5184,,0.001,,,,
5199,,0.001,,,,
5199,0.1880316287279129,,81,,,
5247,,,81,0.022346066311001778,,
5247,,,81,,0.2079458385705948,
5248,,0.001,,,,
5249,,0.001,,,,
5249,0.2694307863712311,,82,,,
5299,,0.001,,,,
5299,0.1408977061510086,,82,,,
5311,,,82,0.0241286288946867,,
5311,,,82,,0.20929951965808868,
5312,,0.001,,,,
5349,,0.001,,,,
5349,0.17324593663215637,,83,,,
5375,,,83,0.022910669445991516,,
5375,,,83,,0.2108457237482071,
5376,,0.001,,,,
5399,,0.001,,,,
5399,0.22159093618392944,,84,,,
5439,,,84,0.023308468982577324,,
5439,,,84,,0.20749007165431976,
5440,,0.001,,,,
5449,,0.001,,,,
5449,0.11015011370182037,,85,,,
5499,,0.001,,,,
5499,0.2410425990819931,,85,,,
5503,,,85,0.024078041315078735,,
5503,,,85,,0.20746339857578278,
5504,,0.001,,,,
5549,,0.001,,,,
5549,0.1436028629541397,,86,,,
5567,,,86,0.02186919003725052,,
5567,,,86,,0.20491155982017517,
5568,,0.001,,,,
5599,,0.001,,,,
5599,0.17338882386684418,,87,,,
5631,,,87,0.021776627749204636,,
5631,,,87,,0.20538653433322906,
5632,,0.001,,,,
5649,,0.001,,,,
5649,0.26449012756347656,,88,,,
5695,,,88,0.02304885722696781,,
5695,,,88,,0.20551061630249023,
5696,,0.001,,,,
5699,,0.001,,,,
5699,0.15616261959075928,,89,,,
5749,,0.001,,,,
5749,0.2846902310848236,,89,,,
5759,,,89,0.021718686446547508,,
5759,,,89,,0.205699622631073,
5760,,0.001,,,,
5799,,0.001,,,,
5799,0.2553825080394745,,90,,,
5823,,,90,0.03765207529067993,,
5823,,,90,,0.21018283069133759,
5824,,0.001,,,,
5849,,0.001,,,,
5849,0.19220411777496338,,91,,,
5887,,,91,0.026275746524333954,,
5887,,,91,,0.21816660463809967,
5888,,0.001,,,,
5899,,0.001,,,,
5899,0.1633785516023636,,92,,,
5949,,0.001,,,,
5949,0.2695467174053192,,92,,,
5951,,,92,0.021997392177581787,,
5951,,,92,,0.2083226591348648,
5952,,0.001,,,,
5999,,0.001,,,,
5999,0.23089928925037384,,93,,,
6015,,,93,0.03315490484237671,,
6015,,,93,,0.20974814891815186,
6016,,0.001,,,,
6049,,0.001,,,,
6049,0.2103772908449173,,94,,,
6079,,,94,0.024629665538668633,,
6079,,,94,,0.20960688591003418,
6080,,0.001,,,,
6099,,0.001,,,,
6099,0.21584570407867432,,95,,,
6143,,,95,0.022605905309319496,,
6143,,,95,,0.20710957050323486,
6144,,0.001,,,,
6149,,0.001,,,,
6149,0.17169487476348877,,96,,,
6199,,0.001,,,,
6199,0.2438877671957016,,96,,,
6207,,,96,0.025536149740219116,,
6207,,,96,,0.20572592318058014,
6208,,0.001,,,,
6249,,0.001,,,,
6249,0.25685757398605347,,97,,,
6271,,,97,0.021067790687084198,,
6271,,,97,,0.20497249066829681,
6272,,0.001,,,,
6299,,0.001,,,,
6299,0.12312466651201248,,98,,,
6335,,,98,0.02179698459804058,,
6335,,,98,,0.2048434466123581,
6336,,0.001,,,,
6349,,0.001,,,,
6349,0.1646880805492401,,99,,,
6399,,0.001,,,,
6399,0.29198962450027466,,99,,,
6399,,,99,0.02269696444272995,,
6399,,,99,,0.20571200549602509,
6400,,0.001,,,,
6449,,0.001,,,,
6449,0.2409270703792572,,100,,,
6463,,,100,0.021226903423666954,,
6463,,,100,,0.20617307722568512,
6464,,0.001,,,,
6499,,0.001,,,,
6499,0.18214687705039978,,101,,,
6527,,,101,0.021705983206629753,,
6527,,,101,,0.20576389133930206,
6528,,0.001,,,,
6549,,0.001,,,,
6549,0.21609672904014587,,102,,,
6591,,,102,0.022720275446772575,,
6591,,,102,,0.20699986815452576,
6592,,0.001,,,,
6599,,0.001,,,,
6599,0.28252533078193665,,103,,,
6649,,0.001,,,,
6649,0.21337905526161194,,103,,,
6655,,,103,0.02095021866261959,,
6655,,,103,,0.2038644552230835,
6656,,0.001,,,,
6699,,0.001,,,,
6699,0.22364164888858795,,104,,,
6719,,,104,0.023170864209532738,,
6719,,,104,,0.20581427216529846,
6720,,0.001,,,,
6749,,0.001,,,,
6749,0.22620940208435059,,105,,,
6783,,,105,0.021784218028187752,,
6783,,,105,,0.2058524340391159,
6784,,0.001,,,,
6799,,0.001,,,,
6799,0.22541648149490356,,106,,,
6847,,,106,0.02267891727387905,,
6847,,,106,,0.20676085352897644,
6848,,0.001,,,,
6849,,0.001,,,,
6849,0.1889270544052124,,107,,,
6899,,0.001,,,,
6899,0.20040857791900635,,107,,,
6911,,,107,0.022241665050387383,,
6911,,,107,,0.20519565045833588,
6912,,0.001,,,,
6949,,0.001,,,,
6949,0.21310211718082428,,108,,,
6975,,,108,0.02201085351407528,,
6975,,,108,,0.2075323462486267,
6976,,0.001,,,,
6999,,0.001,,,,
6999,0.126551553606987,,109,,,
7039,,,109,0.022182736545801163,,
7039,,,109,,0.20422662794589996,
7040,,0.001,,,,
7049,,0.001,,,,
7049,0.16958117485046387,,110,,,
7099,,0.001,,,,
7099,0.26059889793395996,,110,,,
7103,,,110,0.034152742475271225,,
7103,,,110,,0.21344377100467682,
7104,,0.001,,,,
7149,,0.001,,,,
7149,0.1829674243927002,,111,,,
7167,,,111,0.024774756282567978,,
7167,,,111,,0.21118715405464172,
7168,,0.001,,,,
7199,,0.001,,,,
7199,0.23398160934448242,,112,,,
7231,,,112,0.023813853040337563,,
7231,,,112,,0.20694352686405182,
7232,,0.001,,,,
7249,,0.001,,,,
7249,0.13783925771713257,,113,,,
7295,,,113,0.022783614695072174,,
7295,,,113,,0.2039855271577835,
7296,,0.001,,,,
7299,,0.001,,,,
7299,0.2646549940109253,,114,,,
7349,,0.001,,,,
7349,0.2312551885843277,,114,,,
7359,,,114,0.023967063054442406,,
7359,,,114,,0.20693066716194153,
7360,,0.001,,,,
7399,,0.001,,,,
7399,0.2104353904724121,,115,,,
7423,,,115,0.025597834959626198,,
7423,,,115,,0.20376795530319214,
7424,,0.001,,,,
7449,,0.001,,,,
7449,0.1757778823375702,,116,,,
7487,,,116,0.022079860791563988,,
7487,,,116,,0.20633700489997864,
7488,,0.001,,,,
7499,,0.001,,,,
7499,0.2031230330467224,,117,,,
7549,,0.001,,,,
7549,0.23729002475738525,,117,,,
7551,,,117,0.02059837058186531,,
7551,,,117,,0.20467016100883484,
7552,,0.001,,,,
7599,,0.001,,,,
7599,0.12979063391685486,,118,,,
7615,,,118,0.020660310983657837,,
7615,,,118,,0.20334960520267487,
7616,,0.001,,,,
7649,,0.001,,,,
7649,0.19085179269313812,,119,,,
7679,,,119,0.023441147059202194,,
7679,,,119,,0.20660996437072754,
7680,,0.001,,,,
7699,,0.001,,,,
7699,0.2475634515285492,,120,,,
7743,,,120,0.02335108071565628,,
7743,,,120,,0.2062860131263733,
7744,,0.001,,,,
7749,,0.001,,,,
7749,0.19323484599590302,,121,,,
7799,,0.001,,,,
7799,0.22948360443115234,,121,,,
7807,,,121,0.0221845842897892,,
7807,,,121,,0.20291420817375183,
7808,,0.001,,,,
7849,,0.001,,,,
7849,0.20101390779018402,,122,,,
7871,,,122,0.023216452449560165,,
7871,,,122,,0.20495176315307617,
7872,,0.001,,,,
7899,,0.001,,,,
7899,0.22234520316123962,,123,,,
7935,,,123,0.020388498902320862,,
7935,,,123,,0.20664188265800476,
7936,,0.001,,,,
7949,,0.001,,,,
7949,0.23654814064502716,,124,,,
7999,,0.001,,,,
7999,0.21220599114894867,,124,,,
7999,,,124,0.022998591884970665,,
7999,,,124,,0.20333720743656158,
8000,,0.001,,,,
8049,,0.001,,,,
8049,0.2529931366443634,,125,,,
8063,,,125,0.02624504081904888,,
8063,,,125,,0.20459522306919098,
8064,,0.001,,,,
8099,,0.001,,,,
8099,0.16028907895088196,,126,,,
8127,,,126,0.02291296422481537,,
8127,,,126,,0.20488709211349487,
8128,,0.001,,,,
8149,,0.001,,,,
8149,0.13964752852916718,,127,,,
8191,,,127,0.0209889505058527,,
8191,,,127,,0.20442602038383484,
8192,,0.001,,,,
8199,,0.001,,,,
8199,0.1565912663936615,,128,,,
8249,,0.001,,,,
8249,0.2624839246273041,,128,,,
8255,,,128,0.020390864461660385,,
8255,,,128,,0.20410528779029846,
8256,,0.001,,,,
8299,,0.001,,,,
8299,0.2660979926586151,,129,,,
8319,,,129,0.020126083865761757,,
8319,,,129,,0.20604351162910461,
8320,,0.001,,,,
8349,,0.001,,,,
8349,0.21985940635204315,,130,,,
8383,,,130,0.02135803923010826,,
8383,,,130,,0.2031131386756897,
8384,,0.001,,,,
8399,,0.001,,,,
8399,0.22681459784507751,,131,,,
8447,,,131,0.02212134562432766,,
8447,,,131,,0.20170360803604126,
8448,,0.001,,,,
8449,,0.001,,,,
8449,0.169557586312294,,132,,,
8499,,0.001,,,,
8499,0.19015750288963318,,132,,,
8511,,,132,0.021578077226877213,,
8511,,,132,,0.20254983007907867,
8512,,0.001,,,,
8549,,0.001,,,,
8549,0.2183455228805542,,133,,,
8575,,,133,0.02014581300318241,,
8575,,,133,,0.2034531533718109,
8576,,0.001,,,,
8599,,0.001,,,,
8599,0.19584056735038757,,134,,,
8639,,,134,0.019355766475200653,,
8639,,,134,,0.20461855828762054,
8640,,0.001,,,,
8649,,0.001,,,,
8649,0.29765766859054565,,135,,,
8699,,0.001,,,,
8699,0.21852059662342072,,135,,,
8703,,,135,0.020542895421385765,,
8703,,,135,,0.20296303927898407,
8704,,0.001,,,,
8749,,0.001,,,,
8749,0.17056448757648468,,136,,,
8767,,,136,0.02406390942633152,,
8767,,,136,,0.20317530632019043,
8768,,0.001,,,,
8799,,0.001,,,,
8799,0.22482800483703613,,137,,,
8831,,,137,0.021409597247838974,,
8831,,,137,,0.20186766982078552,
8832,,0.001,,,,
8849,,0.001,,,,
8849,0.1640678346157074,,138,,,
8895,,,138,0.019905390217900276,,
8895,,,138,,0.20096392929553986,
8896,,0.001,,,,
8899,,0.001,,,,
8899,0.18106034398078918,,139,,,
8949,,0.001,,,,
8949,0.2239079773426056,,139,,,
8959,,,139,0.022806651890277863,,
8959,,,139,,0.20428989827632904,
8960,,0.001,,,,
8999,,0.001,,,,
8999,0.22082367539405823,,140,,,
9023,,,140,0.021888170391321182,,
9023,,,140,,0.20187336206436157,
9024,,0.001,,,,
9049,,0.001,,,,
9049,0.19746483862400055,,141,,,
9087,,,141,0.02219485305249691,,
9087,,,141,,0.203815296292305,
9088,,0.001,,,,
9099,,0.001,,,,
9099,0.17056454718112946,,142,,,
9149,,0.001,,,,
9149,0.23018287122249603,,142,,,
9151,,,142,0.02131207101047039,,
9151,,,142,,0.20242276787757874,
9152,,0.001,,,,
9199,,0.001,,,,
9199,0.19411760568618774,,143,,,
9215,,,143,0.02032686024904251,,
9215,,,143,,0.2024504840373993,
9216,,0.001,,,,
9249,,0.001,,,,
9249,0.20704463124275208,,144,,,
9279,,,144,0.022105861455202103,,
9279,,,144,,0.20482364296913147,
9280,,0.001,,,,
9299,,0.001,,,,
9299,0.12521639466285706,,145,,,
9343,,,145,0.021874284371733665,,
9343,,,145,,0.2010822296142578,
9344,,0.001,,,,
9349,,0.001,,,,
9349,0.18677476048469543,,146,,,
9399,,0.001,,,,
9399,0.22243410348892212,,146,,,
9407,,,146,0.020170927047729492,,
9407,,,146,,0.20437252521514893,
9408,,0.001,,,,
9449,,0.001,,,,
9449,0.19560681283473969,,147,,,
9471,,,147,0.021976282820105553,,
9471,,,147,,0.20192503929138184,
9472,,0.001,,,,
9499,,0.001,,,,
9499,0.21403001248836517,,148,,,
9535,,,148,0.021421166136860847,,
9535,,,148,,0.20443040132522583,
9536,,0.001,,,,
9549,,0.001,,,,
9549,0.2644974887371063,,149,,,
9599,,0.001,,,,
9599,0.20450790226459503,,149,,,
9599,,,149,0.021396340802311897,,
9599,,,149,,0.20119550824165344,
9600,,0.001,,,,
9649,,0.001,,,,
9649,0.16082075238227844,,150,,,
9663,,,150,0.02329001948237419,,
9663,,,150,,0.2042500227689743,
9664,,0.001,,,,
9699,,0.001,,,,
9699,0.21537324786186218,,151,,,
9727,,,151,0.021966058760881424,,
9727,,,151,,0.2015165239572525,
9728,,0.001,,,,
9749,,0.001,,,,
9749,0.26723212003707886,,152,,,
9791,,,152,0.020359443500638008,,
9791,,,152,,0.2020675390958786,
9792,,0.001,,,,
9799,,0.001,,,,
9799,0.1797410249710083,,153,,,
9849,,0.001,,,,
9849,0.2289077788591385,,153,,,
9855,,,153,0.01980612613260746,,
9855,,,153,,0.202256977558136,
9856,,0.001,,,,
9899,,0.001,,,,
9899,0.2364571988582611,,154,,,
9919,,,154,0.020144548267126083,,
9919,,,154,,0.200637087225914,
9920,,0.001,,,,
9949,,0.001,,,,
9949,0.2685583829879761,,155,,,
9983,,,155,0.02414138801395893,,
9983,,,155,,0.19905346632003784,
9984,,0.001,,,,
9999,,0.001,,,,
9999,0.2556264400482178,,156,,,
10047,,,156,0.019812721759080887,,
10047,,,156,,0.2011718600988388,
10048,,0.001,,,,
10049,,0.001,,,,
10049,0.16258108615875244,,157,,,
10099,,0.001,,,,
10099,0.21954596042633057,,157,,,
10111,,,157,0.020694557577371597,,
10111,,,157,,0.2010566145181656,
10112,,0.001,,,,
10149,,0.001,,,,
10149,0.2285832017660141,,158,,,
10175,,,158,0.025319090113043785,,
10175,,,158,,0.19949783384799957,
10176,,0.001,,,,
10199,,0.001,,,,
10199,0.13506509363651276,,159,,,
10239,,,159,0.019886745139956474,,
10239,,,159,,0.20354460179805756,
10240,,0.001,,,,
10249,,0.001,,,,
10249,0.12657853960990906,,160,,,
10299,,0.001,,,,
10299,0.21131859719753265,,160,,,
10303,,,160,0.019313596189022064,,
10303,,,160,,0.20207642018795013,
10304,,0.001,,,,
10349,,0.001,,,,
10349,0.21418890357017517,,161,,,
10367,,,161,0.02047647535800934,,
10367,,,161,,0.19915860891342163,
10368,,0.001,,,,
10399,,0.001,,,,
