train_loss_step,epoch,step,lr-Adam,val_loss,train_loss_epoch,test_loss
,,10399,0.001,,,
0.7750298380851746,162,10399,,,,
,162,10431,,0.7945130467414856,,
,162,10431,,,0.787684977054596,
,,10432,0.001,,,
,,10449,0.001,,,
0.7752932906150818,163,10449,,,,
,163,10495,,0.7944526076316833,,
,163,10495,,,0.7876312732696533,
,,10496,0.001,,,
,,10499,0.001,,,
0.7923418283462524,164,10499,,,,
,,10549,0.001,,,
0.7400751113891602,164,10549,,,,
,164,10559,,0.7944796085357666,,
,164,10559,,,0.7875548005104065,
,,10560,0.001,,,
,,10599,0.001,,,
0.7813130021095276,165,10599,,,,
,165,10623,,0.7944551706314087,,
,165,10623,,,0.787691056728363,
,,10624,0.001,,,
,,10649,0.001,,,
0.7817838191986084,166,10649,,,,
,166,10687,,0.7944745421409607,,
,166,10687,,,0.7875968217849731,
,,10688,0.001,,,
,,10699,0.001,,,
0.775259256362915,167,10699,,,,
,,10749,0.001,,,
0.7882741093635559,167,10749,,,,
,167,10751,,0.7946881651878357,,
,167,10751,,,0.7876995205879211,
,,10752,0.001,,,
,,10799,0.001,,,
0.8051372170448303,168,10799,,,,
,168,10815,,0.7944357395172119,,
,168,10815,,,0.7875869274139404,
,,10816,0.001,,,
,,10849,0.001,,,
0.8027051091194153,169,10849,,,,
,169,10879,,0.7944382429122925,,
,169,10879,,,0.7875692248344421,
,,10880,0.001,,,
,,10899,0.001,,,
0.8131694793701172,170,10899,,,,
,170,10943,,0.7946195602416992,,
,170,10943,,,0.7876573204994202,
,,10944,0.001,,,
,,10949,0.001,,,
0.791949450969696,171,10949,,,,
,,10999,0.001,,,
0.7924948930740356,171,10999,,,,
,171,11007,,0.7944468259811401,,
,171,11007,,,0.7876147627830505,
,,11008,0.001,,,
,,11049,0.001,,,
0.7752809524536133,172,11049,,,,
,172,11071,,0.7944560647010803,,
,172,11071,,,0.7875289916992188,
,,11072,0.001,,,
,,11099,0.001,,,
0.8157979846000671,173,11099,,,,
,173,11135,,0.7948389649391174,,
,173,11135,,,0.7878339886665344,
,,11136,0.001,,,
,,11149,0.001,,,
0.7826891541481018,174,11149,,,,
,,11199,0.001,,,
0.8151174783706665,174,11199,,,,
,174,11199,,0.7944548726081848,,
,174,11199,,,0.7877118587493896,
,,11200,0.001,,,
,,11249,0.001,,,
0.7809329628944397,175,11249,,,,
,175,11263,,0.7944058775901794,,
,175,11263,,,0.7875247597694397,
,,11264,0.001,,,
,,11299,0.001,,,
0.8012189269065857,176,11299,,,,
,176,11327,,0.7947457432746887,,
,176,11327,,,0.7875668406486511,
,,11328,0.001,,,
,,11349,0.001,,,
0.7822839617729187,177,11349,,,,
,177,11391,,0.794531524181366,,
,177,11391,,,0.7877140045166016,
,,11392,0.001,,,
,,11399,0.001,,,
0.7848111987113953,178,11399,,,,
,,11449,0.001,,,
0.7586789131164551,178,11449,,,,
,178,11455,,0.7943987250328064,,
,178,11455,,,0.78754723072052,
,,11456,0.001,,,
,,11499,0.001,,,
0.7789404392242432,179,11499,,,,
,179,11519,,0.7944355010986328,,
,179,11519,,,0.7875145077705383,
,,11520,0.001,,,
,,11549,0.001,,,
0.7756480574607849,180,11549,,,,
,180,11583,,0.7944419384002686,,
,180,11583,,,0.7875393629074097,
,,11584,0.001,,,
,,11599,0.001,,,
0.80218106508255,181,11599,,,,
,181,11647,,0.7948801517486572,,
,181,11647,,,0.7875463962554932,
,,11648,0.001,,,
,,11649,0.001,,,
0.8022385835647583,182,11649,,,,
,,11699,0.001,,,
0.7759498953819275,182,11699,,,,
,182,11711,,0.7946422100067139,,
,182,11711,,,0.7878333926200867,
,,11712,0.001,,,
,,11749,0.001,,,
0.8164648413658142,183,11749,,,,
,183,11775,,0.7945067286491394,,
,183,11775,,,0.7876858115196228,
,,11776,0.001,,,
,,11799,0.001,,,
0.7891824245452881,184,11799,,,,
,184,11839,,0.7944349050521851,,
,184,11839,,,0.7875856161117554,
,,11840,0.001,,,
,,11849,0.001,,,
0.7859724164009094,185,11849,,,,
,,11899,0.001,,,
0.7805429100990295,185,11899,,,,
,185,11903,,0.7944225668907166,,
,185,11903,,,0.787540078163147,
,,11904,0.001,,,
,,11949,0.001,,,
0.7971756458282471,186,11949,,,,
,186,11967,,0.79439777135849,,
,186,11967,,,0.7874457240104675,
,,11968,0.001,,,
,,11999,0.001,,,
0.7712720632553101,187,11999,,,,
,187,12031,,0.7943965196609497,,
,187,12031,,,0.7875309586524963,
,,12032,0.001,,,
,,12049,0.001,,,
0.7971952557563782,188,12049,,,,
,188,12095,,0.7943962812423706,,
,188,12095,,,0.7875274419784546,
,,12096,0.001,,,
,,12099,0.001,,,
0.7684028744697571,189,12099,,,,
,,12149,0.001,,,
0.7862188816070557,189,12149,,,,
,189,12159,,0.7945088148117065,,
,189,12159,,,0.787722110748291,
,,12160,0.001,,,
,,12199,0.001,,,
0.7771189212799072,190,12199,,,,
,190,12223,,0.7943823933601379,,
,190,12223,,,0.7874728441238403,
,,12224,0.001,,,
,,12249,0.001,,,
0.7976241111755371,191,12249,,,,
,191,12287,,0.7949336171150208,,
,191,12287,,,0.7876680493354797,
,,12288,0.001,,,
,,12299,0.001,,,
0.7693316340446472,192,12299,,,,
,,12349,0.001,,,
0.7923927903175354,192,12349,,,,
,192,12351,,0.7943663001060486,,
,192,12351,,,0.7876111268997192,
,,12352,0.001,,,
,,12399,0.001,,,
0.7934496402740479,193,12399,,,,
,193,12415,,0.7944355607032776,,
,193,12415,,,0.7875204682350159,
,,12416,0.001,,,
,,12449,0.001,,,
0.7849935293197632,194,12449,,,,
,194,12479,,0.794401228427887,,
,194,12479,,,0.7876284718513489,
,,12480,0.001,,,
,,12499,0.001,,,
0.8010504841804504,195,12499,,,,
,195,12543,,0.7943795323371887,,
,195,12543,,,0.7874799370765686,
,,12544,0.001,,,
,,12549,0.001,,,
0.7982738614082336,196,12549,,,,
,,12599,0.001,,,
0.7720468640327454,196,12599,,,,
,196,12607,,0.7943847179412842,,
,196,12607,,,0.7874189615249634,
,,12608,0.001,,,
,,12649,0.001,,,
0.8010333776473999,197,12649,,,,
,197,12671,,0.7943878769874573,,
,197,12671,,,0.7874609231948853,
,,12672,0.001,,,
,,12699,0.001,,,
0.8059996962547302,198,12699,,,,
,198,12735,,0.7943906784057617,,
,198,12735,,,0.7875743508338928,
,,12736,0.001,,,
,,12749,0.001,,,
0.7676951289176941,199,12749,,,,
,,12799,0.001,,,
0.7806152701377869,199,12799,,,,
,199,12799,,0.7944918274879456,,
,199,12799,,,0.7875714898109436,
,,12800,0.001,,,
,,12849,0.001,,,
0.7725003957748413,200,12849,,,,
,200,12863,,0.7943775653839111,,
,200,12863,,,0.7875335812568665,
,,12864,0.001,,,
,,12899,0.001,,,
0.8069452047348022,201,12899,,,,
,201,12927,,0.7943294644355774,,
,201,12927,,,0.7874821424484253,
,,12928,0.001,,,
,,12949,0.001,,,
0.7947438955307007,202,12949,,,,
,202,12991,,0.7943298816680908,,
,202,12991,,,0.7874164581298828,
,,12992,0.001,,,
,,12999,0.001,,,
0.7944923043251038,203,12999,,,,
,,13049,0.001,,,
0.7738400101661682,203,13049,,,,
,203,13055,,0.7944231629371643,,
,203,13055,,,0.7874723076820374,
,,13056,0.001,,,
,,13099,0.001,,,
0.7681376338005066,204,13099,,,,
,204,13119,,0.7943326830863953,,
,204,13119,,,0.7875270843505859,
,,13120,0.001,,,
,,13149,0.001,,,
0.7569616436958313,205,13149,,,,
,205,13183,,0.7943406701087952,,
,205,13183,,,0.7874272465705872,
,,13184,0.001,,,
,,13199,0.001,,,
0.8206460475921631,206,13199,,,,
,206,13247,,0.794382631778717,,
,206,13247,,,0.7874257564544678,
,,13248,0.001,,,
,,13249,0.001,,,
0.7831125855445862,207,13249,,,,
,,13299,0.001,,,
0.8039862513542175,207,13299,,,,
,207,13311,,0.7944047451019287,,
,207,13311,,,0.7875209450721741,
,,13312,0.001,,,
,,13349,0.001,,,
0.8035710453987122,208,13349,,,,
,208,13375,,0.7943747639656067,,
,208,13375,,,0.7874913215637207,
,,13376,0.001,,,
,,13399,0.001,,,
0.7822920083999634,209,13399,,,,
,209,13439,,0.7943019866943359,,
,209,13439,,,0.7874090075492859,
,,13440,0.001,,,
,,13449,0.001,,,
0.7529237270355225,210,13449,,,,
,,13499,0.001,,,
0.7656598687171936,210,13499,,,,
,210,13503,,0.7944271564483643,,
,210,13503,,,0.7874333262443542,
,,13504,0.001,,,
,,13549,0.001,,,
0.8062587976455688,211,13549,,,,
,211,13567,,0.7943292856216431,,
,211,13567,,,0.7876303791999817,
,,13568,0.001,,,
,,13599,0.001,,,
0.792355477809906,212,13599,,,,
,212,13631,,0.7943143844604492,,
,212,13631,,,0.7875576615333557,
,,13632,0.001,,,
,,13649,0.001,,,
0.7733423709869385,213,13649,,,,
,213,13695,,0.7943044304847717,,
,213,13695,,,0.7874463796615601,
,,13696,0.001,,,
,,13699,0.001,,,
0.7924588322639465,214,13699,,,,
,,13749,0.001,,,
0.7671751976013184,214,13749,,,,
,214,13759,,0.7942905426025391,,
,214,13759,,,0.787408709526062,
,,13760,0.001,,,
,,13799,0.001,,,
0.8145038485527039,215,13799,,,,
,215,13823,,0.7948513031005859,,
,215,13823,,,0.7875125408172607,
,,13824,0.001,,,
,,13849,0.001,,,
0.7977553606033325,216,13849,,,,
,216,13887,,0.7943621873855591,,
,216,13887,,,0.7875206470489502,
,,13888,0.001,,,
,,13899,0.001,,,
0.8177353739738464,217,13899,,,,
,,13949,0.001,,,
0.7668431997299194,217,13949,,,,
,217,13951,,0.79429030418396,,
,217,13951,,,0.787408709526062,
,,13952,0.001,,,
,,13999,0.001,,,
0.8031559586524963,218,13999,,,,
,218,14015,,0.7943016886711121,,
,218,14015,,,0.7874273657798767,
,,14016,0.001,,,
,,14049,0.001,,,
0.7623574137687683,219,14049,,,,
,219,14079,,0.7943058609962463,,
,219,14079,,,0.7875224947929382,
,,14080,0.001,,,
,,14099,0.001,,,
0.8112744092941284,220,14099,,,,
,220,14143,,0.794278085231781,,
,220,14143,,,0.7874081134796143,
,,14144,0.001,,,
,,14149,0.001,,,
0.809712827205658,221,14149,,,,
,,14199,0.001,,,
0.7723932862281799,221,14199,,,,
,221,14207,,0.7942875623703003,,
,221,14207,,,0.7874342799186707,
,,14208,0.001,,,
,,14249,0.001,,,
0.7836257219314575,222,14249,,,,
,222,14271,,0.7944059371948242,,
,222,14271,,,0.7874513268470764,
,,14272,0.001,,,
,,14299,0.001,,,
0.759931743144989,223,14299,,,,
,223,14335,,0.7944900989532471,,
,223,14335,,,0.7875757813453674,
,,14336,0.001,,,
,,14349,0.001,,,
0.790338397026062,224,14349,,,,
,,14399,0.001,,,
0.8220739364624023,224,14399,,,,
,224,14399,,0.7943615317344666,,
,224,14399,,,0.7875639796257019,
,,14400,0.001,,,
,,14449,0.001,,,
0.7871742248535156,225,14449,,,,
,225,14463,,0.7942847013473511,,
,225,14463,,,0.7873765826225281,
,,14464,0.001,,,
,,14499,0.001,,,
0.7731672525405884,226,14499,,,,
,226,14527,,0.7942647933959961,,
,226,14527,,,0.7874061465263367,
,,14528,0.001,,,
,,14549,0.001,,,
0.7903656959533691,227,14549,,,,
,227,14591,,0.7943172454833984,,
,227,14591,,,0.7873694896697998,
,,14592,0.001,,,
,,14599,0.001,,,
0.8076924681663513,228,14599,,,,
,,14649,0.001,,,
0.7638922929763794,228,14649,,,,
,228,14655,,0.794448971748352,,
,228,14655,,,0.7875544428825378,
,,14656,0.001,,,
,,14699,0.001,,,
0.816891610622406,229,14699,,,,
,229,14719,,0.7943752408027649,,
,229,14719,,,0.7876033782958984,
,,14720,0.001,,,
,,14749,0.001,,,
0.8157777786254883,230,14749,,,,
,230,14783,,0.794310450553894,,
,230,14783,,,0.7874124050140381,
,,14784,0.001,,,
,,14799,0.001,,,
0.7968364357948303,231,14799,,,,
,231,14847,,0.7944426536560059,,
,231,14847,,,0.7874519228935242,
,,14848,0.001,,,
,,14849,0.001,,,
0.7796608209609985,232,14849,,,,
,,14899,0.001,,,
0.8145701885223389,232,14899,,,,
,232,14911,,0.7942802906036377,,
,232,14911,,,0.7874801158905029,
,,14912,0.001,,,
,,14949,0.001,,,
0.8013983964920044,233,14949,,,,
,233,14975,,0.7943071126937866,,
,233,14975,,,0.7874053120613098,
,,14976,0.001,,,
,,14999,0.001,,,
0.7651956081390381,234,14999,,,,
,234,15039,,0.7942555546760559,,
,234,15039,,,0.787389874458313,
,,15040,0.001,,,
,,15049,0.001,,,
0.7910900115966797,235,15049,,,,
,,15099,0.001,,,
0.7832602858543396,235,15099,,,,
,235,15103,,0.7943331003189087,,
,235,15103,,,0.7874135375022888,
,,15104,0.001,,,
,,15149,0.001,,,
0.7863672375679016,236,15149,,,,
,236,15167,,0.7942485809326172,,
,236,15167,,,0.7874563932418823,
,,15168,0.001,,,
,,15199,0.001,,,
0.7790513038635254,237,15199,,,,
,237,15231,,0.7943475842475891,,
,237,15231,,,0.7875093817710876,
,,15232,0.001,,,
,,15249,0.001,,,
0.8007750511169434,238,15249,,,,
,238,15295,,0.7942432761192322,,
,238,15295,,,0.7874667048454285,
,,15296,0.001,,,
,,15299,0.001,,,
0.7454055547714233,239,15299,,,,
,,15349,0.001,,,
0.823582112789154,239,15349,,,,
,239,15359,,0.7943038940429688,,
,239,15359,,,0.7873426675796509,
,,15360,0.001,,,
,,15399,0.001,,,
0.7990851998329163,240,15399,,,,
,240,15423,,0.7942292094230652,,
,240,15423,,,0.7874431610107422,
,,15424,0.001,,,
,,15449,0.001,,,
0.7851591110229492,241,15449,,,,
,241,15487,,0.7942710518836975,,
,241,15487,,,0.7874184250831604,
,,15488,0.001,,,
,,15499,0.001,,,
0.7573657631874084,242,15499,,,,
,,15549,0.001,,,
0.8000806570053101,242,15549,,,,
,242,15551,,0.7946858406066895,,
,242,15551,,,0.7876520156860352,
,,15552,0.001,,,
,,15599,0.001,,,
0.8185063600540161,243,15599,,,,
,243,15615,,0.7942447662353516,,
,243,15615,,,0.7874715924263,
,,15616,0.001,,,
,,15649,0.001,,,
0.802016019821167,244,15649,,,,
,244,15679,,0.7942269444465637,,
,244,15679,,,0.7873393297195435,
,,15680,0.001,,,
,,15699,0.001,,,
0.7878164649009705,245,15699,,,,
,245,15743,,0.7942148447036743,,
,245,15743,,,0.7873514890670776,
,,15744,0.001,,,
,,15749,0.001,,,
0.8009694814682007,246,15749,,,,
,,15799,0.001,,,
0.780074954032898,246,15799,,,,
,246,15807,,0.7942318320274353,,
,246,15807,,,0.7872939705848694,
,,15808,0.001,,,
,,15849,0.001,,,
0.7964770793914795,247,15849,,,,
,247,15871,,0.7943314909934998,,
,247,15871,,,0.7874298095703125,
,,15872,0.001,,,
,,15899,0.001,,,
0.7517431378364563,248,15899,,,,
,248,15935,,0.7942305207252502,,
,248,15935,,,0.7874240279197693,
,,15936,0.001,,,
,,15949,0.001,,,
0.7979609370231628,249,15949,,,,
,,15999,0.001,,,
0.818840503692627,249,15999,,,,
,249,15999,,0.7942703366279602,,
,249,15999,,,0.787406325340271,
,,16000,0.001,,,
,,16049,0.001,,,
0.7946420907974243,250,16049,,,,
,250,16063,,0.794228732585907,,
,250,16063,,,0.7873714566230774,
,,16064,0.001,,,
,,16099,0.001,,,
0.7875736951828003,251,16099,,,,
,251,16127,,0.7942371964454651,,
,251,16127,,,0.787369966506958,
,,16128,0.001,,,
,,16149,0.001,,,
0.786363959312439,252,16149,,,,
,252,16191,,0.7942591905593872,,
,252,16191,,,0.7873957753181458,
,,16192,0.001,,,
,,16199,0.001,,,
0.7787353992462158,253,16199,,,,
,,16249,0.001,,,
0.7813799977302551,253,16249,,,,
,253,16255,,0.7942248582839966,,
,253,16255,,,0.7873615622520447,
,,16256,0.001,,,
,,16299,0.001,,,
0.7906697392463684,254,16299,,,,
,254,16319,,0.7942132949829102,,
,254,16319,,,0.7872804403305054,
,,16320,0.001,,,
,,16349,0.001,,,
0.7830836176872253,255,16349,,,,
,255,16383,,0.7942142486572266,,
,255,16383,,,0.7873297929763794,
,,16384,0.001,,,
,,16399,0.001,,,
0.7561386227607727,256,16399,,,,
,256,16447,,0.7942937612533569,,
,256,16447,,,0.7873398065567017,
,,16448,0.001,,,
,,16449,0.001,,,
0.7796833515167236,257,16449,,,,
,,16499,0.001,,,
0.7860391139984131,257,16499,,,,
,257,16511,,0.7945775985717773,,
,257,16511,,,0.788018524646759,
,,16512,0.001,,,
,,16549,0.001,,,
0.7553838491439819,258,16549,,,,
,258,16575,,0.7942094802856445,,
,258,16575,,,0.7874482274055481,
,,16576,0.001,,,
,,16599,0.001,,,
0.7836247682571411,259,16599,,,,
,259,16639,,0.7942098379135132,,
,259,16639,,,0.78727126121521,
,,16640,0.001,,,
,,16649,0.001,,,
0.7648364901542664,260,16649,,,,
,,16699,0.001,,,
0.8016089797019958,260,16699,,,,
,260,16703,,0.7942358255386353,,
,260,16703,,,0.7873408794403076,
,,16704,0.001,,,
,,16749,0.001,,,
0.7925962209701538,261,16749,,,,
,261,16767,,0.7944478988647461,,
,261,16767,,,0.7874196171760559,
,,16768,0.001,,,
,,16799,0.001,,,
0.775017261505127,262,16799,,,,
,262,16831,,0.7942219376564026,,
,262,16831,,,0.78737872838974,
,,16832,0.001,,,
,,16849,0.001,,,
0.7952914237976074,263,16849,,,,
,263,16895,,0.7942917943000793,,
,263,16895,,,0.7873372435569763,
,,16896,0.001,,,
,,16899,0.001,,,
0.7994665503501892,264,16899,,,,
,,16949,0.001,,,
0.7771177291870117,264,16949,,,,
,264,16959,,0.7942591309547424,,
,264,16959,,,0.78755784034729,
,,16960,0.001,,,
,,16999,0.001,,,
0.7886300086975098,265,16999,,,,
,265,17023,,0.7942091822624207,,
,265,17023,,,0.7873018980026245,
,,17024,0.001,,,
,,17049,0.001,,,
0.7859614491462708,266,17049,,,,
,266,17087,,0.7941828966140747,,
,266,17087,,,0.7872920632362366,
,,17088,0.001,,,
,,17099,0.001,,,
0.8037317991256714,267,17099,,,,
,,17149,0.001,,,
0.7863045930862427,267,17149,,,,
,267,17151,,0.794184148311615,,
,267,17151,,,0.7872884273529053,
,,17152,0.001,,,
,,17199,0.001,,,
0.7887004613876343,268,17199,,,,
,268,17215,,0.7942127585411072,,
,268,17215,,,0.7875939607620239,
,,17216,0.001,,,
,,17249,0.001,,,
0.7576394081115723,269,17249,,,,
,269,17279,,0.7942133545875549,,
,269,17279,,,0.7873252034187317,
,,17280,0.001,,,
,,17299,0.001,,,
0.7888317108154297,270,17299,,,,
,270,17343,,0.794355034828186,,
,270,17343,,,0.787641167640686,
,,17344,0.001,,,
,,17349,0.001,,,
0.7962662577629089,271,17349,,,,
,,17399,0.001,,,
0.7696860432624817,271,17399,,,,
,271,17407,,0.7942201495170593,,
,271,17407,,,0.7874239087104797,
,,17408,0.001,,,
,,17449,0.001,,,
0.8067068457603455,272,17449,,,,
,272,17471,,0.7941739559173584,,
,272,17471,,,0.7872984409332275,
,,17472,0.001,,,
,,17499,0.001,,,
0.7887445092201233,273,17499,,,,
,273,17535,,0.7941738367080688,,
,273,17535,,,0.787284791469574,
,,17536,0.001,,,
,,17549,0.001,,,
0.7712748050689697,274,17549,,,,
,,17599,0.001,,,
0.7805017232894897,274,17599,,,,
,274,17599,,0.7941849231719971,,
,274,17599,,,0.7872766256332397,
,,17600,0.001,,,
,,17649,0.001,,,
0.8202435970306396,275,17649,,,,
,275,17663,,0.7941681146621704,,
,275,17663,,,0.7872850298881531,
,,17664,0.001,,,
,,17699,0.001,,,
0.7596964240074158,276,17699,,,,
,276,17727,,0.7941724061965942,,
,276,17727,,,0.7872710227966309,
,,17728,0.001,,,
,,17749,0.001,,,
0.7947601675987244,277,17749,,,,
,277,17791,,0.7944137454032898,,
,277,17791,,,0.7873027324676514,
,,17792,0.001,,,
,,17799,0.001,,,
0.7900028824806213,278,17799,,,,
,,17849,0.001,,,
0.7870832085609436,278,17849,,,,
,278,17855,,0.7941811084747314,,
,278,17855,,,0.7873865962028503,
,,17856,0.001,,,
,,17899,0.001,,,
0.8060562014579773,279,17899,,,,
,279,17919,,0.7943292260169983,,
,279,17919,,,0.7872790098190308,
,,17920,0.001,,,
,,17949,0.001,,,
0.769498884677887,280,17949,,,,
,280,17983,,0.7942490577697754,,
,280,17983,,,0.7874830365180969,
,,17984,0.001,,,
,,17999,0.001,,,
0.7755606174468994,281,17999,,,,
,281,18047,,0.7941628098487854,,
,281,18047,,,0.7873243093490601,
,,18048,0.001,,,
,,18049,0.001,,,
0.7942534685134888,282,18049,,,,
,,18099,0.001,,,
0.7999329566955566,282,18099,,,,
,282,18111,,0.794213056564331,,
,282,18111,,,0.7872931957244873,
,,18112,0.001,,,
,,18149,0.001,,,
0.7878428101539612,283,18149,,,,
,283,18175,,0.7946134805679321,,
,283,18175,,,0.7873707413673401,
,,18176,0.001,,,
,,18199,0.001,,,
0.7760465741157532,284,18199,,,,
,284,18239,,0.7941552400588989,,
,284,18239,,,0.787299633026123,
,,18240,0.001,,,
,,18249,0.001,,,
0.7680615782737732,285,18249,,,,
,,18299,0.001,,,
0.7908734083175659,285,18299,,,,
,285,18303,,0.7941744327545166,,
,285,18303,,,0.7872638702392578,
,,18304,0.001,,,
,,18349,0.001,,,
0.7722467184066772,286,18349,,,,
,286,18367,,0.7942387461662292,,
,286,18367,,,0.7872591018676758,
,,18368,0.001,,,
,,18399,0.001,,,
0.78586745262146,287,18399,,,,
,287,18431,,0.7941796183586121,,
,287,18431,,,0.7873021960258484,
,,18432,0.001,,,
,,18449,0.001,,,
0.7983216643333435,288,18449,,,,
,288,18495,,0.7942478656768799,,
,288,18495,,,0.7872922420501709,
,,18496,0.001,,,
,,18499,0.001,,,
0.799888551235199,289,18499,,,,
,,18549,0.001,,,
0.7724733948707581,289,18549,,,,
,289,18559,,0.7941558361053467,,
,289,18559,,,0.7873323559761047,
,,18560,0.001,,,
,,18599,0.001,,,
0.7825812101364136,290,18599,,,,
,290,18623,,0.7941551804542542,,
,290,18623,,,0.7873309254646301,
,,18624,0.001,,,
,,18649,0.001,,,
0.8041267395019531,291,18649,,,,
,291,18687,,0.7941538095474243,,
,291,18687,,,0.7872708439826965,
,,18688,0.001,,,
,,18699,0.001,,,
0.8087892532348633,292,18699,,,,
,,18749,0.001,,,
0.7971634864807129,292,18749,,,,
,292,18751,,0.7941758632659912,,
,292,18751,,,0.7873092889785767,
,,18752,0.001,,,
,,18799,0.001,,,
0.7618383169174194,293,18799,,,,
,293,18815,,0.7945190668106079,,
,293,18815,,,0.7874220013618469,
,,18816,0.001,,,
,,18849,0.001,,,
0.7652415037155151,294,18849,,,,
,294,18879,,0.7942617535591125,,
,294,18879,,,0.787559449672699,
,,18880,0.001,,,
,,18899,0.001,,,
0.7633545994758606,295,18899,,,,
,295,18943,,0.7942177057266235,,
,295,18943,,,0.7872505784034729,
,,18944,0.001,,,
,,18949,0.001,,,
0.8114349842071533,296,18949,,,,
,,18999,0.001,,,
0.7798183560371399,296,18999,,,,
,296,19007,,0.7943000197410583,,
,296,19007,,,0.7874037623405457,
,,19008,0.001,,,
,,19049,0.001,,,
0.7915984392166138,297,19049,,,,
,297,19071,,0.7941820621490479,,
,297,19071,,,0.7873414158821106,
,,19072,0.001,,,
,,19099,0.001,,,
0.7781551480293274,298,19099,,,,
,298,19135,,0.7941656112670898,,
,298,19135,,,0.7872711420059204,
,,19136,0.001,,,
,,19149,0.001,,,
0.7874795794487,299,19149,,,,
,,19199,0.001,,,
0.8014310598373413,299,19199,,,,
,299,19199,,0.7941309213638306,,
,299,19199,,,0.7872357964515686,
,,19200,0.001,,,
,,19249,0.001,,,
0.7677056193351746,300,19249,,,,
,300,19263,,0.7942249178886414,,
,300,19263,,,0.7872313261032104,
,,19264,0.001,,,
,,19299,0.001,,,
0.7655270099639893,301,19299,,,,
,301,19327,,0.7944288849830627,,
,301,19327,,,0.7874611616134644,
,,19328,0.001,,,
,,19349,0.001,,,
0.8141006231307983,302,19349,,,,
,302,19391,,0.794154167175293,,
,302,19391,,,0.7873185873031616,
,,19392,0.001,,,
,,19399,0.001,,,
0.7773986458778381,303,19399,,,,
,,19449,0.001,,,
0.8127408027648926,303,19449,,,,
,303,19455,,0.794296145439148,,
,303,19455,,,0.7872846126556396,
,,19456,0.001,,,
,,19499,0.001,,,
0.7815597057342529,304,19499,,,,
,304,19519,,0.7942174673080444,,
,304,19519,,,0.7873721718788147,
,,19520,0.001,,,
,,19549,0.001,,,
0.7805769443511963,305,19549,,,,
,305,19583,,0.7942072153091431,,
,305,19583,,,0.7872968316078186,
,,19584,0.001,,,
,,19599,0.001,,,
0.7866420149803162,306,19599,,,,
,306,19647,,0.7941373586654663,,
,306,19647,,,0.7873085737228394,
,,19648,0.001,,,
,,19649,0.001,,,
0.8122715353965759,307,19649,,,,
,,19699,0.001,,,
0.7860756516456604,307,19699,,,,
,307,19711,,0.7941362857818604,,
,307,19711,,,0.7872248888015747,
,,19712,0.001,,,
,,19749,0.001,,,
0.7832679748535156,308,19749,,,,
,308,19775,,0.7942310571670532,,
,308,19775,,,0.7872951626777649,
,,19776,0.001,,,
,,19799,0.001,,,
0.7466395497322083,309,19799,,,,
,309,19839,,0.7942409515380859,,
,309,19839,,,0.7872751355171204,
,,19840,0.001,,,
,,19849,0.001,,,
0.7662143111228943,310,19849,,,,
,,19899,0.001,,,
0.772100031375885,310,19899,,,,
,310,19903,,0.7941191792488098,,
,310,19903,,,0.7873375415802002,
,,19904,0.001,,,
,,19949,0.001,,,
0.7948210835456848,311,19949,,,,
,311,19967,,0.794138491153717,,
,311,19967,,,0.787222683429718,
,,19968,0.001,,,
,,19999,0.001,,,
0.7674659490585327,312,19999,,,,
,312,20031,,0.7941655516624451,,
,312,20031,,,0.7872465252876282,
,,20032,0.001,,,
,,20049,0.001,,,
0.7920311689376831,313,20049,,,,
,313,20095,,0.7941599488258362,,
,313,20095,,,0.7872329950332642,
,,20096,0.001,,,
,,20099,0.001,,,
0.7714608311653137,314,20099,,,,
,,20149,0.001,,,
0.7871798872947693,314,20149,,,,
,314,20159,,0.7941664457321167,,
,314,20159,,,0.7874366044998169,
,,20160,0.001,,,
,,20199,0.001,,,
0.7783685326576233,315,20199,,,,
,315,20223,,0.7941306829452515,,
,315,20223,,,0.7873083353042603,
,,20224,0.001,,,
,,20249,0.001,,,
0.7922961711883545,316,20249,,,,
,316,20287,,0.7941259145736694,,
,316,20287,,,0.7872528433799744,
,,20288,0.001,,,
,,20299,0.001,,,
0.8042277693748474,317,20299,,,,
,,20349,0.001,,,
0.7875087261199951,317,20349,,,,
,317,20351,,0.794192910194397,,
,317,20351,,,0.7872310280799866,
,,20352,0.001,,,
,,20399,0.001,,,
0.8013300895690918,318,20399,,,,
,318,20415,,0.7941322326660156,,
,318,20415,,,0.7872412800788879,
,,20416,0.001,,,
,,20449,0.001,,,
0.8150812983512878,319,20449,,,,
,319,20479,,0.7941154837608337,,
,319,20479,,,0.7872447371482849,
,,20480,0.001,,,
,,20499,0.001,,,
0.8071280121803284,320,20499,,,,
,320,20543,,0.7941452860832214,,
,320,20543,,,0.7872242331504822,
,,20544,0.001,,,
,,20549,0.001,,,
0.7678661346435547,321,20549,,,,
,,20599,0.001,,,
0.7926021814346313,321,20599,,,,
,321,20607,,0.7942052483558655,,
,321,20607,,,0.7872731685638428,
,,20608,0.001,,,
,,20649,0.001,,,
0.7842150926589966,322,20649,,,,
,322,20671,,0.7943148016929626,,
,322,20671,,,0.7872608304023743,
,,20672,0.001,,,
,,20699,0.001,,,
0.79600590467453,323,20699,,,,
,323,20735,,0.7942066192626953,,
,323,20735,,,0.78745037317276,
,,20736,0.001,,,
,,20749,0.001,,,
0.7922692894935608,324,20749,,,,
