train_loss_step,step,lr-Adam,epoch,val_loss,train_loss_epoch,test_loss
,2815,,43,0.7943315505981445,,
,2815,,43,,0.7875009775161743,
,2816,0.001,,,,
,2849,0.001,,,,
0.7978366017341614,2849,,44,,,
,2879,,44,0.7943450808525085,,
,2879,,44,,0.7874777913093567,
,2880,0.001,,,,
,2899,0.001,,,,
0.7615172863006592,2899,,45,,,
,2943,,45,0.7943732738494873,,
,2943,,45,,0.787523627281189,
,2944,0.001,,,,
,2949,0.001,,,,
0.7821198105812073,2949,,46,,,
,2999,0.001,,,,
0.7730090022087097,2999,,46,,,
,3007,,46,0.7943534255027771,,
,3007,,46,,0.7874715924263,
,3008,0.001,,,,
,3049,0.001,,,,
0.8194030523300171,3049,,47,,,
,3071,,47,0.7943680286407471,,
,3071,,47,,0.787589967250824,
,3072,0.001,,,,
,3099,0.001,,,,
0.7875655889511108,3099,,48,,,
,3135,,48,0.7944031953811646,,
,3135,,48,,0.7874489426612854,
,3136,0.001,,,,
,3149,0.001,,,,
0.796474277973175,3149,,49,,,
,3199,0.001,,,,
0.7588526606559753,3199,,49,,,
,3199,,49,0.7944052815437317,,
,3199,,49,,0.7874827980995178,
,3200,0.001,,,,
,3249,0.001,,,,
0.7851099371910095,3249,,50,,,
,3263,,50,0.7942403554916382,,
,3263,,50,,0.7874720096588135,
,3264,0.001,,,,
,3299,0.001,,,,
0.7719132304191589,3299,,51,,,
,3327,,51,0.794287919998169,,
,3327,,51,,0.7873620986938477,
,3328,0.001,,,,
,3349,0.001,,,,
0.7701054811477661,3349,,52,,,
,3391,,52,0.7945758104324341,,
,3391,,52,,0.7875391244888306,
,3392,0.001,,,,
,3399,0.001,,,,
0.7935656905174255,3399,,53,,,
,3449,0.001,,,,
0.818157970905304,3449,,53,,,
,3455,,53,0.7942184209823608,,
,3455,,53,,0.7875537276268005,
,3456,0.001,,,,
,3499,0.001,,,,
0.8025445342063904,3499,,54,,,
,3519,,54,0.7943111062049866,,
,3519,,54,,0.7873801589012146,
,3520,0.001,,,,
,3549,0.001,,,,
0.7815379500389099,3549,,55,,,
,3583,,55,0.794215202331543,,
,3583,,55,,0.7873600125312805,
,3584,0.001,,,,
,3599,0.001,,,,
0.803027868270874,3599,,56,,,
,3647,,56,0.7941946387290955,,
,3647,,56,,0.7873463034629822,
,3648,0.001,,,,
,3649,0.001,,,,
0.7721133232116699,3649,,57,,,
,3699,0.001,,,,
0.8024128079414368,3699,,57,,,
,3711,,57,0.7942759394645691,,
,3711,,57,,0.787519097328186,
,3712,0.001,,,,
,3749,0.001,,,,
0.7769824862480164,3749,,58,,,
,3775,,58,0.7942488789558411,,
,3775,,58,,0.7873475551605225,
,3776,0.001,,,,
,3799,0.001,,,,
0.7827880382537842,3799,,59,,,
,3839,,59,0.7941790223121643,,
,3839,,59,,0.7873421907424927,
,3840,0.001,,,,
,3849,0.001,,,,
0.7882697582244873,3849,,60,,,
,3899,0.001,,,,
0.7922200560569763,3899,,60,,,
,3903,,60,0.7941758036613464,,
,3903,,60,,0.7873345017433167,
,3904,0.001,,,,
,3949,0.001,,,,
0.7507473826408386,3949,,61,,,
,3967,,61,0.7942638397216797,,
,3967,,61,,0.7872946858406067,
,3968,0.001,,,,
,3999,0.001,,,,
0.8144599199295044,3999,,62,,,
,4031,,62,0.7942063212394714,,
,4031,,62,,0.7873530983924866,
,4032,0.001,,,,
,4049,0.001,,,,
0.8082646727561951,4049,,63,,,
,4095,,63,0.7941272258758545,,
,4095,,63,,0.7873142957687378,
,4096,0.001,,,,
,4099,0.001,,,,
0.7809238433837891,4099,,64,,,
,4149,0.001,,,,
0.7982706427574158,4149,,64,,,
,4159,,64,0.7941223382949829,,
,4159,,64,,0.7872565984725952,
,4160,0.001,,,,
,4199,0.001,,,,
0.8238998055458069,4199,,65,,,
,4223,,65,0.7946077585220337,,
,4223,,65,,0.7876250743865967,
,4224,0.001,,,,
,4249,0.001,,,,
0.7911146879196167,4249,,66,,,
,4287,,66,0.7941056489944458,,
,4287,,66,,0.7873433828353882,
,4288,0.001,,,,
,4299,0.001,,,,
0.7835981845855713,4299,,67,,,
,4349,0.001,,,,
0.774232804775238,4349,,67,,,
,4351,,67,0.7941297292709351,,
,4351,,67,,0.7872174382209778,
,4352,0.001,,,,
,4399,0.001,,,,
0.8019014000892639,4399,,68,,,
,4415,,68,0.7941974997520447,,
,4415,,68,,0.7872089743614197,
,4416,0.001,,,,
,4449,0.001,,,,
0.7746759057044983,4449,,69,,,
,4479,,69,0.794204831123352,,
,4479,,69,,0.7872756719589233,
,4480,0.001,,,,
,4499,0.001,,,,
0.7878000736236572,4499,,70,,,
,4543,,70,0.7940595149993896,,
,4543,,70,,0.7872543334960938,
,4544,0.001,,,,
,4549,0.001,,,,
0.7703779339790344,4549,,71,,,
,4599,0.001,,,,
0.7683072686195374,4599,,71,,,
,4607,,71,0.7943058013916016,,
,4607,,71,,0.7871847152709961,
,4608,0.001,,,,
,4649,0.001,,,,
0.7796385288238525,4649,,72,,,
,4671,,72,0.7941035032272339,,
,4671,,72,,0.7872788310050964,
,4672,0.001,,,,
,4699,0.001,,,,
0.7785834670066833,4699,,73,,,
,4735,,73,0.7940415143966675,,
,4735,,73,,0.787181556224823,
,4736,0.001,,,,
,4749,0.001,,,,
0.8022164702415466,4749,,74,,,
,4799,0.001,,,,
0.7414677143096924,4799,,74,,,
,4799,,74,0.7940701842308044,,
,4799,,74,,0.7871506214141846,
,4800,0.001,,,,
,4849,0.001,,,,
0.7825457453727722,4849,,75,,,
,4863,,75,0.7941035032272339,,
,4863,,75,,0.7871744632720947,
,4864,0.001,,,,
,4899,0.001,,,,
0.7839964628219604,4899,,76,,,
,4927,,76,0.7940686345100403,,
,4927,,76,,0.7872325778007507,
,4928,0.001,,,,
,4949,0.001,,,,
0.7923102974891663,4949,,77,,,
,4991,,77,0.7940438985824585,,
,4991,,77,,0.7872028946876526,
,4992,0.001,,,,
,4999,0.001,,,,
0.7570177316665649,4999,,78,,,
,5049,0.001,,,,
0.7874302864074707,5049,,78,,,
,5055,,78,0.7941155433654785,,
,5055,,78,,0.7872381210327148,
,5056,0.001,,,,
,5099,0.001,,,,
0.7913028597831726,5099,,79,,,
,5119,,79,0.7940143942832947,,
,5119,,79,,0.7871874570846558,
,5120,0.001,,,,
,5149,0.001,,,,
0.792113721370697,5149,,80,,,
,5183,,80,0.7943962216377258,,
,5183,,80,,0.787230372428894,
,5184,0.001,,,,
,5199,0.001,,,,
0.7611727714538574,5199,,81,,,
,5247,,81,0.7940479516983032,,
,5247,,81,,0.7872285842895508,
,5248,0.001,,,,
,5249,0.001,,,,
0.8039690256118774,5249,,82,,,
,5299,0.001,,,,
0.7921886444091797,5299,,82,,,
,5311,,82,0.7939673066139221,,
,5311,,82,,0.7871455550193787,
,5312,0.001,,,,
,5349,0.001,,,,
0.7926828861236572,5349,,83,,,
,5375,,83,0.7939654588699341,,
,5375,,83,,0.7871366739273071,
,5376,0.001,,,,
,5399,0.001,,,,
0.8100338578224182,5399,,84,,,
,5439,,84,0.7939792275428772,,
,5439,,84,,0.7871167659759521,
,5440,0.001,,,,
,5449,0.001,,,,
0.7715712785720825,5449,,85,,,
,5499,0.001,,,,
0.7746495008468628,5499,,85,,,
,5503,,85,0.794019341468811,,
,5503,,85,,0.7870789766311646,
,5504,0.001,,,,
,5549,0.001,,,,
0.7662203907966614,5549,,86,,,
,5567,,86,0.794039785861969,,
,5567,,86,,0.7874138951301575,
,5568,0.001,,,,
,5599,0.001,,,,
0.791843056678772,5599,,87,,,
,5631,,87,0.7939674854278564,,
,5631,,87,,0.7870920896530151,
,5632,0.001,,,,
,5649,0.001,,,,
0.7582086324691772,5649,,88,,,
,5695,,88,0.7940205931663513,,
,5695,,88,,0.7873511910438538,
,5696,0.001,,,,
,5699,0.001,,,,
0.781186580657959,5699,,89,,,
,5749,0.001,,,,
0.7783974409103394,5749,,89,,,
,5759,,89,0.7939351797103882,,
,5759,,89,,0.7870846390724182,
,5760,0.001,,,,
,5799,0.001,,,,
0.7431801557540894,5799,,90,,,
,5823,,90,0.7943651080131531,,
,5823,,90,,0.7871293425559998,
,5824,0.001,,,,
,5849,0.001,,,,
0.7995173931121826,5849,,91,,,
,5887,,91,0.7939528822898865,,
,5887,,91,,0.7871065735816956,
,5888,0.001,,,,
,5899,0.001,,,,
0.8070374131202698,5899,,92,,,
,5949,0.001,,,,
0.7628236413002014,5949,,92,,,
,5951,,92,0.7939193248748779,,
,5951,,92,,0.7870542407035828,
,5952,0.001,,,,
,5999,0.001,,,,
0.7913575172424316,5999,,93,,,
,6015,,93,0.7940220236778259,,
,6015,,93,,0.7871052622795105,
,6016,0.001,,,,
,6049,0.001,,,,
0.8196119666099548,6049,,94,,,
,6079,,94,0.7939263582229614,,
,6079,,94,,0.7870759963989258,
,6080,0.001,,,,
,6099,0.001,,,,
0.7684631943702698,6099,,95,,,
,6143,,95,0.793931245803833,,
,6143,,95,,0.7871389985084534,
,6144,0.001,,,,
,6149,0.001,,,,
0.7672520279884338,6149,,96,,,
,6199,0.001,,,,
0.7999573349952698,6199,,96,,,
,6207,,96,0.7940146923065186,,
,6207,,96,,0.7870988845825195,
,6208,0.001,,,,
,6249,0.001,,,,
0.790518045425415,6249,,97,,,
,6271,,97,0.7939029335975647,,
,6271,,97,,0.787027895450592,
,6272,0.001,,,,
,6299,0.001,,,,
0.7782939076423645,6299,,98,,,
,6335,,98,0.7939768433570862,,
,6335,,98,,0.7870696187019348,
,6336,0.001,,,,
,6349,0.001,,,,
0.7866218686103821,6349,,99,,,
,6399,0.001,,,,
0.7834275364875793,6399,,99,,,
,6399,,99,0.7939247488975525,,
,6399,,99,,0.7872154712677002,
,6400,0.001,,,,
,6449,0.001,,,,
0.7915706038475037,6449,,100,,,
,6463,,100,0.7939252257347107,,
,6463,,100,,0.7869982719421387,
,6464,0.001,,,,
,6499,0.001,,,,
0.7839612364768982,6499,,101,,,
,6527,,101,0.7939024567604065,,
,6527,,101,,0.7870433330535889,
,6528,0.001,,,,
,6549,0.001,,,,
0.8104661107063293,6549,,102,,,
,6591,,102,0.7938786149024963,,
,6591,,102,,0.7869910001754761,
,6592,0.001,,,,
,6599,0.001,,,,
0.8070682883262634,6599,,103,,,
,6649,0.001,,,,
0.7948192954063416,6649,,103,,,
,6655,,103,0.7939267754554749,,
,6655,,103,,0.7871342301368713,
,6656,0.001,,,,
,6699,0.001,,,,
0.7573609948158264,6699,,104,,,
,6719,,104,0.794013261795044,,
,6719,,104,,0.7872107625007629,
,6720,0.001,,,,
,6749,0.001,,,,
0.7809919118881226,6749,,105,,,
,6783,,105,0.7938677072525024,,
,6783,,105,,0.7871188521385193,
,6784,0.001,,,,
,6799,0.001,,,,
0.7948657274246216,6799,,106,,,
,6847,,106,0.7938770055770874,,
,6847,,106,,0.7869876623153687,
,6848,0.001,,,,
,6849,0.001,,,,
0.8017063736915588,6849,,107,,,
,6899,0.001,,,,
0.7831829190254211,6899,,107,,,
,6911,,107,0.7939964532852173,,
,6911,,107,,0.7870590090751648,
,6912,0.001,,,,
,6949,0.001,,,,
0.788087010383606,6949,,108,,,
,6975,,108,0.7938776016235352,,
,6975,,108,,0.7869690656661987,
,6976,0.001,,,,
,6999,0.001,,,,
0.7775469422340393,6999,,109,,,
,7039,,109,0.793839693069458,,
,7039,,109,,0.7869829535484314,
,7040,0.001,,,,
,7049,0.001,,,,
0.8023806214332581,7049,,110,,,
,7099,0.001,,,,
0.7813194990158081,7099,,110,,,
,7103,,110,0.7940329313278198,,
,7103,,110,,0.7870429754257202,
,7104,0.001,,,,
,7149,0.001,,,,
0.7890592217445374,7149,,111,,,
,7167,,111,0.7939741015434265,,
,7167,,111,,0.7871338725090027,
,7168,0.001,,,,
,7199,0.001,,,,
0.7814213633537292,7199,,112,,,
,7231,,112,0.7939656376838684,,
,7231,,112,,0.7872337102890015,
,7232,0.001,,,,
,7249,0.001,,,,
0.8002538681030273,7249,,113,,,
,7295,,113,0.7938422560691833,,
,7295,,113,,0.787006676197052,
,7296,0.001,,,,
,7299,0.001,,,,
0.7872622609138489,7299,,114,,,
,7349,0.001,,,,
0.766425371170044,7349,,114,,,
,7359,,114,0.7939114570617676,,
,7359,,114,,0.7869549989700317,
,7360,0.001,,,,
,7399,0.001,,,,
0.7933905720710754,7399,,115,,,
,7423,,115,0.7938917875289917,,
,7423,,115,,0.7871050238609314,
,7424,0.001,,,,
,7449,0.001,,,,
0.774974524974823,7449,,116,,,
,7487,,116,0.7938627004623413,,
,7487,,116,,0.7869828939437866,
,7488,0.001,,,,
,7499,0.001,,,,
0.7356829643249512,7499,,117,,,
,7549,0.001,,,,
0.7662404179573059,7549,,117,,,
,7551,,117,0.7938453555107117,,
,7551,,117,,0.7869482636451721,
,7552,0.001,,,,
,7599,0.001,,,,
0.7659817337989807,7599,,118,,,
,7615,,118,0.7938414216041565,,
,7615,,118,,0.7869610786437988,
,7616,0.001,,,,
,7649,0.001,,,,
0.7686375379562378,7649,,119,,,
,7679,,119,0.7938339710235596,,
,7679,,119,,0.7869834303855896,
,7680,0.001,,,,
,7699,0.001,,,,
0.8065690398216248,7699,,120,,,
,7743,,120,0.7938352823257446,,
,7743,,120,,0.7869178056716919,
,7744,0.001,,,,
,7749,0.001,,,,
0.7843224406242371,7749,,121,,,
,7799,0.001,,,,
0.8170588612556458,7799,,121,,,
,7807,,121,0.7947351336479187,,
,7807,,121,,0.7869741320610046,
,7808,0.001,,,,
,7849,0.001,,,,
0.7970229983329773,7849,,122,,,
,7871,,122,0.793814480304718,,
,7871,,122,,0.7871958613395691,
,7872,0.001,,,,
,7899,0.001,,,,
0.7689423561096191,7899,,123,,,
,7935,,123,0.793822705745697,,
,7935,,123,,0.7869158387184143,
,7936,0.001,,,,
,7949,0.001,,,,
0.7827106714248657,7949,,124,,,
,7999,0.001,,,,
0.7658455967903137,7999,,124,,,
,7999,,124,0.793900728225708,,
,7999,,124,,0.7869985103607178,
,8000,0.001,,,,
,8049,0.001,,,,
0.8232341408729553,8049,,125,,,
,8063,,125,0.7939205169677734,,
,8063,,125,,0.7870182991027832,
,8064,0.001,,,,
,8099,0.001,,,,
0.803634524345398,8099,,126,,,
,8127,,126,0.7937971949577332,,
,8127,,126,,0.7870008945465088,
,8128,0.001,,,,
,8149,0.001,,,,
0.8014494776725769,8149,,127,,,
,8191,,127,0.7937943339347839,,
,8191,,127,,0.7869308590888977,
,8192,0.001,,,,
,8199,0.001,,,,
0.7769109010696411,8199,,128,,,
,8249,0.001,,,,
0.7742342352867126,8249,,128,,,
,8255,,128,0.7939172983169556,,
,8255,,128,,0.7868978381156921,
,8256,0.001,,,,
,8299,0.001,,,,
0.7985190749168396,8299,,129,,,
,8319,,129,0.7937944531440735,,
,8319,,129,,0.7869062423706055,
,8320,0.001,,,,
,8349,0.001,,,,
0.8120980858802795,8349,,130,,,
,8383,,130,0.7938011884689331,,
,8383,,130,,0.7869157195091248,
,8384,0.001,,,,
,8399,0.001,,,,
0.7699732184410095,8399,,131,,,
,8447,,131,0.7938380837440491,,
,8447,,131,,0.7869207859039307,
,8448,0.001,,,,
,8449,0.001,,,,
0.770622968673706,8449,,132,,,
,8499,0.001,,,,
0.8059245347976685,8499,,132,,,
,8511,,132,0.7939670085906982,,
,8511,,132,,0.7870195508003235,
,8512,0.001,,,,
,8549,0.001,,,,
0.761550784111023,8549,,133,,,
,8575,,133,0.7938138246536255,,
,8575,,133,,0.7869848608970642,
,8576,0.001,,,,
,8599,0.001,,,,
0.7823720574378967,8599,,134,,,
,8639,,134,0.7937821745872498,,
,8639,,134,,0.7868973016738892,
,8640,0.001,,,,
,8649,0.001,,,,
0.7732789516448975,8649,,135,,,
,8699,0.001,,,,
0.8036884069442749,8699,,135,,,
,8703,,135,0.793808102607727,,
,8703,,135,,0.7869121432304382,
,8704,0.001,,,,
,8749,0.001,,,,
0.8034831881523132,8749,,136,,,
,8767,,136,0.7938178777694702,,
,8767,,136,,0.7869513630867004,
,8768,0.001,,,,
,8799,0.001,,,,
0.7960943579673767,8799,,137,,,
,8831,,137,0.7938315868377686,,
,8831,,137,,0.7868819832801819,
,8832,0.001,,,,
,8849,0.001,,,,
0.7837956547737122,8849,,138,,,
,8895,,138,0.7937995195388794,,
,8895,,138,,0.7868923544883728,
,8896,0.001,,,,
,8899,0.001,,,,
0.7737972140312195,8899,,139,,,
,8949,0.001,,,,
0.776536226272583,8949,,139,,,
,8959,,139,0.7937703728675842,,
,8959,,139,,0.7869893312454224,
,8960,0.001,,,,
,8999,0.001,,,,
0.7778535485267639,8999,,140,,,
,9023,,140,0.7938222289085388,,
,9023,,140,,0.7869431972503662,
,9024,0.001,,,,
,9049,0.001,,,,
0.7638687491416931,9049,,141,,,
,9087,,141,0.7938445210456848,,
,9087,,141,,0.786973237991333,
,9088,0.001,,,,
,9099,0.001,,,,
0.7853308320045471,9099,,142,,,
,9149,0.001,,,,
0.7897084951400757,9149,,142,,,
,9151,,142,0.7937954664230347,,
,9151,,142,,0.7868664264678955,
,9152,0.001,,,,
,9199,0.001,,,,
0.7634546160697937,9199,,143,,,
,9215,,143,0.7937634587287903,,
,9215,,143,,0.7869042754173279,
,9216,0.001,,,,
,9249,0.001,,,,
0.8020234107971191,9249,,144,,,
,9279,,144,0.7937973141670227,,
,9279,,144,,0.7869136333465576,
,9280,0.001,,,,
,9299,0.001,,,,
0.7543646097183228,9299,,145,,,
,9343,,145,0.7937764525413513,,
,9343,,145,,0.7869269847869873,
,9344,0.001,,,,
,9349,0.001,,,,
0.7703660130500793,9349,,146,,,
,9399,0.001,,,,
0.7866225242614746,9399,,146,,,
,9407,,146,0.7937886714935303,,
,9407,,146,,0.7869691252708435,
,9408,0.001,,,,
,9449,0.001,,,,
0.7898436188697815,9449,,147,,,
,9471,,147,0.7937444448471069,,
,9471,,147,,0.7868468165397644,
,9472,0.001,,,,
,9499,0.001,,,,
0.7634069919586182,9499,,148,,,
,9535,,148,0.7937679290771484,,
,9535,,148,,0.7867981195449829,
,9536,0.001,,,,
,9549,0.001,,,,
0.7993043065071106,9549,,149,,,
,9599,0.001,,,,
0.7995575070381165,9599,,149,,,
,9599,,149,0.7938240766525269,,
,9599,,149,,0.7868592143058777,
,9600,0.001,,,,
,9649,0.001,,,,
0.7797219753265381,9649,,150,,,
,9663,,150,0.7938923835754395,,
,9663,,150,,0.7870951890945435,
,9664,0.001,,,,
,9699,0.001,,,,
0.7868538498878479,9699,,151,,,
,9727,,151,0.7937588095664978,,
,9727,,151,,0.7868878841400146,
,9728,0.001,,,,
,9749,0.001,,,,
0.7950496077537537,9749,,152,,,
,9791,,152,0.7937473058700562,,
,9791,,152,,0.7868842482566833,
,9792,0.001,,,,
,9799,0.001,,,,
0.7838674783706665,9799,,153,,,
,9849,0.001,,,,
0.7784455418586731,9849,,153,,,
,9855,,153,0.7937505841255188,,
,9855,,153,,0.7868854403495789,
,9856,0.001,,,,
,9899,0.001,,,,
0.7596911191940308,9899,,154,,,
,9919,,154,0.7937555909156799,,
,9919,,154,,0.7868512868881226,
,9920,0.001,,,,
,9949,0.001,,,,
0.7951169013977051,9949,,155,,,
,9983,,155,0.7938411831855774,,
,9983,,155,,0.7870972156524658,
,9984,0.001,,,,
,9999,0.001,,,,
0.7804021239280701,9999,,156,,,
,10047,,156,0.7937522530555725,,
,10047,,156,,0.7869312167167664,
,10048,0.001,,,,
,10049,0.001,,,,
0.7845848798751831,10049,,157,,,
,10099,0.001,,,,
0.7809213995933533,10099,,157,,,
,10111,,157,0.7937232255935669,,
,10111,,157,,0.7868782877922058,
,10112,0.001,,,,
,10149,0.001,,,,
0.7836555242538452,10149,,158,,,
,10175,,158,0.7937148213386536,,
,10175,,158,,0.7868602275848389,
,10176,0.001,,,,
,10199,0.001,,,,
0.7901915907859802,10199,,159,,,
,10239,,159,0.7937526106834412,,
,10239,,159,,0.7868485450744629,
,10240,0.001,,,,
,10249,0.001,,,,
0.7712786197662354,10249,,160,,,
,10299,0.001,,,,
0.7875665426254272,10299,,160,,,
,10303,,160,0.7938399910926819,,
,10303,,160,,0.7869031429290771,
,10304,0.001,,,,
,10349,0.001,,,,
0.785216748714447,10349,,161,,,
,10367,,161,0.7937760353088379,,
,10367,,161,,0.7869057655334473,
,10368,0.001,,,,
,10399,0.001,,,,
0.7844475507736206,10399,,162,,,
,10431,,162,0.7937353849411011,,
