train_loss_step,lr-Adam,epoch,step,val_loss,train_loss_epoch,test_loss
,,161,10367,0.796692430973053,,
,,161,10367,,0.7898879051208496,
,0.001,,10368,,,
,0.001,,10399,,,
0.7778979539871216,,162,10399,,,
,,162,10431,0.7966079115867615,,
,,162,10431,,0.7899147272109985,
,0.001,,10432,,,
,0.001,,10449,,,
0.7952598333358765,,163,10449,,,
,,163,10495,0.7965993285179138,,
,,163,10495,,0.7898781895637512,
,0.001,,10496,,,
,0.001,,10499,,,
0.768732488155365,,164,10499,,,
,0.001,,10549,,,
0.7902947068214417,,164,10549,,,
,,164,10559,0.7965807318687439,,
,,164,10559,,0.7898820042610168,
,0.001,,10560,,,
,0.001,,10599,,,
0.7874583005905151,,165,10599,,,
,,165,10623,0.7967925667762756,,
,,165,10623,,0.7900934815406799,
,0.001,,10624,,,
,0.001,,10649,,,
0.7822518944740295,,166,10649,,,
,,166,10687,0.7970666885375977,,
,,166,10687,,0.7899127006530762,
,0.001,,10688,,,
,0.001,,10699,,,
0.7569952011108398,,167,10699,,,
,0.001,,10749,,,
0.7862423062324524,,167,10749,,,
,,167,10751,0.79665607213974,,
,,167,10751,,0.7902339100837708,
,0.001,,10752,,,
,0.001,,10799,,,
0.7766677141189575,,168,10799,,,
,,168,10815,0.7966659069061279,,
,,168,10815,,0.7899323105812073,
,0.001,,10816,,,
,0.001,,10849,,,
0.7826910018920898,,169,10849,,,
,,169,10879,0.7966558933258057,,
,,169,10879,,0.7898797988891602,
,0.001,,10880,,,
,0.001,,10899,,,
0.8190252780914307,,170,10899,,,
,,170,10943,0.7968780994415283,,
,,170,10943,,0.7899820804595947,
,0.001,,10944,,,
,0.001,,10949,,,
0.7889994382858276,,171,10949,,,
,0.001,,10999,,,
0.7791845202445984,,171,10999,,,
,,171,11007,0.7966917157173157,,
,,171,11007,,0.7898684144020081,
,0.001,,11008,,,
,0.001,,11049,,,
0.810892641544342,,172,11049,,,
,,172,11071,0.7968938946723938,,
,,172,11071,,0.7906399965286255,
,0.001,,11072,,,
,0.001,,11099,,,
0.7852770686149597,,173,11099,,,
,,173,11135,0.7966844439506531,,
,,173,11135,,0.7899201512336731,
,0.001,,11136,,,
,0.001,,11149,,,
0.804698646068573,,174,11149,,,
,0.001,,11199,,,
0.7788450121879578,,174,11199,,,
,,174,11199,0.7966904640197754,,
,,174,11199,,0.7899841666221619,
,0.001,,11200,,,
,0.001,,11249,,,
0.774368405342102,,175,11249,,,
,,175,11263,0.7965684533119202,,
,,175,11263,,0.7898268103599548,
,0.001,,11264,,,
,0.001,,11299,,,
0.798945426940918,,176,11299,,,
,,176,11327,0.7965202927589417,,
,,176,11327,,0.7897481918334961,
,0.001,,11328,,,
,0.001,,11349,,,
0.7695770263671875,,177,11349,,,
,,177,11391,0.7965033650398254,,
,,177,11391,,0.7897562980651855,
,0.001,,11392,,,
,0.001,,11399,,,
0.7569254636764526,,178,11399,,,
,0.001,,11449,,,
0.7598336338996887,,178,11449,,,
,,178,11455,0.7965847849845886,,
,,178,11455,,0.7898757457733154,
,0.001,,11456,,,
,0.001,,11499,,,
0.7505801320075989,,179,11499,,,
,,179,11519,0.7965893745422363,,
,,179,11519,,0.7898205518722534,
,0.001,,11520,,,
,0.001,,11549,,,
0.7752573490142822,,180,11549,,,
,,180,11583,0.7981780767440796,,
,,180,11583,,0.7902209758758545,
,0.001,,11584,,,
,0.001,,11599,,,
0.7701194286346436,,181,11599,,,
,,181,11647,0.796576976776123,,
,,181,11647,,0.7902323007583618,
,0.001,,11648,,,
,0.001,,11649,,,
0.7825829982757568,,182,11649,,,
,0.001,,11699,,,
0.8005473017692566,,182,11699,,,
,,182,11711,0.7965653538703918,,
,,182,11711,,0.7897614240646362,
,0.001,,11712,,,
,0.001,,11749,,,
0.798369824886322,,183,11749,,,
,,183,11775,0.7964845895767212,,
,,183,11775,,0.7897523641586304,
,0.001,,11776,,,
,0.001,,11799,,,
0.804385781288147,,184,11799,,,
,,184,11839,0.7965843677520752,,
,,184,11839,,0.7898472547531128,
,0.001,,11840,,,
,0.001,,11849,,,
0.7865182161331177,,185,11849,,,
,0.001,,11899,,,
0.7779428362846375,,185,11899,,,
,,185,11903,0.7965047955513,,
,,185,11903,,0.7898451685905457,
,0.001,,11904,,,
,0.001,,11949,,,
0.7899977564811707,,186,11949,,,
,,186,11967,0.7971131801605225,,
,,186,11967,,0.7898622155189514,
,0.001,,11968,,,
,0.001,,11999,,,
0.788381040096283,,187,11999,,,
,,187,12031,0.7965267896652222,,
,,187,12031,,0.7900317311286926,
,0.001,,12032,,,
,0.001,,12049,,,
0.7963936924934387,,188,12049,,,
,,188,12095,0.7966565489768982,,
,,188,12095,,0.7898250818252563,
,0.001,,12096,,,
,0.001,,12099,,,
0.7830815315246582,,189,12099,,,
,0.001,,12149,,,
0.7969996333122253,,189,12149,,,
,,189,12159,0.7965449094772339,,
,,189,12159,,0.7897457480430603,
,0.001,,12160,,,
,0.001,,12199,,,
0.7909271121025085,,190,12199,,,
,,190,12223,0.796623706817627,,
,,190,12223,,0.7899242639541626,
,0.001,,12224,,,
,0.001,,12249,,,
0.8120397329330444,,191,12249,,,
,,191,12287,0.7966384887695312,,
,,191,12287,,0.7897441983222961,
,0.001,,12288,,,
,0.001,,12299,,,
0.770933210849762,,192,12299,,,
,0.001,,12349,,,
0.7833554148674011,,192,12349,,,
,,192,12351,0.7964428663253784,,
,,192,12351,,0.7895969748497009,
,0.001,,12352,,,
,0.001,,12399,,,
0.7874038815498352,,193,12399,,,
,,193,12415,0.7964890003204346,,
,,193,12415,,0.7896068096160889,
,0.001,,12416,,,
,0.001,,12449,,,
0.7908933758735657,,194,12449,,,
,,194,12479,0.7964749336242676,,
,,194,12479,,0.7896445393562317,
,0.001,,12480,,,
,0.001,,12499,,,
0.8123161196708679,,195,12499,,,
,,195,12543,0.7965013980865479,,
,,195,12543,,0.7897083759307861,
,0.001,,12544,,,
,0.001,,12549,,,
0.800973653793335,,196,12549,,,
,0.001,,12599,,,
0.7858737111091614,,196,12599,,,
,,196,12607,0.7964102029800415,,
,,196,12607,,0.7896084189414978,
,0.001,,12608,,,
,0.001,,12649,,,
0.7557880282402039,,197,12649,,,
,,197,12671,0.7964906692504883,,
,,197,12671,,0.7896807789802551,
,0.001,,12672,,,
,0.001,,12699,,,
0.7752714157104492,,198,12699,,,
,,198,12735,0.7965933680534363,,
,,198,12735,,0.7897140383720398,
,0.001,,12736,,,
,0.001,,12749,,,
0.7952857613563538,,199,12749,,,
,0.001,,12799,,,
0.80865079164505,,199,12799,,,
,,199,12799,0.796513020992279,,
,,199,12799,,0.7897503972053528,
,0.001,,12800,,,
,0.001,,12849,,,
0.8098487854003906,,200,12849,,,
,,200,12863,0.7966734170913696,,
,,200,12863,,0.7897078990936279,
,0.001,,12864,,,
,0.001,,12899,,,
0.7646511793136597,,201,12899,,,
,,201,12927,0.7966040372848511,,
,,201,12927,,0.7896327972412109,
,0.001,,12928,,,
,0.001,,12949,,,
0.8109365701675415,,202,12949,,,
,,202,12991,0.7964196801185608,,
,,202,12991,,0.7897083163261414,
,0.001,,12992,,,
,0.001,,12999,,,
0.7666813135147095,,203,12999,,,
,0.001,,13049,,,
0.8050009608268738,,203,13049,,,
,,203,13055,0.7965655326843262,,
,,203,13055,,0.7898514270782471,
,0.001,,13056,,,
,0.001,,13099,,,
0.8001652359962463,,204,13099,,,
,,204,13119,0.7965121865272522,,
,,204,13119,,0.7896976470947266,
,0.001,,13120,,,
,0.001,,13149,,,
0.7782654166221619,,205,13149,,,
,,205,13183,0.7965485453605652,,
,,205,13183,,0.7898295521736145,
,0.001,,13184,,,
,0.001,,13199,,,
0.7884164452552795,,206,13199,,,
,,206,13247,0.7963833808898926,,
,,206,13247,,0.7896618247032166,
,0.001,,13248,,,
,0.001,,13249,,,
0.7618564963340759,,207,13249,,,
,0.001,,13299,,,
0.8136328458786011,,207,13299,,,
,,207,13311,0.7963898181915283,,
,,207,13311,,0.7896426320075989,
,0.001,,13312,,,
,0.001,,13349,,,
0.7916651368141174,,208,13349,,,
,,208,13375,0.7965989112854004,,
,,208,13375,,0.7898062467575073,
,0.001,,13376,,,
,0.001,,13399,,,
0.7790489792823792,,209,13399,,,
,,209,13439,0.7963801622390747,,
,,209,13439,,0.7896285057067871,
,0.001,,13440,,,
,0.001,,13449,,,
0.7664735317230225,,210,13449,,,
,0.001,,13499,,,
0.8040366768836975,,210,13499,,,
,,210,13503,0.7963929176330566,,
,,210,13503,,0.7895587086677551,
,0.001,,13504,,,
,0.001,,13549,,,
0.8097091317176819,,211,13549,,,
,,211,13567,0.7963322401046753,,
,,211,13567,,0.7895982265472412,
,0.001,,13568,,,
,0.001,,13599,,,
0.7838531732559204,,212,13599,,,
,,212,13631,0.7964807748794556,,
,,212,13631,,0.7895435690879822,
,0.001,,13632,,,
,0.001,,13649,,,
0.8011003136634827,,213,13649,,,
,,213,13695,0.7968624234199524,,
,,213,13695,,0.7896478772163391,
,0.001,,13696,,,
,0.001,,13699,,,
0.7832529544830322,,214,13699,,,
,0.001,,13749,,,
0.7917144894599915,,214,13749,,,
,,214,13759,0.7964361310005188,,
,,214,13759,,0.7896736860275269,
,0.001,,13760,,,
,0.001,,13799,,,
0.7819613218307495,,215,13799,,,
,,215,13823,0.796352207660675,,
,,215,13823,,0.7895719408988953,
,0.001,,13824,,,
,0.001,,13849,,,
0.7563172578811646,,216,13849,,,
,,216,13887,0.7963921427726746,,
,,216,13887,,0.7895686626434326,
,0.001,,13888,,,
,0.001,,13899,,,
0.7841812968254089,,217,13899,,,
,0.001,,13949,,,
0.7881299257278442,,217,13949,,,
,,217,13951,0.7963234186172485,,
,,217,13951,,0.7895504832267761,
,0.001,,13952,,,
,0.001,,13999,,,
0.8110601305961609,,218,13999,,,
,,218,14015,0.7965613007545471,,
,,218,14015,,0.7902587056159973,
,0.001,,14016,,,
,0.001,,14049,,,
0.7904066443443298,,219,14049,,,
,,219,14079,0.7963138818740845,,
,,219,14079,,0.7896183729171753,
,0.001,,14080,,,
,0.001,,14099,,,
0.7978194355964661,,220,14099,,,
,,220,14143,0.7963108420372009,,
,,220,14143,,0.7895244359970093,
,0.001,,14144,,,
,0.001,,14149,,,
0.8012737035751343,,221,14149,,,
,0.001,,14199,,,
0.7753967642784119,,221,14199,,,
,,221,14207,0.796591579914093,,
,,221,14207,,0.7895678877830505,
,0.001,,14208,,,
,0.001,,14249,,,
0.7730401158332825,,222,14249,,,
,,222,14271,0.7963694930076599,,
,,222,14271,,0.7897047996520996,
,0.001,,14272,,,
,0.001,,14299,,,
0.7786787748336792,,223,14299,,,
,,223,14335,0.7964335680007935,,
,,223,14335,,0.789536714553833,
,0.001,,14336,,,
,0.001,,14349,,,
0.7963911294937134,,224,14349,,,
,0.001,,14399,,,
0.7881607413291931,,224,14399,,,
,,224,14399,0.7963207960128784,,
,,224,14399,,0.7895833849906921,
,0.001,,14400,,,
,0.001,,14449,,,
0.7613472938537598,,225,14449,,,
,,225,14463,0.7965644598007202,,
,,225,14463,,0.7896763682365417,
,0.001,,14464,,,
,0.001,,14499,,,
0.8032040596008301,,226,14499,,,
,,226,14527,0.7966383099555969,,
,,226,14527,,0.789777398109436,
,0.001,,14528,,,
,0.001,,14549,,,
0.7713814973831177,,227,14549,,,
,,227,14591,0.796360969543457,,
,,227,14591,,0.7895900011062622,
,0.001,,14592,,,
,0.001,,14599,,,
0.8063427209854126,,228,14599,,,
,0.001,,14649,,,
0.7937891483306885,,228,14649,,,
,,228,14655,0.7963032126426697,,
,,228,14655,,0.7895005941390991,
,0.001,,14656,,,
,0.001,,14699,,,
0.7807108163833618,,229,14699,,,
,,229,14719,0.7963426113128662,,
,,229,14719,,0.78959059715271,
,0.001,,14720,,,
,0.001,,14749,,,
0.8144912123680115,,230,14749,,,
,,230,14783,0.7964569926261902,,
,,230,14783,,0.7895839810371399,
,0.001,,14784,,,
,0.001,,14799,,,
0.8069865107536316,,231,14799,,,
,,231,14847,0.7963401675224304,,
,,231,14847,,0.7899879217147827,
,0.001,,14848,,,
,0.001,,14849,,,
0.7663345336914062,,232,14849,,,
,0.001,,14899,,,
0.7850750684738159,,232,14899,,,
,,232,14911,0.7963231205940247,,
,,232,14911,,0.7895365953445435,
,0.001,,14912,,,
,0.001,,14949,,,
0.7898386120796204,,233,14949,,,
,,233,14975,0.7962784171104431,,
,,233,14975,,0.7894865870475769,
,0.001,,14976,,,
,0.001,,14999,,,
0.7958534359931946,,234,14999,,,
,,234,15039,0.796341598033905,,
,,234,15039,,0.7894328832626343,
,0.001,,15040,,,
,0.001,,15049,,,
0.7965954542160034,,235,15049,,,
,0.001,,15099,,,
0.7901761531829834,,235,15099,,,
,,235,15103,0.7962822318077087,,
,,235,15103,,0.7894875407218933,
,0.001,,15104,,,
,0.001,,15149,,,
0.7803813815116882,,236,15149,,,
,,236,15167,0.7963140606880188,,
,,236,15167,,0.7895664572715759,
,0.001,,15168,,,
,0.001,,15199,,,
0.7776216268539429,,237,15199,,,
,,237,15231,0.7964142560958862,,
,,237,15231,,0.7895371913909912,
,0.001,,15232,,,
,0.001,,15249,,,
0.7857410907745361,,238,15249,,,
,,238,15295,0.7963416576385498,,
,,238,15295,,0.789657473564148,
,0.001,,15296,,,
,0.001,,15299,,,
0.7861922979354858,,239,15299,,,
,0.001,,15349,,,
0.7706752419471741,,239,15349,,,
,,239,15359,0.7962468266487122,,
,,239,15359,,0.7894730567932129,
,0.001,,15360,,,
,0.001,,15399,,,
0.7784796953201294,,240,15399,,,
,,240,15423,0.7963956594467163,,
,,240,15423,,0.7896068096160889,
,0.001,,15424,,,
,0.001,,15449,,,
0.749793291091919,,241,15449,,,
,,241,15487,0.7963210940361023,,
,,241,15487,,0.7895703911781311,
,0.001,,15488,,,
,0.001,,15499,,,
0.8141842484474182,,242,15499,,,
,0.001,,15549,,,
0.7737829685211182,,242,15549,,,
,,242,15551,0.7962842583656311,,
,,242,15551,,0.7895347476005554,
,0.001,,15552,,,
,0.001,,15599,,,
0.775688648223877,,243,15599,,,
,,243,15615,0.7962855696678162,,
,,243,15615,,0.7895008325576782,
,0.001,,15616,,,
,0.001,,15649,,,
0.7779217958450317,,244,15649,,,
,,244,15679,0.7965457439422607,,
,,244,15679,,0.7895062565803528,
,0.001,,15680,,,
,0.001,,15699,,,
0.7827958464622498,,245,15699,,,
,,245,15743,0.7963871359825134,,
,,245,15743,,0.7894973754882812,
,0.001,,15744,,,
,0.001,,15749,,,
0.7877225875854492,,246,15749,,,
,0.001,,15799,,,
0.8101656436920166,,246,15799,,,
,,246,15807,0.7962411046028137,,
,,246,15807,,0.7895235419273376,
,0.001,,15808,,,
,0.001,,15849,,,
0.7636767625808716,,247,15849,,,
,,247,15871,0.7965742349624634,,
,,247,15871,,0.7894824147224426,
,0.001,,15872,,,
,0.001,,15899,,,
0.8030505776405334,,248,15899,,,
,,248,15935,0.796202540397644,,
,,248,15935,,0.7895000576972961,
,0.001,,15936,,,
,0.001,,15949,,,
0.7563765645027161,,249,15949,,,
,0.001,,15999,,,
0.8122599124908447,,249,15999,,,
,,249,15999,0.7972571849822998,,
,,249,15999,,0.7898422479629517,
,0.001,,16000,,,
,0.001,,16049,,,
0.7580496668815613,,250,16049,,,
,,250,16063,0.7963734269142151,,
,,250,16063,,0.7900575995445251,
,0.001,,16064,,,
,0.001,,16099,,,
0.8256539702415466,,251,16099,,,
,,251,16127,0.7962958812713623,,
,,251,16127,,0.7895103693008423,
,0.001,,16128,,,
,0.001,,16149,,,
0.7678913474082947,,252,16149,,,
,,252,16191,0.7962375283241272,,
,,252,16191,,0.7893762588500977,
,0.001,,16192,,,
,0.001,,16199,,,
0.763319730758667,,253,16199,,,
,0.001,,16249,,,
0.7703702449798584,,253,16249,,,
,,253,16255,0.7961963415145874,,
,,253,16255,,0.7895089983940125,
,0.001,,16256,,,
,0.001,,16299,,,
0.7813036441802979,,254,16299,,,
,,254,16319,0.79628986120224,,
,,254,16319,,0.7894412875175476,
,0.001,,16320,,,
,0.001,,16349,,,
0.8051274418830872,,255,16349,,,
,,255,16383,0.796240508556366,,
,,255,16383,,0.7894265055656433,
,0.001,,16384,,,
,0.001,,16399,,,
0.7914654612541199,,256,16399,,,
,,256,16447,0.7962125539779663,,
,,256,16447,,0.7894738912582397,
,0.001,,16448,,,
,0.001,,16449,,,
0.8026053309440613,,257,16449,,,
,0.001,,16499,,,
0.7870398759841919,,257,16499,,,
,,257,16511,0.7961774468421936,,
,,257,16511,,0.7893883585929871,
,0.001,,16512,,,
,0.001,,16549,,,
0.7874304056167603,,258,16549,,,
,,258,16575,0.7962480187416077,,
,,258,16575,,0.7894122004508972,
,0.001,,16576,,,
,0.001,,16599,,,
0.7812044024467468,,259,16599,,,
,,259,16639,0.7962130308151245,,
,,259,16639,,0.7895208597183228,
,0.001,,16640,,,
,0.001,,16649,,,
0.7849658131599426,,260,16649,,,
,0.001,,16699,,,
0.8241819739341736,,260,16699,,,
,,260,16703,0.7975003123283386,,
,,260,16703,,0.7900176644325256,
,0.001,,16704,,,
,0.001,,16749,,,
0.8008349537849426,,261,16749,,,
,,261,16767,0.7962178587913513,,
,,261,16767,,0.7896755933761597,
,0.001,,16768,,,
,0.001,,16799,,,
0.804966390132904,,262,16799,,,
,,262,16831,0.7962136268615723,,
,,262,16831,,0.7893709540367126,
,0.001,,16832,,,
,0.001,,16849,,,
0.8059852123260498,,263,16849,,,
,,263,16895,0.7962070107460022,,
,,263,16895,,0.7893629670143127,
,0.001,,16896,,,
,0.001,,16899,,,
0.8028302192687988,,264,16899,,,
,0.001,,16949,,,
0.7780241370201111,,264,16949,,,
,,264,16959,0.7962349653244019,,
,,264,16959,,0.7893596887588501,
,0.001,,16960,,,
,0.001,,16999,,,
0.7876928448677063,,265,16999,,,
,,265,17023,0.7962166666984558,,
,,265,17023,,0.7893948554992676,
,0.001,,17024,,,
,0.001,,17049,,,
0.7818785905838013,,266,17049,,,
,,266,17087,0.796177864074707,,
,,266,17087,,0.7893755435943604,
,0.001,,17088,,,
,0.001,,17099,,,
0.7870187759399414,,267,17099,,,
,0.001,,17149,,,
0.7643517255783081,,267,17149,,,
,,267,17151,0.7962908744812012,,
,,267,17151,,0.7893570065498352,
,0.001,,17152,,,
,0.001,,17199,,,
0.7757890820503235,,268,17199,,,
,,268,17215,0.7961865067481995,,
,,268,17215,,0.78947514295578,
,0.001,,17216,,,
,0.001,,17249,,,
0.7868207693099976,,269,17249,,,
,,269,17279,0.7961766123771667,,
,,269,17279,,0.7893775701522827,
,0.001,,17280,,,
,0.001,,17299,,,
0.7919392585754395,,270,17299,,,
,,270,17343,0.796649694442749,,
,,270,17343,,0.7898829579353333,
,0.001,,17344,,,
,0.001,,17349,,,
0.7801350951194763,,271,17349,,,
,0.001,,17399,,,
0.7647857069969177,,271,17399,,,
,,271,17407,0.7963393330574036,,
,,271,17407,,0.7895928025245667,
,0.001,,17408,,,
,0.001,,17449,,,
0.775581955909729,,272,17449,,,
,,272,17471,0.7962973713874817,,
,,272,17471,,0.7893784642219543,
,0.001,,17472,,,
,0.001,,17499,,,
0.785872220993042,,273,17499,,,
,,273,17535,0.7961670756340027,,
,,273,17535,,0.7893632650375366,
,0.001,,17536,,,
,0.001,,17549,,,
0.7760700583457947,,274,17549,,,
,0.001,,17599,,,
0.8314030766487122,,274,17599,,,
,,274,17599,0.7961449027061462,,
,,274,17599,,0.7893600463867188,
,0.001,,17600,,,
,0.001,,17649,,,
0.7744655013084412,,275,17649,,,
,,275,17663,0.7970978021621704,,
,,275,17663,,0.7895533442497253,
,0.001,,17664,,,
,0.001,,17699,,,
0.7820543050765991,,276,17699,,,
,,276,17727,0.7962908744812012,,
,,276,17727,,0.7897149920463562,
,0.001,,17728,,,
,0.001,,17749,,,
0.7988322377204895,,277,17749,,,
,,277,17791,0.7961434721946716,,
,,277,17791,,0.7894244194030762,
,0.001,,17792,,,
,0.001,,17799,,,
0.8007776737213135,,278,17799,,,
,0.001,,17849,,,
0.804328978061676,,278,17849,,,
,,278,17855,0.7961460947990417,,
,,278,17855,,0.7893908023834229,
,0.001,,17856,,,
,0.001,,17899,,,
0.7750892639160156,,279,17899,,,
,,279,17919,0.7968255877494812,,
,,279,17919,,0.7893857955932617,
,0.001,,17920,,,
,0.001,,17949,,,
0.7894056439399719,,280,17949,,,
,,280,17983,0.7961251735687256,,
,,280,17983,,0.7895747423171997,
,0.001,,17984,,,
,0.001,,17999,,,
0.8214649558067322,,281,17999,,,
,,281,18047,0.796154260635376,,
,,281,18047,,0.7892866730690002,
,0.001,,18048,,,
,0.001,,18049,,,
0.8204230070114136,,282,18049,,,
,0.001,,18099,,,
0.7563014626502991,,282,18099,,,
,,282,18111,0.7962239980697632,,
,,282,18111,,0.7892950177192688,
,0.001,,18112,,,
,0.001,,18149,,,
0.8003069758415222,,283,18149,,,
,,283,18175,0.7961652874946594,,
,,283,18175,,0.7893766164779663,
,0.001,,18176,,,
,0.001,,18199,,,
0.8121230602264404,,284,18199,,,
,,284,18239,0.7961397171020508,,
,,284,18239,,0.789328932762146,
,0.001,,18240,,,
,0.001,,18249,,,
0.7816162705421448,,285,18249,,,
,0.001,,18299,,,
0.8110660314559937,,285,18299,,,
,,285,18303,0.7961324453353882,,
,,285,18303,,0.7893660068511963,
,0.001,,18304,,,
,0.001,,18349,,,
0.8040435314178467,,286,18349,,,
,,286,18367,0.7961152195930481,,
,,286,18367,,0.78929203748703,
,0.001,,18368,,,
,0.001,,18399,,,
0.798092246055603,,287,18399,,,
,,287,18431,0.7967540621757507,,
,,287,18431,,0.7895309329032898,
,0.001,,18432,,,
,0.001,,18449,,,
0.8046110272407532,,288,18449,,,
,,288,18495,0.7961593270301819,,
,,288,18495,,0.7895873785018921,
,0.001,,18496,,,
,0.001,,18499,,,
0.7815788984298706,,289,18499,,,
,0.001,,18549,,,
0.8131765723228455,,289,18549,,,
,,289,18559,0.7962034344673157,,
,,289,18559,,0.7893869280815125,
,0.001,,18560,,,
,0.001,,18599,,,
0.7552029490470886,,290,18599,,,
,,290,18623,0.7963553071022034,,
,,290,18623,,0.7897313237190247,
,0.001,,18624,,,
,0.001,,18649,,,
0.7982050776481628,,291,18649,,,
,,291,18687,0.7961947917938232,,
,,291,18687,,0.7893864512443542,
,0.001,,18688,,,
,0.001,,18699,,,
0.7999436855316162,,292,18699,,,
,0.001,,18749,,,
0.8019071817398071,,292,18749,,,
,,292,18751,0.7963452935218811,,
,,292,18751,,0.7895145416259766,
,0.001,,18752,,,
,0.001,,18799,,,
0.782581627368927,,293,18799,,,
,,293,18815,0.7967793941497803,,
,,293,18815,,0.7895259261131287,
,0.001,,18816,,,
,0.001,,18849,,,
0.7793849110603333,,294,18849,,,
,,294,18879,0.7963075041770935,,
,,294,18879,,0.7900497317314148,
,0.001,,18880,,,
,0.001,,18899,,,
0.7906785607337952,,295,18899,,,
,,295,18943,0.7961273789405823,,
,,295,18943,,0.7893092036247253,
,0.001,,18944,,,
,0.001,,18949,,,
0.8018940687179565,,296,18949,,,
,0.001,,18999,,,
0.8198778033256531,,296,18999,,,
,,296,19007,0.7961292862892151,,
,,296,19007,,0.7893229722976685,
,0.001,,19008,,,
,0.001,,19049,,,
0.8055363893508911,,297,19049,,,
,,297,19071,0.7961165904998779,,
,,297,19071,,0.7893070578575134,
,0.001,,19072,,,
,0.001,,19099,,,
0.7986599802970886,,298,19099,,,
,,298,19135,0.79615718126297,,
,,298,19135,,0.7892564535140991,
,0.001,,19136,,,
,0.001,,19149,,,
0.7880987524986267,,299,19149,,,
,0.001,,19199,,,
0.8267359137535095,,299,19199,,,
,,299,19199,0.7961435914039612,,
,,299,19199,,0.7892694473266602,
,0.001,,19200,,,
,0.001,,19249,,,
0.7905628681182861,,300,19249,,,
,,300,19263,0.7961151599884033,,
,,300,19263,,0.7892887592315674,
,0.001,,19264,,,
,0.001,,19299,,,
0.7950255870819092,,301,19299,,,
,,301,19327,0.7961874604225159,,
,,301,19327,,0.789377748966217,
,0.001,,19328,,,
,0.001,,19349,,,
0.7819168567657471,,302,19349,,,
,,302,19391,0.7961880564689636,,
,,302,19391,,0.7893561124801636,
,0.001,,19392,,,
,0.001,,19399,,,
0.7790323495864868,,303,19399,,,
,0.001,,19449,,,
0.7932698726654053,,303,19449,,,
,,303,19455,0.7960919737815857,,
,,303,19455,,0.7892945408821106,
,0.001,,19456,,,
,0.001,,19499,,,
0.7836676836013794,,304,19499,,,
,,304,19519,0.7961195707321167,,
,,304,19519,,0.7892556190490723,
,0.001,,19520,,,
,0.001,,19549,,,
0.7805309295654297,,305,19549,,,
,,305,19583,0.7960913777351379,,
,,305,19583,,0.7893065810203552,
,0.001,,19584,,,
,0.001,,19599,,,
0.7952173352241516,,306,19599,,,
,,306,19647,0.7960979342460632,,
,,306,19647,,0.7892875075340271,
,0.001,,19648,,,
,0.001,,19649,,,
0.7777733206748962,,307,19649,,,
,0.001,,19699,,,
0.7751985192298889,,307,19699,,,
,,307,19711,0.7963576316833496,,
,,307,19711,,0.789955735206604,
,0.001,,19712,,,
,0.001,,19749,,,
0.7856190204620361,,308,19749,,,
,,308,19775,0.7960838079452515,,
,,308,19775,,0.789401113986969,
,0.001,,19776,,,
,0.001,,19799,,,
0.79175865650177,,309,19799,,,
,,309,19839,0.7960999608039856,,
,,309,19839,,0.7892601490020752,
,0.001,,19840,,,
,0.001,,19849,,,
0.8023329973220825,,310,19849,,,
,0.001,,19899,,,
0.7800220251083374,,310,19899,,,
,,310,19903,0.7961176633834839,,
,,310,19903,,0.7892817258834839,
,0.001,,19904,,,
,0.001,,19949,,,
0.7689753174781799,,311,19949,,,
,,311,19967,0.7961550354957581,,
,,311,19967,,0.7892636060714722,
,0.001,,19968,,,
,0.001,,19999,,,
0.7885178923606873,,312,19999,,,
,,312,20031,0.7960600852966309,,
,,312,20031,,0.7892788052558899,
,0.001,,20032,,,
,0.001,,20049,,,
0.7699869275093079,,313,20049,,,
,,313,20095,0.7962172627449036,,
,,313,20095,,0.7893168330192566,
,0.001,,20096,,,
,0.001,,20099,,,
0.7894561290740967,,314,20099,,,
,0.001,,20149,,,
0.7942529916763306,,314,20149,,,
,,314,20159,0.796232283115387,,
,,314,20159,,0.7893452048301697,
,0.001,,20160,,,
,0.001,,20199,,,
0.7690696716308594,,315,20199,,,
,,315,20223,0.7960661053657532,,
,,315,20223,,0.7893238663673401,
,0.001,,20224,,,
,0.001,,20249,,,
0.7875999212265015,,316,20249,,,
,,316,20287,0.7960482239723206,,
,,316,20287,,0.7892397046089172,
,0.001,,20288,,,
,0.001,,20299,,,
0.7926137447357178,,317,20299,,,
,0.001,,20349,,,
0.7892234325408936,,317,20349,,,
,,317,20351,0.7961515784263611,,
,,317,20351,,0.789233386516571,
,0.001,,20352,,,
,0.001,,20399,,,
0.7843326926231384,,318,20399,,,
,,318,20415,0.7961377501487732,,
,,318,20415,,0.7892582416534424,
,0.001,,20416,,,
,0.001,,20449,,,
0.7684115767478943,,319,20449,,,
,,319,20479,0.7966645359992981,,
,,319,20479,,0.7898603677749634,
,0.001,,20480,,,
,0.001,,20499,,,
0.7761629819869995,,320,20499,,,
,,320,20543,0.7960601449012756,,
,,320,20543,,0.7894484400749207,
,0.001,,20544,,,
,0.001,,20549,,,
0.7950120568275452,,321,20549,,,
,0.001,,20599,,,
0.8020036220550537,,321,20599,,,
,,321,20607,0.7961365580558777,,
,,321,20607,,0.7893046736717224,
,0.001,,20608,,,
,0.001,,20649,,,
0.7771829962730408,,322,20649,,,
,,322,20671,0.7962407469749451,,
,,322,20671,,0.7893745303153992,
,0.001,,20672,,,
,0.001,,20699,,,
0.8033575415611267,,323,20699,,,
,,323,20735,0.7960822582244873,,
