step,train_loss_step,lr-Adam,epoch,val_loss,train_loss_epoch,test_loss
2799,0.23251491785049438,,43,,,
2815,,,43,0.027394145727157593,,
2815,,,43,,0.20381365716457367,
2816,,0.001,,,,
2849,,0.001,,,,
2849,0.22575369477272034,,44,,,
2879,,,44,0.033421583473682404,,
2879,,,44,,0.20712682604789734,
2880,,0.001,,,,
2899,,0.001,,,,
2899,0.30395734310150146,,45,,,
2943,,,45,0.02875451184809208,,
2943,,,45,,0.20632074773311615,
2944,,0.001,,,,
2949,,0.001,,,,
2949,0.2226283848285675,,46,,,
2999,,0.001,,,,
2999,0.2520919144153595,,46,,,
3007,,,46,0.026436638087034225,,
3007,,,46,,0.20347824692726135,
3008,,0.001,,,,
3049,,0.001,,,,
3049,0.27512025833129883,,47,,,
3071,,,47,0.025865230709314346,,
3071,,,47,,0.20649252831935883,
3072,,0.001,,,,
3099,,0.001,,,,
3099,0.12411214411258698,,48,,,
3135,,,48,0.02482769265770912,,
3135,,,48,,0.2050381451845169,
3136,,0.001,,,,
3149,,0.001,,,,
3149,0.21762076020240784,,49,,,
3199,,0.001,,,,
3199,0.2063341587781906,,49,,,
3199,,,49,0.032551009207963943,,
3199,,,49,,0.2075207382440567,
3200,,0.001,,,,
3249,,0.001,,,,
3249,0.0941867008805275,,50,,,
3263,,,50,0.024750469252467155,,
3263,,,50,,0.20765236020088196,
3264,,0.001,,,,
3299,,0.001,,,,
3299,0.24226884543895721,,51,,,
3327,,,51,0.024101529270410538,,
3327,,,51,,0.20449750125408173,
3328,,0.001,,,,
3349,,0.001,,,,
3349,0.1927354335784912,,52,,,
3391,,,52,0.024586107581853867,,
3391,,,52,,0.203195720911026,
3392,,0.001,,,,
3399,,0.001,,,,
3399,0.18541263043880463,,53,,,
3449,,0.001,,,,
3449,0.18225164711475372,,53,,,
3455,,,53,0.02374276891350746,,
3455,,,53,,0.20335866510868073,
3456,,0.001,,,,
3499,,0.001,,,,
3499,0.24613921344280243,,54,,,
3519,,,54,0.026766613125801086,,
3519,,,54,,0.20350998640060425,
3520,,0.001,,,,
3549,,0.001,,,,
3549,0.22606337070465088,,55,,,
3583,,,55,0.023380735889077187,,
3583,,,55,,0.2036711573600769,
3584,,0.001,,,,
3599,,0.001,,,,
3599,0.26634979248046875,,56,,,
3647,,,56,0.02311873808503151,,
3647,,,56,,0.20090124011039734,
3648,,0.001,,,,
3649,,0.001,,,,
3649,0.19725574553012848,,57,,,
3699,,0.001,,,,
3699,0.3026006817817688,,57,,,
3711,,,57,0.023923423141241074,,
3711,,,57,,0.200154110789299,
3712,,0.001,,,,
3749,,0.001,,,,
3749,0.24583816528320312,,58,,,
3775,,,58,0.02746405266225338,,
3775,,,58,,0.20508620142936707,
3776,,0.001,,,,
3799,,0.001,,,,
3799,0.2138063609600067,,59,,,
3839,,,59,0.023129425942897797,,
3839,,,59,,0.20335154235363007,
3840,,0.001,,,,
3849,,0.001,,,,
3849,0.2701776325702667,,60,,,
3899,,0.001,,,,
3899,0.11570879817008972,,60,,,
3903,,,60,0.02174111269414425,,
3903,,,60,,0.20076000690460205,
3904,,0.001,,,,
3949,,0.001,,,,
3949,0.14679208397865295,,61,,,
3967,,,61,0.022286808118224144,,
3967,,,61,,0.1996714472770691,
3968,,0.001,,,,
3999,,0.001,,,,
3999,0.24698182940483093,,62,,,
4031,,,62,0.02120760641992092,,
4031,,,62,,0.20491138100624084,
4032,,0.001,,,,
4049,,0.001,,,,
4049,0.18611276149749756,,63,,,
4095,,,63,0.022221382707357407,,
4095,,,63,,0.1980518102645874,
4096,,0.001,,,,
4099,,0.001,,,,
4099,0.2038528025150299,,64,,,
4149,,0.001,,,,
4149,0.24768534302711487,,64,,,
4159,,,64,0.021969705820083618,,
4159,,,64,,0.19895842671394348,
4160,,0.001,,,,
4199,,0.001,,,,
4199,0.23430722951889038,,65,,,
4223,,,65,0.021298864856362343,,
4223,,,65,,0.20469748973846436,
4224,,0.001,,,,
4249,,0.001,,,,
4249,0.2072361707687378,,66,,,
4287,,,66,0.02453482523560524,,
4287,,,66,,0.19824807345867157,
4288,,0.001,,,,
4299,,0.001,,,,
4299,0.11278537660837173,,67,,,
4349,,0.001,,,,
4349,0.2127489149570465,,67,,,
4351,,,67,0.02112143114209175,,
4351,,,67,,0.19977253675460815,
4352,,0.001,,,,
4399,,0.001,,,,
4399,0.2346162497997284,,68,,,
4415,,,68,0.02040223963558674,,
4415,,,68,,0.19866442680358887,
4416,,0.001,,,,
4449,,0.001,,,,
4449,0.07321128249168396,,69,,,
4479,,,69,0.022086000069975853,,
4479,,,69,,0.19934546947479248,
4480,,0.001,,,,
4499,,0.001,,,,
4499,0.21162539720535278,,70,,,
4543,,,70,0.021312033757567406,,
4543,,,70,,0.19829952716827393,
4544,,0.001,,,,
4549,,0.001,,,,
4549,0.26816603541374207,,71,,,
4599,,0.001,,,,
4599,0.2383117377758026,,71,,,
4607,,,71,0.021347489207983017,,
4607,,,71,,0.19855371117591858,
4608,,0.001,,,,
4649,,0.001,,,,
4649,0.15528708696365356,,72,,,
4671,,,72,0.022798841819167137,,
4671,,,72,,0.20276738703250885,
4672,,0.001,,,,
4699,,0.001,,,,
4699,0.2378688007593155,,73,,,
4735,,,73,0.020547902211546898,,
4735,,,73,,0.20124830305576324,
4736,,0.001,,,,
4749,,0.001,,,,
4749,0.25382813811302185,,74,,,
4799,,0.001,,,,
4799,0.19251728057861328,,74,,,
4799,,,74,0.01944635808467865,,
4799,,,74,,0.20032931864261627,
4800,,0.001,,,,
4849,,0.001,,,,
4849,0.23850582540035248,,75,,,
4863,,,75,0.021072084084153175,,
4863,,,75,,0.1978854387998581,
4864,,0.001,,,,
4899,,0.001,,,,
4899,0.26198139786720276,,76,,,
4927,,,76,0.020258616656064987,,
4927,,,76,,0.1972106695175171,
4928,,0.001,,,,
4949,,0.001,,,,
4949,0.1291642189025879,,77,,,
4991,,,77,0.019330762326717377,,
4991,,,77,,0.19566762447357178,
4992,,0.001,,,,
4999,,0.001,,,,
4999,0.20959901809692383,,78,,,
5049,,0.001,,,,
5049,0.16385450959205627,,78,,,
5055,,,78,0.01982823945581913,,
5055,,,78,,0.19441993534564972,
5056,,0.001,,,,
5099,,0.001,,,,
5099,0.19760465621948242,,79,,,
5119,,,79,0.01992475427687168,,
5119,,,79,,0.19560518860816956,
5120,,0.001,,,,
5149,,0.001,,,,
5149,0.2456665337085724,,80,,,
5183,,,80,0.019486580044031143,,
5183,,,80,,0.19819392263889313,
5184,,0.001,,,,
5199,,0.001,,,,
5199,0.187995046377182,,81,,,
5247,,,81,0.02142251655459404,,
5247,,,81,,0.19382360577583313,
5248,,0.001,,,,
5249,,0.001,,,,
5249,0.24106855690479279,,82,,,
5299,,0.001,,,,
5299,0.22633664309978485,,82,,,
5311,,,82,0.019373776391148567,,
5311,,,82,,0.1979193538427353,
5312,,0.001,,,,
5349,,0.001,,,,
5349,0.20007972419261932,,83,,,
5375,,,83,0.020873814821243286,,
5375,,,83,,0.19604763388633728,
5376,,0.001,,,,
5399,,0.001,,,,
5399,0.22187821567058563,,84,,,
5439,,,84,0.02015822008252144,,
5439,,,84,,0.1972806453704834,
5440,,0.001,,,,
5449,,0.001,,,,
5449,0.20266839861869812,,85,,,
5499,,0.001,,,,
5499,0.06618323922157288,,85,,,
5503,,,85,0.02026868611574173,,
5503,,,85,,0.1968645304441452,
5504,,0.001,,,,
5549,,0.001,,,,
5549,0.10361421853303909,,86,,,
5567,,,86,0.01815086416900158,,
5567,,,86,,0.19572913646697998,
5568,,0.001,,,,
5599,,0.001,,,,
5599,0.18361824750900269,,87,,,
5631,,,87,0.01880587451159954,,
5631,,,87,,0.1928672194480896,
5632,,0.001,,,,
5649,,0.001,,,,
5649,0.19344104826450348,,88,,,
5695,,,88,0.019150743260979652,,
5695,,,88,,0.19568394124507904,
5696,,0.001,,,,
5699,,0.001,,,,
5699,0.17510034143924713,,89,,,
5749,,0.001,,,,
5749,0.17050929367542267,,89,,,
5759,,,89,0.02027534693479538,,
5759,,,89,,0.1971045434474945,
5760,,0.001,,,,
5799,,0.001,,,,
5799,0.19596391916275024,,90,,,
5823,,,90,0.020185939967632294,,
5823,,,90,,0.1935274749994278,
5824,,0.001,,,,
5849,,0.001,,,,
5849,0.20866934955120087,,91,,,
5887,,,91,0.021476060152053833,,
5887,,,91,,0.1966211199760437,
5888,,0.001,,,,
5899,,0.001,,,,
5899,0.2234627902507782,,92,,,
5949,,0.001,,,,
5949,0.1810600310564041,,92,,,
5951,,,92,0.02124391309916973,,
5951,,,92,,0.19691748917102814,
5952,,0.001,,,,
5999,,0.001,,,,
5999,0.2591879963874817,,93,,,
6015,,,93,0.02378622069954872,,
6015,,,93,,0.19854332506656647,
6016,,0.001,,,,
6049,,0.001,,,,
6049,0.06342069059610367,,94,,,
6079,,,94,0.017743008211255074,,
6079,,,94,,0.19372417032718658,
6080,,0.001,,,,
6099,,0.001,,,,
6099,0.16388817131519318,,95,,,
6143,,,95,0.021760454401373863,,
6143,,,95,,0.19319626688957214,
6144,,0.001,,,,
6149,,0.001,,,,
6149,0.10802172124385834,,96,,,
6199,,0.001,,,,
6199,0.2616032660007477,,96,,,
6207,,,96,0.018231594935059547,,
6207,,,96,,0.19497740268707275,
6208,,0.001,,,,
6249,,0.001,,,,
6249,0.19003304839134216,,97,,,
6271,,,97,0.018562866374850273,,
6271,,,97,,0.19666999578475952,
6272,,0.001,,,,
6299,,0.001,,,,
6299,0.25801411271095276,,98,,,
6335,,,98,0.01771625503897667,,
6335,,,98,,0.19499453902244568,
6336,,0.001,,,,
6349,,0.001,,,,
6349,0.12820981442928314,,99,,,
6399,,0.001,,,,
6399,0.1210654079914093,,99,,,
6399,,,99,0.021416129544377327,,
6399,,,99,,0.19610890746116638,
6400,,0.001,,,,
6449,,0.001,,,,
6449,0.22756712138652802,,100,,,
6463,,,100,0.017858732491731644,,
6463,,,100,,0.1962321400642395,
6464,,0.001,,,,
6499,,0.001,,,,
6499,0.28532612323760986,,101,,,
6527,,,101,0.019757874310016632,,
6527,,,101,,0.19439776241779327,
6528,,0.001,,,,
6549,,0.001,,,,
6549,0.22935336828231812,,102,,,
6591,,,102,0.018067698925733566,,
6591,,,102,,0.19466428458690643,
6592,,0.001,,,,
6599,,0.001,,,,
6599,0.17624013125896454,,103,,,
6649,,0.001,,,,
6649,0.1911204308271408,,103,,,
6655,,,103,0.01975373364984989,,
6655,,,103,,0.19411125779151917,
6656,,0.001,,,,
6699,,0.001,,,,
6699,0.14721955358982086,,104,,,
6719,,,104,0.018442289903759956,,
6719,,,104,,0.1969621628522873,
6720,,0.001,,,,
6749,,0.001,,,,
6749,0.21656443178653717,,105,,,
6783,,,105,0.01835247129201889,,
6783,,,105,,0.1923396736383438,
6784,,0.001,,,,
6799,,0.001,,,,
6799,0.1571781188249588,,106,,,
6847,,,106,0.019457843154668808,,
6847,,,106,,0.19470496475696564,
6848,,0.001,,,,
6849,,0.001,,,,
6849,0.18361429870128632,,107,,,
6899,,0.001,,,,
6899,0.22580759227275848,,107,,,
6911,,,107,0.019914992153644562,,
6911,,,107,,0.19298335909843445,
6912,,0.001,,,,
6949,,0.001,,,,
6949,0.09734883904457092,,108,,,
6975,,,108,0.019443601369857788,,
6975,,,108,,0.19474731385707855,
6976,,0.001,,,,
6999,,0.001,,,,
6999,0.22188441455364227,,109,,,
7039,,,109,0.018165819346904755,,
7039,,,109,,0.19717097282409668,
7040,,0.001,,,,
7049,,0.001,,,,
7049,0.19887806475162506,,110,,,
7099,,0.001,,,,
7099,0.13900038599967957,,110,,,
7103,,,110,0.018001798540353775,,
7103,,,110,,0.19442911446094513,
7104,,0.001,,,,
7149,,0.001,,,,
7149,0.22036069631576538,,111,,,
7167,,,111,0.019132938235998154,,
7167,,,111,,0.19234593212604523,
7168,,0.001,,,,
7199,,0.001,,,,
7199,0.1577424854040146,,112,,,
7231,,,112,0.020726056769490242,,
7231,,,112,,0.1979704201221466,
7232,,0.001,,,,
7249,,0.001,,,,
7249,0.19659072160720825,,113,,,
7295,,,113,0.018360592424869537,,
7295,,,113,,0.19395023584365845,
7296,,0.001,,,,
7299,,0.001,,,,
7299,0.24990509450435638,,114,,,
7349,,0.001,,,,
7349,0.17314554750919342,,114,,,
7359,,,114,0.01914501190185547,,
7359,,,114,,0.1931600719690323,
7360,,0.001,,,,
7399,,0.001,,,,
7399,0.2709549069404602,,115,,,
7423,,,115,0.02086455002427101,,
7423,,,115,,0.19631363451480865,
7424,,0.001,,,,
7449,,0.001,,,,
7449,0.11015953123569489,,116,,,
7487,,,116,0.01817953959107399,,
7487,,,116,,0.19438938796520233,
7488,,0.001,,,,
7499,,0.001,,,,
7499,0.24931877851486206,,117,,,
7549,,0.001,,,,
7549,0.2553046643733978,,117,,,
7551,,,117,0.017353832721710205,,
7551,,,117,,0.18948006629943848,
7552,,0.001,,,,
7599,,0.001,,,,
7599,0.2653847336769104,,118,,,
7615,,,118,0.021621692925691605,,
7615,,,118,,0.19334667921066284,
7616,,0.001,,,,
7649,,0.001,,,,
7649,0.24511025846004486,,119,,,
7679,,,119,0.01704128086566925,,
7679,,,119,,0.19384565949440002,
7680,,0.001,,,,
7699,,0.001,,,,
7699,0.20013432204723358,,120,,,
7743,,,120,0.01802000030875206,,
7743,,,120,,0.1954432725906372,
7744,,0.001,,,,
7749,,0.001,,,,
7749,0.17240341007709503,,121,,,
7799,,0.001,,,,
7799,0.24113430082798004,,121,,,
7807,,,121,0.01686500757932663,,
7807,,,121,,0.19810767471790314,
7808,,0.001,,,,
7849,,0.001,,,,
7849,0.2879073917865753,,122,,,
7871,,,122,0.018444159999489784,,
7871,,,122,,0.19054026901721954,
7872,,0.001,,,,
7899,,0.001,,,,
7899,0.19791531562805176,,123,,,
7935,,,123,0.017856288701295853,,
7935,,,123,,0.1893555074930191,
7936,,0.001,,,,
7949,,0.001,,,,
7949,0.28250494599342346,,124,,,
7999,,0.001,,,,
7999,0.1327384114265442,,124,,,
7999,,,124,0.020323406904935837,,
7999,,,124,,0.19217482209205627,
8000,,0.001,,,,
8049,,0.001,,,,
8049,0.18298408389091492,,125,,,
8063,,,125,0.02170870639383793,,
8063,,,125,,0.19323647022247314,
8064,,0.001,,,,
8099,,0.001,,,,
8099,0.20006190240383148,,126,,,
8127,,,126,0.025375766679644585,,
8127,,,126,,0.19200414419174194,
8128,,0.001,,,,
8149,,0.001,,,,
8149,0.20373280346393585,,127,,,
8191,,,127,0.0199821088463068,,
8191,,,127,,0.19233186542987823,
8192,,0.001,,,,
8199,,0.001,,,,
8199,0.20379668474197388,,128,,,
8249,,0.001,,,,
8249,0.08701583743095398,,128,,,
8255,,,128,0.017952285706996918,,
8255,,,128,,0.19313113391399384,
8256,,0.001,,,,
8299,,0.001,,,,
8299,0.18345710635185242,,129,,,
8319,,,129,0.01904316060245037,,
8319,,,129,,0.19000455737113953,
8320,,0.001,,,,
8349,,0.001,,,,
8349,0.17214550077915192,,130,,,
8383,,,130,0.018403777852654457,,
8383,,,130,,0.19060207903385162,
8384,,0.001,,,,
8399,,0.001,,,,
8399,0.13291499018669128,,131,,,
8447,,,131,0.02018381655216217,,
8447,,,131,,0.18971778452396393,
8448,,0.001,,,,
8449,,0.001,,,,
8449,0.20575915277004242,,132,,,
8499,,0.001,,,,
8499,0.20854806900024414,,132,,,
8511,,,132,0.017250148579478264,,
8511,,,132,,0.19041001796722412,
8512,,0.001,,,,
8549,,0.001,,,,
8549,0.19998395442962646,,133,,,
8575,,,133,0.017084259539842606,,
8575,,,133,,0.18995779752731323,
8576,,0.001,,,,
8599,,0.001,,,,
8599,0.2608300745487213,,134,,,
8639,,,134,0.018092453479766846,,
8639,,,134,,0.19055983424186707,
8640,,0.001,,,,
8649,,0.001,,,,
8649,0.20248179137706757,,135,,,
8699,,0.001,,,,
8699,0.3012663722038269,,135,,,
8703,,,135,0.018071023747324944,,
8703,,,135,,0.19061771035194397,
8704,,0.001,,,,
8749,,0.001,,,,
8749,0.2064690887928009,,136,,,
8767,,,136,0.021895837038755417,,
8767,,,136,,0.1909300982952118,
8768,,0.001,,,,
8799,,0.001,,,,
8799,0.22061236202716827,,137,,,
8831,,,137,0.018210820853710175,,
8831,,,137,,0.1921156644821167,
8832,,0.001,,,,
8849,,0.001,,,,
8849,0.16724824905395508,,138,,,
8895,,,138,0.0176681075245142,,
8895,,,138,,0.1893753707408905,
8896,,0.001,,,,
8899,,0.001,,,,
8899,0.26201507449150085,,139,,,
8949,,0.001,,,,
8949,0.19030632078647614,,139,,,
8959,,,139,0.016619227826595306,,
8959,,,139,,0.1884118914604187,
8960,,0.001,,,,
8999,,0.001,,,,
8999,0.19968974590301514,,140,,,
9023,,,140,0.022893832996487617,,
9023,,,140,,0.19217389822006226,
9024,,0.001,,,,
9049,,0.001,,,,
9049,0.1424189656972885,,141,,,
9087,,,141,0.016657544299960136,,
9087,,,141,,0.19133633375167847,
9088,,0.001,,,,
9099,,0.001,,,,
9099,0.21483738720417023,,142,,,
9149,,0.001,,,,
9149,0.25228196382522583,,142,,,
9151,,,142,0.01932479627430439,,
9151,,,142,,0.19080722332000732,
9152,,0.001,,,,
9199,,0.001,,,,
9199,0.13184960186481476,,143,,,
9215,,,143,0.01996692456305027,,
9215,,,143,,0.19101382791996002,
9216,,0.001,,,,
9249,,0.001,,,,
9249,0.1901598423719406,,144,,,
9279,,,144,0.022626016288995743,,
9279,,,144,,0.18969091773033142,
9280,,0.001,,,,
9299,,0.001,,,,
9299,0.09948217123746872,,145,,,
9343,,,145,0.019659820944070816,,
9343,,,145,,0.19221383333206177,
9344,,0.001,,,,
9349,,0.001,,,,
9349,0.1628296971321106,,146,,,
9399,,0.001,,,,
9399,0.15839600563049316,,146,,,
9407,,,146,0.017358245328068733,,
9407,,,146,,0.18872825801372528,
9408,,0.001,,,,
9449,,0.001,,,,
9449,0.26470503211021423,,147,,,
9471,,,147,0.022536972537636757,,
9471,,,147,,0.1929662525653839,
9472,,0.001,,,,
9499,,0.001,,,,
9499,0.12174855917692184,,148,,,
9535,,,148,0.0229994747787714,,
9535,,,148,,0.19034042954444885,
9536,,0.001,,,,
9549,,0.001,,,,
9549,0.18087036907672882,,149,,,
9599,,0.001,,,,
9599,0.18350005149841309,,149,,,
9599,,,149,0.0200668815523386,,
9599,,,149,,0.19024862349033356,
9600,,0.001,,,,
9649,,0.001,,,,
9649,0.2241569608449936,,150,,,
9663,,,150,0.01746964454650879,,
9663,,,150,,0.18809391558170319,
9664,,0.001,,,,
9699,,0.001,,,,
9699,0.17926214635372162,,151,,,
9727,,,151,0.01803683489561081,,
9727,,,151,,0.18962326645851135,
9728,,0.001,,,,
9749,,0.001,,,,
9749,0.24167034029960632,,152,,,
9791,,,152,0.026736142113804817,,
9791,,,152,,0.19758111238479614,
9792,,0.001,,,,
9799,,0.001,,,,
9799,0.24449419975280762,,153,,,
9849,,0.001,,,,
9849,0.12685415148735046,,153,,,
9855,,,153,0.01784953661262989,,
9855,,,153,,0.19328944385051727,
9856,,0.001,,,,
9899,,0.001,,,,
9899,0.19292673468589783,,154,,,
9919,,,154,0.0233367420732975,,
9919,,,154,,0.18894580006599426,
9920,,0.001,,,,
9949,,0.001,,,,
9949,0.21839119493961334,,155,,,
9983,,,155,0.016976863145828247,,
9983,,,155,,0.18800537288188934,
9984,,0.001,,,,
9999,,0.001,,,,
9999,0.2037862092256546,,156,,,
10047,,,156,0.017481207847595215,,
10047,,,156,,0.18519601225852966,
10048,,0.001,,,,
10049,,0.001,,,,
10049,0.0902891531586647,,157,,,
10099,,0.001,,,,
10099,0.18688036501407623,,157,,,
10111,,,157,0.02547416090965271,,
10111,,,157,,0.19426429271697998,
10112,,0.001,,,,
10149,,0.001,,,,
10149,0.24336010217666626,,158,,,
10175,,,158,0.02029411867260933,,
10175,,,158,,0.1896299421787262,
10176,,0.001,,,,
10199,,0.001,,,,
10199,0.20909558236598969,,159,,,
10239,,,159,0.017917122691869736,,
10239,,,159,,0.1892811357975006,
10240,,0.001,,,,
10249,,0.001,,,,
10249,0.2794930934906006,,160,,,
10299,,0.001,,,,
10299,0.17230841517448425,,160,,,
10303,,,160,0.017442120239138603,,
10303,,,160,,0.18837332725524902,
10304,,0.001,,,,
10349,,0.001,,,,
10349,0.20215174555778503,,161,,,
10367,,,161,0.018805518746376038,,
10367,,,161,,0.1861482411623001,
10368,,0.001,,,,
10399,,0.001,,,,
